"","model","formula","lam(Blackspruce_150)","SElam(Blackspruce_150)","lam(Int)","SElam(Int)","lam(Jackpine_150)","SElam(Jackpine_150)","lam(S150.VPD__100.150cm_Grid.1x1m.mean)","SElam(S150.VPD__100.150cm_Grid.1x1m.mean)","lam(S150.VPD__3.4m_Grid.1x1m.mean)","SElam(S150.VPD__3.4m_Grid.1x1m.mean)","lam(Species_Pice_Mar_v1_50)","SElam(Species_Pice_Mar_v1_50)","lam(SpeciesGroups_Needleleaf_Spp_v1_50)","SElam(SpeciesGroups_Needleleaf_Spp_v1_50)","lam(Structure_Biomass_TotalDead_v1_50)","SElam(Structure_Biomass_TotalDead_v1_50)","lam(Tamarack_150)","SElam(Tamarack_150)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt","r2"
"34","35","~1 ~ Jackpine_150 + S150.VPD__3.4m_Grid.1x1m.mean + 1",NA,NA,0.551019732899972,0.555799774651447,-0.0932433686927797,0.132470797071987,NA,NA,0.591639105867555,0.114149059437649,NA,NA,NA,NA,NA,NA,NA,NA,-2.0806876331263,0.630582761636631,NA,NA,0,125.595838095451,209.902946439944,4,98,427.805892879889,9.76115224064802,0.00210545152547547,NA,0.96250873485816,0.23417857929491
"35","15","~Julian + 1 ~ S150.VPD__3.4m_Grid.1x1m.mean + 1",NA,NA,0.50557409434886,0.514797626189624,NA,NA,NA,NA,0.581378331108195,0.118275825444512,NA,NA,NA,NA,NA,NA,NA,NA,-2.03028108366779,0.585569926547784,0.108435709827207,0.154210954210461,0,105.960752466968,209.905057406483,4,98,427.810114812965,9.76537417372475,0.00210101167559303,NA,0.964609746533753,0.234145586270077
"36","46","~1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + 1",NA,NA,0.461269985884365,0.478653758913818,NA,NA,0.602791757567496,0.116260392018278,NA,NA,-0.154630926631868,0.120646921572376,NA,NA,NA,NA,NA,NA,-1.98039027875216,0.547823548533482,NA,NA,0,86.71952366017,209.997164531132,4,98,427.994329062265,9.94958842302407,0.00191613829192465,NA,0.966525884825678,0.232704627322091
"37","58","~1 ~ S150.VPD__3.4m_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.473265348593247,0.497562391190148,NA,NA,NA,NA,0.605269133275788,0.113890335047711,NA,NA,NA,NA,0.00489931739718373,0.118562287631596,NA,NA,-1.98908628856563,0.569240625312129,NA,NA,0,95.9565819295022,210.151346221202,4,98,428.302692442404,10.257951803163,0.00164235331965722,NA,0.968168238145335,0.230286480044605
"38","147","~Julian + 1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + SpeciesGroups_Needleleaf_Spp_v1_50 + 1",NA,NA,0.420772056985092,0.457345909124265,NA,NA,0.543499502411675,0.12126566924233,NA,NA,NA,NA,0.23116437153499,0.170441290650132,NA,NA,NA,NA,-1.96704122530181,0.519456208958157,0.14955412163454,0.151642229220087,0,81.6764386261416,209.258231351727,5,98,428.516462703455,10.4717220642139,0.00147586614406468,NA,0.9696441042894,0.244188837789339
"39","14","~Julian + 1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + 1",NA,NA,0.459532013324603,0.460820988980992,NA,NA,0.576621005750571,0.118667349999834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97780532372268,0.526755618768914,0.156373795572273,0.151604602661027,0,80.2803753424411,210.295899515389,4,98,428.591799030778,10.5470583915372,0.00142130699897925,NA,0.971065411288379,0.228012420749539
"40","24","~1 ~ Blackspruce_150 + S150.VPD__100.150cm_Grid.1x1m.mean + 1",0.12630577561915,0.131871376262261,0.422370193703817,0.448109662432294,NA,NA,0.537600266550648,0.133317809335251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92900340288343,0.514589013356688,NA,NA,0,90.6631788344264,210.365881886958,4,98,428.731763773916,10.6870231346753,0.00132524122375482,NA,0.972390652512134,0.226909071363188
"41","246","~1 ~ Blackspruce_150 + S150.VPD__100.150cm_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + 1",0.145270701015718,0.132448826826045,0.473942709775639,0.487339801007656,NA,NA,0.535420245490713,0.132279307085037,NA,NA,-0.167135264931893,0.12027323846127,NA,NA,NA,NA,NA,NA,-2.00557972103043,0.555309711562439,NA,NA,0,107.669445005312,209.388961314959,5,98,428.777922629917,10.7331819906768,0.0012950056661293,NA,0.973685658178263,0.242169672698577
"42","269","~1 ~ Blackspruce_150 + Species_Pice_Mar_v1_50 + Tamarack_150 + 1",0.664736435357392,0.144822107604043,0.671963149531614,0.627482018499799,NA,NA,NA,NA,NA,NA,-0.231940036695334,0.128658680854742,NA,NA,NA,NA,0.521228259064445,0.121789872493065,-2.25851092628788,0.701099797302237,NA,NA,0,135.886067759758,209.497756276482,5,98,428.995512552964,10.9507719137233,0.00116150910129387,NA,0.974847167279557,0.240485188635701
"43","256","~1 ~ Blackspruce_150 + S150.VPD__3.4m_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + 1",0.113812004942662,0.142395489496527,0.491650356771705,0.504347654711233,NA,NA,NA,NA,0.536050142175894,0.134408080533347,-0.104866382553036,0.123057439775767,NA,NA,NA,NA,NA,NA,-2.01988437751236,0.573913426754642,NA,NA,0,120.623423656108,209.510930145197,5,98,429.021860290394,10.9771196511535,0.00114630788216259,NA,0.97599347516172,0.240280962236155
"44","146","~Julian + 1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + 1",NA,NA,0.50888288869461,0.499621247203163,NA,NA,0.581050147685563,0.119067381152783,NA,NA,-0.149143757625939,0.120219135294017,NA,NA,NA,NA,NA,NA,-2.04561997317025,0.567382552982807,0.146155766178821,0.14941044508449,0,96.6232336838677,209.517928614156,5,98,429.035857228312,10.9911165890716,0.00113831348891772,NA,0.977131788650637,0.240172446933812
"45","247","~1 ~ Blackspruce_150 + S150.VPD__100.150cm_Grid.1x1m.mean + SpeciesGroups_Needleleaf_Spp_v1_50 + 1",0.0897931805763448,0.13346956532838,0.393225042361892,0.447249318952634,NA,NA,0.518339265250684,0.136251188901599,NA,NA,NA,NA,0.215542862801493,0.173824955281053,NA,NA,NA,NA,-1.92163348889932,0.510714497971478,NA,NA,0,93.7723457994388,209.518120779822,5,98,429.036241559645,10.9915009204041,0.00113809476516403,NA,0.978269883415801,0.240169467075562
"46","489","~1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + Tamarack_150 + 1",NA,NA,0.504999395616886,0.498559128996283,NA,NA,0.585303546648353,0.11750071482208,NA,NA,NA,NA,NA,NA,-0.0272350495996079,0.107911604741628,0.162301897895679,0.0949262397279993,-2.03505036530322,0.567053667624961,NA,NA,0,105.341461861526,209.533985990076,5,98,429.067971980153,11.023231340912,0.00112018112996443,NA,0.979390064545766,0.239923409464648
"47","356","~1 ~ Jackpine_150 + S150.VPD__3.4m_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + 1",NA,NA,0.577726680516756,0.574700186784399,-0.10076693918976,0.13437271197212,NA,NA,0.577693239530263,0.11400870327361,-0.101173319193641,0.120457402932716,NA,NA,NA,NA,NA,NA,-2.11452353895886,0.649596723582094,NA,NA,0,138.827272414483,209.546361898961,5,98,429.092723797921,11.0479831586807,0.00110640330278705,NA,0.980496467848553,0.239731413002507
"48","349","~1 ~ Jackpine_150 + S150.VPD__100.150cm_Grid.1x1m.mean + Tamarack_150 + 1",NA,NA,0.502800568262517,0.504265932449254,-0.000808416803185747,0.13909283279339,0.581972445578339,0.120893420425267,NA,NA,NA,NA,NA,NA,NA,NA,0.15956336044617,0.0965367039988084,-2.03170975658008,0.572877781888405,NA,NA,0,111.518275166543,209.566553329311,5,98,429.133106658622,11.0883660193809,0.00108428746413676,NA,0.98158075531269,0.239418064564118
"49","156","~Julian + 1 ~ S150.VPD__3.4m_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + 1",NA,NA,0.524149416336149,0.526818130445074,NA,NA,NA,NA,0.568571698710874,0.118550594794567,-0.0967545097336727,0.122597167242603,NA,NA,NA,NA,NA,NA,-2.05374017777273,0.597441506625779,0.106347908813434,0.153474667345597,0,114.903407391655,209.59010248539,5,98,429.18020497078,11.1354643315394,0.00105905171591888,NA,0.982639807028608,0.239052444821628
"50","347","~1 ~ Jackpine_150 + S150.VPD__100.150cm_Grid.1x1m.mean + SpeciesGroups_Needleleaf_Spp_v1_50 + 1",NA,NA,0.421273929852876,0.468215409888129,-0.0589906189706184,0.134182347882451,0.544389595120214,0.124937756879014,NA,NA,NA,NA,0.241875273915117,0.169951652748296,NA,NA,NA,NA,-1.95292879830641,0.532966849321087,NA,NA,0,88.4722666897584,209.649063854657,5,98,429.298127709314,11.2533870700736,0.000998413790195635,NA,0.983638220818804,0.238136250650029
"51","135","~Julian + 1 ~ Jackpine_150 + S150.VPD__3.4m_Grid.1x1m.mean + 1",NA,NA,0.583808989966702,0.575783824630208,-0.0899211314549947,0.132392297914786,NA,NA,0.56865892105181,0.118609196618169,NA,NA,NA,NA,NA,NA,NA,NA,-2.12143599630517,0.649592581636352,0.102817110407318,0.151685487825912,0,139.67443712887,209.673210655971,5,98,429.346421311941,11.3016806727005,0.000974594033606961,NA,0.984612814852411,0.237760717871074
"52","125","~Julian + 1 ~ Blackspruce_150 + S150.VPD__3.4m_Grid.1x1m.mean + 1",0.0945551762077289,0.140732369297992,0.501914140564303,0.509491567552875,NA,NA,NA,NA,0.53772129228666,0.13543634719163,NA,NA,NA,NA,NA,NA,NA,NA,-2.03158145426084,0.578677809657598,0.0980979465355683,0.155300021546108,0,124.014038257146,209.679906634173,5,98,429.359813268346,11.3150726291053,0.000968089973027033,NA,0.985580904825438,0.237656548761538
