"","model","formula","lam(Blackspruce_150)","SElam(Blackspruce_150)","lam(Int)","SElam(Int)","lam(Jackpine_150)","SElam(Jackpine_150)","lam(S150.VPD__100.150cm_Grid.1x1m.mean)","SElam(S150.VPD__100.150cm_Grid.1x1m.mean)","lam(S150.VPD__3.4m_Grid.1x1m.mean)","SElam(S150.VPD__3.4m_Grid.1x1m.mean)","lam(Species_Pice_Mar_v1_50)","SElam(Species_Pice_Mar_v1_50)","lam(SpeciesGroups_Needleleaf_Spp_v1_50)","SElam(SpeciesGroups_Needleleaf_Spp_v1_50)","lam(Structure_Biomass_TotalDead_v1_50)","SElam(Structure_Biomass_TotalDead_v1_50)","lam(Tamarack_150)","SElam(Tamarack_150)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt","r2"
"53","568","~1 ~ S150.VPD__3.4m_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.498817215067253,0.511303134886407,NA,NA,NA,NA,0.585255536114883,0.114365793390827,-0.135407657053546,0.141603488833094,NA,NA,0.0753110777949149,0.141995296832771,NA,NA,-2.02444592951973,0.582250473008268,NA,NA,0,105.230960109796,209.691582270429,5,98,429.383164540859,11.3384239016179,0.000956852635825723,NA,0.986537757461264,0.237474877223531
"54","478","~1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + SpeciesGroups_Needleleaf_Spp_v1_50 + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.384061375907147,0.445056630086093,NA,NA,0.566803636936476,0.121259185332658,NA,NA,NA,NA,0.24331860324807,0.172190327349706,-0.0319397967040454,0.101469197116378,NA,NA,-1.91517628595937,0.508563163498895,NA,NA,0,77.1685561053022,209.695088127547,5,98,429.390176255094,11.345435615853,0.000953503920690298,NA,0.987491261381954,0.237420318044629
"55","129","~Julian + 1 ~ Blackspruce_150 + Tamarack_150 + 1",0.595832904883626,0.140642713345699,0.737685079094634,0.636557451748709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508528025935173,0.1190870099528,-2.31888154867391,0.708326477049665,0.244375931054014,0.143206968381614,0,146.799804868113,209.701933059795,5,98,429.40386611959,11.3591254803491,0.000946999537382341,NA,0.988438260919336,0.237313783945495
"56","468","~1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.478004347325217,0.489319559565093,NA,NA,0.593439594515055,0.115514291088998,NA,NA,-0.21379687256024,0.144360420471548,NA,NA,0.0963303944841727,0.128867731235977,NA,NA,-2.00351199412892,0.55859098469884,NA,NA,0,91.8327471694987,209.722868241973,5,98,429.445736483947,11.400995844706,0.000927380015247524,NA,0.989365640934584,0.236987857694518
"57","34","~1 ~ Jackpine_150 + S150.VPD__100.150cm_Grid.1x1m.mean + 1",NA,NA,0.438143423349052,0.462312909384636,-0.0374991153125536,0.135663343131204,0.589854173674431,0.120266977854849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94022729497931,0.530706809636226,NA,NA,0,82.9795672363462,210.790629906632,4,98,429.581259813264,11.536519174023,0.000866621014034834,NA,0.990232261948619,0.220178537355151
"58","48","~1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.414522076487764,0.443951638654021,NA,NA,0.601323818436366,0.117692937891659,NA,NA,NA,NA,NA,NA,-0.0110368367511397,0.102329477420229,NA,NA,-1.91445685649951,0.511383457903668,NA,NA,0,74.1109138805954,210.823068032096,4,98,429.646136064193,11.6013954249519,0.000838960505766987,NA,0.991071222454386,0.219662122635074
"59","235","~1 ~ Blackspruce_150 + Jackpine_150 + S150.VPD__3.4m_Grid.1x1m.mean + 1",0.0685061264403168,0.173524121841456,0.517186037321093,0.538184303171998,-0.0552307911607774,0.164910457304973,NA,NA,0.563871474067045,0.134580047183022,NA,NA,NA,NA,NA,NA,NA,NA,-2.04508836482843,0.611090647039632,NA,NA,0,143.371066250573,209.823273008254,5,98,429.646546016508,11.6018053772677,0.000838788556489259,NA,0.991910011010875,0.235422784237331
"60","258","~1 ~ Blackspruce_150 + S150.VPD__3.4m_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + 1",0.103954951990786,0.14052888917111,0.468499285458647,0.490128942629762,NA,NA,NA,NA,0.554845447154662,0.133157418191539,NA,NA,NA,NA,0.00303475894040098,0.115720006922751,NA,NA,-1.99029224874277,0.559811594357127,NA,NA,0,111.353558225804,209.878551142325,5,98,429.757102284651,11.7123616454102,0.000793680130802535,NA,0.992703691141678,0.234559758715369
"61","358","~1 ~ Jackpine_150 + S150.VPD__3.4m_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.552006623227663,0.556891736938085,-0.0943884890537648,0.133803329050571,NA,NA,0.591716443356635,0.114123589453844,NA,NA,NA,NA,-0.00706880709562986,0.11741362182623,NA,NA,-2.08164891034419,0.631717469939911,NA,NA,0,126.580780592402,209.9011248481,5,98,429.802249696201,11.7575090569604,0.00077596453465271,NA,0.99347965567633,0.234207048440298
"62","158","~Julian + 1 ~ S150.VPD__3.4m_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.505753943686463,0.514747234602511,NA,NA,NA,NA,0.581108742618728,0.118379559535641,NA,NA,NA,NA,0.00658959718579875,0.118360854901462,NA,NA,-2.03060859733847,0.5855243635571,0.10866921881937,0.154235985071563,0,106.195383337068,209.903514267758,5,98,429.807028535516,11.762287896275,0.000774112643094373,NA,0.994253768319425,0.234169704657717
"63","346","~1 ~ Jackpine_150 + S150.VPD__100.150cm_Grid.1x1m.mean + Species_Pice_Mar_v1_50 + 1",NA,NA,0.500089758507908,0.508727740872497,-0.053514135240826,0.137858410811607,0.590784773169618,0.119118860400083,NA,NA,-0.157179123503205,0.11966869791863,NA,NA,NA,NA,NA,NA,-2.0250188422564,0.579873094804421,NA,NA,0,102.488733699325,209.921552201287,5,98,429.843104402574,11.7983637633329,0.000760274432263972,NA,0.995014042751689,0.233887734476379
"64","124","~Julian + 1 ~ Blackspruce_150 + S150.VPD__100.150cm_Grid.1x1m.mean + 1",0.111295283681388,0.131474869723583,0.463118721206279,0.464819621629586,NA,NA,0.524477705813347,0.134169301636061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98607270752047,0.530270716762599,0.141834399759697,0.152646788421613,0,99.3065667928336,209.933470019106,5,98,429.866940038212,11.8221993989709,0.000751267398788627,NA,0.995765310150477,0.233701377397823
"65","279","~1 ~ Blackspruce_150 + SpeciesGroups_Needleleaf_Spp_v1_50 + Tamarack_150 + 1",0.561371253561414,0.144313465885933,0.527010076165261,0.531221700379316,NA,NA,NA,NA,NA,NA,NA,NA,0.251390716021074,0.178981503734102,NA,NA,0.469620530081908,0.121461193349757,-2.0836582228784,0.600956680773914,NA,NA,0,99.3756135374379,210.064067411576,5,98,430.128134823152,12.0833941839115,0.000659290497430461,NA,0.996424600647908,0.231656273617105
"66","29","~1 ~ Blackspruce_150 + Tamarack_150 + 1",0.625829197283873,0.140963384282351,0.570960701097502,0.54223494832776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494610145677541,0.121168191195777,-2.10595367836649,0.616152217391537,NA,NA,0,99.4230166246718,211.147136033665,4,98,430.294272067329,12.2495314280887,0.000606737128663856,NA,0.997031337776571,0.214484150815855
"67","134","~Julian + 1 ~ Jackpine_150 + S150.VPD__100.150cm_Grid.1x1m.mean + 1",NA,NA,0.477953254062796,0.477532342329903,-0.0310824538368502,0.135596896327458,0.568111912476809,0.123315676919289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99742312804381,0.544037981586211,0.154199133947663,0.151367146430937,0,90.3116672931035,210.268552062275,5,98,430.53710412455,12.4923634853091,0.000537366094362607,NA,0.997568703870934,0.228443155521598
"68","148","~Julian + 1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.459530786156469,0.461202521086947,NA,NA,0.578882782427248,0.120394129455136,NA,NA,NA,NA,NA,NA,-0.0118943906193876,0.102726248249315,NA,NA,-1.9786104993593,0.527180675962502,0.156446697436451,0.151510080821769,0,81.5805438928459,210.289138395244,5,98,430.578276790488,12.5335361512472,0.00052641678675158,NA,0.998095120657686,0.228118933824879
"69","248","~1 ~ Blackspruce_150 + S150.VPD__100.150cm_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + 1",0.13050276418622,0.132776813053602,0.425118061434006,0.450445059961159,NA,NA,0.540492287256409,0.133917514096832,NA,NA,NA,NA,NA,NA,-0.0246110924045187,0.10236632801522,NA,NA,-1.93431591292329,0.51697800345018,NA,NA,0,93.2659775879875,210.336396329246,5,98,430.672792658491,12.6280520192507,0.000502118092086462,NA,0.998597238749772,0.227374135856302
"70","234","~1 ~ Blackspruce_150 + Jackpine_150 + S150.VPD__100.150cm_Grid.1x1m.mean + 1",0.145860182652267,0.158111340255997,0.399000488843621,0.447625847285216,0.0372825294601013,0.160588939860009,0.537399233992543,0.134520601142333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.90372082205208,0.513599704411029,NA,NA,0,96.2715659385031,210.338748434658,5,98,430.677496869316,12.6327562300754,0.000500938445275112,NA,0.999098177195047,0.227337047262535
"71","289","~1 ~ Blackspruce_150 + Structure_Biomass_TotalDead_v1_50 + Tamarack_150 + 1",0.651809914754265,0.143773292804761,0.591282396490343,0.559254046990257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.129316755361792,0.134358847268985,0.536581728082948,0.128317598607844,-2.13980322806594,0.632776594472619,NA,NA,0,110.541237435543,210.630981969174,5,98,431.261963938348,13.2172232991077,0.000373997717815384,NA,0.999472174912863,0.222715155624676
"72","348","~1 ~ Jackpine_150 + S150.VPD__100.150cm_Grid.1x1m.mean + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.440711054514496,0.464384467541947,-0.0429882000939103,0.13907914613836,0.592005859328137,0.120868159115405,NA,NA,NA,NA,NA,NA,-0.0184827467889988,0.104745414413095,NA,NA,-1.94420780114965,0.533257202116124,NA,NA,0,85.7451429042134,210.775157612744,5,98,431.550315225489,13.5055745862483,0.000323783166232381,NA,0.999795958079095,0.220424735765812
"73","679","~1 ~ Species_Pice_Mar_v1_50 + SpeciesGroups_Needleleaf_Spp_v1_50 + Tamarack_150 + 1",NA,NA,0.312722375660345,0.389038214592688,NA,NA,NA,NA,NA,NA,-0.512468842552316,0.156360981134351,0.680082422061523,0.189572380567347,NA,NA,0.230591413101116,0.0972472763059328,-1.78299539883479,0.451001054875279,NA,NA,0,48.717243196074,212.283274630303,5,98,434.566549260606,16.5218086213654,7.1661742956666e-05,NA,0.999867619822052,0.196057992456779
"74","267","~1 ~ Blackspruce_150 + Species_Pice_Mar_v1_50 + SpeciesGroups_Needleleaf_Spp_v1_50 + 1",0.273718104577122,0.126441575080578,0.303736821064197,0.389488334735171,NA,NA,NA,NA,NA,NA,-0.431174341027345,0.152818462353031,0.573645006656622,0.200309072096025,NA,NA,NA,NA,-1.76754888298788,0.45243256993949,NA,NA,0,48.505303153488,212.303197503574,5,98,434.606395007147,16.5616543679067,7.02481631751113e-05,NA,0.999937867985227,0.195731051817779
"75","367","~1 ~ Jackpine_150 + Species_Pice_Mar_v1_50 + SpeciesGroups_Needleleaf_Spp_v1_50 + 1",NA,NA,0.380076443687555,0.430432342910373,-0.233641026069908,0.13371762986655,NA,NA,NA,NA,-0.509284377006171,0.15025342635907,0.714134760924647,0.190124462361236,NA,NA,NA,NA,-1.8461072357836,0.499738023750261,NA,NA,0,52.5576536911819,213.058423149141,5,98,436.116846298282,18.0721056590415,3.30099329721418e-05,NA,0.999970877918199,0.183239019782389
"76","678","~1 ~ Species_Pice_Mar_v1_50 + SpeciesGroups_Needleleaf_Spp_v1_50 + Structure_Biomass_TotalDead_v1_50 + 1",NA,NA,0.270511610744967,0.374914795607648,NA,NA,NA,NA,NA,NA,-0.657994777307499,0.186053804824442,0.741052442546538,0.196544823473076,0.275508787797849,0.159132634610502,NA,NA,-1.72775768484012,0.437938223259738,NA,NA,0,37.381240543504,213.183734953277,5,98,436.367469906555,18.3227292673142,2.91220818010768e-05,NA,1,0.181147575344362
