"","model","formula","lam(Fen_500)","SElam(Fen_500)","lam(Int)","SElam(Int)","lam(S150.VPD__100.150cm_Grid.1x1m.mean)","SElam(S150.VPD__100.150cm_Grid.1x1m.mean)","lam(S150.VPD__150.200cm_Grid.1x1m.mean)","SElam(S150.VPD__150.200cm_Grid.1x1m.mean)","lam(S150.VPD__3.4m_Grid.1x1m.mean)","SElam(S150.VPD__3.4m_Grid.1x1m.mean)","lam(Species_Sali_Spp_v1_500)","SElam(Species_Sali_Spp_v1_500)","lam(SpeciesGroups_Broadleaf_Spp_v1_500)","SElam(SpeciesGroups_Broadleaf_Spp_v1_500)","lam(Swamp_500)","SElam(Swamp_500)","lam(Tremblingaspen_500)","SElam(Tremblingaspen_500)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt","r2"
"55","128","~Julian + 1 ~ Fen_500 + Swamp_500 + 1",0.655155364431547,0.166343805921585,-0.821540409324905,0.214668111786805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.612630067249404,0.234921358696695,NA,NA,-0.608105218077801,0.31033973866674,0.0965764730787663,0.254246849717946,0,10.3365177878551,158.007904651966,5,98,326.015809303932,8.9975247192927,0.00161403061410301,NA,0.987440928766756,0.118303323465681
"56","347","~1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + S150.VPD__150.200cm_Grid.1x1m.mean + SpeciesGroups_Broadleaf_Spp_v1_500 + 1",NA,NA,-0.883117274583437,0.20206000471511,0.522261378955548,0.456964417797692,-0.220309838736814,0.465671283873617,NA,NA,NA,NA,0.464928145327289,0.142819435271036,NA,NA,NA,NA,-0.491164249308981,0.243424395601742,NA,NA,0,35.3307282883844,158.018606373867,5,98,326.037212747734,9.01892816309453,0.00159684980343193,NA,0.989037778570188,0.118110737688223
"57","139","~Julian + 1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + Tremblingaspen_500 + 1",NA,NA,-0.876845208200268,0.206856443164531,0.363655147928227,0.169137101890741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478418215207032,0.138663429666219,-0.504919961912922,0.287900041248248,0.00648654920323882,0.253730988418021,0,9.48170650737128,158.036642729065,5,98,326.07328545813,9.05500087349145,0.00156830663432449,NA,0.990606085204513,0.117786064305297
"58","378","~1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + SpeciesGroups_Broadleaf_Spp_v1_500 + Swamp_500 + 1",NA,NA,-0.887083709167892,0.201985126567654,0.312969871763261,0.160542517423808,NA,NA,NA,NA,NA,NA,0.467406830173695,0.142971140548105,-0.0718755526831282,0.218550311323047,NA,NA,-0.483072082693483,0.241212513060055,NA,NA,0,5.34218481345632,158.069995920862,5,98,326.139991841724,9.12170725708523,0.00151686130437736,NA,0.99212294650889,0.117185356810955
"59","7","~1 ~ SpeciesGroups_Broadleaf_Spp_v1_500 + 1",NA,NA,-0.848353845525588,0.193056527202837,NA,NA,NA,NA,NA,NA,NA,NA,0.419743855503691,0.138725165583688,NA,NA,NA,NA,-0.447366519843774,0.232006893342872,NA,NA,0,4.81306704285175,160.076765146837,3,98,326.153530293673,9.135245709034,0.00150662800227961,NA,0.99362957451117,0.0802795773326833
"60","137","~Julian + 1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + SpeciesGroups_Broadleaf_Spp_v1_500 + 1",NA,NA,-0.894539416453373,0.204012569202735,0.323508025407587,0.162412103383933,NA,NA,NA,NA,NA,NA,0.47495317962356,0.143497177509098,NA,NA,NA,NA,-0.454984249461146,0.270728158176204,-0.0515572236045696,0.245428828726374,0,8.10838243394645,158.106971177064,5,98,326.213942354129,9.1956577694898,0.00146179920967936,NA,0.995091373720849,0.116518936064006
"61","568","~1 ~ S150.VPD__3.4m_Grid.1x1m.mean + Species_Sali_Spp_v1_500 + Swamp_500 + 1",NA,NA,-0.936312282215978,0.215034247299637,NA,NA,NA,NA,0.386433270278251,0.154287762832565,-0.563161836103559,0.324208793083793,NA,NA,-0.160620526717386,0.204303450774019,NA,NA,-0.46331094607694,0.238228123854369,NA,NA,0,7.91339552728309,158.225773665642,5,98,326.451547331284,9.43326274664508,0.00129805309649702,NA,0.996389426817346,0.114374301543859
"62","25","~1 ~ Fen_500 + S150.VPD__3.4m_Grid.1x1m.mean + 1",0.228952452744907,0.110403473538707,-0.86660293600922,0.196765867344275,NA,NA,NA,NA,0.39529570041115,0.155448729501035,NA,NA,NA,NA,NA,NA,NA,NA,-0.460517123536604,0.237357241116276,NA,NA,0,6.6494856263047,159.242678513237,4,98,326.485357026474,9.46707244183517,0.00127629414082117,NA,0.997665720958167,0.0958027267030849
"63","69","~1 ~ Species_Sali_Spp_v1_500 + Tremblingaspen_500 + 1",NA,NA,-0.888230150118798,0.208330083811075,NA,NA,NA,NA,NA,NA,-0.394095675510287,0.326297220149448,NA,NA,NA,NA,0.340872972666104,0.149659172041986,-0.473675701670576,0.237836645332077,NA,NA,0,8.63915141257256,159.330573938785,4,98,326.66114787757,9.64286329293134,0.0011689024722994,NA,0.998834623430467,0.0941793363545291
"64","9","~1 ~ Tremblingaspen_500 + 1",NA,NA,-0.834805433245222,0.192573594967418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410425910777372,0.138878504038812,-0.467019008575814,0.235911482314602,NA,NA,0,4.93036105763644,160.33359491904,3,98,326.667189838081,9.64890525344157,0.00116537656953329,NA,1,0.0754462770847484
