"","p.Int.","lam.Int.","p.Julian.","lam.Blackspruce_150.","lam.Jackpine_150.","lam.S150.VPD__100.150cm_Grid.1x1m.mean.","lam.S150.VPD__3.4m_Grid.1x1m.mean.","lam.Species_Pice_Mar_v1_50.","lam.SpeciesGroups_Needleleaf_Spp_v1_50.","lam.Structure_Biomass_TotalDead_v1_50.","lam.Tamarack_150.","R.2","df","logLik","AIC","delta","weight"
"296",-2.1081615496198,0.560873705771471,NA,NA,NA,0.581841072501792,NA,-0.156906251334181,NA,NA,0.158016961945782,0.252165150247299,5,-208.738370994473,427.476741988945,9.43200134970471,0.00248195054764783
"72",-1.91119237205947,0.383626767657052,NA,NA,NA,0.561773381925863,NA,NA,0.235866727892983,NA,NA,0.236627285045963,4,-209.746018445572,427.492036891144,9.44729625190365,0.00246304234413567
"82",-1.99732824868871,0.439987281188112,NA,0.0622972372149105,NA,NA,0.551950808332366,NA,0.246473125429867,NA,NA,0.251111268880593,5,-208.80737531319,427.614750626379,9.57000998713863,0.00231646066059487
"8",-1.9137645094284,0.414488948716036,NA,NA,NA,0.599378409434884,NA,NA,NA,NA,NA,0.21956870475982,3,-210.828933698811,427.657867397623,9.61312675838229,0.0022670559645855
"48",-2.00997190547058,0.489471767675239,NA,NA,NA,NA,0.59197830120115,-0.0978983247354215,NA,NA,NA,0.23532439876796,4,-209.829577901666,427.659155803333,9.61441516409235,0.00226559599097068
"265",-2.11670429946925,0.567494151868959,0.174860671245988,NA,NA,0.550918006120814,NA,NA,NA,NA,0.169380599564037,0.250157136552089,5,-208.869764723785,427.73952944757,9.69478880832946,0.00217635407244946
"18",-1.99497714063314,0.472671728959721,NA,0.10405230234331,NA,NA,0.555017728084812,NA,NA,NA,NA,0.234555124286584,4,-209.878847816462,427.757695632925,9.71295499368432,0.00215667555291271
"208",-1.99236533654195,0.435709299401376,NA,NA,NA,NA,0.583466163188445,NA,0.261986271826729,-0.0158214498017575,NA,0.249737696657448,5,-208.897166209798,427.794332419596,9.74959178035567,0.00211752837324562
"20",-2.0806876331263,0.551019732899972,NA,NA,-0.0932433686927797,NA,0.591639105867555,NA,NA,NA,NA,0.23417857929491,4,-209.902946439944,427.805892879889,9.76115224064802,0.00210532387828247
"17",-2.03028108366779,0.50557409434886,0.108435709827207,NA,NA,NA,0.581378331108195,NA,NA,NA,NA,0.234145586270077,4,-209.905057406483,427.810114812965,9.76537417372475,0.00210088429757478
"40",-1.98039027875216,0.461269985884365,NA,NA,NA,0.602791757567496,NA,-0.154630926631868,NA,NA,NA,0.232704627322091,4,-209.997164531132,427.994329062265,9.94958842302407,0.00191602212222357
"144",-1.98908628856563,0.473265348593247,NA,NA,NA,NA,0.605269133275788,NA,NA,0.00489931739718373,NA,0.230286480044605,4,-210.151346221202,428.302692442404,10.257951803163,0.00164225374871548
"73",-1.96704122530181,0.420772056985092,0.14955412163454,NA,NA,0.543499502411675,NA,NA,0.23116437153499,NA,NA,0.244188837789339,5,-209.258231351727,428.516462703455,10.4717220642139,0.00147577666673963
"9",-1.97780532372268,0.459532013324603,0.156373795572273,NA,NA,0.576621005750571,NA,NA,NA,NA,NA,0.228012420749539,4,-210.295899515389,428.591799030778,10.5470583915372,0.00142122082941105
"10",-1.92900340288343,0.422370193703817,NA,0.12630577561915,NA,0.537600266550648,NA,NA,NA,NA,NA,0.226909071363188,4,-210.365881886958,428.731763773916,10.6870231346753,0.00132516087836562
"42",-2.00557972103043,0.473942709775639,NA,0.145270701015718,NA,0.535420245490713,NA,-0.167135264931893,NA,NA,NA,0.242169672698577,5,-209.388961314959,428.777922629917,10.7331819906768,0.00129492715383102
"290",-2.25851092628788,0.671963149531614,NA,0.664736435357392,NA,NA,NA,-0.231940036695334,NA,NA,0.521228259064445,0.240485188635701,5,-209.497756276482,428.995512552964,10.9507719137233,0.00116143868249077
"50",-2.01988437751236,0.491650356771705,NA,0.113812004942662,NA,NA,0.536050142175894,-0.104866382553036,NA,NA,NA,0.240280962236155,5,-209.510930145197,429.021860290394,10.9771196511535,0.00114623838496368
"41",-2.04561997317025,0.50888288869461,0.146155766178821,NA,NA,0.581050147685563,NA,-0.149143757625939,NA,NA,NA,0.240172446933812,5,-209.517928614156,429.035857228312,10.9911165890716,0.00113824447639483
"74",-1.92163348889932,0.393225042361892,NA,0.0897931805763448,NA,0.518339265250684,NA,NA,0.215542862801493,NA,NA,0.240169467075562,5,-209.518120779822,429.036241559645,10.9915009204041,0.0011380257659017
"392",-2.03505036530322,0.504999395616886,NA,NA,NA,0.585303546648353,NA,NA,NA,-0.0272350495996079,0.162301897895679,0.239923409464648,5,-209.533985990076,429.067971980153,11.023231340912,0.00112011321675191
"52",-2.11452353895886,0.577726680516756,NA,NA,-0.10076693918976,NA,0.577693239530263,-0.101173319193641,NA,NA,NA,0.239731413002507,5,-209.546361898961,429.092723797921,11.0479831586807,0.00110633622488276
"268",-2.03170975658008,0.502800568262517,NA,NA,-0.000808416803185747,0.581972445578339,NA,NA,NA,NA,0.15956336044617,0.239418064564118,5,-209.566553329311,429.133106658622,11.0883660193809,0.00108422172704924
"49",-2.05374017777273,0.524149416336149,0.106347908813434,NA,NA,NA,0.568571698710874,-0.0967545097336727,NA,NA,NA,0.239052444821628,5,-209.59010248539,429.18020497078,11.1354643315394,0.00105898750879886
"76",-1.95292879830641,0.421273929852876,NA,NA,-0.0589906189706184,0.544389595120214,NA,NA,0.241875273915117,NA,NA,0.238136250650029,5,-209.649063854657,429.298127709314,11.2533870700736,0.000998353259370667
"21",-2.12143599630517,0.583808989966702,0.102817110407318,NA,-0.0899211314549947,NA,0.56865892105181,NA,NA,NA,NA,0.237760717871074,5,-209.673210655971,429.346421311941,11.3016806727005,0.000974534946902188
"19",-2.03158145426084,0.501914140564303,0.0980979465355683,0.0945551762077289,NA,NA,0.53772129228666,NA,NA,NA,NA,0.237656548761538,5,-209.679906634173,429.359813268346,11.3150726291053,0.000968031280643889
"176",-2.02444592951973,0.498817215067253,NA,NA,NA,NA,0.585255536114883,-0.135407657053546,NA,0.0753110777949149,NA,0.237474877223531,5,-209.691582270429,429.383164540859,11.3384239016179,0.000956794624728533
"200",-1.91517628595937,0.384061375907147,NA,NA,NA,0.566803636936476,NA,NA,0.24331860324807,-0.0319397967040454,NA,0.237420318044629,5,-209.695088127547,429.390176255094,11.345435615853,0.000953446112615633
"259",-2.31888154867391,0.737685079094634,0.244375931054014,0.595832904883626,NA,NA,NA,NA,NA,NA,0.508528025935173,0.237313783945495,5,-209.701933059795,429.40386611959,11.3591254803491,0.000946942123648872
"168",-2.00351199412892,0.478004347325217,NA,NA,NA,0.593439594515055,NA,-0.21379687256024,NA,0.0963303944841727,NA,0.236987857694518,5,-209.722868241973,429.445736483947,11.400995844706,0.000927323790986668
"12",-1.94022729497931,0.438143423349052,NA,NA,-0.0374991153125536,0.589854173674431,NA,NA,NA,NA,NA,0.220178537355151,4,-210.790629906632,429.581259813264,11.536519174023,0.000866568473409465
"136",-1.91445685649951,0.414522076487764,NA,NA,NA,0.601323818436366,NA,NA,NA,-0.0110368367511397,NA,0.219662122635074,4,-210.823068032096,429.646136064193,11.6013954249519,0.000838909642115034
"22",-2.04508836482843,0.517186037321093,NA,0.0685061264403168,-0.0552307911607774,NA,0.563871474067045,NA,NA,NA,NA,0.235422784237331,5,-209.823273008254,429.646546016508,11.6018053772677,0.000838737703262074
"146",-1.99029224874277,0.468499285458647,NA,0.103954951990786,NA,NA,0.554845447154662,NA,NA,0.00303475894040098,NA,0.234559758715369,5,-209.878551142325,429.757102284651,11.7123616454102,0.000793632012363517
"148",-2.08164891034419,0.552006623227663,NA,NA,-0.0943884890537648,NA,0.591716443356635,NA,NA,-0.00706880709562986,NA,0.234207048440298,5,-209.9011248481,429.802249696201,11.7575090569604,0.000775917490256999
"145",-2.03060859733847,0.505753943686463,0.10866921881937,NA,NA,NA,0.581108742618728,NA,NA,0.00658959718579875,NA,0.234169704657717,5,-209.903514267758,429.807028535516,11.762287896275,0.000774065710973277
"44",-2.0250188422564,0.500089758507908,NA,NA,-0.053514135240826,0.590784773169618,NA,-0.157179123503205,NA,NA,NA,0.233887734476379,5,-209.921552201287,429.843104402574,11.7983637633329,0.000760228339111975
"11",-1.98607270752047,0.463118721206279,0.141834399759697,0.111295283681388,NA,0.524477705813347,NA,NA,NA,NA,NA,0.233701377397823,5,-209.933470019106,429.866940038212,11.8221993989709,0.000751221851705978
"322",-2.0836582228784,0.527010076165261,NA,0.561371253561414,NA,NA,NA,NA,0.251390716021074,NA,0.469620530081908,0.231656273617105,5,-210.064067411576,430.128134823152,12.0833941839115,0.000659250526630683
"258",-2.10595367836649,0.570960701097502,NA,0.625829197283873,NA,NA,NA,NA,NA,NA,0.494610145677541,0.214484150815855,4,-211.147136033665,430.294272067329,12.2495314280887,0.000606700344016752
"13",-1.99742312804381,0.477953254062796,0.154199133947663,NA,-0.0310824538368502,0.568111912476809,NA,NA,NA,NA,NA,0.228443155521598,5,-210.268552062275,430.53710412455,12.4923634853091,0.000537333515472651
"137",-1.9786104993593,0.459530786156469,0.156446697436451,NA,NA,0.578882782427248,NA,NA,NA,-0.0118943906193876,NA,0.228118933824879,5,-210.289138395244,430.578276790488,12.5335361512472,0.00052638487168521
"138",-1.93431591292329,0.425118061434006,NA,0.13050276418622,NA,0.540492287256409,NA,NA,NA,-0.0246110924045187,NA,0.227374135856302,5,-210.336396329246,430.672792658491,12.6280520192507,0.000502087650176861
"14",-1.90372082205208,0.399000488843621,NA,0.145860182652267,0.0372825294601013,0.537399233992543,NA,NA,NA,NA,NA,0.227337047262535,5,-210.338748434658,430.677496869316,12.6327562300754,0.000500908074883949
"386",-2.13980322806594,0.591282396490343,NA,0.651809914754265,NA,NA,NA,NA,NA,-0.129316755361792,0.536581728082948,0.222715155624676,5,-210.630981969174,431.261963938348,13.2172232991077,0.000373975043458702
"140",-1.94420780114965,0.440711054514496,NA,NA,-0.0429882000939103,0.592005859328137,NA,NA,NA,-0.0184827467889988,NA,0.220424735765812,5,-210.775157612744,431.550315225489,13.5055745862483,0.000323763536232921
"352",-1.78299539883479,0.312722375660345,NA,NA,NA,NA,NA,-0.512468842552316,0.680082422061523,NA,0.230591413101116,0.196057992456779,5,-212.283274630303,434.566549260606,16.5218086213654,7.16573983207421e-05
"98",-1.76754888298788,0.303736821064197,NA,0.273718104577122,NA,NA,NA,-0.431174341027345,0.573645006656622,NA,NA,0.195731051817779,5,-212.303197503574,434.606395007147,16.5616543679067,7.02439042402776e-05
"100",-1.8461072357836,0.380076443687555,NA,NA,-0.233641026069908,NA,NA,-0.509284377006171,0.714134760924647,NA,NA,0.183239019782389,5,-213.058423149141,436.116846298282,18.0721056590415,3.30079316791963e-05
"224",-1.72775768484012,0.270511610744967,NA,NA,NA,NA,NA,-0.657994777307499,0.741052442546538,0.275508787797849,NA,0.181147575344362,5,-213.183734953277,436.367469906555,18.3227292673142,2.91203162168536e-05
"96",-1.65795738343737,0.244142132873109,NA,NA,NA,NA,NA,-0.494602240348053,0.673492239402014,NA,NA,0.156725500762602,4,-214.62377875077,437.247557501541,19.2028168623001,1.87537228530805e-05
"97",-1.7380317770557,0.294709560088709,0.204407278788652,NA,NA,NA,NA,-0.472611786324264,0.645483007587151,NA,NA,0.170580323258646,5,-213.81203224246,437.62406448492,19.5793238456795,1.55356719085174e-05
"66",-1.65279722624839,0.263322713368005,NA,0.327807326517414,NA,NA,NA,NA,0.306070801383645,NA,NA,0.126657165144876,4,-216.340526128168,440.681052256337,22.636311617096,3.36909751054479e-06
"67",-1.72619882821051,0.311721874703701,0.193065993264382,0.301016526655246,NA,NA,NA,NA,0.292222251086191,NA,NA,0.139107531851432,5,-215.636955570068,441.273911140137,23.2291705008962,2.50481646797126e-06
"321",-1.77414778533505,0.354995146989564,0.299757658412864,NA,NA,NA,NA,NA,0.365741473913748,NA,0.247390768670151,0.13333266644703,5,-215.964549970596,441.929099941193,23.8843593019521,1.80510915753658e-06
"2",-1.63940996587349,0.288135299211428,NA,0.394474403450344,NA,NA,NA,NA,NA,NA,NA,0.0961709875453181,3,-218.021814586525,442.04362917305,23.9988885338096,1.7046442690556e-06
"34",-1.68206303063908,0.307348956302502,NA,0.408119035426884,NA,NA,NA,-0.179129687286101,NA,NA,NA,0.113853974370697,4,-217.053650757883,442.107301515767,24.0625608765263,1.65122969124315e-06
"3",-1.73125856407756,0.350342728575915,0.215253826819968,0.359646923380333,NA,NA,NA,NA,NA,NA,NA,0.112152018705205,4,-217.147671203128,442.295342406256,24.2506017670149,1.50305519379401e-06
"35",-1.77808715000639,0.374787540907661,0.209577363105116,0.372547174346677,NA,NA,NA,-0.175505828291548,NA,NA,NA,0.128990436917784,5,-216.209439788969,442.418879577938,24.3741389386971,1.41302281020209e-06
"70",-1.63463302668362,0.246041441833705,NA,0.36053563520539,0.0501693624874634,NA,NA,NA,0.293866249346761,NA,NA,0.127435859659041,5,-216.296817002463,442.593634004926,24.5488933656857,1.29479713863642e-06
"194",-1.65337460942617,0.263114712804431,NA,0.329060847456521,NA,NA,NA,NA,0.310863754809582,-0.0254984441212849,NA,0.127077593318946,5,-216.316931796176,442.633863592353,24.5891229531119,1.26901275444512e-06
"162",-1.70551177251526,0.318207131037502,NA,0.408049843814492,NA,NA,NA,-0.2434840943157,NA,0.124817839229321,NA,0.120365026953556,5,-216.692288819154,443.384577638307,25.3398369990668,8.7186752846511e-07
"6",-1.59843201853817,0.245949070662019,NA,0.469510637946714,0.129175026182647,NA,NA,NA,NA,NA,NA,0.101709970968467,4,-217.720601363469,443.441202726938,25.3964620876975,8.47528910328907e-07
"320",-1.6226993742557,0.258129699045956,NA,NA,NA,NA,NA,NA,0.392792508801533,NA,0.222524750318856,0.101280351168411,4,-217.744030698172,443.488061396345,25.443320757104,8.27902684310534e-07
"38",-1.64068658461742,0.265722188838204,NA,0.477993525535151,0.127183866330016,NA,NA,-0.180587588128158,NA,NA,NA,0.11908605425707,5,-216.763482152646,443.526964305292,25.4822236660513,8.1195438459646e-07
"7",-1.68851518647308,0.307071913980534,0.20937793090986,0.427852127224149,0.114585807172983,NA,NA,NA,NA,NA,NA,0.116412895219896,5,-216.911948930823,443.823897861646,25.7791572224049,6.99927937840215e-07
"130",-1.63946143089828,0.288177541137719,NA,0.394158461311249,NA,NA,NA,NA,NA,0.00343397022205499,NA,0.0961786497044999,4,-218.021399190044,444.042798380088,25.9980577408473,6.27364131829359e-07
"131",-1.73223899662606,0.351245454235138,0.21576140300778,0.358655011922676,NA,NA,NA,NA,NA,0.00941896881273138,NA,0.11220989366375,5,-217.144477001573,444.288954003147,26.2442133639063,5.54712140291334e-07
"324",-1.70673434668085,0.319421654731001,NA,NA,-0.140610695051616,NA,NA,NA,0.413028290141226,NA,0.197161226269968,0.111547264575024,5,-217.181035996876,444.362071993751,26.3173313545108,5.34798648305859e-07
"65",-1.63241759776587,0.273976896331493,0.260764501822025,NA,NA,NA,NA,NA,0.369848492466973,NA,NA,0.0874360416996547,4,-218.493095474286,444.986190948572,26.9414503093313,3.91439449384252e-07
"448",-1.62680790081602,0.258408852378652,NA,NA,NA,NA,NA,NA,0.405302897202561,-0.081586738108388,0.2409959543459,0.104772368414964,5,-217.553268056411,445.106536112822,27.0617954735814,3.68580174636731e-07
"257",-1.76463276594636,0.406096868838654,0.341325150103194,NA,NA,NA,NA,NA,NA,NA,0.253598889291457,0.0859757868429091,4,-218.571440997751,445.142881995502,27.0981413562612,3.61942484596829e-07
"69",-1.73151685779456,0.344307242892899,0.244361482832691,NA,-0.167599482546853,NA,NA,NA,0.389374052555724,NA,NA,0.103486894534632,5,-217.623577593545,445.247155187091,27.2024145478503,3.43555517320496e-07
"134",-1.60018612971765,0.246904983945321,NA,0.469104033784362,0.130826326615946,NA,NA,NA,NA,0.0117337059455207,NA,0.101796660213382,5,-217.715872403064,445.431744806129,27.3870041668883,3.1326638897445e-07
"64",-1.52277328251921,0.206562616530927,NA,NA,NA,NA,NA,NA,0.393668463704742,NA,NA,0.0633633895173614,3,-219.768918784068,445.537837568137,27.4930969288959,2.97081802614117e-07
"289",-1.80798194082791,0.430538936681278,0.334270092005699,NA,NA,NA,NA,-0.163749631875308,NA,NA,0.2544581366275,0.100711947249468,5,-217.775011425264,445.550022850529,27.5052822112881,2.95277292483272e-07
"68",-1.63005861574128,0.28037424209522,NA,NA,-0.177242276537428,NA,NA,NA,0.415775408413168,NA,NA,0.0817567468531101,4,-218.79709945502,445.594198910041,27.5494582708002,2.88826701540917e-07
"261",-1.81994292864514,0.448444461614792,0.337242572456432,NA,-0.0863864507028928,NA,NA,NA,NA,NA,0.238497334070004,0.0897264150385211,5,-218.369959594097,446.739919188195,28.6951785489543,1.62872342729386e-07
"193",-1.63201541813445,0.273501513931641,0.260499379870328,NA,NA,NA,NA,NA,0.370734191381939,-0.00493029822815994,NA,0.0874516874845831,5,-218.49225536875,446.984510737499,28.9397700982587,1.44123554042266e-07
"385",-1.76878902005077,0.408288288640715,0.341035856918876,NA,NA,NA,NA,NA,NA,-0.0296610445579417,0.259968505839294,0.0864278981810415,5,-218.547197727135,447.09439545427,29.0496548150292,1.36418666536878e-07
"196",-1.63227039764566,0.281257745975764,NA,NA,-0.1841845664417,NA,NA,NA,0.423736146796539,-0.0396964181469293,NA,0.0828023228133913,5,-218.741272839466,447.482545678931,29.4378050396904,1.12353873504633e-07
"192",-1.52228597744984,0.20613537355312,NA,NA,NA,NA,NA,NA,0.395726679517824,-0.0128573222629767,NA,0.0634703446235724,4,-219.76332312467,447.52664624934,29.4819056100994,1.099035529645e-07
"256",-1.56568296360785,0.275604154536056,NA,NA,NA,NA,NA,NA,NA,NA,0.229677084752107,0.0417910810911757,3,-220.884670721175,447.76934144235,29.7246008031096,9.73444377386911e-08
"288",-1.60025719194528,0.290619061219399,NA,NA,NA,NA,NA,-0.16822945783215,NA,NA,0.234975955693193,0.0580836164446112,4,-220.044353719987,448.088707439974,30.0439668007336,8.29777578884951e-08
"1",-1.61923473575537,0.321586410891019,0.307710122055592,NA,NA,NA,NA,NA,NA,NA,NA,0.0354496431897303,3,-221.207884955791,448.415769911582,30.3710292723414,7.04597312604505e-08
"33",-1.64873903363955,0.335963183303835,0.306251504485054,NA,NA,NA,NA,-0.152829134109709,NA,NA,NA,0.0495599398563347,4,-220.48577476284,448.97154952568,30.9268088864395,5.33648106302756e-08
"260",-1.60862913575236,0.307901209287619,NA,NA,-0.0867922627414511,NA,NA,NA,NA,NA,0.21260324779974,0.0456834995367031,4,-220.685218452211,449.370436904422,31.3256962651811,4.37157243539614e-08
"5",-1.69575731283613,0.376829401562788,0.301396305016831,NA,-0.13317671180123,NA,NA,NA,NA,NA,NA,0.0455758594125749,4,-220.690744992564,449.381489985127,31.3367493458866,4.34747940081283e-08
"384",-1.56656469384876,0.275802221895657,NA,NA,NA,NA,NA,NA,NA,-0.0300622825630796,0.236360255140536,0.0422768899225651,4,-220.859821579464,449.719643158929,31.674902519688,3.67120388437937e-08
"292",-1.64092662877319,0.321702799519012,NA,NA,-0.0821473295081497,NA,NA,-0.16311531144014,NA,NA,0.218849789148357,0.0613941545121524,5,-219.871830863962,449.743661727924,31.6989210886836,3.62737903175524e-08
"37",-1.7332300588998,0.397321952467142,0.300916651314169,NA,-0.135739610941649,NA,NA,-0.150255782215623,NA,NA,NA,0.0595507595989496,5,-219.967971078692,449.935942157385,31.8912015181443,3.29488129970822e-08
"416",-1.60313031110012,0.292303700224751,NA,NA,NA,NA,NA,-0.19025083941962,NA,0.0561980930972213,0.223268715905637,0.0593195112581003,5,-219.980018274144,449.960036548289,31.9152959090482,3.25542536458255e-08
"161",-1.67747456708558,0.352330777199774,0.306568982958607,NA,NA,NA,NA,-0.209556237512937,NA,0.135540769001928,NA,0.0577598791665417,5,-220.061192158561,450.122384317122,32.0776436778817,3.00161075547058e-08
"129",-1.62413057939875,0.324728237780155,0.308701983519017,NA,NA,NA,NA,NA,NA,0.0395303764396006,NA,0.0364363057696137,4,-221.157735981867,450.315471963734,32.2707313244929,2.72537283724528e-08
"32",-1.48859183996416,0.23341624250702,NA,NA,NA,NA,NA,-0.153238348690568,NA,NA,NA,0.0145496365043533,3,-222.258284100704,450.516568201408,32.4718275621677,2.46466801996575e-08
"4",-1.5339417977057,0.272463522112031,NA,NA,-0.134958923450017,NA,NA,NA,NA,NA,NA,0.0106480424248195,3,-222.451901817883,450.903803635766,32.859062996525,2.03081949507576e-08
"388",-1.60942440434547,0.308034577937488,NA,NA,-0.0885680695081321,NA,NA,NA,NA,-0.0340806948671806,0.219839964459178,0.046323087126009,5,-220.652367402694,451.304734805388,33.259994166147,1.66192042950518e-08
"133",-1.6979461876344,0.378107261885728,0.302384472166301,NA,-0.130769561703893,NA,NA,NA,NA,0.0290426918802547,NA,0.0461273110396632,5,-220.662425362136,451.324850724272,33.2801100850314,1.6452886821581e-08
"36",-1.55995303862279,0.283492235750096,NA,NA,-0.134243616594682,NA,NA,-0.147694034926018,NA,NA,NA,0.0245824514465306,4,-221.75686101238,451.513722024759,33.4689813855188,1.49702560462715e-08
"160",-1.50767913959337,0.242461475833546,NA,NA,NA,NA,NA,-0.209211000434473,NA,0.130832741581723,NA,0.0223858574362786,4,-221.867082625655,451.734165251311,33.6894246120701,1.34078946836476e-08
"128",-1.46648379286862,0.225462576910921,NA,NA,NA,NA,NA,NA,NA,0.0344285974573596,NA,0.000769260372927572,3,-222.938745340408,451.877490680816,33.8327500415754,1.24806690866479e-08
"132",-1.53294751462356,0.271427409808657,NA,NA,-0.132804105124491,NA,NA,NA,NA,0.0222346260181779,NA,0.0109667039324758,4,-222.436116809395,452.872233618791,34.8274929795499,7.58983236775664e-09
