"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",-9.74952257954138,29.0345033275703,-66.6571491015792,47.1581039424964
"2","lam(Bog_500)",-26.4602050235121,79.0019683062071,-181.304062903678,128.383652856654
"3","lam(Jackpine_500)",-0.482737453556392,0.234465286042142,-0.942289414198991,-0.0231854929137932
"4","lam(Whitebirch_500)",-1.58838925733799,1.01294817088217,-3.57376767226705,0.396989157591072
"5","p(Int)",-3.0741316543582,1.29118196624362,-5.60484830819569,-0.543415000520711
