"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",-8.27037464665867,10.3623444540629,-28.5805697766219,12.0398204833045
"2","lam(Tremblingaspen_50)",-11.2604654545316,10.6697202578389,-32.1731171598958,9.65218625083272
"3","lam(Water_50)",-25.9256894806371,49.9142052361495,-123.75753174349,71.9061527822159
"4","lam(wtage_50)",0.861070756857404,0.245820446412797,0.379262681888322,1.34287883182649
"5","p(Int)",-5.23335405459961,0.932281757778963,-7.06062629984637,-3.40608180935284
