"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",-2.62164035473418,7.21981664437171,-16.7724809777027,11.5292002682344
"2","lam(Jackpine_50)",0.202669035408095,0.134623087783447,-0.0611922166474611,0.466530287463651
"3","lam(Whitespruce_50)",-17.0766089620299,44.4457242780139,-104.190228546937,70.0370106228773
"4","p(Int)",-1.75228029030273,0.291822946855655,-2.32425326613981,-1.18030731446565
"5","p(Julian)",-1.01246152856076,0.19410258465318,-1.39290259448099,-0.632020462640525
