"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",-0.583917451738833,0.399159919486849,-1.36627089393306,0.198435990455391
"2","lam(Whitespruce_500)",-0.544236119053896,0.273040388151151,-1.07939527983015,-0.0090769582776411
"3","lam(wtage_500)",0.666940426623187,0.157727069138035,0.357795371112638,0.976085482133735
"4","p(Int)",-1.69148706320719,0.453812633542447,-2.58095982495038,-0.802014301463992
