"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",1.27324008286719,0.391697139602686,0.505513689245924,2.04096647648846
"2","lam(Tamarack_150)",0.128328907768468,0.0777742316510257,-0.0241085862675429,0.280766401804478
"3","p(Int)",-1.98030238240096,0.450030997305929,-2.86236313712058,-1.09824162768134
