"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",3.67687499525045,7.44377146910265,-10.9129170841907,18.2666670746916
"2","lam(Blackspruce_50)",-0.43668669326829,0.314453404099262,-1.05301536530284,0.179641978766263
"3","p(Int)",-7.20474378864721,7.45283045059851,-21.8122914718203,7.40280389452588
"4","p(Julian)",0.547536561611162,0.314990097789533,-0.0698440300563228,1.16491715327865
