"","stationdata_sp.SS","stationdata_sp.lam.hat"
"1","BG_15_1",4.59873687016834
"2","BG_15_10",4.69327427706329
"3","BG_15_100",0.0129667245310727
"4","BG_15_11",10.5846490383662
"5","BG_15_12",1.07325982782721
"6","BG_15_13",0.24209025498005
"7","BG_15_14",0.912893045126795
"8","BG_15_15",0.8032991479043
"9","BG_15_16",2.87824918097556
"10","BG_15_17",5.94636510398777
"11","BG_15_18",9.67385847345074
"12","BG_15_19",2.98540895659975
"13","BG_15_2",0.814429495944569
"14","BG_15_20",0.259588850321758
"15","BG_15_21",3.7461238805928
"16","BG_15_22",2.35677548133902
"17","BG_15_23",3.06981798796367
"18","BG_15_24",0.58619887762715
"19","BG_15_26",2.17313818982087
"20","BG_15_27",4.04897040436104
"21","BG_15_28",3.03815044878673
"22","BG_15_29",3.66721047996459
"23","BG_15_3",0.600362915646744
"24","BG_15_30",0.0441639347918134
"25","BG_15_31",1.57683957769817
"26","BG_15_32",0.250878157564346
"27","BG_15_33",0.137579109022719
"28","BG_15_34",1.44442575464123
"29","BG_15_35",1.87684086630329
"30","BG_15_36",3.93116208932633
"31","BG_15_37",21.1491603659766
"32","BG_15_38",16.2181178673301
"33","BG_15_39",1.82239099916964
"34","BG_15_4",1.61684357077807
"35","BG_15_40",0.882742345450437
"36","BG_15_41",0.64180100085603
"37","BG_15_42",0.582014259041449
"38","BG_15_43",2.40571924851556
"39","BG_15_44",5.15146683305605
"40","BG_15_45",15.546670605698
"41","BG_15_46",8.36786927767583
"42","BG_15_47",11.2488754307485
"43","BG_15_48",13.8983704516194
"44","BG_15_49",11.4145789326433
"45","BG_15_5",0.161023216215196
"46","BG_15_50",4.42353437388217
"47","BG_15_51",8.2807907446948
"48","BG_15_52",0.219004544278373
"49","BG_15_53",4.71328909990659
"50","BG_15_54",6.82785420017454
"51","BG_15_55",0.826634706069888
"52","BG_15_56",12.0042032081164
"53","BG_15_57",4.83228291094086
"54","BG_15_58",4.14358810178578
"55","BG_15_59",0.473691473487128
"56","BG_15_6",2.82908166611378
"57","BG_15_60",6.72641150976739
"58","BG_15_61",5.61435447733774
"59","BG_15_62",6.43292373761202
"60","BG_15_63",5.12404164347887
"61","BG_15_64",0.678005576594859
"62","BG_15_65",5.70235361975505
"63","BG_15_66",4.01872997608782
"64","BG_15_67",10.3388179448124
"65","BG_15_68",0.252750042093195
"66","BG_15_69",6.50322172152051
"67","BG_15_7",3.23171306303369
"68","BG_15_70",2.00255361777761
"69","BG_15_71",3.17758923990325
"70","BG_15_72",3.00879431495937
"71","BG_15_73",4.38963052317021
"72","BG_15_74",4.33172090020717
"73","BG_15_75",5.86777062220415
"74","BG_15_77",3.90724762596719
"75","BG_15_78",0.0561254779726902
"76","BG_15_79",0.132337505339703
"77","BG_15_8",9.4448513868681
"78","BG_15_80",18.8682574008923
"79","BG_15_81",5.70763537881003
"80","BG_15_82",26.7332206710507
"81","BG_15_83",2.82839390734656
"82","BG_15_84",5.77398730545581
"83","BG_15_85",2.74506041287542
"84","BG_15_86",3.54362698696344
"85","BG_15_87",11.3142304521261
"86","BG_15_88",0.391543792553216
"87","BG_15_89",3.31102423544559
"88","BG_15_9",6.12753964218353
"89","BG_15_90",2.03000551525912
"90","BG_15_91",9.09419754413679
"91","BG_15_92",3.66638346148354
"92","BG_15_93",2.40823039717604
"93","BG_15_94",8.63651848492549
"94","BG_15_95",2.17055838319572
"95","BG_15_96",2.28423261550052
"96","BG_15_97",3.70788258155
"97","BG_15_98",0.35377161181494
"98","BG_15_99",1.60384894283777
