"","SS","lam.hat150"
"1","BG_15_1",0.0316806325306924
"2","BG_15_10",0.037028933605861
"3","BG_15_100",0.620850429765687
"4","BG_15_11",0.0119594525199344
"5","BG_15_12",0.165794377170262
"6","BG_15_13",0.110614562043015
"7","BG_15_14",0.167658163399407
"8","BG_15_15",0.0905077342128665
"9","BG_15_16",0.16501548123257
"10","BG_15_17",0.119670273891812
"11","BG_15_18",0.523231470820869
"12","BG_15_19",0.13750695921528
"13","BG_15_2",0.14852637440475
"14","BG_15_20",0.385198053646411
"15","BG_15_21",0.0593996512223281
"16","BG_15_22",0.0676493588403636
"17","BG_15_23",0.0411358719905662
"18","BG_15_24",0.452666485585317
"19","BG_15_26",0.0821158149658462
"20","BG_15_27",0.172190405189786
"21","BG_15_28",0.535505827612762
"22","BG_15_29",0.166268869812697
"23","BG_15_3",0.145053491801924
"24","BG_15_30",0.243218820046157
"25","BG_15_31",0.267432861369473
"26","BG_15_32",0.467920255991895
"27","BG_15_33",0.616026084275431
"28","BG_15_34",0.0691179003621069
"29","BG_15_35",0.0608134418979183
"30","BG_15_36",0.0743311338119413
"31","BG_15_37",0.0759187679732872
"32","BG_15_38",0.0705586871837588
"33","BG_15_39",0.071944808680961
"34","BG_15_4",0.0598006747040609
"35","BG_15_40",0.320447922523407
"36","BG_15_41",0.288326776660888
"37","BG_15_42",0.257193279309582
"38","BG_15_43",0.111088853696992
"39","BG_15_44",0.193282304123164
"40","BG_15_45",0.0781361415112427
"41","BG_15_46",0.225856857928231
"42","BG_15_47",0.152967265735348
"43","BG_15_48",0.162806177653386
"44","BG_15_49",0.156872788866975
"45","BG_15_5",0.478012181336957
"46","BG_15_50",0.14454903849107
"47","BG_15_51",0.0271880491533753
"48","BG_15_52",0.590518125645199
"49","BG_15_53",0.0401167457430265
"50","BG_15_54",0.0444252430253687
"51","BG_15_55",0.478906917878091
"52","BG_15_56",0.0299508319845886
"53","BG_15_57",0.131094194520219
"54","BG_15_58",0.108055383338858
"55","BG_15_59",0.339284939393049
"56","BG_15_6",0.170534886792291
"57","BG_15_60",0.0614718704686545
"58","BG_15_61",0.0540949724600863
"59","BG_15_62",0.0256514445043632
"60","BG_15_63",0.0406134881312017
"61","BG_15_64",0.161933954220768
"62","BG_15_65",0.178865852187936
"63","BG_15_66",0.234268269738841
"64","BG_15_67",0.0578240076967391
"65","BG_15_68",0.140690646650019
"66","BG_15_69",0.647646980384788
"67","BG_15_7",0.0635848108599369
"68","BG_15_70",0.0723049769482639
"69","BG_15_71",0.574154062673586
"70","BG_15_72",0.299640873305785
"71","BG_15_73",0.461470450448143
"72","BG_15_74",0.0724982989205196
"73","BG_15_75",0.0717581490468633
"74","BG_15_77",0.269744708449679
"75","BG_15_78",0.561880067597987
"76","BG_15_79",0.462721005181389
"77","BG_15_8",0.226962172539543
"78","BG_15_80",0.016487272828452
"79","BG_15_81",0.0276033125802285
"80","BG_15_82",0.0773625892903864
"81","BG_15_83",0.21736818184444
"82","BG_15_84",0.0268569668724654
"83","BG_15_85",0.0729970755228332
"84","BG_15_86",0.532338828265501
"85","BG_15_87",0.111047344886282
"86","BG_15_88",0.622105492470379
"87","BG_15_89",0.0854780544043292
"88","BG_15_9",0.0451408988859679
"89","BG_15_90",0.0624263809662212
"90","BG_15_91",0.0580541374363665
"91","BG_15_92",0.318527247938585
"92","BG_15_93",0.0487422843127477
"93","BG_15_94",0.646979878715301
"94","BG_15_95",0.643060287409923
"95","BG_15_96",0.137472216680535
"96","BG_15_97",0.138538268709762
"97","BG_15_98",0.197652245909491
"98","BG_15_99",0.12750264848954
