"","SS","lam.hat500"
"1","BG_15_1",1.33005723906735
"2","BG_15_10",1.54958909906348
"3","BG_15_100",0.761598486622348
"4","BG_15_11",1.53431369726373
"5","BG_15_12",1.7698112875757
"6","BG_15_13",2.01210180904903
"7","BG_15_14",1.9328140130738
"8","BG_15_15",1.59107871673755
"9","BG_15_16",1.52136289775319
"10","BG_15_17",0.53145688196203
"11","BG_15_18",0.564606459680136
"12","BG_15_19",0.659187791288365
"13","BG_15_2",1.74683358317719
"14","BG_15_20",0.566730383491316
"15","BG_15_21",1.31862450523594
"16","BG_15_22",1.33430952074874
"17","BG_15_23",1.18381743896554
"18","BG_15_24",1.40204619459964
"19","BG_15_26",1.59902404495393
"20","BG_15_27",0.9128240819114
"21","BG_15_28",0.833231524888586
"22","BG_15_29",0.7177697426922
"23","BG_15_3",1.76770479143557
"24","BG_15_30",1.29917988897172
"25","BG_15_31",0.578397429043581
"26","BG_15_32",0.550805587087005
"27","BG_15_33",0.543789301792269
"28","BG_15_34",1.26868411217558
"29","BG_15_35",1.63237613253694
"30","BG_15_36",1.50622035885554
"31","BG_15_37",1.17823606219194
"32","BG_15_38",1.29742252906005
"33","BG_15_39",1.87733559170117
"34","BG_15_4",1.87358851118449
"35","BG_15_40",7.88321940003795
"36","BG_15_41",0.78314980958394
"37","BG_15_42",1.04877362258424
"38","BG_15_43",1.01989003821082
"39","BG_15_44",0.915130774853206
"40","BG_15_45",1.10969632301683
"41","BG_15_46",1.21045840103134
"42","BG_15_47",1.09518637031656
"43","BG_15_48",1.51466434897874
"44","BG_15_49",1.35156246722744
"45","BG_15_5",1.34932864341803
"46","BG_15_50",1.22220951750957
"47","BG_15_51",1.83005968208631
"48","BG_15_52",1.28230719487721
"49","BG_15_53",1.03844235995963
"50","BG_15_54",1.1180578837852
"51","BG_15_55",1.12430180346465
"52","BG_15_56",1.55402678372546
"53","BG_15_57",0.741103104347392
"54","BG_15_58",0.759763593019748
"55","BG_15_59",1.74688126368403
"56","BG_15_6",1.21535275218928
"57","BG_15_60",1.42963406950319
"58","BG_15_61",1.44629113637586
"59","BG_15_62",1.44596360398755
"60","BG_15_63",1.14473048592679
"61","BG_15_64",1.06642237042408
"62","BG_15_65",1.39795511810212
"63","BG_15_66",1.80195552078022
"64","BG_15_67",1.23230332064952
"65","BG_15_68",0.541121529100108
"66","BG_15_69",0.999533092002461
"67","BG_15_7",0.697080491293909
"68","BG_15_70",1.04625294584409
"69","BG_15_71",2.10504910035286
"70","BG_15_72",1.81698486189577
"71","BG_15_73",1.32312835078579
"72","BG_15_74",1.40436666827039
"73","BG_15_75",1.68072299971779
"74","BG_15_77",1.5594925805023
"75","BG_15_78",0.664315830278027
"76","BG_15_79",1.00414451591392
"77","BG_15_8",0.723878236458614
"78","BG_15_80",2.65066031201584
"79","BG_15_81",1.63699020580341
"80","BG_15_82",1.74010142059389
"81","BG_15_83",1.85412510442882
"82","BG_15_84",1.55010792580019
"83","BG_15_85",0.693654711957354
"84","BG_15_86",0.868139862005564
"85","BG_15_87",1.5204790376577
"86","BG_15_88",1.02947296658994
"87","BG_15_89",1.36818618312979
"88","BG_15_9",1.07408571502021
"89","BG_15_90",1.65205357490569
"90","BG_15_91",1.41076141079863
"91","BG_15_92",1.20114555292852
"92","BG_15_93",4.13620773503396
"93","BG_15_94",2.25667875933225
"94","BG_15_95",0.126337054693139
"95","BG_15_96",0.556561280159999
"96","BG_15_97",0.772295018863924
"97","BG_15_98",0.646722557125662
"98","BG_15_99",1.72918854997379
