"","SS","lam.hat500"
"1","BG_15_1",0.554547573093927
"2","BG_15_10",0.548705239884032
"3","BG_15_100",2.58994980443428
"4","BG_15_11",0.509068669025265
"5","BG_15_12",0.495278747985835
"6","BG_15_13",0.492813049155343
"7","BG_15_14",0.498755750762996
"8","BG_15_15",0.508731348610832
"9","BG_15_16",0.0059662990028041
"10","BG_15_17",4.44763305208303e-07
"11","BG_15_18",0.000425197719391545
"12","BG_15_19",0.000555912162474451
"13","BG_15_2",0.516578077318094
"14","BG_15_20",0.803307334068793
"15","BG_15_21",0.526230642914216
"16","BG_15_22",0.556759273650379
"17","BG_15_23",0.549959540046394
"18","BG_15_24",0.544696334831893
"19","BG_15_26",0.499650669835365
"20","BG_15_27",0.737213123206406
"21","BG_15_28",1.24670103422776
"22","BG_15_29",0.798525365011924
"23","BG_15_3",0.501261208551598
"24","BG_15_30",1.25458013759033
"25","BG_15_31",0.693841510890626
"26","BG_15_32",0.675721327487525
"27","BG_15_33",0.546932831444972
"28","BG_15_34",0.000359249787969687
"29","BG_15_35",0.192916553572532
"30","BG_15_36",0.547768731461341
"31","BG_15_37",0.654927627318499
"32","BG_15_38",1.00033710015233
"33","BG_15_39",0.760424105881639
"34","BG_15_4",0.529412618887258
"35","BG_15_40",0.923571668087844
"36","BG_15_41",0.534065939706899
"37","BG_15_42",0.528693823070778
"38","BG_15_43",0.562230590959318
"39","BG_15_44",0.000247855079272375
"40","BG_15_45",0.215074248617152
"41","BG_15_46",0.617427446998368
"42","BG_15_47",0.568180081348287
"43","BG_15_48",0.555277441434454
"44","BG_15_49",0.80757215826069
"45","BG_15_5",0.00610554671722135
"46","BG_15_50",0.911646656079836
"47","BG_15_51",0.548348136621128
"48","BG_15_52",0.559799381905837
"49","BG_15_53",0.599527732724413
"50","BG_15_54",0.714421725782068
"51","BG_15_55",0.609104641526539
"52","BG_15_56",0.212804407320242
"53","BG_15_57",0.285964893522501
"54","BG_15_58",0.672324844295873
"55","BG_15_59",0.677778705076688
"56","BG_15_6",2.66528481079936e-06
"57","BG_15_60",0.801432215117654
"58","BG_15_61",0.543504163666783
"59","BG_15_62",0.523219450721709
"60","BG_15_63",0.558172983460013
"61","BG_15_64",0.551082007872886
"62","BG_15_65",0.541168614294858
"63","BG_15_66",0.000429206362697164
"64","BG_15_67",4.8780702161271e-05
"65","BG_15_68",0.905533775447727
"66","BG_15_69",1.01761619273749
"67","BG_15_7",1.26601716407181e-09
"68","BG_15_70",1.13173300491578
"69","BG_15_71",0.50638759763476
"70","BG_15_72",0.506663331157411
"71","BG_15_73",0.604898629036256
"72","BG_15_74",0.586833927662795
"73","BG_15_75",0.00581239213898852
"74","BG_15_77",0.775990647204598
"75","BG_15_78",1.27681660281104
"76","BG_15_79",1.32252763955728
"77","BG_15_8",7.81463112804446e-05
"78","BG_15_80",0.688417978581576
"79","BG_15_81",0.497397000962415
"80","BG_15_82",0.522698992897013
"81","BG_15_83",0.559897976182392
"82","BG_15_84",0.787472469929786
"83","BG_15_85",0.000278043539876855
"84","BG_15_86",0.00246001837017842
"85","BG_15_87",0.762534117719164
"86","BG_15_88",1.04626880815765
"87","BG_15_89",0.753141754954426
"88","BG_15_9",9.44681041074033e-05
"89","BG_15_90",1.10375911289238
"90","BG_15_91",0.585818012339482
"91","BG_15_92",0.688728936304905
"92","BG_15_93",1.08686295251867
"93","BG_15_94",2.80231160381754
"94","BG_15_95",5.71735682145979
"95","BG_15_96",3.2095087873665e-07
"96","BG_15_97",0.0663761541957788
"97","BG_15_98",1.10393529781404
"98","BG_15_99",0.75606415141076
