"","model","formula","lam(Int)","SElam(Int)","lam(LandCover_NonVeg_v1_150)","SElam(LandCover_NonVeg_v1_150)","lam(Structure_Biomass_TotalDead_v1_150)","SElam(Structure_Biomass_TotalDead_v1_150)","lam(Structure_Stand_CrownClosure_v1_150)","SElam(Structure_Stand_CrownClosure_v1_150)","p(Int)","SEp(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","2/12/15","~1 ~ LandCover_NonVeg_v1_150 + Structure_Biomass_TotalDead_v1_150 + Structure_Stand_CrownClosure_v1_150 + 1",-2.35732127238042,0.472997398179003,-1.46921912674225,0.547964689979385,-1.52311265050521,0.573998716868065,-2.226790957518,0.630596823129786,-0.845637686078858,0.460502553385762,0,98.4215400971479,69.1329516220064,5,98,148.265903244013,0,1,NA,1
