"","model","formula","lam(Int)","SElam(Int)","lam(SpeciesGroups_Needleleaf_Spp_v1_50)","SElam(SpeciesGroups_Needleleaf_Spp_v1_50)","lam(Structure_Stand_CrownClosure_v1_50)","SElam(Structure_Stand_CrownClosure_v1_50)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","1/11/15","~Julian + 1 ~ SpeciesGroups_Needleleaf_Spp_v1_50 + Structure_Stand_CrownClosure_v1_50 + 1",0.716297420804177,0.349677919451529,0.482002095798583,0.13199026737871,-0.78991737354011,0.129343743217828,-2.28414942003841,0.398198987294336,-0.611608277261515,0.129345792035955,0,56.9085639025571,229.607164640009,5,98,469.214329280018,0,1,NA,1
