"","model","formula","lam(Int)","SElam(Int)","lam(LandCover_NonVeg_v1_50)","SElam(LandCover_NonVeg_v1_50)","lam(Species_Abie_Bal_v1_50)","SElam(Species_Abie_Bal_v1_50)","lam(Species_Pice_Gla_v1_50)","SElam(Species_Pice_Gla_v1_50)","lam(Species_Pice_Mar_v1_50)","SElam(Species_Pice_Mar_v1_50)","lam(Species_Pinu_Ban_v1_50)","SElam(Species_Pinu_Ban_v1_50)","lam(Species_Popu_Bal_v1_50)","SElam(Species_Popu_Bal_v1_50)","lam(Species_Popu_Tre_v1_50)","SElam(Species_Popu_Tre_v1_50)","lam(Species_Sali_Spp_v1_50)","SElam(Species_Sali_Spp_v1_50)","lam(SpeciesGroups_Broadleaf_Spp_v1_50)","SElam(SpeciesGroups_Broadleaf_Spp_v1_50)","lam(SpeciesGroups_Needleleaf_Spp_v1_50)","SElam(SpeciesGroups_Needleleaf_Spp_v1_50)","lam(Structure_Biomass_TotalDead_v1_50)","SElam(Structure_Biomass_TotalDead_v1_50)","lam(Structure_Biomass_TotalLiveAboveGround_v1_50)","SElam(Structure_Biomass_TotalLiveAboveGround_v1_50)","lam(Structure_Stand_Age_v1_50)","SElam(Structure_Stand_Age_v1_50)","lam(Structure_Stand_CrownClosure_v1_50)","SElam(Structure_Stand_CrownClosure_v1_50)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","2/10/12","~1 ~ LandCover_NonVeg_v1_50 + SpeciesGroups_Broadleaf_Spp_v1_50 + Structure_Biomass_TotalDead_v1_50 + 1",0.866828662296801,0.342083707351884,0.185249950623357,0.0732443004568567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.293543916477953,0.127282978888141,NA,NA,0.165729763521571,0.0892946142789378,NA,NA,NA,NA,NA,NA,-1.8262918419699,0.40145151263657,NA,NA,0,75.7848069774875,284.488405541119,5,98,578.976811082238,0,0.022765542708468,NA,0.022765542708468
"2","2/8/12","~1 ~ LandCover_NonVeg_v1_50 + Species_Popu_Tre_v1_50 + Structure_Biomass_TotalDead_v1_50 + 1",0.877900554996015,0.34655760562412,0.17904662174677,0.0743221955520808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28876585357757,0.127995994837592,NA,NA,NA,NA,NA,NA,0.171068875375333,0.0888968327982124,NA,NA,NA,NA,NA,NA,-1.83865286839654,0.406555306106825,NA,NA,0,77.2377000514119,284.618507845359,5,98,579.237015690717,0.260204608479739,0.0199882740449464,NA,0.0427538167534143
"3","2/11/12","~1 ~ LandCover_NonVeg_v1_50 + SpeciesGroups_Needleleaf_Spp_v1_50 + Structure_Biomass_TotalDead_v1_50 + 1",0.869494083848853,0.343757868551331,0.351705063937976,0.0972649440931739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309643319296167,0.136066186471588,0.186838886740585,0.0880136780870247,NA,NA,NA,NA,NA,NA,-1.82524633323319,0.403931249130881,NA,NA,0,79.7110302106983,284.667881311558,5,98,579.335762623116,0.358951540878252,0.0190253507084571,NA,0.0617791674618714
"4","10/15","~1 ~ SpeciesGroups_Broadleaf_Spp_v1_50 + Structure_Stand_CrownClosure_v1_50 + 1",0.832759345870118,0.326920843644099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.317824349493438,0.129594084968045,NA,NA,NA,NA,NA,NA,NA,NA,-0.17762617763789,0.0927712046025543,-1.77864728367274,0.386660173918443,NA,NA,0,47.0940484005942,285.869861655324,4,98,579.739723310647,0.762912228409846,0.0155458231355398,NA,0.0773249905974112
"5","1/10/15","~Julian + 1 ~ SpeciesGroups_Broadleaf_Spp_v1_50 + Structure_Stand_CrownClosure_v1_50 + 1",0.826974930022634,0.317798564328552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.329214498714862,0.128653088046854,NA,NA,NA,NA,NA,NA,NA,NA,-0.16432378057981,0.0938586199093468,-1.7748340744011,0.377535623761548,-0.164754298519649,0.122540002132991,0,44.4109937547406,284.946021070785,5,98,579.89204214157,0.915231059332768,0.0144058241321629,NA,0.0917308147295741
"6","10/14","~1 ~ SpeciesGroups_Broadleaf_Spp_v1_50 + Structure_Stand_Age_v1_50 + 1",0.792010466947974,0.310146749531574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.355881835979306,0.129192672014693,NA,NA,NA,NA,NA,NA,-0.146606614986618,0.0763014842201574,NA,NA,-1.724722865667,0.368248537500436,NA,NA,0,42.8587446269242,286.023705600791,4,98,580.047411201583,1.07060011934527,0.0133290791186053,NA,0.105059893848179
"7","2/10","~1 ~ LandCover_NonVeg_v1_50 + SpeciesGroups_Broadleaf_Spp_v1_50 + 1",0.809080102815363,0.315068220481514,0.132061577068778,0.06657380486976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.326121138530333,0.129406635840029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74415186490612,0.373519933077873,NA,NA,0,56.4025176783562,286.034366010061,4,98,580.068732020122,1.09192093788431,0.0131877403829254,NA,0.118247634231105
"8","7/10/14","~1 ~ Species_Popu_Bal_v1_50 + SpeciesGroups_Broadleaf_Spp_v1_50 + Structure_Stand_Age_v1_50 + 1",0.814291343389084,0.322237679499295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163171422811555,0.104808219078265,NA,NA,NA,NA,-0.438823029739418,0.141087023681838,NA,NA,NA,NA,NA,NA,-0.139861989983073,0.0761025245353476,NA,NA,-1.76630463166668,0.380477846053941,NA,NA,0,46.681405279634,285.049045117995,5,98,580.098090235991,1.12127915375299,0.012995570013895,NA,0.131243204245
"9","8/15","~1 ~ Species_Popu_Tre_v1_50 + Structure_Stand_CrownClosure_v1_50 + 1",0.841318060138226,0.329586859839112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.310305589052939,0.130346718677589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.167832554560449,0.0926459341203602,-1.7861810577173,0.389868474346601,NA,NA,0,48.4011566495243,286.06134130058,4,98,580.122682601161,1.14587151892295,0.012836752537595,NA,0.144079956782595
"10","1/2/10","~Julian + 1 ~ LandCover_NonVeg_v1_50 + SpeciesGroups_Broadleaf_Spp_v1_50 + 1",0.808679408490284,0.307739102727651,0.122173370673706,0.067231326740082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.336404559629842,0.128324197472679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74673892771703,0.366226661244869,-0.170021202595761,0.123163937955911,0,53.6644463066596,285.062701816282,5,98,580.125403632564,1.14859255032661,0.0128192998092546,NA,0.156899256591849
