"","model","formula","lam(Int)","SElam(Int)","lam(LandCover_NonVeg_v1_500)","SElam(LandCover_NonVeg_v1_500)","lam(Species_Abie_Bal_v1_500)","SElam(Species_Abie_Bal_v1_500)","lam(Species_Pice_Gla_v1_500)","SElam(Species_Pice_Gla_v1_500)","lam(Species_Pice_Mar_v1_500)","SElam(Species_Pice_Mar_v1_500)","lam(Species_Pinu_Ban_v1_500)","SElam(Species_Pinu_Ban_v1_500)","lam(Species_Popu_Bal_v1_500)","SElam(Species_Popu_Bal_v1_500)","lam(Species_Popu_Tre_v1_500)","SElam(Species_Popu_Tre_v1_500)","lam(Species_Sali_Spp_v1_500)","SElam(Species_Sali_Spp_v1_500)","lam(SpeciesGroups_Broadleaf_Spp_v1_500)","SElam(SpeciesGroups_Broadleaf_Spp_v1_500)","lam(SpeciesGroups_Needleleaf_Spp_v1_500)","SElam(SpeciesGroups_Needleleaf_Spp_v1_500)","lam(Structure_Biomass_TotalDead_v1_500)","SElam(Structure_Biomass_TotalDead_v1_500)","lam(Structure_Biomass_TotalLiveAboveGround_v1_500)","SElam(Structure_Biomass_TotalLiveAboveGround_v1_500)","lam(Structure_Stand_Age_v1_500)","SElam(Structure_Stand_Age_v1_500)","lam(Structure_Stand_CrownClosure_v1_500)","SElam(Structure_Stand_CrownClosure_v1_500)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","9/13/15","~1 ~ Species_Sali_Spp_v1_500 + Structure_Biomass_TotalLiveAboveGround_v1_500 + Structure_Stand_CrownClosure_v1_500 + 1",-1.18966248212306,0.578250507870421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81330790693817,1.2343863384072,NA,NA,NA,NA,NA,NA,-0.671366754010737,0.292083837324737,NA,NA,0.924512786248894,0.329743064169248,-1.35233429507062,0.372205189448057,NA,NA,0,123.122810904199,135.415478626506,5,98,280.830957253011,0,0.0869071800230381,NA,0.0869071800230381
"2","1/8/9","~Julian + 1 ~ Species_Popu_Tre_v1_500 + Species_Sali_Spp_v1_500 + 1",-0.781222792384097,0.625530873260116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297500253946201,0.144871042492546,-1.97471052956328,1.25080904114153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87788389964557,0.460544581719215,0.489962566164438,0.22549156175182,0,139.760996391481,135.689158980303,5,98,281.378317960606,0.547360707594351,0.0660994416010519,NA,0.15300662162409
"3","1/9/10","~Julian + 1 ~ Species_Sali_Spp_v1_500 + SpeciesGroups_Broadleaf_Spp_v1_500 + 1",-0.772098875592293,0.626407274850154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98419756011798,1.24945318002497,0.293244138849477,0.142312497211538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88587733737915,0.462520895753254,0.49210747549135,0.22500475391698,0,139.097207626637,135.690456805837,5,98,281.380913611674,0.549956358662996,0.0660137117011974,NA,0.219020333325287
"4","1/6/9","~Julian + 1 ~ Species_Pinu_Ban_v1_500 + Species_Sali_Spp_v1_500 + 1",-0.741552334287083,0.608173427456395,NA,NA,NA,NA,NA,NA,NA,NA,-0.294873562932043,0.165670662260121,NA,NA,NA,NA,-1.89754264604669,1.2000396927479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89877955952416,0.457566995558545,0.534037183706248,0.224998412282534,0,121.78824595473,136.009808836748,5,98,282.019617673496,1.1886604204845,0.047966864163167,NA,0.266987197488454
"5","7/9/14","~1 ~ Species_Popu_Bal_v1_500 + Species_Sali_Spp_v1_500 + Structure_Stand_Age_v1_500 + 1",-1.09520488648805,0.602102558542697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37401844114711,0.142276691946614,NA,NA,-1.86614757634688,1.26773406689079,NA,NA,NA,NA,NA,NA,NA,NA,0.44267818454355,0.257040615737445,NA,NA,-1.46722659808314,0.409393135616954,NA,NA,0,150.75862203194,136.073775523054,5,98,282.147551046108,1.31659379309707,0.0449946573101271,NA,0.311981854798581
"6","6/9/14","~1 ~ Species_Pinu_Ban_v1_500 + Species_Sali_Spp_v1_500 + Structure_Stand_Age_v1_500 + 1",-1.09771934402189,0.587192380119532,NA,NA,NA,NA,NA,NA,NA,NA,-0.454346543199919,0.192907813343692,NA,NA,NA,NA,-1.86897150052256,1.22854093576386,NA,NA,NA,NA,NA,NA,NA,NA,0.509868348292675,0.270910076775448,NA,NA,-1.45853346526838,0.406439879200991,NA,NA,0,117.204912745777,136.07681885962,5,98,282.153637719239,1.32268046622784,0.044857931581022,NA,0.356839786379603
"7","1/7/9","~Julian + 1 ~ Species_Popu_Bal_v1_500 + Species_Sali_Spp_v1_500 + 1",-0.793752564812416,0.612472316358577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236637845336511,0.130474877735245,NA,NA,-1.88337116951516,1.23101780897268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82718953483673,0.445270979653587,0.466683609281505,0.229565680761251,0,149.131971892339,136.165969594062,5,98,282.331939188123,1.50098193511189,0.0410318947606778,NA,0.397871681140281
"8","9/10/14","~1 ~ Species_Sali_Spp_v1_500 + SpeciesGroups_Broadleaf_Spp_v1_500 + Structure_Stand_Age_v1_500 + 1",-1.12077883477646,0.613086217677313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96768817797296,1.29729536009599,0.402299540450886,0.176225701648888,NA,NA,NA,NA,NA,NA,0.458189644638388,0.289544321131058,NA,NA,-1.45361939938758,0.413851029086865,NA,NA,0,132.231924361303,136.252182790344,5,98,282.504365580689,1.67340832767729,0.037642603809688,NA,0.435514284949969
"9","8/9/14","~1 ~ Species_Popu_Tre_v1_500 + Species_Sali_Spp_v1_500 + Structure_Stand_Age_v1_500 + 1",-1.12706103757922,0.612492008021936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400325128193988,0.17801304046469,-1.94845842351375,1.30020733807998,NA,NA,NA,NA,NA,NA,NA,NA,0.44662971700918,0.288327872657449,NA,NA,-1.44325968098909,0.410098250212928,NA,NA,0,133.166787606173,136.308056799149,5,98,282.616113598299,1.78515634528736,0.0355970397099293,NA,0.471111324659898
"10","1/9","~Julian + 1 ~ Species_Sali_Spp_v1_500 + 1",-0.874858995379185,0.597332012758664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9481857754055,1.24298074535067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7089815429077,0.403978133853075,0.482865961260917,0.236414636151343,0,113.80313940153,137.538264308574,4,98,283.076528617147,2.24557136413614,0.0282771758098567,NA,0.499388500469755
