"","model","formula","lam(Int)","SElam(Int)","lam(LandCover_NonVeg_v1_500)","SElam(LandCover_NonVeg_v1_500)","lam(Species_Pice_Gla_v1_500)","SElam(Species_Pice_Gla_v1_500)","lam(Structure_Stand_CrownClosure_v1_500)","SElam(Structure_Stand_CrownClosure_v1_500)","p(Int)","SEp(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","2/4/15","~1 ~ LandCover_NonVeg_v1_500 + Species_Pice_Gla_v1_500 + Structure_Stand_CrownClosure_v1_500 + 1",-2.34917916797385,0.620045848612604,-1.15068478675312,0.417478549853696,1.48991835661542,0.325289041856158,-3.01433333508137,0.580794428037609,-1.43875990041803,0.723674606984852,0,66.5303857786469,60.2746982760842,5,98,130.549396552168,0,1,NA,1
