"","model","formula","lam(Int)","SElam(Int)","lam(LandCover_NonVeg_v1_50)","SElam(LandCover_NonVeg_v1_50)","lam(Species_Abie_Bal_v1_50)","SElam(Species_Abie_Bal_v1_50)","lam(Species_Pice_Gla_v1_50)","SElam(Species_Pice_Gla_v1_50)","lam(Species_Pice_Mar_v1_50)","SElam(Species_Pice_Mar_v1_50)","lam(Species_Pinu_Ban_v1_50)","SElam(Species_Pinu_Ban_v1_50)","lam(Species_Popu_Bal_v1_50)","SElam(Species_Popu_Bal_v1_50)","lam(Species_Popu_Tre_v1_50)","SElam(Species_Popu_Tre_v1_50)","lam(Species_Sali_Spp_v1_50)","SElam(Species_Sali_Spp_v1_50)","lam(SpeciesGroups_Broadleaf_Spp_v1_50)","SElam(SpeciesGroups_Broadleaf_Spp_v1_50)","lam(SpeciesGroups_Needleleaf_Spp_v1_50)","SElam(SpeciesGroups_Needleleaf_Spp_v1_50)","lam(Structure_Biomass_TotalDead_v1_50)","SElam(Structure_Biomass_TotalDead_v1_50)","lam(Structure_Biomass_TotalLiveAboveGround_v1_50)","SElam(Structure_Biomass_TotalLiveAboveGround_v1_50)","lam(Structure_Stand_Age_v1_50)","SElam(Structure_Stand_Age_v1_50)","lam(Structure_Stand_CrownClosure_v1_50)","SElam(Structure_Stand_CrownClosure_v1_50)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","1/6/12","~Julian + 1 ~ Species_Pinu_Ban_v1_50 + Structure_Biomass_TotalDead_v1_50 + 1",0.155250520185897,0.24947156715095,NA,NA,NA,NA,NA,NA,NA,NA,0.339747098939519,0.156246692098967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275977685733139,0.147467991372984,NA,NA,NA,NA,NA,NA,-1.85624515195365,0.319674890922779,-1.01107898712718,0.192481905757961,0,12.5564722476995,176.087013419961,5,98,362.174026839922,0,0.0616179196636607,NA,0.0616179196636607
"2","1/3/6","~Julian + 1 ~ Species_Abie_Bal_v1_50 + Species_Pinu_Ban_v1_50 + 1",0.18381466678121,0.242075130884607,NA,NA,0.177901958466975,0.0820461169668373,NA,NA,NA,NA,0.272123154918501,0.143409770718794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87596293688147,0.313824488382053,-1.04544094934028,0.193399138224469,0,23.1174610908624,176.392929736364,5,98,362.785859472729,0.61183263280634,0.045378408828623,NA,0.106996328492284
"3","1/6","~Julian + 1 ~ Species_Pinu_Ban_v1_50 + 1",0.155963359290183,0.235935654597261,NA,NA,NA,NA,NA,NA,NA,NA,0.250707429325779,0.141802814940271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81250787449533,0.305613333262493,-1.02040081776859,0.192243453159226,0,10.801762679534,177.705424379445,4,98,363.41084875889,1.23682191896739,0.0331997309635598,NA,0.140196059455844
"4","1/11","~Julian + 1 ~ SpeciesGroups_Needleleaf_Spp_v1_50 + 1",0.136400985939108,0.229787822872979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260811144376095,0.159462806196938,NA,NA,NA,NA,NA,NA,NA,NA,-1.78854160655488,0.296439402248217,-1.03306465927867,0.193393422441195,0,9.76282186752642,177.715750613556,4,98,363.431501227113,1.25747438719065,0.0328586667542889,NA,0.173054726210132
"5","1/3/11","~Julian + 1 ~ Species_Abie_Bal_v1_50 + SpeciesGroups_Needleleaf_Spp_v1_50 + 1",0.156126775326633,0.233328002092275,NA,NA,0.145176870612755,0.0816257651518026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251552503351696,0.159298507929467,NA,NA,NA,NA,NA,NA,NA,NA,-1.83441228176351,0.301672064639869,-1.05372288230012,0.194626594198097,0,21.0435337404073,176.747065467918,5,98,363.494130935836,1.32010409591402,0.0318456464627918,NA,0.204900372672924
"6","1/3","~Julian + 1 ~ Species_Abie_Bal_v1_50 + 1",0.134001182888547,0.227646930372596,NA,NA,0.157479772566839,0.0819383323478628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.77852438014526,0.295856829854035,-1.02379966092948,0.194476127238513,0,19.703267036592,178.169379416919,4,98,364.338758833839,2.16473199391646,0.0208757194519656,NA,0.22577609212489
"7","1/6/14","~Julian + 1 ~ Species_Pinu_Ban_v1_50 + Structure_Stand_Age_v1_50 + 1",0.168343277231122,0.237578833384569,NA,NA,NA,NA,NA,NA,NA,NA,0.209448816994352,0.14464329134355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165218025251204,0.168795521692344,NA,NA,-1.83691262658248,0.307752310641638,-1.03796615960108,0.193188879349233,0,11.4479609221448,177.186251882444,5,98,364.372503764888,2.19847692496535,0.0205264494044453,NA,0.246302541529335
"8","1/3/8","~Julian + 1 ~ Species_Abie_Bal_v1_50 + Species_Popu_Tre_v1_50 + 1",0.1489467429749,0.233992517906711,NA,NA,0.149163910218412,0.0816942419881963,NA,NA,NA,NA,NA,NA,NA,NA,-0.205786789006024,0.15438530144675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82061225020333,0.302952176024814,-1.03919414558475,0.194424302339212,0,21.1105286144973,177.191767907766,5,98,364.383535815532,2.20950897560999,0.020413536690742,NA,0.266716078220077
"9","1/8","~Julian + 1 ~ Species_Popu_Tre_v1_50 + 1",0.128393203602661,0.230253946664071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212890181765675,0.154196837521272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7727249067839,0.297474510840621,-1.01740452919156,0.193177660182164,0,9.8112044811752,178.197156242635,4,98,364.39431248527,2.22028564534736,0.0203038375325162,NA,0.287019915752593
"10","1/3/14","~Julian + 1 ~ Species_Abie_Bal_v1_50 + Structure_Stand_Age_v1_50 + 1",0.157650883643468,0.231602870046081,NA,NA,0.151184197835178,0.081536413006011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216070665973817,0.166360158281809,NA,NA,-1.82579477586313,0.301072487583845,-1.05050485059352,0.195376102163361,0,20.7782397458676,177.209305609371,5,98,364.418611218742,2.24458437881935,0.0200586512093944,NA,0.307078566961988
