"","SS","S150.mean_MaxHeight","S150.mean_MeanHeight","S150.mean_PercCanopyCoverCut0.1m","S150.mean_PercCanopyCoverCut0.5m","S150.mean_PercCanopyCoverCut1.0m","S150.mean_PercCanopyCoverCut1.5m","S150.mean_PercCanopyDensity","S150.sd_MaxHeight","S150.sd_MeanHeight","S150.sd_PercCanopyCoverCut0.1m","S150.sd_PercCanopyCoverCut0.5m","S150.sd_PercCanopyCoverCut1.0m","S150.sd_PercCanopyCoverCut1.5m","S150.sd_PercCanopyDensity","S150.cv_MaxHeight","S150.cv_MeanHeight","S150.cv_PercCanopyCoverCut0.1m","S150.cv_PercCanopyCoverCut0.5m","S150.cv_PercCanopyCoverCut1.0m","S150.cv_PercCanopyCoverCut1.5m","S150.cv_PercCanopyDensity","S150.kurtosis_MaxHeight","S150.kurtosis_MeanHeight","S150.kurtosis_PercCanopyCoverCut0.1m","S150.kurtosis_PercCanopyCoverCut0.5m","S150.kurtosis_PercCanopyCoverCut1.0m","S150.kurtosis_PercCanopyCoverCut1.5m","S150.kurtosis_PercCanopyDensity","S150.skewness_MaxHeight","S150.skewness_MeanHeight","S150.skewness_PercCanopyCoverCut0.1m","S150.skewness_PercCanopyCoverCut0.5m","S150.skewness_PercCanopyCoverCut1.0m","S150.skewness_PercCanopyCoverCut1.5m","S150.skewness_PercCanopyDensity","S150.strata_00_to_02_returnProportion","S150.strata_02_to_04_returnProportion","S150.strata_04_to_06_returnProportion","S150.strata_06_to_08_returnProportion","S150.strata_08_to_10_returnProportion","S150.strata_10_to_15_returnProportion","S150.strata_15_to_20_returnProportion","S150.strata_20_above_returnProportion","S150.VPD__0.1m_Grid.1x1m.mean","S150.VPD__0.50cm_Grid.1x1m.mean","S150.VPD__1.2m_Grid.1x1m.mean","S150.VPD__10.11m_Grid.1x1m.mean","S150.VPD__100.150cm_Grid.1x1m.mean","S150.VPD__11.12m_Grid.1x1m.mean","S150.VPD__12.13m_Grid.1x1m.mean","S150.VPD__13.14m_Grid.1x1m.mean","S150.VPD__14.15m_Grid.1x1m.mean","S150.VPD__15.16m_Grid.1x1m.mean","S150.VPD__150.200cm_Grid.1x1m.mean","S150.VPD__16.17m_Grid.1x1m.mean","S150.VPD__17.18m_Grid.1x1m.mean","S150.VPD__18.19m_Grid.1x1m.mean","S150.VPD__19.20m_Grid.1x1m.mean","S150.VPD__2.3m_Grid.1x1m.mean","S150.VPD__3.4m_Grid.1x1m.mean","S150.VPD__4.5m_Grid.1x1m.mean","S150.VPD__5.6m_Grid.1x1m.mean","S150.VPD__50.100cm_Grid.1x1m.mean","S150.VPD__6.7m_Grid.1x1m.mean","S150.VPD__7.8m_Grid.1x1m.mean","S150.VPD__8.9m_Grid.1x1m.mean","S150.VPD__9.10m_Grid.1x1m.mean","S150.VPD__Abv200cm_Grid.1x1m.mean","S150.VPD__Abv20m_Grid.1x1m.mean","S150.X","S150.VPD__0.1m_Grid.1x1m.sd","S150.VPD__0.50cm_Grid.1x1m.sd","S150.VPD__1.2m_Grid.1x1m.sd","S150.VPD__10.11m_Grid.1x1m.sd","S150.VPD__100.150cm_Grid.1x1m.sd","S150.VPD__11.12m_Grid.1x1m.sd","S150.VPD__12.13m_Grid.1x1m.sd","S150.VPD__13.14m_Grid.1x1m.sd","S150.VPD__14.15m_Grid.1x1m.sd","S150.VPD__15.16m_Grid.1x1m.sd","S150.VPD__150.200cm_Grid.1x1m.sd","S150.VPD__16.17m_Grid.1x1m.sd","S150.VPD__17.18m_Grid.1x1m.sd","S150.VPD__18.19m_Grid.1x1m.sd","S150.VPD__19.20m_Grid.1x1m.sd","S150.VPD__2.3m_Grid.1x1m.sd","S150.VPD__3.4m_Grid.1x1m.sd","S150.VPD__4.5m_Grid.1x1m.sd","S150.VPD__5.6m_Grid.1x1m.sd","S150.VPD__50.100cm_Grid.1x1m.sd","S150.VPD__6.7m_Grid.1x1m.sd","S150.VPD__7.8m_Grid.1x1m.sd","S150.VPD__8.9m_Grid.1x1m.sd","S150.VPD__9.10m_Grid.1x1m.sd","S150.VPD__Abv200cm_Grid.1x1m.sd","S150.VPD__Abv20m_Grid.1x1m.sd","S500.mean_MaxHeight","S500.mean_MeanHeight","S500.mean_PercCanopyCoverCut0.1m","S500.mean_PercCanopyCoverCut0.5m","S500.mean_PercCanopyCoverCut1.0m","S500.mean_PercCanopyCoverCut1.5m","S500.mean_PercCanopyDensity","S500.sd_MaxHeight","S500.sd_MeanHeight","S500.sd_PercCanopyCoverCut0.1m","S500.sd_PercCanopyCoverCut0.5m","S500.sd_PercCanopyCoverCut1.0m","S500.sd_PercCanopyCoverCut1.5m","S500.sd_PercCanopyDensity","S500.cv_MaxHeight","S500.cv_MeanHeight","S500.cv_PercCanopyCoverCut0.1m","S500.cv_PercCanopyCoverCut0.5m","S500.cv_PercCanopyCoverCut1.0m","S500.cv_PercCanopyCoverCut1.5m","S500.cv_PercCanopyDensity","S500.kurtosis_MaxHeight","S500.kurtosis_MeanHeight","S500.kurtosis_PercCanopyCoverCut0.1m","S500.kurtosis_PercCanopyCoverCut0.5m","S500.kurtosis_PercCanopyCoverCut1.0m","S500.kurtosis_PercCanopyCoverCut1.5m","S500.kurtosis_PercCanopyDensity","S500.skewness_MaxHeight","S500.skewness_MeanHeight","S500.skewness_PercCanopyCoverCut0.1m","S500.skewness_PercCanopyCoverCut0.5m","S500.skewness_PercCanopyCoverCut1.0m","S500.skewness_PercCanopyCoverCut1.5m","S500.skewness_PercCanopyDensity","S500.strata_00_to_02_returnProportion","S500.strata_02_to_04_returnProportion","S500.strata_04_to_06_returnProportion","S500.strata_06_to_08_returnProportion","S500.strata_08_to_10_returnProportion","S500.strata_10_to_15_returnProportion","S500.strata_15_to_20_returnProportion","S500.strata_20_above_returnProportion","S500.VPD__0.1m_Grid.1x1m.mean","S500.VPD__0.50cm_Grid.1x1m.mean","S500.VPD__1.2m_Grid.1x1m.mean","S500.VPD__10.11m_Grid.1x1m.mean","S500.VPD__100.150cm_Grid.1x1m.mean","S500.VPD__11.12m_Grid.1x1m.mean","S500.VPD__12.13m_Grid.1x1m.mean","S500.VPD__13.14m_Grid.1x1m.mean","S500.VPD__14.15m_Grid.1x1m.mean","S500.VPD__15.16m_Grid.1x1m.mean","S500.VPD__150.200cm_Grid.1x1m.mean","S500.VPD__16.17m_Grid.1x1m.mean","S500.VPD__17.18m_Grid.1x1m.mean","S500.VPD__18.19m_Grid.1x1m.mean","S500.VPD__19.20m_Grid.1x1m.mean","S500.VPD__2.3m_Grid.1x1m.mean","S500.VPD__3.4m_Grid.1x1m.mean","S500.VPD__4.5m_Grid.1x1m.mean","S500.VPD__5.6m_Grid.1x1m.mean","S500.VPD__50.100cm_Grid.1x1m.mean","S500.VPD__6.7m_Grid.1x1m.mean","S500.VPD__7.8m_Grid.1x1m.mean","S500.VPD__8.9m_Grid.1x1m.mean","S500.VPD__9.10m_Grid.1x1m.mean","S500.VPD__Abv200cm_Grid.1x1m.mean","S500.VPD__Abv20m_Grid.1x1m.mean","S500.VPD__0.1m_Grid.1x1m.sd","S500.VPD__0.50cm_Grid.1x1m.sd","S500.VPD__1.2m_Grid.1x1m.sd","S500.VPD__10.11m_Grid.1x1m.sd","S500.VPD__100.150cm_Grid.1x1m.sd","S500.VPD__11.12m_Grid.1x1m.sd","S500.VPD__12.13m_Grid.1x1m.sd","S500.VPD__13.14m_Grid.1x1m.sd","S500.VPD__14.15m_Grid.1x1m.sd","S500.VPD__15.16m_Grid.1x1m.sd","S500.VPD__150.200cm_Grid.1x1m.sd","S500.VPD__16.17m_Grid.1x1m.sd","S500.VPD__17.18m_Grid.1x1m.sd","S500.VPD__18.19m_Grid.1x1m.sd","S500.VPD__19.20m_Grid.1x1m.sd","S500.VPD__2.3m_Grid.1x1m.sd","S500.VPD__3.4m_Grid.1x1m.sd","S500.VPD__4.5m_Grid.1x1m.sd","S500.VPD__5.6m_Grid.1x1m.sd","S500.VPD__50.100cm_Grid.1x1m.sd","S500.VPD__6.7m_Grid.1x1m.sd","S500.VPD__7.8m_Grid.1x1m.sd","S500.VPD__8.9m_Grid.1x1m.sd","S500.VPD__9.10m_Grid.1x1m.sd","S500.VPD__Abv200cm_Grid.1x1m.sd","S500.VPD__Abv20m_Grid.1x1m.sd"
"1","BG_15_1",11.36717606,7.860887508,81.2129798,72.58356999,70.25617372,68.47764033,79.09465272,7.00843706,5.328396896,27.1826508,33.28720618,34.95734431,35.98986043,24.69325644,61.65504102,67.78365535,33.47082063,45.86052489,49.75697146,52.55709785,31.21988097,1.909299735,2.000984605,5.164291492,2.935729052,2.589242867,2.369085261,4.771636487,-0.127542029,0.110996929,-1.737168987,-1.130294723,-1.012646419,-0.92532411,-1.513978422,0.273185021,0.103624087,0.065730864,0.074293464,0.092615811,0.16890988,0.182507215,0.039133665,0.208504437,0.171219997,0.064680585,0.046318983,0.027460362,0.043608554,0.041260138,0.037722206,0,0.03721838,0.037220223,0.035302725,0.066616329,0.025066467,0.018303316,0.062838385,0.040785703,0.032531595,0.033199269,0.037284441,0.034884427,0.039409037,0.044868722,0.047747089,0.726814982,0.039133665,1,0.309411073,0.276238545,0.1466224,0.112494254,0.085180448,0.108452618,0.108627015,0.102937656,0,0.103835139,0.101372028,0.101318965,0.15842144,0.086796804,0.075978388,0.138936731,0.105275344,0.092151179,0.093027755,0.105470075,0.09292493,0.104388065,0.111061887,0.114398455,0.347645053,0.135575215,9.262720861,6.12858355,76.19248596,63.67167065,60.9018222,58.8792621,74.41090897,6.794919589,5.17384993,25.84868183,32.70254898,34.02581622,34.82999118,24.68966535,73.35770656,84.42162675,33.9255,51.36122336,55.8699477,59.15493832,33.180169,2.180432282,2.647494845,3.781552992,2.182282251,1.970868838,1.84778571,3.674952654,0.479535142,0.744095379,-1.246599521,-0.672162694,-0.566302267,-0.492184037,-1.148377398,0.352426875,0.14092209,0.095747886,0.080190443,0.073728347,0.117378932,0.100109971,0.039495462,0.281556304,0.238990399,0.070870572,0.033113847,0.029712145,0.030765115,0.028107297,0.025392674,0,0.021735091,0.041158427,0.018938141,0.031740919,0.014131309,0.013564511,0.079212778,0.061709312,0.051253796,0.044494091,0.042565906,0.041128319,0.039062124,0.037752846,0.035975502,0.647573129,0.039495462,0.321583705,0.294187152,0.1381552,0.090040354,0.081668443,0.087864853,0.085092232,0.081705957,0,0.075884083,0.097054694,0.071112287,0.106590783,0.060973372,0.059934029,0.144973996,0.123996532,0.11129157,0.102033204,0.103124733,0.098146611,0.096209099,0.095433107,0.09349654,0.353126146,0.145164549
"2","BG_15_10",9.655929837,6.706842569,73.78897402,67.61515327,66.61164502,65.75179831,71.62564858,5.218470512,4.067209132,33.84739439,37.03436067,37.29760699,37.55089148,29.08811835,54.04420496,60.64268081,45.87053126,54.7722794,55.99262258,57.11006003,40.61131581,2.184021223,2.037737969,3.062370496,2.238246267,2.158073206,2.082503938,3.105845284,-0.613674116,-0.170263589,-1.205929918,-0.874082254,-0.828271157,-0.785409932,-1.041027632,0.250083361,0.080312069,0.096242575,0.105408392,0.132371503,0.248470078,0.087112031,0,0.208215141,0.183712911,0.041868221,0.068286045,0.019601355,0.061575691,0.061805237,0.056803106,0,0.046261406,0.022266866,0.027542629,0.013136208,0.000171789,0,0.039370578,0.04094149,0.045549511,0.050693064,0.02450223,0.050517116,0.054891276,0.058219168,0.074152335,0.749916642,0,2,0.303175156,0.286572416,0.123369987,0.14515161,0.078021098,0.133177463,0.14224795,0.129730969,0,0.121944979,0.084282135,0.093946084,0.068659984,0.0073623,0,0.113126408,0.108945987,0.115609939,0.126244175,0.087518015,0.119158049,0.125819745,0.123041976,0.156869284,0.325724695,0,6.271928927,3.997208588,69.90151883,56.0482295,53.57958231,51.55861618,68.83179236,4.815817452,3.544631212,29.85348167,35.50243154,36.02288841,36.27625682,28.60205791,76.78367386,88.67766429,42.70791561,63.3426459,67.23249203,70.35925226,41.55355677,2.983750209,3.769743569,2.640883867,1.705090574,1.627656687,1.583513729,2.649306345,0.7068663,1.050209983,-0.864743769,-0.324312564,-0.232263527,-0.153998276,-0.818420975,0.412113273,0.18087565,0.131626076,0.094824902,0.071274341,0.076383047,0.030350784,0.002551937,0.33380488,0.293899843,0.078308394,0.027098411,0.030849332,0.021488808,0.016081291,0.011714537,0,0.00859554,0.047459063,0.006347351,0.009149948,0.003586522,0.002671423,0.096874331,0.084001319,0.071473889,0.060152187,0.039905038,0.050854066,0.043970836,0.038332264,0.032942077,0.587886732,0.002551937,0.349255905,0.333449168,0.148263461,0.090481838,0.085644489,0.080986969,0.069794077,0.058984712,0,0.050192761,0.108127911,0.043037552,0.059153875,0.032200544,0.027818494,0.163375992,0.147870634,0.13460579,0.12366586,0.101758583,0.115750752,0.10959184,0.104427292,0.098605964,0.368376876,0.033794682
"3","BG_15_100",7.41823753,4.494499789,78.76916676,63.40937894,59.44038899,56.73722871,77.22854291,4.397259229,3.170230034,22.84905925,30.63449852,32.66114449,33.94341825,22.28641196,59.27633365,70.53577,29.00761833,48.31225133,54.94773007,59.8256542,28.85773979,1.88610692,2.056278945,4.543298604,2.352726763,2.015220934,1.836086746,4.394409769,-0.115383644,0.287469092,-1.437132702,-0.742939008,-0.595704428,-0.503828483,-1.346662515,0.394235085,0.126863248,0.117411384,0.122253641,0.113710519,0.114558399,0.010967733,0,0.319494262,0.266080989,0.074740824,0.044843589,0.03507397,0.034243027,0.022348592,0.013123192,0,0.006809835,0.039666855,0.002856821,0.001251622,4.52e-05,4.29e-06,0.067486601,0.059376647,0.058560924,0.05885046,0.053413274,0.060709484,0.061544157,0.059761996,0.053948524,0.605764919,0,3,0.321102006,0.285174313,0.137380036,0.095037548,0.082605692,0.085417454,0.07048498,0.054772866,0,0.039584562,0.085445463,0.02596188,0.01878467,0.002801129,0.000941371,0.118860094,0.105312986,0.100611507,0.099076509,0.10669059,0.102357044,0.105530088,0.106142768,0.102654879,0.355003671,0,6.96753461,4.263691933,76.38365916,57.81860707,53.20876044,50.0516401,75.37152741,5.680023611,4.072994525,25.28067898,33.6884277,35.15553647,35.93571532,24.71051189,81.52128305,95.52741119,33.09697291,58.26572,66.07095558,71.79727826,32.78494246,2.986559246,3.865679165,3.719527134,1.854046824,1.628526252,1.517141684,3.722017692,0.77145163,1.138286358,-1.257857247,-0.491994489,-0.322359532,-0.204234197,-1.225675489,0.476305375,0.131520947,0.09668112,0.083180607,0.07045536,0.086835741,0.042506233,0.012514623,0.391246478,0.330245685,0.085058898,0.028507215,0.039567855,0.023689336,0.019272955,0.015366235,0,0.011784976,0.045491043,0.008856128,0.012324853,0.005028209,0.004512068,0.074018175,0.057502773,0.050456115,0.046225005,0.061000794,0.042982615,0.040197992,0.037240118,0.033215242,0.523694629,0.012514623,0.353453538,0.326216815,0.15582541,0.078017901,0.091109212,0.072280787,0.066774686,0.060889979,0,0.054163561,0.097571443,0.047154711,0.064200141,0.034649543,0.033295368,0.133949108,0.110923465,0.099981201,0.093683691,0.115745397,0.090179289,0.088212492,0.08654817,0.082939319,0.376150983,0.083087147
"4","BG_15_11",5.246554972,2.833747064,62.66138204,43.03286884,39.91290421,37.69933228,62.00053328,4.309085461,2.944024852,25.82085673,31.11623569,31.57643923,31.82905597,25.06499191,82.1317128,103.8915889,41.20696972,72.30806713,79.1133591,84.42869953,40.42705858,2.998581974,4.105785763,2.202508214,1.752561565,1.767313074,1.797642353,2.257079055,0.958534609,1.390645588,-0.455854544,0.158218173,0.279191327,0.366476407,-0.471745381,0.559204508,0.185425812,0.085671019,0.055677312,0.04632968,0.056015496,0.011661177,1.5e-05,0.467049675,0.414856948,0.092154835,0.018534969,0.035706563,0.015466429,0.012540473,0.009473626,0,0.006103881,0.056448272,0.003301571,0.002081303,0.000143975,3.04e-05,0.109955635,0.075470177,0.050402022,0.035268997,0.052192728,0.029251805,0.026425507,0.024472224,0.021857457,0.440795495,1.5e-05,4,0.335577091,0.320744514,0.130899985,0.060271092,0.072228716,0.055576133,0.050454742,0.044378228,0,0.035725029,0.094172672,0.025879084,0.024632845,0.004722792,0.001612953,0.148121595,0.118775152,0.094661143,0.07856417,0.091489133,0.072163655,0.069012996,0.068060374,0.064959632,0.349480535,0.001503234,6.998636507,4.25195822,68.12042248,50.9020704,47.91229108,45.79479853,66.84751785,5.963132873,4.427100528,26.05233467,33.2788009,34.18120432,34.69617135,25.08089254,85.20420895,104.1190976,38.24452892,65.37808902,71.34120191,75.76443714,37.51955696,2.979918324,3.975671203,2.467594876,1.657049527,1.587666283,1.556669435,2.531278011,0.925150691,1.280724744,-0.676722073,-0.126049446,-0.02392269,0.050484098,-0.666912145,0.4835094,0.159058723,0.086658436,0.06279029,0.054767045,0.082197587,0.054963028,0.016055498,0.401731154,0.353219844,0.081778248,0.02419026,0.032990905,0.021861827,0.019338709,0.016806791,0,0.013824827,0.048787342,0.011392882,0.017048573,0.006711507,0.005985239,0.092717653,0.066341071,0.048437763,0.038220673,0.048511311,0.032794458,0.029995833,0.028297674,0.02646937,0.516490603,0.016055498,0.3463896,0.325900481,0.131130161,0.072420827,0.07348983,0.069793695,0.066517662,0.062875427,0,0.057548519,0.092360396,0.052938274,0.07738121,0.041763977,0.03972854,0.143090757,0.116961717,0.09781273,0.086379093,0.09384272,0.080367995,0.077869249,0.076923074,0.075109521,0.368363515,0.094299285
"5","BG_15_12",5.856039483,3.169459047,70.23447866,52.01410522,48.69567263,46.43011314,69.70305555,3.684314005,2.516206353,25.03083065,31.52029914,32.16188703,32.4395702,24.46542908,62.91477399,79.38914232,35.63894989,60.599522,66.04670455,69.86752348,35.09950732,2.338738354,3.116409962,2.855198823,1.781134015,1.690917077,1.649573222,2.899329515,0.281998703,0.83539784,-0.863570667,-0.254594115,-0.142987234,-0.063681045,-0.861979821,0.475758817,0.17811752,0.138000542,0.105286723,0.062672172,0.038097699,0.002066533,0,0.395824032,0.347402834,0.079934786,0.017696322,0.032127457,0.010931934,0.006332299,0.003137144,0,0.001340733,0.04780733,0.00049167,0.000220661,1.12e-05,2.31e-06,0.09629163,0.081825889,0.072364622,0.06563592,0.048421198,0.057288059,0.047998664,0.036332689,0.026339483,0.524241186,0,5,0.327771067,0.309485699,0.13013555,0.059292712,0.072933172,0.045946956,0.035394116,0.025230424,0,0.0161572,0.091396204,0.009356144,0.007407857,0.001640836,0.000379221,0.143116515,0.123927775,0.112243766,0.105879235,0.093478234,0.0999877,0.094757113,0.083370091,0.072192207,0.342917631,0,6.202494624,3.452492721,65.66958228,46.12196807,42.68533769,40.37880876,65.14621632,5.720335457,3.830801814,25.97503983,31.84432662,32.30739975,32.48590155,25.2865988,92.22636702,110.9575638,39.554142,69.04372895,75.68734722,80.45284779,38.81514573,4.248423933,5.839456817,2.407592599,1.709590518,1.685080206,1.690927393,2.456812226,1.326985441,1.737235985,-0.599541156,0.012296094,0.129840802,0.214217408,-0.602135458,0.534139767,0.172771667,0.095040263,0.059572833,0.039567124,0.046854971,0.038370495,0.013682887,0.446695221,0.392457927,0.087444547,0.014839786,0.035295971,0.012442672,0.010570879,0.009001633,0,0.007869082,0.052148576,0.007049005,0.012561813,0.005766527,0.005124069,0.099996652,0.072775015,0.053752593,0.04128767,0.054237295,0.032893572,0.026679262,0.021787759,0.017779364,0.465860237,0.013682887,0.341431328,0.325455867,0.138016349,0.056671327,0.078435746,0.051837446,0.047944563,0.043764086,0,0.041239607,0.098456125,0.039430204,0.06237218,0.037157011,0.035033495,0.151121541,0.125242524,0.105644146,0.092166885,0.10242034,0.082994723,0.075255999,0.068455074,0.061913554,0.353421635,0.081405737
"6","BG_15_13",10.0148786,5.713450983,78.2723822,62.88197338,58.79651151,55.69800252,77.6659414,7.235941238,5.01161449,22.76301121,31.35434399,32.60003649,33.2640032,22.20740945,72.25191169,87.71606695,29.08179178,49.86221377,55.44552841,59.72207564,28.59349807,2.127460585,3.063907508,3.95751908,2.207740569,1.955567881,1.804826649,3.971214141,0.467959927,0.920584864,-1.283522879,-0.672147611,-0.523661168,-0.409755105,-1.261439128,0.420809301,0.141272616,0.085508471,0.06779434,0.055760794,0.08860919,0.091452048,0.048793244,0.328600922,0.272311765,0.09220838,0.02437685,0.041094212,0.022820347,0.021239718,0.020172276,0,0.018396172,0.051114167,0.017147069,0.030420297,0.013227588,0.012260922,0.08551047,0.055762147,0.045386431,0.04012204,0.056289157,0.035714961,0.032079378,0.029094582,0.026666212,0.579190702,0.048793244,6,0.31533646,0.289786658,0.140570831,0.067071202,0.081691481,0.065451275,0.06337054,0.062897063,0,0.060613714,0.091106884,0.058877375,0.092536787,0.053467065,0.05283719,0.134275454,0.103047227,0.090996093,0.084646087,0.098588955,0.079689691,0.07520812,0.072287908,0.070168145,0.340428494,0.157068785,8.881167399,4.95605905,72.62139877,55.34787262,51.85620316,49.51741745,72.07214032,6.891464276,4.674546846,24.55228255,31.80389723,32.53866131,32.81379328,23.78114814,77.59637856,94.31983758,33.80860596,57.46182415,62.74786684,66.26717421,32.9963118,2.728089067,3.976553337,3.124950635,1.877135537,1.753228201,1.69347856,3.139956196,0.749266023,1.219012434,-0.965155184,-0.372533089,-0.259905833,-0.182423756,-0.942415116,0.451181589,0.143017556,0.095750193,0.073507934,0.056798018,0.07687799,0.065885296,0.03698143,0.37471573,0.3236141,0.07646586,0.023105733,0.032750822,0.020222808,0.01778201,0.015767438,0,0.01409523,0.043715037,0.012605034,0.021580438,0.009289269,0.008315326,0.081340756,0.0616768,0.051292288,0.044457906,0.051101631,0.039138175,0.034369759,0.030273483,0.026524535,0.548818415,0.03698143,0.326585321,0.307134127,0.128986701,0.067014202,0.074149224,0.063697346,0.060533241,0.057742088,0,0.055355557,0.087548511,0.05278013,0.080549884,0.046537291,0.044177712,0.133833356,0.111413467,0.098163541,0.089956344,0.097257135,0.084220506,0.07920699,0.075239024,0.071292843,0.342167727,0.138693466
"7","BG_15_14",10.23041573,5.862882728,71.47499217,57.05844105,54.2821884,52.37406985,70.58753709,6.449487101,4.59535421,25.19117791,31.07558285,31.63458219,31.88685582,24.34252561,63.04227776,78.38045587,35.24474385,54.46272678,58.27801554,60.88290621,34.48558571,2.00219001,2.590986767,3.067651776,2.020974271,1.897255467,1.826143869,3.070546862,0.106030268,0.640911937,-0.963568046,-0.487261861,-0.399637057,-0.340997709,-0.925618236,0.397380333,0.111220267,0.08632706,0.081681044,0.072149938,0.116742319,0.110739558,0.023759488,0.334566653,0.292561978,0.062813681,0.031623784,0.027389016,0.030342118,0.028240463,0.026535954,0,0.023884346,0.035424665,0.021906024,0.037338031,0.015155771,0.012455386,0.063231244,0.047989023,0.043401034,0.042926025,0.042004675,0.04140334,0.040277704,0.037434277,0.034715661,0.60261967,0.023759488,7,0.316049513,0.297959921,0.117885733,0.073797962,0.067135773,0.075636962,0.073997787,0.07361995,0,0.070456781,0.079519666,0.06992119,0.108290848,0.061196032,0.056268687,0.11735246,0.094870666,0.086724203,0.08512425,0.08750565,0.082063647,0.082242098,0.078859919,0.076671631,0.333793562,0.104805744,7.173158207,3.964999395,67.30494987,49.26761311,45.96405278,43.7958515,66.7848331,5.670846994,3.89185352,26.45257318,32.22115326,32.69247677,32.84208163,25.6564414,79.05648851,98.15521095,39.30256724,65.40027257,71.12618404,74.9890241,38.41656887,3.00439064,4.838554187,2.559373735,1.719188259,1.663250119,1.645545155,2.603591404,0.775934379,1.388372621,-0.720368367,-0.134439319,-0.026365273,0.048872681,-0.713620379,0.494661342,0.146480003,0.099214718,0.07402648,0.056102201,0.073484438,0.045396055,0.010634769,0.4183472,0.366564427,0.076314143,0.022474541,0.032314879,0.019541035,0.016900991,0.014567872,0,0.012187555,0.043999264,0.010091843,0.014572747,0.00486681,0.0036771,0.08213451,0.064345493,0.053545664,0.045669054,0.051782774,0.03951347,0.03451301,0.030154449,0.025947752,0.505338662,0.010634769,0.339578172,0.322791854,0.129906992,0.067751082,0.074687796,0.064268653,0.061003199,0.058140741,0,0.054004222,0.090132015,0.050008427,0.070701396,0.035890145,0.031488271,0.136078753,0.114922586,0.101239597,0.091874175,0.099190221,0.085107844,0.080230388,0.075812434,0.070997815,0.351660009,0.077405913
"8","BG_15_15",8.704990878,4.741197907,69.55977644,51.90196489,48.9398189,47.19330455,68.99041443,5.951897729,4.084799459,25.13404536,31.53286842,31.98302565,32.13217938,24.350687,68.37339421,86.15543032,36.1330163,60.7546718,65.351745,68.08630946,35.29575406,2.199232848,3.237942529,2.77297932,1.818078214,1.72926636,1.690803331,2.822796952,0.310288118,0.92162362,-0.829602384,-0.285249401,-0.188449654,-0.129630861,-0.817237634,0.456087793,0.120802247,0.090877401,0.079025961,0.070063761,0.105600729,0.063899139,0.013642975,0.396942294,0.35242504,0.0591455,0.031265599,0.024938264,0.028438407,0.024610995,0.021285729,0,0.016957497,0.034207236,0.013422394,0.019052417,0.007616209,0.006850623,0.066043044,0.054759202,0.047991162,0.042886239,0.044517254,0.040562555,0.038463406,0.036254486,0.033809275,0.54391221,0.013642975,8,0.328256066,0.313684036,0.109707691,0.074036795,0.06117709,0.072281347,0.068159515,0.066353351,0,0.059354881,0.075189931,0.054057465,0.077996904,0.045172952,0.043333851,0.118907923,0.101945071,0.090822707,0.083796174,0.088843006,0.080791305,0.079069387,0.077318764,0.075631296,0.3391675,0.081146694,8.185041732,4.636623333,69.24195056,52.35824614,49.37444971,47.48058373,68.52702434,6.042120837,4.205275416,26.06420689,32.06279197,32.63612472,32.88900443,25.10215636,73.81905964,90.69693856,37.64221932,61.23732999,66.09921713,69.26832369,36.63103222,2.463247819,3.580017165,2.795533406,1.798974531,1.71119682,1.66959583,2.836656588,0.541766919,1.069990472,-0.838522608,-0.273723152,-0.174057535,-0.107976549,-0.818968915,0.45249264,0.133375623,0.100460799,0.078801538,0.062579487,0.091072645,0.067798461,0.013418814,0.386520392,0.33988843,0.065972248,0.026538236,0.028112882,0.02396363,0.021485239,0.01908554,0,0.016708365,0.037859366,0.014395608,0.022023413,0.008123488,0.006547588,0.072493151,0.060882472,0.053341452,0.047119348,0.046631963,0.04164007,0.037161468,0.033086801,0.029492686,0.547507365,0.013418814,0.332469518,0.315299746,0.121745104,0.074007242,0.070438316,0.071620267,0.068772403,0.066004518,0,0.062448224,0.083788766,0.058376302,0.084938054,0.04475536,0.040519062,0.12839866,0.11260605,0.101624968,0.094301635,0.095670877,0.088137693,0.083870293,0.079943538,0.076542002,0.347068304,0.081790837
