SS,mean_MaxHeight,mean_MeanHeight,mean_PercCanopyCoverCut0.1m,mean_PercCanopyCoverCut0.5m,mean_PercCanopyCoverCut1.0m,mean_PercCanopyCoverCut1.5m,mean_PercCanopyDensity,sd_MaxHeight,sd_MeanHeight,sd_PercCanopyCoverCut0.1m,sd_PercCanopyCoverCut0.5m,sd_PercCanopyCoverCut1.0m,sd_PercCanopyCoverCut1.5m,sd_PercCanopyDensity,cv_MaxHeight,cv_MeanHeight,cv_PercCanopyCoverCut0.1m,cv_PercCanopyCoverCut0.5m,cv_PercCanopyCoverCut1.0m,cv_PercCanopyCoverCut1.5m,cv_PercCanopyDensity,kurtosis_MaxHeight,kurtosis_MeanHeight,kurtosis_PercCanopyCoverCut0.1m,kurtosis_PercCanopyCoverCut0.5m,kurtosis_PercCanopyCoverCut1.0m,kurtosis_PercCanopyCoverCut1.5m,kurtosis_PercCanopyDensity,skewness_MaxHeight,skewness_MeanHeight,skewness_PercCanopyCoverCut0.1m,skewness_PercCanopyCoverCut0.5m,skewness_PercCanopyCoverCut1.0m,skewness_PercCanopyCoverCut1.5m,skewness_PercCanopyDensity,strata_00_to_02_returnProportion,strata_02_to_04_returnProportion,strata_04_to_06_returnProportion,strata_06_to_08_returnProportion,strata_08_to_10_returnProportion,strata_10_to_15_returnProportion,strata_15_to_20_returnProportion,strata_20_above_returnProportion,VPD__0.1m_Grid.1x1m.mean,VPD__0.50cm_Grid.1x1m.mean,VPD__1.2m_Grid.1x1m.mean,VPD__10.11m_Grid.1x1m.mean,VPD__100.150cm_Grid.1x1m.mean,VPD__11.12m_Grid.1x1m.mean,VPD__12.13m_Grid.1x1m.mean,VPD__13.14m_Grid.1x1m.mean,VPD__14.15m_Grid.1x1m.mean,VPD__15.16m_Grid.1x1m.mean,VPD__150.200cm_Grid.1x1m.mean,VPD__16.17m_Grid.1x1m.mean,VPD__17.18m_Grid.1x1m.mean,VPD__18.19m_Grid.1x1m.mean,VPD__19.20m_Grid.1x1m.mean,VPD__2.3m_Grid.1x1m.mean,VPD__3.4m_Grid.1x1m.mean,VPD__4.5m_Grid.1x1m.mean,VPD__5.6m_Grid.1x1m.mean,VPD__50.100cm_Grid.1x1m.mean,VPD__6.7m_Grid.1x1m.mean,VPD__7.8m_Grid.1x1m.mean,VPD__8.9m_Grid.1x1m.mean,VPD__9.10m_Grid.1x1m.mean,VPD__Abv200cm_Grid.1x1m.mean,VPD__Abv20m_Grid.1x1m.mean,VPD__0.1m_Grid.1x1m.sd,VPD__0.50cm_Grid.1x1m.sd,VPD__1.2m_Grid.1x1m.sd,VPD__10.11m_Grid.1x1m.sd,VPD__100.150cm_Grid.1x1m.sd,VPD__11.12m_Grid.1x1m.sd,VPD__12.13m_Grid.1x1m.sd,VPD__13.14m_Grid.1x1m.sd,VPD__14.15m_Grid.1x1m.sd,VPD__15.16m_Grid.1x1m.sd,VPD__150.200cm_Grid.1x1m.sd,VPD__16.17m_Grid.1x1m.sd,VPD__17.18m_Grid.1x1m.sd,VPD__18.19m_Grid.1x1m.sd,VPD__19.20m_Grid.1x1m.sd,VPD__2.3m_Grid.1x1m.sd,VPD__3.4m_Grid.1x1m.sd,VPD__4.5m_Grid.1x1m.sd,VPD__5.6m_Grid.1x1m.sd,VPD__50.100cm_Grid.1x1m.sd,VPD__6.7m_Grid.1x1m.sd,VPD__7.8m_Grid.1x1m.sd,VPD__8.9m_Grid.1x1m.sd,VPD__9.10m_Grid.1x1m.sd,VPD__Abv200cm_Grid.1x1m.sd,VPD__Abv20m_Grid.1x1m.sd
BG_15_38,4.336296895,2.284709898,58.08645428,33.17105793,30.21988414,28.38224253,58.03268538,4.803241867,2.955108816,30.39402956,33.39592814,32.99480577,32.58060188,29.96831103,110.7682888,129.3428465,52.32550332,100.6779109,109.1824364,114.7922045,51.64040029,3.407984791,5.512151817,1.878027614,1.817264442,1.956450929,2.080170708,1.909954394,1.156224366,1.707060949,-0.349856063,0.527045682,0.652301872,0.739983034,-0.364116208,0.674514283,0.112429656,0.068105943,0.046808484,0.034322719,0.044720614,0.018707151,0.000391155,0.609719457,0.562269082,0.064794827,0.013749625,0.028196571,0.012030697,0.010283609,0.008656684,0,0.006880045,0.036598256,0.005011421,0.005219723,0.001043992,0.000551971,0.064770375,0.04765928,0.037566775,0.030539168,0.047450376,0.025328331,0.021480153,0.018471517,0.015851202,0.325485721,0.000391155,0.367304928,0.368656484,0.121603022,0.05311702,0.069091482,0.050953775,0.047953475,0.044697488,0,0.040438648,0.082327222,0.034941964,0.04127133,0.015620217,0.01144257,0.123083956,0.10003423,0.085739378,0.076170282,0.093698927,0.068990686,0.063808513,0.059868457,0.056296424,0.354870686,0.011590038
BG_15_39,6.789954753,4.019062609,68.81043311,48.7444029,46.15665195,44.62065502,68.13690053,6.074289688,4.204169658,29.42251933,36.87331263,37.28185336,37.4143268,28.62971754,89.45994354,104.6057269,42.75880561,75.64624948,80.77243862,83.84979285,42.01793349,2.775455328,3.888661394,2.420238584,1.451654212,1.416486299,1.406444134,2.478901883,0.742966417,1.17264796,-0.800457945,-0.103430226,-0.01511426,0.042643681,-0.802709405,0.518323136,0.111188571,0.086461324,0.074250624,0.063428034,0.086584075,0.049485196,0.010279045,0.464435011,0.424359909,0.053888126,0.026953293,0.022769059,0.023415185,0.019760687,0.01645491,0,0.013627319,0.031119067,0.010951076,0.015425162,0.005263322,0.004218316,0.060510672,0.050677899,0.045314099,0.041147226,0.040075103,0.038299554,0.03595107,0.033285557,0.030142477,0.481676867,0.010279045,0.378910439,0.370284365,0.110453062,0.07377109,0.061441305,0.069710811,0.064288231,0.059413743,0,0.054746369,0.075219365,0.049684346,0.070247173,0.035005178,0.031871259,0.118434739,0.102971056,0.094325408,0.088217301,0.086156419,0.084943186,0.082749896,0.080326577,0.077215394,0.382815294,0.072850224
BG_15_4,7.427382605,4.52936401,67.59517611,51.11021536,48.22986117,46.35975407,67.06786699,6.294371373,4.567474426,29.46486677,34.8830767,35.33554675,35.50350949,28.09643532,84.74548448,100.8414077,43.59019159,68.25069402,73.26487345,76.58260965,41.89254345,3.078889185,4.480979629,2.511980561,1.651990769,1.603662862,1.588643819,2.559690943,0.832700501,1.329575633,-0.757166785,-0.148019061,-0.047170714,0.020528803,-0.732742538,0.458788887,0.136038111,0.099797869,0.078565772,0.061895349,0.083978937,0.057838818,0.023096265,0.390179885,0.343434542,0.068609003,0.025651367,0.028927718,0.022319369,0.019166973,0.016841227,0,0.014224579,0.039681286,0.012056779,0.018505161,0.007031424,0.006020877,0.074837351,0.06120076,0.052869511,0.046928358,0.046745344,0.041479323,0.037086449,0.033051858,0.028843491,0.541211118,0.023096265,0.357988115,0.341875442,0.138321358,0.082894665,0.082368866,0.078039784,0.073297801,0.070365623,0,0.065609889,0.098504348,0.060957823,0.084890209,0.047011125,0.043738345,0.144396475,0.126253365,0.114441044,0.106684863,0.10994851,0.099373258,0.09507192,0.090759208,0.085667355,0.371044483,0.116522543
BG_15_40,10.5640235,6.779695859,78.07804748,65.76938297,64.21429189,63.33802445,76.15024145,6.48981344,4.87625909,26.59325865,33.41397464,34.12727029,34.4714058,25.45474982,61.43315984,71.92445194,34.05984078,50.80475616,53.1459108,54.42450423,33.4270113,2.179819606,2.354264549,4.296892013,2.435880167,2.284979122,2.201574456,4.336435967,-0.00504735,0.369087443,-1.504223403,-0.905151756,-0.840676145,-0.801405603,-1.460709335,0.323830816,0.083199935,0.084307745,0.093446428,0.099138042,0.16292492,0.129776994,0.023375129,0.290854889,0.265223552,0.032975927,0.046397481,0.01349763,0.042735136,0.038735797,0.035056507,0,0.031297564,0.019478296,0.027276507,0.042902234,0.015981119,0.01231957,0.042204258,0.040995677,0.041395014,0.042912731,0.025631338,0.04529349,0.048152938,0.049903922,0.04923412,0.676169188,0.023375129,0.319471222,0.306473173,0.084254408,0.093974514,0.045732506,0.091453923,0.088113394,0.085125814,0,0.081148081,0.058039617,0.07610903,0.113078628,0.05950878,0.052985273,0.097903383,0.092174139,0.089005017,0.088496249,0.068141499,0.090018476,0.092973157,0.09530753,0.095615056,0.331746428,0.106032999
BG_15_41,7.525491074,4.62126263,66.15018866,45.67613045,43.1492041,41.77307783,64.94309848,7.057049099,4.981550056,29.23573412,35.74365113,36.30902247,36.46799799,28.26365401,93.77526369,107.7962984,44.19599506,78.25455173,84.14760649,87.30024189,43.52064295,1.985598315,2.62278823,2.398290848,1.469740323,1.439145837,1.435448559,2.470591703,0.591322499,0.913330131,-0.753030529,-0.0154446,0.073098865,0.12721086,-0.754979252,0.530140225,0.101260708,0.061194502,0.046210146,0.045961599,0.096523809,0.099027364,0.019681652,0.481376243,0.441482091,0.048763983,0.024067624,0.020694031,0.024684204,0.024489303,0.023282677,0,0.021190039,0.028069952,0.01926664,0.033031597,0.013979901,0.011559187,0.056356928,0.044903781,0.033962553,0.027231949,0.039894153,0.023719842,0.022490304,0.022618441,0.023343158,0.469859778,0.019681652,0.378369258,0.366691577,0.110050141,0.06955034,0.062030392,0.072953854,0.074412071,0.072967656,0,0.069496431,0.073118495,0.067364536,0.106036198,0.06084783,0.055492385,0.117890827,0.100211535,0.082081288,0.070799711,0.089569745,0.064528025,0.062613093,0.063643047,0.06633579,0.383401277,0.097410197
BG_15_42,8.895287356,5.510894117,70.0420453,55.04217491,52.51139565,51.08106112,68.50541484,6.668673257,4.721673849,29.68510563,35.66786636,36.50795922,36.8271273,28.65846393,74.96860967,85.67890706,42.38183724,64.80097564,69.52387909,72.09546257,41.8338667,1.861558738,2.351966145,2.766508975,1.681789592,1.562685574,1.508518412,2.820193666,0.131020379,0.529078208,-0.990830021,-0.438560997,-0.345506608,-0.290120841,-0.971967374,0.430740695,0.082482761,0.072092488,0.075023806,0.080654469,0.146102668,0.096545616,0.016357503,0.385805837,0.347446723,0.044934858,0.041206777,0.02032758,0.039336467,0.035211261,0.030348164,0,0.025518871,0.024607278,0.020909056,0.030409008,0.010827761,0.00888092,0.0446957,0.037787062,0.036037403,0.036055085,0.038359115,0.036788046,0.03823576,0.039681971,0.040972499,0.569259308,0.016357503,0.366985416,0.349990088,0.109814949,0.089003864,0.064113114,0.089393205,0.085520361,0.080174728,0,0.074924457,0.068691956,0.068823251,0.100281832,0.052867229,0.048569338,0.101593141,0.085910765,0.080805469,0.078978103,0.095125728,0.078563435,0.080563283,0.083016291,0.086114388,0.376721686,0.089782076
BG_15_43,7.171261572,4.427564751,64.60717391,46.95660276,44.15449695,42.45002593,63.58604632,7.08009286,4.954656128,31.76054489,36.86233475,37.30115718,37.39276066,30.91937315,98.72869353,111.9047695,49.15947095,78.50298486,84.47872756,88.08654373,48.62603502,2.630298151,3.29567383,2.092636584,1.427091154,1.39406578,1.390824888,2.144054605,0.845006878,1.127640639,-0.661645152,-0.058972392,0.043240185,0.109888292,-0.663321457,0.525227036,0.107373792,0.069959103,0.058117023,0.053192729,0.084266264,0.070158898,0.031705161,0.465844434,0.420472628,0.059382602,0.024353462,0.025656487,0.022885935,0.019651675,0.017375192,0,0.014754088,0.033726116,0.013014624,0.022399262,0.010241002,0.009749922,0.06129714,0.046076652,0.03746147,0.032497634,0.045371807,0.02978612,0.028330904,0.027142451,0.026050278,0.474772968,0.031705161,0.382366149,0.370556936,0.121626021,0.071641801,0.068981724,0.072855466,0.067424295,0.066203986,0,0.060442434,0.080044615,0.05777565,0.088480499,0.051541721,0.049186698,0.122329578,0.100111156,0.087213976,0.079618174,0.097833645,0.075822582,0.074549791,0.073811917,0.072983576,0.387333728,0.126622715
BG_15_44,3.757321282,2.052254934,51.86092838,29.64863516,27.24390274,25.88536224,51.68706333,4.657157208,2.913797099,33.65787631,34.31822672,33.53351674,32.96070959,33.31250586,123.9488683,141.9802701,64.90025798,115.7497691,123.0863179,127.3333913,64.45037446,4.375237293,8.069099083,1.582475027,1.883807697,2.054535133,2.181496503,1.596946655,1.349274181,2.056786766,-0.10402069,0.67081106,0.783524856,0.854350639,-0.114617213,0.685590991,0.102257827,0.071690337,0.052585763,0.03544986,0.035950155,0.013973228,0.002501843,0.635141876,0.595927116,0.050449117,0.012452989,0.02109126,0.009772992,0.007580757,0.006143417,0,0.004542465,0.029357857,0.003134776,0.004094625,0.001270566,0.000930796,0.05706594,0.045191888,0.038614824,0.033075512,0.039214761,0.02851719,0.024068574,0.019696542,0.015753318,0.314409012,0.002501843,0.378176715,0.384904217,0.111965832,0.0521122,0.062499254,0.047453258,0.044019529,0.043601948,0,0.038231405,0.075514015,0.032615381,0.042489761,0.021555964,0.017124396,0.119761225,0.099721581,0.08884762,0.080501194,0.092034272,0.074772544,0.069209907,0.063020709,0.056897497,0.36085444,0.037583791
BG_15_45,6.639271952,3.929533899,62.46537302,43.26552144,40.79857289,39.36259237,61.73683366,6.651195284,4.605183133,31.73866567,37.04598453,37.12240239,37.02676353,30.93948237,100.179588,117.1941317,50.81001543,85.6247268,90.989463,94.06586636,50.11511043,2.769970458,4.027855079,1.954805134,1.421211847,1.432468993,1.454597696,2.00856889,0.875783462,1.329597297,-0.543988481,0.098636619,0.190480343,0.249204028,-0.556044133,0.553367249,0.104622432,0.076380126,0.061379319,0.051219181,0.0707706,0.063482462,0.018778637,0.50216555,0.46255923,0.0512017,0.02166918,0.021570922,0.018687571,0.015996291,0.014417558,0,0.012858697,0.029630777,0.011624517,0.02133148,0.009448957,0.00821881,0.057432658,0.047189774,0.040871313,0.035508814,0.03960632,0.03208771,0.029291609,0.026932171,0.02428701,0.446632755,0.018778637,0.388887863,0.383810562,0.108506302,0.066146277,0.060051711,0.062018953,0.058734966,0.058697251,0,0.055841882,0.073191876,0.053132027,0.084838119,0.048995654,0.045821972,0.116389888,0.099734929,0.089533377,0.081119938,0.088256501,0.076993774,0.073671125,0.071286672,0.068325244,0.386912514,0.097046444
BG_15_46,6.886833187,4.028861478,60.88765719,42.28906864,39.93497359,38.5470146,60.01703952,6.776345334,4.653512023,30.6925944,36.44228018,36.62929922,36.59543203,29.75341108,98.39566533,115.5043937,50.40856525,86.17423216,91.72235744,94.93713693,49.57493958,2.615960329,3.966583148,1.892668975,1.440205854,1.45049434,1.471070514,1.951376884,0.808568384,1.282992122,-0.446657694,0.132815239,0.219694094,0.276369195,-0.459265505,0.559385132,0.0965696,0.071121674,0.059995477,0.052895217,0.077064023,0.063482224,0.019486657,0.509468472,0.470710609,0.049916661,0.023048581,0.021478497,0.020313857,0.017719627,0.015981959,0,0.01379203,0.028438164,0.012177341,0.020726012,0.008800186,0.007986655,0.053206013,0.043363588,0.037655417,0.033466257,0.038757865,0.03089092,0.029104557,0.027459335,0.025435883,0.44061487,0.019486657,0.389672051,0.383503362,0.105384602,0.067168548,0.058208506,0.063503514,0.059955897,0.059063982,0,0.055546732,0.070226052,0.052526585,0.082175769,0.046674279,0.045771656,0.110336439,0.094396429,0.084843875,0.078173086,0.084794573,0.074746098,0.072964496,0.071900167,0.070069934,0.389044144,0.100530569
BG_15_47,3.981917613,2.148176631,48.69392216,29.05117568,26.65324262,25.11740654,48.25566428,4.813975173,3.033720569,31.11515485,33.20747391,32.8054502,32.40052745,30.4584166,120.8959009,141.2230505,63.89946315,114.3068159,123.0823981,128.9963094,63.11884222,4.129192243,6.470601808,1.684942592,2.083336795,2.271911503,2.430915578,1.701498125,1.361645631,1.901140374,0.071618091,0.7568601,0.876846968,0.962692051,0.053290685,0.698318744,0.104429336,0.060742805,0.04265172,0.033074902,0.042565304,0.016858474,0.001358719,0.638196442,0.595521925,0.060122303,0.01377612,0.02570077,0.01150058,0.009292012,0.007996593,0,0.005792611,0.034421532,0.004078186,0.004900789,0.001287258,0.000799629,0.060370961,0.044058375,0.033835696,0.026907109,0.042674518,0.02271137,0.01994035,0.017595793,0.015479109,0.301681259,0.001358719,0.375746009,0.378371111,0.116370667,0.054799392,0.063936979,0.050891706,0.046864389,0.046444522,0,0.039684714,0.078540991,0.032860137,0.042933393,0.019247456,0.016093342,0.119360387,0.097294755,0.082510163,0.071918458,0.088113623,0.066153706,0.06256784,0.059626555,0.056528154,0.361552147,0.025887253
BG_15_48,4.073142985,2.174891307,54.10095258,32.59417613,29.76211557,28.03196493,53.76051146,4.416403239,2.812743683,30.42083475,33.16709373,32.85941347,32.46215741,29.89008671,108.427405,129.3280116,56.22975808,101.75773,110.4068472,115.804074,55.59859067,4.640102046,7.712274839,1.758924573,1.875835001,2.02530194,2.159788239,1.783509568,1.343097892,1.971066995,-0.164747421,0.572007445,0.69628364,0.783971967,-0.17742492,0.667673382,0.12925532,0.07476966,0.047740895,0.032971678,0.034919351,0.010659374,0.002010344,0.60297702,0.556493297,0.064696363,0.012192261,0.02700728,0.009488336,0.007387087,0.005851667,0,0.003770708,0.037689083,0.002463254,0.002720803,0.000896715,0.000807894,0.073097404,0.056157917,0.042222315,0.032547345,0.046483724,0.026104911,0.021635984,0.018128729,0.014842949,0.332326621,0.002010344,0.371403397,0.370603856,0.118994265,0.05319986,0.065473643,0.04820372,0.044616769,0.043317655,0,0.034583769,0.081082909,0.028088647,0.033299039,0.017807468,0.017895857,0.130358328,0.110072975,0.092532262,0.07987662,0.090935,0.071750779,0.065931374,0.061408739,0.056273259,0.358950284,0.034037643
BG_15_49,5.320568761,3.092744406,60.6193793,41.68729021,39.35278094,37.90725137,59.8817707,5.008572581,3.355293179,31.62917614,36.91472098,37.05777744,37.0035468,30.80398376,94.13603706,108.4891843,52.17667436,88.55150045,94.16812881,97.61601134,51.44133749,2.752556069,3.943619778,1.816695219,1.446370501,1.467110134,1.495925338,1.86239387,0.734241211,1.157472668,-0.408411953,0.186892002,0.272203991,0.331067699,-0.413369809,0.570903675,0.112702237,0.086571468,0.077699737,0.067308137,0.066954688,0.0160322,0.001827864,0.517482346,0.479435983,0.05342133,0.025370407,0.0222287,0.01887531,0.013361225,0.009347746,0,0.005817729,0.03119263,0.003891755,0.004246292,0.001168507,0.000907918,0.061565124,0.051137113,0.045114818,0.04145665,0.038046364,0.039536665,0.038163071,0.035987712,0.031320426,0.429096328,0.001827864,0.390482172,0.385096479,0.111125405,0.074650601,0.061268536,0.06552943,0.056728974,0.050320597,0,0.040052949,0.075377707,0.034223671,0.040888465,0.019170775,0.018332716,0.120997668,0.105032344,0.095763888,0.090341232,0.086169514,0.088139818,0.087629848,0.086775669,0.081829919,0.388399849,0.031581957
BG_15_5,6.672647033,3.886735471,66.28190753,48.91511175,45.87349639,43.93828455,65.85545882,5.198370131,3.601836506,28.94081453,33.74825599,34.08899515,34.17832236,27.6982941,77.90566631,92.66996773,43.66321913,68.9935171,74.31087193,77.78711142,42.05922273,2.333099726,3.590864303,2.494053848,1.687645293,1.64924831,1.642529992,2.549083898,0.492020413,1.046925094,-0.719738131,-0.098433222,0.008327033,0.078967641,-0.703362979,0.477722975,0.138504688,0.104617296,0.084393761,0.067414167,0.086858677,0.039062845,0.001425599,0.408398094,0.360026857,0.069324881,0.027414476,0.029476244,0.023499907,0.019775421,0.016168874,0,0.012579576,0.039848637,0.00929634,0.011879588,0.003393682,0.001913659,0.075198236,0.063306452,0.055292774,0.049324522,0.048371238,0.044277483,0.040116278,0.035832863,0.031581304,0.52227703,0.001425599,0.353604894,0.338579585,0.137264883,0.084268438,0.081893879,0.079508085,0.074572064,0.068943202,0,0.061710058,0.096975735,0.052773764,0.069412258,0.033016147,0.024669219,0.142761768,0.126380601,0.114159323,0.106907913,0.110111785,0.101262105,0.097417277,0.092882651,0.088893145,0.364360007,0.025203127
BG_15_50,5.667401794,3.371177934,63.29351105,44.05941758,41.33356216,39.95930693,62.65990657,5.178978471,3.502710697,32.95717858,37.7327144,37.89053256,37.83234639,32.19590745,91.38188291,103.9016856,52.07039083,85.64052018,91.67013579,94.67718362,51.38199083,2.291580387,3.585448352,1.958276649,1.387604428,1.390337172,1.405549191,2.002554378,0.517450639,0.988647995,-0.593362558,0.065522314,0.165452231,0.219421573,-0.594774406,0.541130031,0.096701815,0.089892956,0.088600431,0.080176513,0.083691207,0.018028035,0.001779019,0.496490528,0.455820891,0.044639504,0.0313322,0.019589255,0.023971522,0.01697623,0.011411255,0,0.007480859,0.025050249,0.004575429,0.00427235,0.00101395,0.000685447,0.050418058,0.046283757,0.045296951,0.044596006,0.040669638,0.044496162,0.04410427,0.042326165,0.037850348,0.458869973,0.001779019,0.395729344,0.388260356,0.10653015,0.083653634,0.06166632,0.075125665,0.064862812,0.0547054,0,0.045971829,0.069749634,0.037495999,0.041309558,0.01871248,0.016896089,0.110086246,0.099397968,0.094756303,0.092305829,0.09923748,0.092232529,0.09332805,0.093217863,0.089950781,0.394098101,0.034070296
BG_15_51,8.675881205,4.85977122,71.27946716,55.78327262,53.27115461,51.47309725,69.89704502,21.10974903,9.695115733,25.19457512,32.34415793,33.22219351,33.71707463,24.14251981,243.3153305,199.4973692,35.34618892,57.98182218,62.36432034,65.50426617,34.54011512,590.6681858,1012.51492,2.990065034,1.829562732,1.71593955,1.647517881,3.065441489,23.45752142,27.80585234,-0.947401021,-0.410456615,-0.327790657,-0.264971022,-0.931756658,0.429013449,0.137048873,0.102210932,0.092601179,0.081932723,0.103862736,0.048954448,0.004375666,0.362759357,0.323097103,0.066254092,0.033738974,0.02708069,0.028328286,0.023205774,0.018589702,0,0.014371327,0.039173402,0.010956579,0.014872043,0.004985735,0.003768763,0.075739967,0.061308906,0.053306222,0.04890471,0.039662255,0.046959305,0.045641874,0.042995221,0.038937502,0.570986554,0.004375666,0.328375317,0.309235576,0.113255581,0.079268607,0.06138333,0.07362755,0.067482142,0.061210926,0,0.054358965,0.076319905,0.047913824,0.067952136,0.032330782,0.028310737,0.122164958,0.103735624,0.09343798,0.088357363,0.078083262,0.087291873,0.088033758,0.086853207,0.08404326,0.349106684,0.040500225
BG_15_52,10.70069943,6.490072598,77.27320177,64.38619688,62.13452493,60.5332376,75.42583041,6.616456354,4.815229286,21.91071102,29.129347,30.29162876,31.00187096,20.928437,61.83199892,74.19376614,28.35486368,45.24160209,48.75168644,51.21462553,27.74704221,2.1852774,2.523063826,4.196304587,2.581517722,2.37267217,2.238873742,4.146401855,0.292806695,0.585732086,-1.31948445,-0.821327344,-0.744283935,-0.687520999,-1.241083877,0.339748108,0.119718672,0.096201489,0.090225544,0.085115558,0.12409012,0.101438983,0.043461531,0.283579512,0.249812466,0.056168597,0.03808874,0.022946301,0.033194522,0.028593891,0.024212967,0,0.020857042,0.033222295,0.018276927,0.032313658,0.015154484,0.014836873,0.065510059,0.054208613,0.049239022,0.046962467,0.033767046,0.045632139,0.044593406,0.043534869,0.041580689,0.660251894,0.043461531,0.287617677,0.265360563,0.104995408,0.082050676,0.056365954,0.077045901,0.072342853,0.067045755,0,0.063150671,0.069258878,0.060145953,0.09632459,0.056412866,0.056533411,0.113585611,0.097131787,0.08981996,0.08597576,0.072608704,0.084425903,0.084439778,0.084876578,0.084527105,0.314508388,0.145395956
BG_15_53,8.329734076,4.970346801,69.85038072,54.54405298,51.92031039,50.0834542,68.48860515,6.712701003,4.703035332,27.2598206,33.33550915,34.19637039,34.67337187,26.2464266,80.58721853,94.62187491,39.02601578,61.11667051,65.86318559,69.23119107,38.32232609,2.597161566,3.09556998,2.88144939,1.748388512,1.629057428,1.564287722,2.974074822,0.705933905,0.970247872,-0.959600801,-0.380677254,-0.28569998,-0.219401935,-0.959443902,0.441131316,0.13456283,0.090348918,0.07451397,0.068119141,0.095956267,0.063470061,0.031897501,0.373305453,0.331065372,0.067825864,0.030747507,0.027675272,0.026634255,0.021552604,0.017021902,0,0.013530096,0.040150592,0.011259641,0.019769445,0.00940401,0.009506869,0.076265386,0.058297444,0.048252337,0.042096581,0.042240081,0.038350063,0.036163907,0.034703294,0.033415847,0.558868686,0.031897501,0.337985157,0.318158346,0.117351175,0.076807134,0.063354455,0.071875395,0.06478879,0.057807923,0,0.051596103,0.079343306,0.047206591,0.075670036,0.043714885,0.044326721,0.126629999,0.105293083,0.092882215,0.084930125,0.08376942,0.080880265,0.079507235,0.079023814,0.079115051,0.359091666,0.126261928
BG_15_54,5.954915795,3.516656731,57.6790524,39.96469877,37.65107258,36.1273451,56.91316356,6.670842951,4.543214585,33.06011162,37.03239234,36.95728118,36.8202741,32.23868694,112.0224564,129.1913011,57.31736262,92.66275858,98.15731308,101.918018,56.64539612,3.446610328,4.540769414,1.703015236,1.448007462,1.488733814,1.529561063,1.742802522,1.176713134,1.521657087,-0.350562182,0.238972752,0.334251288,0.39850548,-0.36794481,0.579012093,0.117200797,0.073274628,0.052362175,0.043795735,0.060291882,0.049685073,0.024377619,0.519921897,0.480219148,0.059090197,0.019018612,0.024461668,0.016460573,0.013632816,0.011179881,0,0.009418512,0.034628529,0.008289267,0.015588488,0.008053109,0.008335698,0.066271997,0.0509288,0.040455535,0.032819093,0.03970275,0.027652815,0.02470936,0.022798542,0.020997193,0.420987909,0.024377619,0.389143966,0.385958541,0.112605576,0.061792559,0.060747687,0.057925407,0.052828933,0.047825055,0,0.04397601,0.075898087,0.041281135,0.067864537,0.040515894,0.041774556,0.122964466,0.102454556,0.088189642,0.077658513,0.082579044,0.070592799,0.067301783,0.065804419,0.064178403,0.386851802,0.110442091
BG_15_55,9.53750481,5.976264015,75.04150357,61.59674047,59.32466799,57.78508399,73.2910195,6.893701536,5.087911232,26.2274561,33.6295401,34.64911733,35.22279235,25.20337112,72.27992723,85.13531563,34.95060047,54.59629819,58.40591865,60.95481726,34.3880755,2.170581758,2.456940269,3.435593195,2.022677294,1.864380603,1.768536955,3.500930842,0.437565114,0.682144145,-1.205964213,-0.660102534,-0.573964771,-0.512874685,-1.183252675,0.37998974,0.122611489,0.093514931,0.080812245,0.075511317,0.11222503,0.099238904,0.036096349,0.323766989,0.287342182,0.056222751,0.033583598,0.023020457,0.030095368,0.026044152,0.022501912,0,0.019920929,0.033202294,0.017932092,0.031985135,0.015130712,0.014270035,0.066351554,0.056259935,0.049386215,0.044128716,0.036424808,0.041064479,0.039747766,0.038767096,0.036744221,0.620010263,0.036096349,0.332529705,0.312844566,0.106070226,0.079747045,0.056696494,0.076880228,0.072199239,0.06783091,0,0.064912591,0.07213832,0.062540679,0.098421438,0.05698094,0.055300868,0.119312478,0.103993989,0.094163563,0.087136555,0.075893681,0.083713023,0.083033217,0.083248722,0.082304861,0.353886978,0.13217254
BG_15_56,7.5712658,4.43313985,70.98331647,56.06022726,53.59908709,51.94543142,69.5893587,5.092168362,3.695083978,26.33689729,33.43490832,34.304992,34.7082714,25.27232956,67.25649973,83.35139659,37.10293996,59.64105027,64.00294085,66.81679304,36.31637083,2.352611606,3.014316299,2.897514851,1.786386659,1.673932797,1.611493178,2.968702094,0.32068653,0.77810731,-0.95523872,-0.432459308,-0.347054436,-0.284795785,-0.94199901,0.422287957,0.133803581,0.114689727,0.10068116,0.087393921,0.102856188,0.03570076,0.002586711,0.36274017,0.323872412,0.059547788,0.035556479,0.024572543,0.028792482,0.022045247,0.016461979,0,0.01191786,0.034975245,0.008545042,0.010328045,0.002966463,0.001943351,0.070377028,0.063426553,0.059326442,0.055363286,0.038867758,0.051771754,0.048909406,0.045817469,0.041576452,0.577712046,0.002586711,0.341154501,0.322416472,0.104582297,0.082712239,0.056062225,0.075506265,0.066885381,0.058709234,0,0.050888447,0.070346837,0.044209366,0.060043005,0.02691552,0.021538429,0.116161312,0.10489034,0.098462845,0.094218644,0.076705848,0.091458015,0.090549913,0.090015576,0.087976855,0.357270182,0.034420508
