SS,mean_MaxHeight,mean_MeanHeight,mean_PercCanopyCoverCut0.1m,mean_PercCanopyCoverCut0.5m,mean_PercCanopyCoverCut1.0m,mean_PercCanopyCoverCut1.5m,mean_PercCanopyDensity,sd_MaxHeight,sd_MeanHeight,sd_PercCanopyCoverCut0.1m,sd_PercCanopyCoverCut0.5m,sd_PercCanopyCoverCut1.0m,sd_PercCanopyCoverCut1.5m,sd_PercCanopyDensity,cv_MaxHeight,cv_MeanHeight,cv_PercCanopyCoverCut0.1m,cv_PercCanopyCoverCut0.5m,cv_PercCanopyCoverCut1.0m,cv_PercCanopyCoverCut1.5m,cv_PercCanopyDensity,kurtosis_MaxHeight,kurtosis_MeanHeight,kurtosis_PercCanopyCoverCut0.1m,kurtosis_PercCanopyCoverCut0.5m,kurtosis_PercCanopyCoverCut1.0m,kurtosis_PercCanopyCoverCut1.5m,kurtosis_PercCanopyDensity,skewness_MaxHeight,skewness_MeanHeight,skewness_PercCanopyCoverCut0.1m,skewness_PercCanopyCoverCut0.5m,skewness_PercCanopyCoverCut1.0m,skewness_PercCanopyCoverCut1.5m,skewness_PercCanopyDensity,strata_00_to_02_returnProportion,strata_02_to_04_returnProportion,strata_04_to_06_returnProportion,strata_06_to_08_returnProportion,strata_08_to_10_returnProportion,strata_10_to_15_returnProportion,strata_15_to_20_returnProportion,strata_20_above_returnProportion,VPD__0.1m_Grid.1x1m.mean,VPD__0.50cm_Grid.1x1m.mean,VPD__1.2m_Grid.1x1m.mean,VPD__10.11m_Grid.1x1m.mean,VPD__100.150cm_Grid.1x1m.mean,VPD__11.12m_Grid.1x1m.mean,VPD__12.13m_Grid.1x1m.mean,VPD__13.14m_Grid.1x1m.mean,VPD__14.15m_Grid.1x1m.mean,VPD__15.16m_Grid.1x1m.mean,VPD__150.200cm_Grid.1x1m.mean,VPD__16.17m_Grid.1x1m.mean,VPD__17.18m_Grid.1x1m.mean,VPD__18.19m_Grid.1x1m.mean,VPD__19.20m_Grid.1x1m.mean,VPD__2.3m_Grid.1x1m.mean,VPD__3.4m_Grid.1x1m.mean,VPD__4.5m_Grid.1x1m.mean,VPD__5.6m_Grid.1x1m.mean,VPD__50.100cm_Grid.1x1m.mean,VPD__6.7m_Grid.1x1m.mean,VPD__7.8m_Grid.1x1m.mean,VPD__8.9m_Grid.1x1m.mean,VPD__9.10m_Grid.1x1m.mean,VPD__Abv200cm_Grid.1x1m.mean,VPD__Abv20m_Grid.1x1m.mean,VPD__0.1m_Grid.1x1m.sd,VPD__0.50cm_Grid.1x1m.sd,VPD__1.2m_Grid.1x1m.sd,VPD__10.11m_Grid.1x1m.sd,VPD__100.150cm_Grid.1x1m.sd,VPD__11.12m_Grid.1x1m.sd,VPD__12.13m_Grid.1x1m.sd,VPD__13.14m_Grid.1x1m.sd,VPD__14.15m_Grid.1x1m.sd,VPD__15.16m_Grid.1x1m.sd,VPD__150.200cm_Grid.1x1m.sd,VPD__16.17m_Grid.1x1m.sd,VPD__17.18m_Grid.1x1m.sd,VPD__18.19m_Grid.1x1m.sd,VPD__19.20m_Grid.1x1m.sd,VPD__2.3m_Grid.1x1m.sd,VPD__3.4m_Grid.1x1m.sd,VPD__4.5m_Grid.1x1m.sd,VPD__5.6m_Grid.1x1m.sd,VPD__50.100cm_Grid.1x1m.sd,VPD__6.7m_Grid.1x1m.sd,VPD__7.8m_Grid.1x1m.sd,VPD__8.9m_Grid.1x1m.sd,VPD__9.10m_Grid.1x1m.sd,VPD__Abv200cm_Grid.1x1m.sd,VPD__Abv20m_Grid.1x1m.sd
BG_15_18,1.914660688,1.065875385,27.30264723,12.83875187,11.63083303,10.92608719,27.23963575,4.054081602,2.498254096,30.21088867,26.17208585,25.02466146,24.26580447,29.95824897,211.7389063,234.3851947,110.6518661,203.85226,215.157946,222.0905257,109.9803582,9.834566565,15.46073211,2.843327842,5.609510624,6.266799668,6.725436783,2.815642868,2.672199463,3.406343807,1.068609415,1.979386978,2.125960279,2.220940159,1.053854514,0.834715327,0.056888785,0.032142515,0.019911707,0.014411746,0.022545835,0.01781597,0.001568118,0.802103389,0.776709351,0.032611939,0.006141322,0.013910732,0.00581393,0.005509689,0.005080896,0,0.00452059,0.018701207,0.003950611,0.005934424,0.001982321,0.001428023,0.032858166,0.024030619,0.018272595,0.01386992,0.025394038,0.010883962,0.009027745,0.007624068,0.006787678,0.165284674,0.001568118,0.331030666,0.347486181,0.097403248,0.038517888,0.054850314,0.038679527,0.038468993,0.037755252,0,0.035606479,0.066732898,0.033521396,0.04701656,0.023061459,0.019436797,0.098091769,0.079686373,0.066730057,0.056428282,0.079575717,0.049273096,0.045153474,0.041245479,0.039980371,0.304698757,0.025789221
BG_15_19,6.820693374,4.192635199,60.21313295,46.09707072,43.73697026,42.19429322,59.06467551,6.971535202,4.815145524,35.94186831,38.49547507,38.55403796,38.46829055,34.91745474,102.2115322,114.8477102,59.69107826,83.50959067,88.14976832,91.16941561,59.11732256,2.485323991,3.245713911,1.733685957,1.368781608,1.363530147,1.373940689,1.774500575,0.821609467,1.128804517,-0.526764243,-0.008946422,0.082714774,0.144245193,-0.529822272,0.499635742,0.116843591,0.084904473,0.065462382,0.050900482,0.073183433,0.08797384,0.021096063,0.440886421,0.400553731,0.058749322,0.021220171,0.025062412,0.018839051,0.017087974,0.016036237,0,0.015574295,0.03368691,0.015702566,0.030941104,0.013900927,0.011854947,0.064173446,0.052670145,0.045298675,0.039605798,0.04033269,0.0348053,0.030657083,0.026986933,0.023913549,0.500364261,0.021096063,0.387440935,0.38016226,0.120918731,0.066509462,0.069787337,0.063218617,0.060045705,0.057905253,0,0.056456248,0.082823461,0.056788107,0.096779908,0.055130835,0.051750767,0.126685042,0.110134435,0.09905281,0.090825128,0.092812209,0.084606418,0.079347583,0.074604094,0.070244716,0.38977978,0.098496255
BG_15_2,5.266928207,3.11469244,67.0285861,48.13683806,44.76076571,42.56677538,66.58677561,4.139581461,2.960556754,28.1780143,33.82806547,34.37423047,34.55133406,27.06528246,78.59574495,95.05133526,42.03880156,70.27479749,76.79544781,81.16972393,40.64663322,2.841361139,4.558852229,2.532830717,1.670408671,1.636879065,1.639825409,2.569029476,0.667381701,1.27024901,-0.712072727,-0.037274765,0.082536678,0.163863702,-0.693405723,0.507167536,0.167489517,0.119579863,0.086654699,0.058057004,0.050185955,0.01053321,0.000332224,0.426489643,0.373198927,0.080677894,0.019177862,0.033404126,0.013999896,0.009976521,0.007031675,0,0.004354851,0.047273767,0.002817206,0.002767231,0.000394528,0.000199394,0.091713237,0.075776281,0.064694815,0.054885048,0.053290717,0.047099185,0.039555515,0.032467927,0.025589077,0.49283247,0.000332224,0.359316712,0.342106602,0.147726575,0.072893638,0.088678283,0.063626282,0.054897005,0.046745428,0,0.037007855,0.106418496,0.029621472,0.035002225,0.01171036,0.008577108,0.156468131,0.138414926,0.12466994,0.114371223,0.116933323,0.107424076,0.100349123,0.092558983,0.083445681,0.37031596,0.014390379
BG_15_20,10.60451219,6.813865465,79.17649372,68.87783627,67.00235847,65.516489,76.80329882,6.446952847,4.744880683,24.37105003,30.83652665,31.65671348,32.19229155,23.43364171,60.79443101,69.63566725,30.78066341,44.76988292,47.24716293,49.13616715,30.51124375,2.140200459,2.345129633,4.560265295,2.817643794,2.612345669,2.462109372,4.353948123,0.174173057,0.416291446,-1.499170513,-0.996625701,-0.91685085,-0.851879205,-1.3760724,0.294927659,0.126035165,0.102172277,0.091519587,0.088280771,0.142015622,0.124121908,0.030927017,0.23946548,0.209695205,0.055462179,0.04151918,0.022381664,0.037978163,0.033515487,0.029002792,0,0.025645859,0.033080514,0.023025903,0.041126409,0.018411594,0.015912144,0.06772143,0.058313736,0.052861411,0.049310866,0.029770276,0.046476684,0.045042904,0.044548297,0.043732474,0.705072344,0.030927017,0.286898141,0.26963624,0.112587632,0.093820752,0.062091671,0.090005654,0.084202001,0.078095343,0,0.073353033,0.078983614,0.06929441,0.11126042,0.06331976,0.059678222,0.126885969,0.114307985,0.106585518,0.100751262,0.07413547,0.097000611,0.095355187,0.095719342,0.096096544,0.31127392,0.120326821
BG_15_21,7.873610086,4.785761021,72.67769548,54.47093227,51.4138088,49.32973063,71.57413702,6.539585163,4.769670923,25.07763359,33.10894119,34.20950265,34.84640541,24.21739523,83.05701059,99.66379227,34.50526799,60.78276947,66.53757706,70.63976422,33.83539954,2.399805893,3.111028429,2.966265251,1.722689103,1.609210956,1.546808591,3.029898819,0.722799347,1.04298925,-0.941944177,-0.303143043,-0.199802215,-0.123829455,-0.930250356,0.470553426,0.147124306,0.078403364,0.056234375,0.052512463,0.092494447,0.081391736,0.02128589,0.394713078,0.347466526,0.075840349,0.025524821,0.030966771,0.024269411,0.022510654,0.020189562,0,0.017828247,0.044873579,0.015863758,0.026593681,0.011317859,0.009788192,0.085427982,0.061696325,0.044118743,0.034284621,0.047246554,0.02925491,0.026979465,0.026330935,0.026181528,0.529446578,0.02128589,0.336942036,0.315945155,0.126561227,0.070715677,0.069724259,0.06981383,0.06812651,0.065012601,0,0.061642491,0.087408608,0.058839913,0.091704817,0.051775737,0.048727595,0.136610964,0.111344289,0.090867093,0.078906852,0.090045922,0.072437793,0.069911798,0.06985578,0.070599219,0.359497018,0.103087729
BG_15_22,8.470315269,5.052679295,73.18164679,55.6083873,52.59525272,50.46714863,72.23014054,7.064988114,4.973276237,24.74327113,32.34450243,33.30272274,33.86883823,23.91920008,83.40879755,98.42849599,33.81076024,58.16479133,63.31887579,67.11066338,33.11526172,2.524107431,3.218794582,3.133879094,1.816473537,1.694928842,1.623398649,3.184385206,0.789117549,1.079672034,-0.994076329,-0.359812038,-0.257536871,-0.180240262,-0.976919788,0.453433048,0.155485268,0.083835907,0.058802831,0.050838699,0.081390816,0.077483063,0.038730376,0.376167351,0.330387536,0.077265698,0.023367116,0.031127811,0.021639815,0.019403192,0.016980693,0,0.01508534,0.046137888,0.013512972,0.024878394,0.012220059,0.011786299,0.089583011,0.065902256,0.047367955,0.036467952,0.045779816,0.030805596,0.027997235,0.026157459,0.024681239,0.546566956,0.038730376,0.327241264,0.307610792,0.128190499,0.068137851,0.070159389,0.06624486,0.063365146,0.05934947,0,0.056776503,0.088871875,0.054315753,0.086990329,0.053036228,0.052339244,0.140145354,0.116068305,0.096007602,0.082773587,0.088625371,0.075418213,0.072364975,0.070333024,0.068966185,0.349784201,0.139567658
BG_15_23,10.94172329,6.468500182,77.5062263,62.10720845,59.22695413,57.18816047,76.583175,7.612440172,5.423587368,23.14914812,31.05202431,31.97193454,32.4729195,22.28356434,69.57258898,83.84613458,29.86746901,49.99745616,53.98206781,56.78259142,29.09720619,2.003724701,2.603897737,4.047339378,2.257436463,2.065839008,1.948386963,4.04754929,0.359415693,0.75761816,-1.306106927,-0.688599689,-0.587935836,-0.514956219,-1.260537991,0.390816805,0.123836424,0.083045936,0.069993021,0.062530672,0.096891796,0.099635221,0.073250131,0.3244944,0.282223549,0.066322406,0.027953767,0.028240982,0.025551793,0.022930943,0.020455294,0,0.01836523,0.038081424,0.016831108,0.031488041,0.016087462,0.01686338,0.070784951,0.053051473,0.043862456,0.03918348,0.042270851,0.036076168,0.033916853,0.032234467,0.030296206,0.6091832,0.073250131,0.309037634,0.290280179,0.121269145,0.070795671,0.06764077,0.069164903,0.066628937,0.063979894,0,0.061448801,0.080776836,0.059301137,0.094276793,0.058553268,0.060626147,0.124440045,0.102614377,0.089662761,0.082377401,0.084413413,0.07783756,0.075384929,0.074248187,0.073035095,0.329477682,0.189531095
BG_15_24,6.315082789,3.330332894,68.98490577,47.40924578,43.84068699,41.56633585,68.83385786,5.248634485,3.405492551,26.11750631,32.36030452,32.72418571,32.76694482,25.54642814,83.11267896,102.2568211,37.8597405,68.25737046,74.6434145,78.8304866,37.11317211,3.823785568,6.242533073,2.651842132,1.672189046,1.630228194,1.625518445,2.702703309,0.998319412,1.635098104,-0.784519995,-0.076291241,0.040463995,0.120403171,-0.786807151,0.541155502,0.150651785,0.097615303,0.069147612,0.051172746,0.056797639,0.025717962,0.007741459,0.46360086,0.410181401,0.077554643,0.019281767,0.032594704,0.015563546,0.012259676,0.00969265,0,0.007569191,0.04495994,0.005817088,0.007749441,0.002512424,0.002069817,0.084923463,0.065728322,0.053512286,0.044103017,0.05341946,0.037127756,0.032019856,0.027697057,0.023475689,0.458844503,0.007741459,0.340203332,0.327283492,0.128311969,0.059980395,0.07217633,0.054869467,0.049305182,0.045013553,0,0.040430999,0.087970308,0.035809836,0.048913426,0.024376636,0.022792409,0.134555597,0.112740064,0.09772506,0.086700566,0.095467461,0.079162854,0.074042983,0.069695319,0.065253402,0.34591286,0.06546937
BG_15_26,9.663231933,5.576493442,75.79551332,58.20598774,54.80281458,52.60685613,75.13296103,7.35590727,5.10331794,24.69335417,33.182803,34.19395568,34.68312215,23.93507541,76.12264014,91.51482008,32.57891278,57.0092602,62.3945247,65.9289011,31.85695743,1.9650953,2.83472302,3.590151156,1.877064903,1.725774263,1.644570201,3.618061078,0.414514494,0.873528219,-1.182913105,-0.478684257,-0.364682894,-0.28640013,-1.160091178,0.441855108,0.126007735,0.080658907,0.064183582,0.053618984,0.088636213,0.103425672,0.041613806,0.37150777,0.321597713,0.070347339,0.0240138,0.030935004,0.022691039,0.021412946,0.020518428,0,0.019703261,0.039412335,0.018597727,0.034408253,0.015860042,0.014856389,0.072501461,0.053506275,0.042917013,0.037741894,0.049910059,0.033657991,0.03052559,0.027890537,0.025728447,0.558144896,0.041613806,0.337206337,0.316692839,0.125166084,0.065751324,0.070865269,0.064557371,0.063201767,0.062621469,0,0.062361133,0.083090551,0.061081156,0.097654986,0.058410749,0.057881056,0.127432031,0.104420387,0.090297117,0.083440887,0.092836906,0.077705442,0.0734509,0.070439035,0.067766568,0.354612393,0.140791448
BG_15_27,6.109108563,3.26185479,65.16423471,41.91648898,38.22038092,35.96390592,65.05925584,6.249392685,3.922111132,29.53368796,35.14174742,35.15968897,34.92026384,29.03088553,102.2963108,120.2417454,45.32192864,83.83752617,91.99198993,97.09808473,44.62222192,3.036826628,5.033345158,2.24813299,1.540399726,1.580255807,1.636293036,2.297128012,1.007813463,1.557626158,-0.66483945,0.17286346,0.306021431,0.394183593,-0.678530385,0.605820901,0.119857683,0.06961815,0.05102607,0.039168816,0.056196996,0.046390086,0.011921302,0.532891553,0.477182372,0.07292935,0.016294154,0.032904195,0.01472612,0.013195991,0.011980731,0,0.010701726,0.040025155,0.009514463,0.015357866,0.005931534,0.004884497,0.07008092,0.049776763,0.038059176,0.031558975,0.055709182,0.027215479,0.023810592,0.020850076,0.01831874,0.394179102,0.011921302,0.373225624,0.367330393,0.12828283,0.054975194,0.074358491,0.053348868,0.051045904,0.049402525,0,0.047548041,0.084959426,0.045567216,0.067899721,0.0364882,0.033369716,0.126409169,0.100892568,0.084919173,0.07599876,0.100643911,0.069963264,0.06529253,0.061380565,0.057861006,0.367230039,0.076292153
BG_15_28,2.765201008,1.51115591,47.39350442,19.24132837,16.98845682,15.75739697,47.30394806,4.853327503,3.0189305,32.63380319,30.26956839,29.21264065,28.49245753,32.34241098,175.5144559,199.7762428,68.85712207,157.3153776,171.9558225,180.8195706,68.37148336,7.683061652,12.158268,1.598690655,3.508753334,4.028907812,4.401816431,1.600494553,2.276028803,2.945414965,0.110404495,1.394640617,1.566241525,1.676681788,0.096213958,0.819177758,0.059543217,0.031054858,0.020956961,0.017126767,0.026687732,0.019810786,0.005641925,0.777150666,0.740323457,0.042027093,0.00752198,0.019607583,0.007037546,0.00644696,0.005681246,0,0.004887829,0.02241951,0.00412958,0.006232447,0.00244787,0.002113061,0.035541565,0.024001652,0.017522699,0.013532159,0.03682721,0.011152,0.009804961,0.008894837,0.00823193,0.180822244,0.005641925,0.336102681,0.35101111,0.105987282,0.038644962,0.061839092,0.038157828,0.036889148,0.035104049,0,0.032971592,0.068554886,0.030663284,0.044469148,0.024249623,0.022493282,0.09723643,0.075691547,0.061851484,0.05265404,0.087942948,0.046522539,0.043628578,0.041376117,0.040446138,0.311355345,0.054172533
BG_15_29,8.802790704,5.360130343,75.08173822,55.68829089,52.96946604,51.35234484,73.97520604,7.381648727,5.172999355,27.04311859,37.33980322,37.92629633,38.11452463,26.28715407,83.8557791,96.50883511,36.01823724,67.05144408,71.60029951,74.22158569,35.53508733,1.972455234,2.607186451,3.30137774,1.58274243,1.487610772,1.442326151,3.355359086,0.442750772,0.804539173,-1.172811498,-0.40446371,-0.306950941,-0.245132961,-1.159452539,0.468489733,0.103600033,0.07570769,0.063626415,0.055794426,0.094309753,0.104700299,0.033771659,0.415060237,0.374450753,0.053429497,0.025823498,0.023247748,0.024268739,0.022856483,0.021361033,0,0.020021271,0.030181749,0.018960773,0.035517588,0.01596425,0.014236417,0.057667909,0.045932124,0.039799464,0.035908225,0.040609484,0.032956039,0.030670376,0.028622776,0.02717165,0.53151027,0.033771659,0.377994086,0.368702512,0.109769591,0.068839678,0.061840508,0.067624893,0.066216341,0.064288773,0,0.062560282,0.072561856,0.06136933,0.101569996,0.058391849,0.056098152,0.114451475,0.097385405,0.087934347,0.081494517,0.085943159,0.076601365,0.073426017,0.070856706,0.069765543,0.381808703,0.127796154
BG_15_3,7.675999426,4.663086437,70.8599618,54.06973128,51.06659823,49.14500976,70.3371701,5.965109936,4.433179053,27.59864506,33.9737668,34.68737713,35.00426201,26.03747302,77.71118267,95.06963066,38.94815119,62.83324514,67.92576425,71.22648299,37.01808444,2.981034454,4.56323285,2.982979787,1.757047479,1.666671872,1.62768765,2.985697095,0.714447126,1.294700654,-0.932565076,-0.269690603,-0.163413094,-0.093661822,-0.881497655,0.438554933,0.135497397,0.102657279,0.085427976,0.071501296,0.092445295,0.054393417,0.019522415,0.371105251,0.324653791,0.067449683,0.029369659,0.028630745,0.024911646,0.020756457,0.017407534,0,0.01412672,0.038818938,0.011405365,0.016432526,0.00646715,0.005961657,0.074117657,0.06137974,0.054075178,0.048582102,0.046451461,0.044422224,0.041005752,0.037703397,0.033797899,0.561445072,0.019522415,0.346258846,0.327192054,0.136294676,0.086302959,0.081643928,0.081066356,0.075137913,0.070202557,0,0.064125741,0.095827373,0.058194714,0.079325831,0.045462809,0.044003489,0.141743634,0.123338712,0.111560169,0.104485568,0.108127869,0.099720295,0.097274696,0.095134937,0.091446933,0.362951929,0.10792121
BG_15_30,12.59215391,8.080192571,85.78209746,74.59405581,72.6549606,71.34118413,83.59061475,6.88907178,5.177679012,18.90587573,27.99852531,29.13023284,29.80548902,18.29034075,54.70924061,64.07865861,22.03941881,37.53452604,40.09393523,41.77879773,21.88085446,2.016726833,2.127457864,7.469258919,3.939500278,3.586203308,3.356578012,6.943757718,-0.070786552,0.212628298,-2.087992225,-1.381799688,-1.283816977,-1.214769027,-1.897246566,0.27873026,0.1023789,0.08156688,0.07912374,0.080342144,0.145023696,0.167563462,0.065270926,0.232481849,0.202473908,0.046248412,0.039157831,0.019366351,0.03730202,0.035255825,0.03330802,0,0.031301794,0.026882061,0.029887215,0.056196014,0.026178463,0.023999977,0.055755209,0.046623691,0.041621999,0.039944881,0.030007941,0.039385442,0.039738299,0.040219969,0.040122175,0.721269743,0.065270926,0.270065324,0.252555456,0.096209179,0.084998216,0.052369385,0.083981483,0.08227398,0.080610513,0,0.078279781,0.064458539,0.076582184,0.124303244,0.07249276,0.070288831,0.108571511,0.096692448,0.089197801,0.085361552,0.067199798,0.083562898,0.083443823,0.084393029,0.085073496,0.291393312,0.174102695
BG_15_31,13.04941059,8.524941153,79.35685519,67.13771238,65.50638231,64.57360995,77.045317,7.378621142,5.525043253,24.16163416,31.06982764,32.01880369,32.48490616,23.17248202,56.54371199,64.81033891,30.44681408,46.27775737,48.878907,50.30678351,30.07643153,2.014182198,1.989108665,5.14325181,2.891271651,2.687185001,2.570039341,5.066613997,-0.359933647,-0.00541039,-1.675900291,-1.049077034,-0.982189194,-0.939703119,-1.59060887,0.311881815,0.06547162,0.055994966,0.060179568,0.072456531,0.155347879,0.197094612,0.081573018,0.280136252,0.254016489,0.031745563,0.039548798,0.0137874,0.040215545,0.03871981,0.036863727,0,0.03529976,0.017958163,0.033926604,0.065515365,0.032154829,0.030198055,0.035064459,0.03040716,0.028190576,0.02780439,0.026119764,0.028873352,0.031306216,0.034682516,0.037774015,0.688118188,0.081573018,0.305460224,0.28940388,0.087717713,0.084336319,0.049658189,0.087559603,0.086244932,0.085249514,0,0.084234839,0.05638323,0.083612126,0.135872293,0.083753741,0.081769615,0.088541233,0.077468001,0.071841448,0.069276562,0.070287822,0.069385463,0.07200377,0.07666906,0.081050051,0.320046373,0.195041337
BG_15_32,11.54842559,7.395709623,78.12062102,65.30394784,63.21628061,61.89643572,76.09476578,7.369242732,5.40067943,24.93819448,31.84309367,32.89801167,33.49988561,23.98532454,63.81166573,73.02449266,31.92267822,48.76136087,52.04041007,54.12247929,31.52033428,1.953987185,2.120239099,4.586667722,2.577301668,2.350076377,2.215480686,4.556597581,0.020998205,0.311441799,-1.540363926,-0.921812395,-0.833629725,-0.775910889,-1.473499863,0.341122196,0.087699608,0.068262814,0.0699087,0.081362005,0.149736816,0.131776558,0.070131309,0.297500316,0.265490352,0.04362188,0.042185815,0.018891955,0.040135161,0.035985177,0.031430664,0,0.027177139,0.024729926,0.023684525,0.040975378,0.019828154,0.020111362,0.047647444,0.040052164,0.035215903,0.033046911,0.032009965,0.033628204,0.036280496,0.039663467,0.041698539,0.658877807,0.070131309,0.314362536,0.296050952,0.101622152,0.0887495,0.05714037,0.088042251,0.083277577,0.078832619,0,0.074334371,0.06560706,0.070477181,0.110282741,0.066261515,0.06696205,0.103861385,0.090473533,0.082032667,0.076625347,0.078707282,0.07585749,0.07906075,0.083889689,0.086813213,0.33323937,0.186988789
BG_15_33,10.38287713,6.594579335,76.51764394,60.93775792,58.41000221,56.83196207,74.90150044,7.701562238,5.667691517,25.16063908,33.409372,34.43450905,34.93284072,24.28324901,74.17560801,85.94470137,32.88214036,54.82540405,58.9531035,61.46689195,32.42024374,1.87887027,2.157572011,3.833369332,2.042644126,1.874977552,1.779573044,3.863691193,0.329190326,0.580558892,-1.308525669,-0.653477699,-0.562283193,-0.501055496,-1.26816186,0.395810866,0.109145415,0.074089236,0.063000022,0.062860847,0.110637296,0.11578127,0.068675054,0.341951427,0.303568864,0.05385944,0.030827398,0.022633846,0.029369094,0.026617046,0.023823759,0,0.021151184,0.031225594,0.019268593,0.036566983,0.019058168,0.019736342,0.061035631,0.048109784,0.039520923,0.034568314,0.038382563,0.031896983,0.031103039,0.031481643,0.031379205,0.604189138,0.068675054,0.33587967,0.317475784,0.109960633,0.07796716,0.060995042,0.078474989,0.074990696,0.072196596,0,0.068530136,0.07384987,0.065682265,0.104987996,0.064289927,0.065485333,0.118139939,0.100066095,0.087343695,0.07943319,0.08344503,0.07531387,0.074755791,0.076625167,0.077517264,0.353331448,0.183259026
BG_15_34,6.878606169,3.781257092,68.99853474,48.40497407,45.28253541,43.30364113,68.72400074,5.944276912,4.030242084,27.03699835,32.71241145,33.01116715,33.08403057,26.47085394,86.41688106,106.5847147,39.1848877,67.58068169,72.90043909,76.40011256,38.51762653,3.715866872,5.639918901,2.69401178,1.67420711,1.623243729,1.60715496,2.753277079,1.052725074,1.623061213,-0.840738274,-0.137477714,-0.030542197,0.041891413,-0.845947077,0.518117174,0.14843761,0.097165709,0.067924809,0.048669091,0.06132421,0.041817051,0.016544353,0.447217015,0.399982794,0.070900161,0.019414898,0.028620926,0.016571285,0.013863459,0.011474568,0,0.009603091,0.042279235,0.00827657,0.013442955,0.005620652,0.004873783,0.083415266,0.065022345,0.053052215,0.044113494,0.047234221,0.036899915,0.031024895,0.026233561,0.02243553,0.481882831,0.016544353,0.340421527,0.329240591,0.121490853,0.06133773,0.067402041,0.057681423,0.053173611,0.049127198,0,0.045438032,0.084451655,0.042837252,0.065484308,0.037112247,0.034725611,0.132661982,0.110580676,0.095956883,0.086292343,0.090437182,0.079231016,0.0734879,0.06846515,0.06434762,0.347062053,0.095007585
BG_15_35,8.533268389,4.912097295,66.54141565,49.16792749,46.41083151,44.70667133,65.92721946,7.395116165,5.0381653,29.74641623,35.94625817,36.14414003,36.11236253,29.01032406,86.66217712,102.5664802,44.70361193,73.10915877,77.8786737,80.77622747,44.00356074,2.163580512,3.241449261,2.327683176,1.509571933,1.467819535,1.455790791,2.388800849,0.539721038,1.028651732,-0.737894463,-0.157657111,-0.061914091,0.00102832,-0.740430852,0.496177649,0.105969657,0.073952902,0.060755321,0.052851759,0.088521509,0.091528884,0.030242323,0.439478363,0.396777587,0.056699287,0.02428962,0.024706905,0.022865366,0.021275125,0.020091398,0,0.018484787,0.031992383,0.017458473,0.031342819,0.013331138,0.010911667,0.059773467,0.04619619,0.039150549,0.034802353,0.042700776,0.031708161,0.029047161,0.027076094,0.025775664,0.503822354,0.030242323,0.372702181,0.363814166,0.114307374,0.066533454,0.064299542,0.064948934,0.063196202,0.063261525,0,0.060140328,0.074653356,0.059251202,0.095119065,0.054555,0.049979099,0.116967052,0.096747197,0.085642108,0.078562431,0.089191947,0.074731156,0.070891204,0.068590959,0.067638196,0.37602018,0.124219285
BG_15_36,8.323460533,4.759931572,66.25266033,47.60805322,44.57194686,42.79643451,65.59590603,7.443833459,5.100955568,28.70299624,35.10803561,35.58497512,35.74733537,27.92531359,89.43195477,107.1644727,43.32353765,73.74390094,79.83715684,83.52877004,42.57173241,2.032087438,3.090688127,2.313107766,1.514529989,1.475615703,1.465837246,2.379365202,0.588081501,1.058181338,-0.693193556,-0.072333638,0.029977637,0.093897334,-0.698146729,0.524310434,0.105441611,0.068085909,0.053101229,0.045029107,0.077514733,0.095756804,0.030760178,0.463306195,0.415031526,0.06100424,0.020506468,0.026983907,0.019686286,0.018983791,0.018338189,0,0.017912428,0.034020333,0.017324021,0.032433844,0.014711208,0.013375304,0.060563873,0.044877738,0.036630695,0.031455214,0.04827467,0.027920605,0.025180624,0.02319991,0.021829197,0.475689569,0.030760178,0.367879789,0.354739778,0.11521588,0.059732751,0.064286732,0.058970813,0.058305446,0.05762104,0,0.058028671,0.076313047,0.058065461,0.094979835,0.055937079,0.054799659,0.117203276,0.09623455,0.083829213,0.075890294,0.08982501,0.07054608,0.066276309,0.063580328,0.061620667,0.376136649,0.121211485
BG_15_37,5.170331717,2.68685398,58.6867082,36.48240746,33.10643532,30.99558845,58.64894216,5.37535875,3.342223239,29.12381121,32.99644744,32.89681997,32.66427316,28.65031041,103.9654522,124.3916962,49.62590696,90.44481912,99.36684408,105.38362,48.85051521,3.388088049,5.547748355,1.914370972,1.756726361,1.852105426,1.943232682,1.947819785,1.128292147,1.688520577,-0.312385233,0.411061304,0.538301281,0.625846086,-0.326832922,0.647711065,0.120676358,0.064219041,0.046027282,0.035719087,0.051873732,0.031019253,0.002754187,0.571307954,0.515666497,0.076403112,0.01514445,0.033365949,0.013572484,0.012240267,0.01091653,0,0.009215452,0.043037163,0.007435222,0.009878222,0.002712976,0.001777382,0.072725657,0.047950701,0.035445745,0.028773296,0.055641458,0.024604136,0.021423146,0.018893134,0.016825953,0.352288939,0.002754187,0.359355534,0.353702118,0.128711229,0.054154523,0.072581199,0.052327591,0.050721001,0.048922016,0,0.045725213,0.087741996,0.041424058,0.056222192,0.024839867,0.019995982,0.129954506,0.09995553,0.082669586,0.072972055,0.097119319,0.067254449,0.062436617,0.059112528,0.056105824,0.354406143,0.035507261
