SS,mean_MaxHeight,mean_MeanHeight,mean_PercCanopyCoverCut0.1m,mean_PercCanopyCoverCut0.5m,mean_PercCanopyCoverCut1.0m,mean_PercCanopyCoverCut1.5m,mean_PercCanopyDensity,sd_MaxHeight,sd_MeanHeight,sd_PercCanopyCoverCut0.1m,sd_PercCanopyCoverCut0.5m,sd_PercCanopyCoverCut1.0m,sd_PercCanopyCoverCut1.5m,sd_PercCanopyDensity,cv_MaxHeight,cv_MeanHeight,cv_PercCanopyCoverCut0.1m,cv_PercCanopyCoverCut0.5m,cv_PercCanopyCoverCut1.0m,cv_PercCanopyCoverCut1.5m,cv_PercCanopyDensity,kurtosis_MaxHeight,kurtosis_MeanHeight,kurtosis_PercCanopyCoverCut0.1m,kurtosis_PercCanopyCoverCut0.5m,kurtosis_PercCanopyCoverCut1.0m,kurtosis_PercCanopyCoverCut1.5m,kurtosis_PercCanopyDensity,skewness_MaxHeight,skewness_MeanHeight,skewness_PercCanopyCoverCut0.1m,skewness_PercCanopyCoverCut0.5m,skewness_PercCanopyCoverCut1.0m,skewness_PercCanopyCoverCut1.5m,skewness_PercCanopyDensity,strata_00_to_02_returnProportion,strata_02_to_04_returnProportion,strata_04_to_06_returnProportion,strata_06_to_08_returnProportion,strata_08_to_10_returnProportion,strata_10_to_15_returnProportion,strata_15_to_20_returnProportion,strata_20_above_returnProportion,VPD__0.1m_Grid.1x1m.mean,VPD__0.50cm_Grid.1x1m.mean,VPD__1.2m_Grid.1x1m.mean,VPD__10.11m_Grid.1x1m.mean,VPD__100.150cm_Grid.1x1m.mean,VPD__11.12m_Grid.1x1m.mean,VPD__12.13m_Grid.1x1m.mean,VPD__13.14m_Grid.1x1m.mean,VPD__14.15m_Grid.1x1m.mean,VPD__15.16m_Grid.1x1m.mean,VPD__150.200cm_Grid.1x1m.mean,VPD__16.17m_Grid.1x1m.mean,VPD__17.18m_Grid.1x1m.mean,VPD__18.19m_Grid.1x1m.mean,VPD__19.20m_Grid.1x1m.mean,VPD__2.3m_Grid.1x1m.mean,VPD__3.4m_Grid.1x1m.mean,VPD__4.5m_Grid.1x1m.mean,VPD__5.6m_Grid.1x1m.mean,VPD__50.100cm_Grid.1x1m.mean,VPD__6.7m_Grid.1x1m.mean,VPD__7.8m_Grid.1x1m.mean,VPD__8.9m_Grid.1x1m.mean,VPD__9.10m_Grid.1x1m.mean,VPD__Abv200cm_Grid.1x1m.mean,VPD__Abv20m_Grid.1x1m.mean,X,VPD__0.1m_Grid.1x1m.sd,VPD__0.50cm_Grid.1x1m.sd,VPD__1.2m_Grid.1x1m.sd,VPD__10.11m_Grid.1x1m.sd,VPD__100.150cm_Grid.1x1m.sd,VPD__11.12m_Grid.1x1m.sd,VPD__12.13m_Grid.1x1m.sd,VPD__13.14m_Grid.1x1m.sd,VPD__14.15m_Grid.1x1m.sd,VPD__15.16m_Grid.1x1m.sd,VPD__150.200cm_Grid.1x1m.sd,VPD__16.17m_Grid.1x1m.sd,VPD__17.18m_Grid.1x1m.sd,VPD__18.19m_Grid.1x1m.sd,VPD__19.20m_Grid.1x1m.sd,VPD__2.3m_Grid.1x1m.sd,VPD__3.4m_Grid.1x1m.sd,VPD__4.5m_Grid.1x1m.sd,VPD__5.6m_Grid.1x1m.sd,VPD__50.100cm_Grid.1x1m.sd,VPD__6.7m_Grid.1x1m.sd,VPD__7.8m_Grid.1x1m.sd,VPD__8.9m_Grid.1x1m.sd,VPD__9.10m_Grid.1x1m.sd,VPD__Abv200cm_Grid.1x1m.sd,VPD__Abv20m_Grid.1x1m.sd
BG_15_83,10.35422937,6.588592284,79.02067079,68.27045082,66.41383805,65.15841925,76.54496311,5.728198055,4.278752903,24.85425041,31.21019692,32.11223472,32.60060706,23.92973431,55.32230212,64.94183762,31.45284665,45.7155278,48.35172256,50.03283909,31.26232391,2.187994271,2.310948515,4.646270614,2.874263335,2.646537851,2.504406141,4.485658975,-0.22046162,0.197248371,-1.559266048,-1.058142874,-0.97638265,-0.917534603,-1.445927501,0.29914447,0.097360376,0.095025663,0.103935794,0.105297552,0.180282532,0.111346577,0.007607044,0.255004522,0.226707131,0.044139948,0.049880242,0.018331267,0.046845745,0.044060578,0.039495967,0,0.032773308,0.025808682,0.026261451,0.035163862,0.010340024,0.006807931,0.05104947,0.046310906,0.046762814,0.048262849,0.028297391,0.050748995,0.0531868,0.053191464,0.052106088,0.700855534,0.007607044,81,0.300180649,0.283027549,0.101141957,0.095481903,0.055439798,0.094388325,0.093102401,0.089109139,0,0.081530025,0.067481425,0.074421588,0.104491453,0.048942994,0.040015821,0.106573695,0.096400386,0.092983898,0.091973022,0.07427064,0.092410007,0.095416372,0.096230179,0.096438232,0.318793865,0.055941289
BG_15_84,12.79377387,8.371571085,80.56775073,69.05269484,66.8389772,65.54731077,78.14332011,6.918248184,5.310860863,22.70212531,30.6636375,32.36852262,33.24841982,21.66074794,54.07511696,63.4392375,28.17768289,44.40614168,48.42761511,50.72430803,27.71925726,2.152879124,2.016885653,5.090999236,2.931564179,2.651106337,2.503730767,4.991225736,-0.463928273,-0.041369053,-1.629289994,-1.072271339,-0.990686161,-0.942052508,-1.52790539,0.303867039,0.06458385,0.054090656,0.063259642,0.073193701,0.180144673,0.214776251,0.046084195,0.264369254,0.229138176,0.039497786,0.040274398,0.018938374,0.043404164,0.046960374,0.049505738,0,0.048751526,0.020559412,0.045550031,0.071177067,0.026594064,0.022703563,0.036475617,0.028108233,0.026463456,0.027627199,0.035231079,0.030513158,0.032746484,0.035359942,0.03783376,0.696132964,0.046084195,82,0.310740788,0.281148215,0.09846954,0.083626519,0.05996957,0.089011019,0.094278274,0.09906689,0,0.100307717,0.06126236,0.098330762,0.140793654,0.076100156,0.072484069,0.094904396,0.076897741,0.071002857,0.069444857,0.089079264,0.073224821,0.075004137,0.077232088,0.079653118,0.333519189,0.146241803
BG_15_85,5.597517089,3.155451549,68.50980334,45.06380109,41.1493634,39.33093647,68.02649877,4.992833477,3.316274102,27.84922702,35.15740316,36.02451066,36.10793328,27.18844157,89.19728868,105.0966573,40.64998826,78.01694999,87.5457302,91.80542473,39.9674275,2.494149647,3.79167729,2.537184749,1.503298431,1.472803089,1.485893753,2.589845216,0.699790595,1.175398921,-0.783830041,0.045799276,0.175582784,0.24152698,-0.785386059,0.566598454,0.113583747,0.098848763,0.080111278,0.056054269,0.057926018,0.026824501,5.30E-05,0.508525523,0.451845293,0.058072932,0.020553433,0.025821987,0.015772971,0.012144507,0.009455106,0,0.008457185,0.032250945,0.006835819,0.00934715,0.001672806,0.000511542,0.060738157,0.05284559,0.05113023,0.047718533,0.056680231,0.042897101,0.037214177,0.030781679,0.025272591,0.43340155,5.30E-05,83,0.380651121,0.363038293,0.11016749,0.06475786,0.063976589,0.056833267,0.051528772,0.046336846,0,0.04655869,0.07363575,0.042602897,0.059773131,0.021384186,0.012163079,0.114476649,0.102743285,0.099383343,0.095776116,0.106523277,0.089709022,0.083972642,0.077207354,0.070315329,0.381412579,0.00319721
BG_15_86,1.377841754,0.590455634,59.33300298,17.26758214,9.869859598,7.934210568,59.34959054,1.749008835,0.830105374,29.52981619,23.87678844,19.81144607,18.0504134,29.51542812,126.9382953,140.587256,49.76963023,138.2752272,200.7267264,227.5010632,49.73147725,7.944664645,22.76490429,2.01819193,4.460407978,8.220428202,10.35933753,2.020386019,2.115195075,3.775683301,-0.445411109,1.514545731,2.383129614,2.744492108,-0.447447398,0.917948495,0.054492898,0.020071568,0.00540983,0.001634041,0.000443169,0,0,0.870891774,0.772270716,0.047056722,0.000255337,0.025750157,0.000122894,5.31E-05,1.18E-05,0,0,0.021306565,0,0,0,0,0.032553285,0.021939612,0.013131964,0.006939604,0.09862106,0.003514741,0.00189509,0.001123003,0.000511038,0.082051506,0,84,0.234659517,0.275965529,0.102855482,0.006823065,0.065770217,0.004716852,0.003165044,0.001183305,0,0,0.05982561,0,0,0,0,0.086064797,0.069921065,0.052716419,0.037979456,0.143009424,0.026340476,0.019231838,0.015121932,0.010043113,0.190605871,0
BG_15_87,8.975765766,5.964109068,77.48678313,67.75920922,66.61471212,65.98056301,74.49206392,5.449043302,4.094051273,30.01172465,34.89881942,35.19052917,35.33610295,28.97929038,60.70839463,68.64480891,38.73141126,51.50417164,52.82696277,53.55532196,38.90252043,2.484730556,2.752708668,4.06678808,2.583483473,2.470101111,2.402476755,3.940578602,0.006399793,0.368711926,-1.543602325,-1.054614342,-1.003706356,-0.971501373,-1.44965621,0.277967963,0.084569331,0.125606003,0.158545729,0.13353714,0.142275551,0.069537824,0.007960467,0.251451797,0.232405786,0.026516166,0.048069933,0.010105065,0.038896359,0.030762928,0.024546332,0,0.018372995,0.0164111,0.014171596,0.021862614,0.008342985,0.006787634,0.039390029,0.045179302,0.056385131,0.069220872,0.019046011,0.078116755,0.080428974,0.073910451,0.059626689,0.72203204,0.007960467,85,0.313420283,0.30597776,0.073551003,0.097711947,0.036943373,0.088779613,0.079859659,0.073402099,0,0.06427785,0.052195863,0.057243847,0.087521581,0.046125596,0.043354851,0.094541881,0.098790294,0.109183384,0.118407596,0.056047066,0.121768679,0.125879351,0.122373042,0.107851551,0.320885148,0.061124066
BG_15_88,7.16941491,4.505840431,81.37258591,68.1877677,65.80432592,63.99255197,80.17507283,4.70123565,3.439976751,23.78612399,30.73994967,31.47824527,32.02305764,23.26860676,65.57349114,76.34484187,29.23112707,45.08132574,47.83613362,50.04185121,29.02224587,3.577341597,4.114357551,5.311612618,2.859296623,2.590139216,2.394061923,5.258967811,0.873918925,1.090648457,-1.729848245,-1.035277021,-0.920729059,-0.82931705,-1.67998354,0.332725614,0.194982331,0.174884403,0.120317774,0.070569446,0.062330051,0.041113432,0.003076958,0.270070245,0.237526755,0.06265537,0.022603954,0.023372545,0.016783345,0.01308059,0.009862161,0,0.008227579,0.039282825,0.007336731,0.014555678,0.006488206,0.004505239,0.095516177,0.099466154,0.093137837,0.081746567,0.032543491,0.067417714,0.052900059,0.040339226,0.03023022,0.66727439,0.003076958,86,0.290834257,0.276040832,0.1157114,0.070028232,0.059464223,0.059934401,0.054651717,0.045886651,0,0.042099689,0.080574256,0.039667032,0.068998676,0.040164354,0.033688334,0.14651792,0.145494802,0.137518425,0.129722254,0.071029903,0.118845952,0.10480573,0.092137403,0.080057928,0.314813372,0.032679408
BG_15_89,4.787779134,2.825581978,72.4972938,54.65448576,50.64322957,47.75421698,71.49697833,3.277098798,2.440539397,27.18164812,32.99523204,33.72298457,34.12370553,26.65372164,68.44715902,86.37298142,37.49332795,60.37058364,66.58932469,71.45694702,37.27950784,3.11406592,3.829664479,3.107057614,1.762059979,1.630091869,1.568610032,3.123937506,0.656668671,1.102701426,-1.057230298,-0.355444884,-0.202246527,-0.08936687,-1.033718829,0.48439469,0.22224007,0.130508981,0.092210898,0.048107647,0.020626773,0.001910947,0,0.387058252,0.330115071,0.09733644,0.010011453,0.038987199,0.00574619,0.00322108,0.00164805,0,0.000921829,0.058349241,0.000510784,0.000407756,6.04E-05,1.02E-05,0.123201657,0.099038413,0.073705399,0.056803582,0.056943182,0.049591026,0.042619872,0.030250316,0.017857331,0.515605314,0,87,0.336447917,0.31492407,0.139613507,0.046930742,0.077005965,0.035664501,0.025935062,0.017821546,0,0.014021342,0.095953849,0.01054907,0.011718611,0.003631582,0.000960407,0.159020994,0.139908132,0.121152125,0.10909082,0.099846573,0.107896025,0.10385488,0.086694293,0.065269824,0.357026893,0
BG_15_9,6.809173892,4.214733248,67.17299095,55.41933975,53.56927305,51.67859282,68.71273754,4.89552833,3.428422172,34.35669676,38.70294637,38.90990102,38.90716426,30.54749787,71.89606856,81.34375225,51.14659371,69.83653459,72.63473779,75.28681053,44.45681974,1.895575775,2.556836933,2.259854433,1.537613981,1.493154396,1.464771572,2.553295688,0.078650546,0.544008965,-0.79193928,-0.312967014,-0.239235075,-0.1632224,-0.830164168,0.407442295,0.131015389,0.112489067,0.119352254,0.100705406,0.110482459,0.018513138,0,0.333195768,0.298052646,0.074246528,0.039640928,0.030106616,0.034481103,0.022609886,0.013750542,0,0.007663782,0.044139913,0.004304483,0.005336869,0.001097963,0.000110041,0.071381362,0.059634028,0.054648289,0.057840778,0.035143122,0.060484236,0.058868018,0.054993045,0.045712361,0.592557709,0,88,0.36592621,0.353080483,0.159840912,0.107605919,0.094360282,0.10169819,0.08307339,0.063389155,0,0.045886068,0.113220118,0.038512809,0.047970201,0.020760166,0.004211737,0.148117439,0.130968229,0.119890989,0.121572835,0.105123972,0.132444186,0.128983932,0.127523397,0.10882263,0.378446219,0
BG_15_90,4.013723524,2.151605177,64.24609276,43.49777616,38.89864617,35.78063938,64.0910185,3.321445346,2.184336142,28.81574206,31.54654823,31.54171183,31.4743466,28.56190547,82.75222062,101.5212347,44.85213158,72.52450818,81.08691418,87.96474055,44.56459913,3.847201017,5.981111431,2.249868779,1.715891237,1.752282253,1.82517372,2.268531423,1.101823,1.689927062,-0.614428266,0.081247344,0.263610959,0.397678978,-0.617135302,0.602583539,0.21229498,0.084818814,0.045053236,0.030331015,0.022573325,0.002345098,0,0.490582988,0.419853162,0.112000554,0.010035208,0.045797191,0.0068715,0.003982294,0.001684323,0,0.001140969,0.066203363,0.000756863,0.000432623,1.30E-05,1.61E-06,0.129147569,0.083147412,0.050820473,0.03399834,0.070729827,0.025034994,0.020018242,0.016891139,0.013439875,0.397416466,0,89,0.334891804,0.321772927,0.148758326,0.04871173,0.084100212,0.040248221,0.030758236,0.019165483,0,0.017624002,0.104812071,0.015298598,0.01383241,0.0013661,0.000422711,0.164050687,0.129373523,0.099216735,0.081807641,0.109695936,0.070482983,0.063350133,0.060871947,0.056078521,0.339486493,0
BG_15_91,3.480861494,1.764677607,57.79594564,34.67254347,31.28773657,29.04221528,57.63170175,3.008394086,1.840269863,28.85391182,29.74670901,29.28340487,28.86930527,28.57031195,86.42671048,104.2836298,49.92376455,85.79327048,93.5938744,99.40462526,49.57395162,4.311813517,7.797874273,1.98023195,1.918648096,2.05545012,2.183282394,1.99821294,1.093334529,1.863485441,-0.341334165,0.403058679,0.543226506,0.645664203,-0.349528656,0.654610129,0.189930262,0.08684861,0.04076202,0.016674975,0.009511052,0.001662959,0,0.558618537,0.501905517,0.095991594,0.004136271,0.036499349,0.002604111,0.001642925,0.001127744,0,0.000761259,0.059492245,0.000493567,0.00038158,2.53E-05,1.28E-06,0.113765929,0.076164334,0.051334557,0.035514053,0.056713021,0.02476991,0.01599211,0.010254224,0.006420751,0.345389877,0,90,0.336069523,0.333088542,0.139852782,0.030683285,0.077126104,0.024846175,0.019076738,0.01630713,0,0.01376322,0.104472888,0.01202512,0.012109216,0.002409582,0.000237264,0.158431963,0.12602878,0.102511774,0.087179194,0.100211378,0.073549508,0.05800912,0.046059559,0.036486858,0.325917935,0
BG_15_92,8.966161226,5.525804781,80.38237232,60.63841276,56.31140753,53.97495258,79.34483236,7.64938648,5.449757081,22.6201786,34.13092391,35.46574233,36.01598847,22.09172183,85.31395195,98.6237715,28.14072035,56.28597841,62.9814524,66.72722577,27.84267251,2.192450388,2.88907926,4.523878416,1.957371154,1.715249309,1.611029005,4.445645522,0.673884153,0.990666736,-1.46281594,-0.612821642,-0.455198204,-0.36788815,-1.401160731,0.447904592,0.140325251,0.08460349,0.059769149,0.052677439,0.071556032,0.077600559,0.065563495,0.381395354,0.325251136,0.066509238,0.023267491,0.029538831,0.019462947,0.015870542,0.012955053,0,0.011924911,0.036970407,0.011100178,0.022478848,0.015038063,0.017058561,0.079465036,0.060860215,0.04722601,0.03737748,0.056144219,0.03125275,0.028516399,0.027610278,0.025067161,0.552095412,0.065563495,91,0.353265776,0.331609574,0.125816869,0.06880382,0.07267411,0.06311313,0.057224502,0.051302705,0,0.051875393,0.081462515,0.050101099,0.081183422,0.058613396,0.062686264,0.140302676,0.117245907,0.10320963,0.087554881,0.106041983,0.076374624,0.071799156,0.072711612,0.069753623,0.368027319,0.180667849
BG_15_93,5.210498218,2.900664026,73.73388171,52.38628092,48.2709506,45.6617923,73.3721403,3.944534284,2.681941771,26.9754503,34.00370263,34.62915381,34.89591933,26.58509869,75.70359146,92.45957985,36.5848775,64.90955653,71.73911718,76.42257906,36.23323319,3.019151285,4.196660383,3.235974642,1.660819844,1.570151246,1.539198734,3.281801312,0.693824558,1.207255536,-1.099216416,-0.2484725,-0.102686611,-0.001226588,-1.101822748,0.522173078,0.175604255,0.121672248,0.082840638,0.051838905,0.039198436,0.006580533,9.19E-05,0.438729664,0.380171345,0.083443416,0.016777708,0.035248687,0.011812601,0.006817218,0.003790909,0,0.002268217,0.048194729,0.001606765,0.00199702,0.000459413,0.000249119,0.096819416,0.078784839,0.066668091,0.055004157,0.05855832,0.045867214,0.036973424,0.02943486,0.022404046,0.477826926,9.19E-05,92,0.345877183,0.329987245,0.13260925,0.061262786,0.076261401,0.052637853,0.038755425,0.028462576,0,0.022219555,0.090025467,0.019679695,0.025867921,0.01037035,0.007643115,0.142451568,0.122291206,0.110532459,0.100390495,0.102925353,0.092636941,0.084508711,0.07783576,0.068929084,0.355426209,0.00456507
BG_15_94,2.496429269,1.41409179,44.3163137,22.17571267,20.13982002,18.93769788,44.0399488,3.953676017,2.439814223,34.66587401,33.3105087,32.01949934,31.26313461,34.26764633,158.373244,172.5357746,78.22373098,150.2116716,158.9860252,165.0841344,77.81036822,4.578002365,6.890858342,1.611359999,2.642587383,3.009129916,3.282063651,1.617663469,1.65326677,2.132173383,0.249821086,1.125749409,1.265869579,1.36141518,0.240678111,0.762473947,0.079817388,0.047308086,0.037833118,0.032992944,0.036405965,0.003168556,0,0.717180977,0.682678956,0.045292971,0.013486392,0.019668358,0.010818091,0.007756637,0.004344846,0,0.00213957,0.025624613,0.000714913,0.000289497,2.29E-05,1.69E-06,0.046443292,0.033374096,0.025632706,0.02167538,0.034502022,0.019300826,0.018532292,0.017519172,0.015473772,0.237526055,0,93,0.367539977,0.383458351,0.113055127,0.053141027,0.063448269,0.047846031,0.041672978,0.030052845,0,0.020712247,0.073982794,0.011729201,0.008532541,0.002170059,0.000316421,0.112841636,0.087255003,0.072419452,0.065459658,0.091302732,0.061656819,0.061903993,0.059886619,0.05581533,0.343783495,0
BG_15_95,1.586268079,0.929993827,43.62326064,16.34862008,14.45571615,13.13270246,43.53901413,3.549154164,2.181024912,33.83260048,31.98373216,30.34820335,28.89651131,33.70502387,223.7423933,234.5203644,77.55633116,195.6356684,209.9391206,220.0347673,77.41338323,15.28752736,21.08762149,1.741305393,4.321008349,5.018338878,5.671260606,1.741766186,3.382683178,3.94096084,0.323843013,1.720841846,1.901932603,2.05243119,0.320093472,0.853070741,0.071220796,0.026728996,0.013413904,0.010183541,0.014342268,0.009596054,0.001443702,0.809691793,0.779925296,0.043378948,0.004400932,0.019247613,0.003803534,0.003273354,0.002864448,0,0.002362083,0.024131335,0.00211269,0.00308496,0.001111966,0.000924354,0.043745365,0.027475431,0.016584097,0.0101449,0.029766498,0.007302767,0.006111137,0.00546126,0.004722282,0.146929261,0.001443702,94,0.344093408,0.365141107,0.121038891,0.02988509,0.066253956,0.027540432,0.024915798,0.022697912,0,0.020479968,0.076435552,0.019333252,0.027773295,0.013900938,0.013213376,0.123927568,0.093503878,0.069222746,0.050681828,0.088122688,0.042409747,0.037719762,0.035493491,0.031582248,0.302404066,0.024389668
BG_15_96,9.047973553,5.70216784,80.56742741,68.88702792,67.02200353,65.62238133,78.06532629,5.334427127,3.945612134,25.11032537,31.45645348,32.23507483,32.81940076,24.29639631,58.95714765,69.19494908,31.16684519,45.66382733,48.09625665,50.01251112,31.12315988,2.418476573,2.792580859,5.504680493,2.949286217,2.694173174,2.511565613,5.351599887,0.111131128,0.500590381,-1.788873367,-1.092907818,-0.997028838,-0.922646216,-1.687714502,0.306199373,0.115232378,0.128672597,0.129116346,0.106302295,0.140633674,0.066026121,0.007817224,0.258830677,0.230355066,0.047368696,0.044476966,0.019878595,0.038353648,0.031968732,0.025834328,0,0.019059346,0.027490101,0.013809127,0.019015697,0.007687338,0.006454613,0.057678792,0.057553586,0.062247995,0.066424602,0.028475612,0.067060744,0.062055602,0.055985869,0.050316426,0.693800631,0.007817224,95,0.286312758,0.271466288,0.103362962,0.091269673,0.057248177,0.085864588,0.079799504,0.074115128,0,0.064347023,0.068271561,0.055986683,0.079991675,0.044215601,0.041941724,0.111163655,0.104798956,0.106674881,0.110168937,0.071531349,0.10969092,0.104870947,0.100033473,0.096329544,0.30743327,0.059639481
BG_15_97,11.08365769,7.317822748,87.0109775,75.89646058,73.83822745,72.58557502,84.32830526,6.69525848,4.971849539,16.82550285,23.90301077,25.22886133,26.11379821,16.78103077,60.40657938,67.94165027,19.33721851,31.49423648,34.16775051,35.97656725,19.89964191,2.379736327,2.733947831,9.168876136,4.750006698,4.316452346,4.041383663,7.660642114,0.622398051,0.736811393,-2.292427127,-1.467877863,-1.376413396,-1.316438315,-1.9255572,0.259962434,0.112680587,0.132913403,0.135138038,0.098997519,0.089994076,0.089828384,0.080485568,0.218289625,0.188766685,0.041672809,0.031856775,0.016933221,0.023648849,0.018829922,0.015658531,0,0.013091502,0.024739589,0.012703561,0.028724795,0.016711436,0.01859709,0.055239511,0.057441076,0.063953708,0.068959696,0.029522941,0.069340888,0.065797151,0.055714875,0.043282645,0.74003757,0.080485568,96,0.228077732,0.206690652,0.097396931,0.085413518,0.051798853,0.074154979,0.067084473,0.062201556,0,0.055509857,0.065493155,0.054383419,0.097814008,0.062966727,0.066012321,0.114558103,0.113109347,0.117732131,0.121220405,0.068584209,0.120168405,0.119495305,0.111018424,0.099297671,0.256618744,0.203813564
BG_15_98,9.303065526,6.205475316,84.87802091,74.37031685,72.68469795,71.4201768,82.07709434,5.029974997,4.038618273,19.02023962,25.72670765,26.67817184,27.44374368,18.67297943,54.06793044,65.08152989,22.40891036,34.59270948,36.7039729,38.42575714,22.75053665,2.590383108,2.951875963,7.550415654,4.273712829,3.918790978,3.648007853,6.6111979,0.465639534,0.713433762,-2.079548072,-1.408160837,-1.318947128,-1.247562314,-1.790354084,0.257196709,0.121782002,0.150122645,0.162967967,0.108225529,0.094065275,0.099636137,0.006003745,0.21359749,0.189124487,0.04359922,0.03177598,0.017209299,0.022822656,0.019764905,0.019701735,0,0.02003528,0.02638992,0.020713697,0.037313777,0.012926337,0.008647047,0.060192319,0.061589683,0.069540515,0.08058213,0.024473003,0.084503362,0.078464606,0.063020194,0.045205335,0.742803295,0.006003745,97,0.239833178,0.223667167,0.099161216,0.083443602,0.052346745,0.071851818,0.068591537,0.069748215,0,0.070149507,0.066688202,0.072357202,0.118857531,0.06000515,0.051411622,0.117006382,0.113396202,0.117856341,0.125441277,0.062244001,0.127695163,0.125107331,0.113638675,0.097954449,0.268137042,0.0504147
BG_15_99,5.10248062,2.987492857,76.02067475,57.98558915,53.51839012,50.3206705,75.35061817,3.671465133,2.643255886,25.44865586,32.27400281,33.14394132,33.59980676,25.07951176,71.95451401,88.47739601,33.47596682,55.65866154,61.93000434,66.77138128,33.28375052,4.134972255,5.403926007,3.678373303,1.952295474,1.749180767,1.651052059,3.662079406,1.058795483,1.477728708,-1.242164847,-0.503063303,-0.326131721,-0.199468529,-1.215080508,0.471189258,0.233761548,0.145935774,0.070202071,0.034651603,0.03216009,0.012087653,1.20E-05,0.372121022,0.313158724,0.099068238,0.010956202,0.040352119,0.008386667,0.006655434,0.006161788,0,0.005007618,0.058716119,0.003040832,0.003300247,0.000557863,0.000181093,0.126173837,0.107587711,0.084141093,0.061794682,0.058962299,0.042868363,0.027333708,0.019700802,0.014950802,0.528810747,1.20E-05,98,0.328765773,0.307068895,0.142074184,0.049203461,0.078985748,0.043654301,0.039631542,0.040327995,0,0.037503104,0.09622273,0.027850262,0.036496205,0.01249095,0.006772279,0.160816187,0.146042566,0.129016694,0.113936268,0.100212722,0.097345613,0.076351893,0.065429089,0.058136276,0.349709901,0.001266128
