"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",-2.32481138826299,4.25977517710338,-10.6739707353856,6.02434795885964
"2","lam(S150.VPD__3.4m_Grid.1x1m.mean)",0.910566246269374,0.270111880419592,0.381146960646974,1.43998553189177
"3","lam(Tremblingaspen_50)",-6.3596368692601,7.55246920401993,-21.1624765091392,8.44320277061895
"4","lam(wtage_50)",0.709534696981967,0.228697393952966,0.261287804834152,1.15778158912978
"5","p(Int)",-4.81342900530565,0.744952526854248,-6.27353595793998,-3.35332205267133
