SS,Blackspruce_50,BlackspruceMixCD_50,Bog_50,Fen_50,GrassHerb_50,Jackpine_50,JackpineMixCD_50,JackpineMixWet_50,Shrub_50,Swamp_50,Tamarack_50,TamarackMixCD_50,TamarackMixDC_50,Tremblingaspen_50,TremblingaspenMixCD_50,TremblingaspenMixD_50,TremblingaspenMixDC_50,Water_50,Whitebirch_50,WhitebirchMixD_50,Whitespruce_50,WhitespruceMixWet_50,wtage_50,Blackspruce_150,BlackspruceMixCD_150,BlackspruceMixDC_150,Bog_150,Fen_150,GrassHerb_150,Jackpine_150,JackpineMixC_150,JackpineMixCD_150,JackpineMixWet_150,Shrub_150,Swamp_150,Tamarack_150,TamarackMixCD_150,TamarackMixDC_150,Tremblingaspen_150,TremblingaspenMixCD_150,TremblingaspenMixD_150,TremblingaspenMixDC_150,Water_150,Whitebirch_150,WhitebirchMixD_150,WhitebirchMixDC_150,Whitespruce_150,WhitespruceMixC_150,WhitespruceMixCD_150,WhitespruceMixWet_150,wtage_150,Blackspruce_500,BlackspruceMixCD_500,BlackspruceMixDC_500,Bog_500,Fen_500,GrassHerb_500,Jackpine_500,JackpineMixC_500,JackpineMixCD_500,JackpineMixWet_500,Marsh_500,Shrub_500,Swamp_500,Tamarack_500,TamarackMixCD_500,TamarackMixDC_500,Tremblingaspen_500,TremblingaspenMixCD_500,TremblingaspenMixD_500,TremblingaspenMixDC_500,Water_500,Whitebirch_500,WhitebirchMixD_500,WhitebirchMixDC_500,WhitebirchMixWet_500,Whitespruce_500,WhitespruceMixC_500,WhitespruceMixCD_500,WhitespruceMixWet_500,wtage_500
BG_15_50,120.5590339,0,0,0,0,7731.163699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.55555556,8103.035516,0,0,0,0,0,62576.15837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.85714286,219016.2447,0,0,0,3292.666323,0,367055.609,0,3234.780088,83924.91227,0,50670.7064,0,46695.66852,0,0,9744.696849,0,0,0,1742.639565,0,0,0,0,0,0,0,0,83.10029499
BG_15_51,7757.541551,0,0,0,0,94.78091209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,47539.98185,0,0,0,0,0,19747.1009,0,0,0,0,0,1628.999921,0,0,1763.38664,0,0,0,0,0,0,0,0,0,0,0,84.38461538,314230.1567,30626.70396,0,0,0,0,298776.5668,0,0,0,0,0,0,94849.32088,0,0,46892.37983,0,0,0,0,0,0,0,0,0,0,0,0,82.24712644
BG_15_52,0,0,0,0,0,2663.626443,0,0,0,0,0,0,0,5188.862039,0,0,0,0,0,0,0,0,81,560.4522794,0,0,0,0,0,32259.17401,0,0,0,0,0,0,0,0,37858.97678,0,0,0,0,0,0,0,0,0,0,0,80.33333333,278576.729,33627.15723,2288.90489,0,0,0,221320.2294,0,0,67762.43055,0,0,0,13426.95509,0,0,168374.3743,0,0,0,0,0,0,0,0,0,0,0,0,80.53723404
BG_15_53,0,0,0,0,0,0,0,7853.739401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,12721.2936,17591.82456,0,0,0,0,7099.466034,0,0,33269.16898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.14285714,230246.4367,80574.50878,6625.614366,0,0,0,154214.6209,0,0,130240.9666,0,0,0,7795.690462,11237.38235,0,130503.6961,0,0,0,33937.78513,0,0,0,0,0,0,0,0,82.14893617
BG_15_54,0,2664.22586,0,0,0,0,0,0,0,0,0,5187.425481,0,0,0,0,0,0,0,0,0,0,99,8851.835707,26673.19357,0,0,0,0,0,0,0,0,0,0,0,21608.19005,0,0,0,0,0,13547.27116,0,0,0,0,0,0,0,101.5,191806.0723,142527.568,0,0,0,0,122062.9478,0,0,5231.421772,0,0,0,706.3014344,27058.02027,0,82602.68298,0,0,0,176759.3093,9308.452642,0,0,0,0,0,27313.34003,0,91.9020979
BG_15_55,38.97476234,16.63517332,0,0,0,1528.339135,0,0,0,0,0,0,0,6267.732905,0,0,0,0,0,0,0,0,90.53846154,16651.02367,7058.289325,0,0,0,0,15527.88009,0,0,0,0,0,0,0,0,31441.68223,0,0,0,0,0,0,0,0,0,0,0,88.0625,253888.4448,91100.79522,0,0,0,0,209836.8625,0,0,15769.03766,0,0,0,7471.169427,545.0710415,0,199758.2572,0,0,0,0,0,0,0,0,0,0,7008.044159,0,89.08108108
BG_15_56,4344.061586,0,0,0,0,0,0,0,0,0,0,0,0,3508.14468,0,0,0,0,0,0,0,0,89,35945.95986,0,0,0,0,0,23128.61996,0,0,0,0,0,0,0,0,11604.14856,0,0,0,0,0,0,0,0,0,0,0,84.40540541,391261.6002,0,0,0,0,0,286855.4434,0,0,26453.64296,0,1502.852103,0,0,23071.33953,0,56234.03139,0,0,0,0,0,0,0,0,0,0,0,0,84.07117438
BG_15_57,0,0,0,0,0,4145.822223,0,34.30005804,3671.896689,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4212.478467,0,0,0,0,0,15625.00834,0,0,16027.8527,11289.5663,0,13014.12964,0,0,0,0,0,0,10509.79668,0,0,0,0,0,0,0,83.4,206398.2672,8543.698452,0,0,1747.012061,62501.33286,133826.439,0,0,92151.75598,0,57117.88502,0,142144.5729,2570.905346,0,8824.975827,0,0,0,69159.56096,0,0,0,0,0,0,0,390.4151979,84.18442623
BG_15_58,429.7688459,0,0,0,0,0,0,0,0,0,3655.414828,0,0,0,0,0,0,93.75596639,0,0,0,3673.680685,94.45454545,9940.132462,0,0,0,0,0,689.1553725,0,0,0,0,0,45503.18886,0,0,0,0,0,0,213.1013312,0,0,0,0,0,0,14334.14077,91.22222222,99189.96103,0,0,1430.800455,4020.143195,54104.36613,171684.5348,0,0,65791.1852,0,7174.500103,443.0371498,294281.6614,0,0,48500.23232,0,0,0,11450.28716,0,0,0,0,659.031432,10491.27416,0,16159.78139,86.51824818
BG_15_59,0,0,0,0,0,0,0,6258.152665,855.2255725,0,0,0,0,738.4894355,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,1058.07771,0,0,33404.13462,14319.01471,0,0,0,0,18626.66812,0,0,0,121.7567887,0,0,0,0,3150.016087,0,0,87.38709677,63049.94543,0,0,1102.533515,706.7419146,0,176718.5704,0,0,113720.0489,0,39001.28383,0,86466.69408,0,0,194809.7661,0,0,2378.79269,1139.714786,0,0,0,0,86932.42596,15647.07232,0,3703.997094,96.41873805
BG_15_6,5353.269623,0,0,0,0,0,0,2498.88825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42857143,26555.3628,0,0,0,0,0,8324.993608,0,0,35006.84644,0,0,793.1208281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.25396825,82760.59623,241972.9828,0,0,0,0,82589.93796,0,28272.35929,272590.7184,0,0,0,38353.3434,38838.10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.36246787
BG_15_60,978.975555,0,0,0,0,6873.288021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.77777778,22299.9346,0,0,0,0,0,42220.14565,0,0,0,15.9235577,0,0,0,0,6143.525316,0,0,0,0,0,0,0,0,0,0,0,76.94871795,331025.9511,0,0,0,3292.666323,0,228042.7948,0,0,34034.19594,0,63170.4947,0,0,0,0,84991.91169,0,0,3563.977405,1457.176386,0,0,0,0,35796.89003,0,0,0,84.27377522
BG_15_61,0,0,0,0,0,1299.994679,0,0,0,0,0,0,0,6551.606139,0,0,0,0,0,0,0,0,85,10452.5062,0,0,0,0,0,29974.40998,0,0,0,0,0,3019.176263,0,0,27234.24134,0,0,0,0,0,0,0,0,0,0,0,82.63636364,289618.5756,78227.79526,0,0,0,0,268772.5374,0,0,0,0,0,0,85268.18495,0,0,63489.85764,0,0,0,0,0,0,0,0,0,0,0,0,82.59855335
BG_15_62,897.7214831,0,0,0,0,6953.976687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,23150.78469,836.7306835,712.1512341,0,0,0,45401.06417,0,0,0,0,0,0,0,0,578.9211113,0,0,0,0,0,0,0,0,0,0,0,82.05263158,219029.2738,45428.43873,24822.09635,0,2551.656642,0,272238.9573,0,0,39953.9201,0,0,1704.261119,17655.55972,37148.78899,0,124361.8021,0,0,0,0,0,0,0,0,482.6603072,0,0,0,82.17460317
BG_15_63,0,0,0,0,0,5265.380884,0,1262.491828,0,0,0,0,0,1324.282135,0,0,0,0,0,0,0,0,81.5,888.6223562,0,0,0,0,0,36919.61228,0,0,11681.47607,0,0,640.2113926,1653.006312,0,18897.02975,0,0,0,0,0,0,0,0,0,0,0,80.19047619,75255.09026,23941.83082,24822.09635,0,2551.656642,0,210860.5768,0,0,54400.14853,0,0,1704.261119,232048.911,37148.78899,0,122644.6055,0,0,0,0,0,0,0,0,0,0,0,0,82.4302926
BG_15_64,2029.680855,0,0,0,0,0,0,0,0,0,0,0,0,1303.088255,0,4519.025343,0,0,0,0,0,0,89,24452.87566,0,0,0,0,0,6790.084463,0,0,0,0,0,175.8176244,0,0,21159.6476,0,18101.16962,0,0,0,0,0,0,0,0,0,88.75609756,177673.619,33813.6112,0,0,0,0,260730.5188,0,0,33111.94953,0,0,0,79928.13399,0,0,145316.5914,0,18181.00832,0,0,9308.452642,0,0,0,0,0,27313.88872,0,91.49152542
BG_15_65,7554.150829,0,0,297.8856865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,42015.44924,0,0,0,2384.895728,0,6631.549085,0,0,904.9833006,0,0,10332.70152,0,0,1678.643854,0,0,0,6731.588414,0,0,0,0,0,0,0,90.3,314543.8297,10660.27096,0,0,2384.895728,4012.887047,231794.1167,0,0,63171.24095,0,0,0,28527.90017,0,0,99958.9373,0,24.8658302,0,10244.70397,0,0,0,0,0,0,20054.32355,0,89.40826873
BG_15_66,3756.870939,30.78224583,0,0,0,4064.108162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,33361.07699,16256.49914,0,0,0,1314.269171,19747.80366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.02150538,320201.9754,21057.31007,0,0,0,8221.038204,305628.8057,0,0,64156.94714,0,17100.30847,0,34173.94108,3769.543639,0,3075.994147,0,0,0,7991.260879,0,0,0,0,0,0,0,0,83.63035019
BG_15_67,2168.480121,0,159.1695,67.78562657,0,0,0,0,0,0,0,5456.904592,0,0,0,0,0,0,0,0,0,0,89,21030.59003,0,0,159.1695,460.4058864,478.6989435,10363.03964,0,0,6289.750286,4488.29635,0,0,24591.39339,0,0,0,0,0,2818.215286,0,0,0,0,0,0,0,85.20689655,262696.0272,0,0,159.1695,460.4058864,45788.46426,177883.7512,0,0,137446.1467,0,38726.96272,0,15398.87996,25915.54828,0,20258.44991,0,0,4749.291857,55896.56597,0,0,0,0,0,0,0,0,84.22906793
BG_15_68,0,0,0,0,0,5553.68123,0,0,0,0,0,0,0,2298.205935,0,0,0,0,0,0,0,0,89,3859.062036,0,0,0,0,0,24898.85475,0,0,0,0,0,0,0,0,34590.91765,0,0,2334.457989,0,0,0,0,4996.015721,0,0,0,92.07692308,157492.6696,0,0,2817.147968,1731.099256,31926.65514,114725.4278,0,22021.41916,50937.31071,0,963.6400066,1343.03715,23044.75387,0,0,234861.9675,0,0,27115.45953,53482.75444,0,29031.05004,0,0,33658.65867,0,0,223.4032854,88.31389365
BG_15_69,3346.155885,0,0,0,0,0,0,0,0,0,0,0,0,4505.95714,0,0,0,0,0,0,0,0,93.44444444,17934.70522,0,0,0,0,0,0,0,6592.557513,1955.316072,0,0,0,0,0,38937.99049,0,0,0,0,0,0,0,5259.514005,0,0,0,94.96774194,188846.7044,0,0,2691.91396,1229.933309,0,10676.07644,0,24668.86446,69760.24776,0,0,0,0,33210.43069,0,311520.5533,0,0,27105.05731,0,0,19594.97009,0,0,96070.41975,0,0,0,94.68249258
BG_15_7,7012.264461,839.7765724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.7142857,29658.44873,23702.81457,0,0,0,5198.614807,12118.85195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.43478261,144781.8182,166668.0661,0,0,0,51099.08902,133167.0606,0,0,117840.1733,0,0,0,31689.21123,30161.35476,0,0,0,0,0,109971.019,0,0,0,0,0,0,0,0,96.43589744
BG_15_70,7852.038439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,68642.48555,408.6537697,0,0,0,0,0,0,0,0,0,0,0,85.25529257,0,1543.280747,0,0,0,0,0,0,0,0,0,0,0,76.48031496,456896.7028,38476.50214,0,0,0,0,0,0,0,70966.82884,0,0,0,0,33210.43069,0,165574.8548,0,0,3563.977405,0,0,0,0,0,16687.47678,0,0,0,80.87777778
BG_15_71,7851.513125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42857143,70678.4453,0,0,0,0,0,0.253993865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.25,406064.1273,51460.03723,0,0,1613.029333,0,196335.5691,0,0,28262.15986,0,0,118.0554148,0,19.65934603,0,101504.9543,0,0,0,0,0,0,0,0,0,0,0,0,86.75835866
BG_15_72,242.5118631,0,0,0,0,0,0,4137.726222,0,0,0,1251.345169,0,2220.530181,0,0,0,0,0,0,0,0,84.71428571,4701.388366,0,0,0,0,0,0,0,0,27817.24433,0,0,0,11257.93201,0,26070.54714,0,0,0,0,0,0,0,831.8035316,0,0,0,82.90625,119837.7303,45434.48379,0,0,131.3777098,0,163670.5576,0,0,87909.41386,0,0,860.5340204,47053.08901,87036.78095,0,206859.0606,0,0,0,0,0,0,0,0,26586.04485,0,0,0,85.07191316
BG_15_73,0,808.6597143,0,0,0,0,0,0,0,0,7044.092605,0,0,0,0,0,0,0,0,0,0,0,84,0,28012.18312,0,0,3181.453106,0,0,0,0,0,0,4031.665162,35455.44449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.69230769,54526.02973,145025.1037,0,6239.47683,13907.01178,0,16383.29831,0,0,105864.5974,1912.191825,0,13094.65073,246310.9263,98004.71087,0,57522.55861,0,0,0,0,0,0,0,0,26586.04485,0,0,0,86.49621785
BG_15_74,1835.804237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6016.142218,0,0,0,0,0,89,28780.81565,0,0,0,0,0,109.9172669,0,0,18553.72932,0,0,0,0,0,0,0,0,23236.12808,0,0,0,0,0,0,0,0,88.85294118,226280.1358,31296.89039,0,6846.75169,12223.69871,0,45275.1404,0,0,251158.5394,2742.395068,0,8391.324454,66897.07103,5464.199897,0,102252.9789,0,3312.441404,23236.12805,0,0,0,0,0,0,0,0,0,88.41676505
BG_15_75,0,0,0,0,0,0,0,7851.956196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2582.837055,7410.372315,0,0,0,0,0,0,0,53444.73959,0,0,7242.173088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.49253731,147188.4926,87480.08471,0,0,0,5868.017813,189374.8513,0,0,173494.4173,0,72890.64956,0,67690.93204,34675.625,0,0,0,0,5784.820901,882.0872556,0,0,0,0,0,0,47.07743673,0,84.3909465
BG_15_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7851.711221,0,0,0,0,0,89,11408.44523,0,0,0,0,0,0,0,0,6337.46734,0,0,0,770.4629339,0,13839.04998,0,0,34815.03255,0,0,2114.14078,0,0,0,1395.435765,0,87.16901408,148477.1518,55292.32572,0,0,0,0,47113.93923,0,0,120687.3829,0,69372.41731,0,0,38598.76182,0,167464.4033,0,0,52165.14028,3159.073473,0,30474.89499,19500.64796,0,0,0,33070.92291,0,88.79680697
BG_15_78,6421.148866,0,0,0,0,0,0,1328.022458,0,0,0,0,0,0,0,0,0,0,0,102.8546355,0,0,79,24754.60335,0,0,0,0,0,0,0,0,16555.52624,0,0,0,0,0,10373.55897,0,0,630.3578848,0,0,18365.18668,0,0,0,0,0,84,178834.6891,0,0,734.6011277,721.1515298,0,1696.274504,0,0,78487.28632,0,0,900,0,0,0,397823.9765,0,0,34188.74583,0,0,73893.30249,0,0,0,0,18098.43776,0,87.64300626
BG_15_79,3442.019062,0,0,0,0,0,0,3363.023636,0,0,0,0,0,1046.633387,0,0,0,0,0,0,0,0,85.66666667,40674.41037,0,0,0,0,0,0,0,0,17489.91738,0,0,0,0,0,9177.668361,0,0,0,0,0,3337.618148,0,0,0,0,0,83.58333333,388239.4905,1267.205459,0,0,3.180471639,0,71002.67929,0,330.2800431,103656.995,0,0,0,0,0,0,167242.9813,0,0,12523.65419,0,0,41109.92851,0,0,0,0,0,0,85.13893376
BG_15_8,7852.327775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,66775.1181,0,0,0,0,3904.529407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,265268.3326,9044.142051,0,0,0,125128.8647,40555.61903,0,78211.77891,51927.39139,0,0,0,0,4185.22203,0,0,0,0,0,211054.7718,0,0,0,0,0,0,0,0,96.09876543
BG_15_80,5995.138822,1856.94492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,42761.35587,18204.63247,0,0,0,0,9712.914749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.14285714,505158.7847,61399.35115,0,0,0,0,94197.90983,0,0,3622.870056,0,0,0,0,1576.652162,0,108749.2801,0,0,10672.49568,0,0,0,0,0,0,0,0,0,82.7947494
BG_15_81,0,0,0,0,0,3600.137877,0,0,0,0,0,0,0,0,0,0,4251.931983,0,0,0,0,0,101,13175.42121,0,0,0,0,0,23057.73638,0,0,0,0,0,0,0,0,0,0,0,34447.68917,0,0,0,0,0,0,0,0,96.24137931,338992.0608,0,0,0,0,0,188180.4214,0,15598.47201,0,0,0,0,0,0,0,69366.24371,0,0,172486.453,0,0,0,0,0,752.6831891,0,0,0,94.34883721
BG_15_82,0,0,0,0,0,1937.259875,0,0,0,0,0,5914.515464,0,0,0,0,0,0,0,0,0,0,85.76470588,0,0,0,0,0,0,15483.34635,0,1501.980017,0,0,127.5086157,1136.267885,44371.15011,0,8059.680535,0,0,0,0,0,0,0,0,0,0,0,87.7755102,132960.2189,50927.39627,0,0,3267.365312,0,101831.6103,0,64009.00003,13779.0382,0,0,2077.438403,14133.75935,222554.2907,0,97712.95453,0,0,67021.69649,0,0,0,0,0,15102.82397,0,0,0,94.53846154
BG_15_83,0,0,0,0,0,0,0,7851.73114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,10225.10781,0,0,0,0,0,0,0,45372.09924,0,0,0,1641.489234,0,13439.96145,0,0,0,0,0,0,0,0,0,0,0,89.21428571,58865.41725,117000.2051,0,1366.264838,8271.315418,0,1800.05926,5120.037485,29461.73932,156395.182,1839.621637,0,5300.603242,34246.7527,214786.3207,0,123358.412,0,0,0,0,0,0,0,0,0,0,0,27566.59585,94.42525773
BG_15_84,0,4901.615209,0,0,0,0,0,0,0,0,0,0,0,2752.387321,0,0,0,0,0,0,0,198.2029919,93.11764706,0,31652.68275,0,0,0,0,370.5281835,0,0,0,0,0,0,0,0,30642.62177,0,0,0,0,0,0,0,0,0,0,8014.668092,92.25,108983.1292,92572.86433,0,607.2748605,5636.353925,0,88556.58256,0,0,226906.4296,1019.996188,12701.9902,0,0,0,0,196031.0325,0,0,1131.97379,15752.83313,0,0,0,0,0,0,0,35475.83127,92.08300395
BG_15_85,633.416165,5710.892401,0,0,0,0,0,1507.557965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,14765.30392,14090.24254,0,0,0,0,0,0,0,20095.02946,5036.090167,0,14938.69442,0,0,0,0,0,0,1451.671291,0,0,0,0,0,0,302.685242,90.4516129,185277.542,69985.95787,0,0,0,0,38292.86045,0,0,130414.9837,0,48757.10108,0,47854.88951,0,0,30568.28405,0,0,0,215350.2476,0,0,0,0,649.2792407,0,0,18227.66021,90.3255814
BG_15_86,0,0,0,0,0,0,0,0,2413.383781,0,5305.189054,0,0,0,0,0,0,133.6079021,0,0,0,0,99,5203.081802,724.7874453,0,0,0,0,0,0,0,0,30851.10233,0,33258.18332,0,0,28.13448136,0,0,0,614.7779979,0,0,0,0,0,0,0,96.64705882,108408.8185,105215.4385,0,0,0,0,6870.664689,0,0,103335.8044,0,94904.09278,0,116875.8799,7964.480913,0,40337.99357,0,0,34201.93868,151175.7221,0,0,5419.717167,0,7639.398504,0,0,3026.882673,96.42168675
BG_15_87,0,7762.449158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.12982157,0,0,0,0,0,99,12.83056239,42741.7482,0,0,0,0,0,0,0,0,0,0,0,0,0,11280.91815,0,0,16644.6836,0,0,0,0,0,0,0,0,96.89473684,111062.8074,284084.3071,0,0,0,0,0,0,0,100151.489,0,2413.507104,0,9876.087635,23676.32248,0,119456.8714,0,0,61974.76844,0,0,15478.89792,19500.64796,0,0,0,37702.09959,0,96.52393981
BG_15_88,2930.892824,0,0,0,0,4920.969336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,31279.81278,0,0,0,0,0,13639.34419,0,0,15376.63525,0,0,0,0,0,10383.61188,0,0,0,0,0,0,0,0,0,0,0,90.42857143,330393.8645,122473.0733,0,0,0,0,13639.34505,0,0,61458.97808,0,0,0,0,0,0,167784.2177,0,0,40631.58193,0,0,1645.735608,10620.47924,18632.01505,0,0,18098.43776,0,90.66315789
BG_15_89,7851.836184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.625,69985.36444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.6872971,0,0,0,0,94.64102564,552137.8467,1813.936071,0,0,0,0,55776.11794,0,0,39030.04791,0,0,0,0,0,0,90203.57617,0,0,18266.53972,0,0,8249.528932,19899.02734,0,0,0,0,0,89.1216545
BG_15_9,0.00832672,0,0,0,0,1815.464325,0,6036.413146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.83333333,21980.51019,0,0,0,0,0,28624.77794,0,0,20074.64239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.15625,277500.5579,96253.69734,0,0,0,48867.7407,83076.31276,0,25172.46837,76457.23308,0,0,0,20264.25442,140575.8151,0,0,0,0,0,17209.75093,0,0,0,0,0,0,0,0,89.67484663
BG_15_90,7851.821402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,64224.3224,0,0,0,0,0,920.2778134,0,0,3902.84157,0,0,0,0,0,1632.675262,0,0,0,0,0,0,0,0,0,0,0,91.85714286,436469.4483,69024.33759,0,0,0,0,84551.90255,0,0,51056.15167,0,0,0,0,0,0,126009.3902,0,0,18266.53972,0,0,0,0,0,0,0,0,0,85.80291971
BG_15_91,7853.452839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,70680.27812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3333333,531820.6708,0,0,0,0,4181.40949,70441.00331,0,56987.98263,0,0,57.79173693,0,0,0,0,0,0,0,98473.30464,16610.62427,0,0,0,0,6802.71591,0,0,0,101.1496063
BG_15_92,0,0,0,0,0,0,664.0921291,0,0,0,0,0,0,287.1840611,0,0,0,0,0,0,6901.140897,0,122.3333333,5684.334713,0,0,0,0,0,0,0,19908.97029,0,0,0,0,0,0,22740.39165,0,0,0,0,0,0,0,22345.72689,0,0,0,121.5,316506.9607,8979.752861,0,0,3353.797586,2992.282895,29362.79811,3299.834203,193059.3311,0,0,0,2077.438403,0,36603.57359,0,105684.687,0,0,10240.85054,31636.36322,0,0,0,0,41578.89527,0,0,0,106.7923387
BG_15_93,7022.483555,829.3431683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,55550.98191,7844.288671,0,0,395.2799776,0,0,260.7224823,3361.197946,0,0,3267.452792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.6666667,190803.5588,16824.04153,0,0,2272.348303,7870.533068,56501.50122,7386.679672,105651.4189,60820.39643,0,10718.28623,5144.71848,34048.89449,25791.44971,0,79403.74283,0,0,0,177389.5291,0,0,0,0,4591.736514,0,0,159.8626154,105.9252336
BG_15_94,289.7964366,0,0,0,0,3305.783837,0,0,0,0,0,0,0,0,0,0,0,4256.690796,0,0,0,0,85.66666667,11458.17431,0,0,0,0,0,17713.51973,0,0,0,0,0,0,0,0,0,0,0,0,41510.12188,0,0,0,0,0,0,0,84.17241379,83274.39828,43651.78788,0,0,2221.577975,0,97133.5513,0,0,38912.17961,0,25722.90069,3925.385975,7144.959887,0,0,50633.12585,0,0,0,410768.7148,0,0,0,0,1019.479271,0,0,20970.3157,96.85100287
BG_15_95,0,0,0,0,0,0,0,0,179.6599286,0,0,0,0,0,0,0,0,1321.780306,4178.086783,0,2172.675212,0,119,0,0,0,0,0,0,0,0,0,0,11170.08764,0,0,0,0,0,0,0,0,45564.45221,5081.071581,0,0,8864.942722,0,0,0,121.2222222,36574.55877,16258.37041,0,0,0,0,29913.56285,0,0,0,0,36988.80034,0,0,0,0,0,0,0,0,651681.3732,5081.071581,0,0,0,8881.042925,0,0,0,93.51327434
BG_15_96,3081.196221,0,0,0,0,0,3040.70233,0,0,0,0,0,0,0,0,0,1731.199881,0,0,0,0,0,92.33333333,22310.56374,0,0,0,0,0,0,0,22380.94375,0,0,0,0,0,0,0,0,0,16806.28048,9182.639922,0,0,0,0,0,0,0,95.4,168868.921,23002.32719,0,247.2058632,2666.556087,0,15213.55036,0,137034.2124,40574.9659,0,32380.06351,0,12510.30447,0,0,22243.99039,0,0,64295.40671,258701.6185,0,0,0,0,7639.398504,0,0,0,100.1877395
BG_15_97,553.5743572,6296.481686,0,0,0,0,0,0,0,0,0,0,0,1002.285006,0,0,0,0,0,0,0,0,97,10389.12771,29710.6881,0,0,0,0,0,0,2375.542215,0,0,0,0,0,0,28009.43167,0,0,193.898192,0,0,0,0,0,0,0,0,106.7777778,90446.28616,292676.1783,0,0,0,0,5669.716054,0,124485.5685,43060.67756,0,27935.36171,0,0,0,0,140426.0538,0,0,60095.06964,0,0,0,0,0,582.4635806,0,0,0,101.9394813
BG_15_98,3750.285902,2143.079762,0,0,0,0,0,0,0,0,0,0,0,1958.893364,0,0,0,0,0,0,0,0,83.28571429,20727.12881,33055.82458,0,0,0,0,0,0,0,0,0,0,0,0,0,16896.37357,0,0,0,0,0,0,0,0,0,0,0,83.375,214320.0437,280378.0396,0,0,0,0,17406.67271,0,12397.0173,34098.60317,0,0,0,0,0,0,170667.632,0,0,12096.93339,0,0,9430.63234,788.9712068,33622.61481,169.2917325,0,0,0,90.00775194
BG_15_99,7852.338807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,46173.65592,0,0,0,0,0,9389.679121,0,0,13541.02067,0,0,0,0,0,1576.315056,0,0,0,0,0,0,0,0,0,0,0,99.52631579,380855.0205,112985.5841,0,1280.581025,7509.271118,0,25671.53078,0,0,108297.5103,0,0,0,0,0,0,82024.05283,0,0,20492.34972,0,0,9430.63234,13997.22972,22833.72489,0,0,0,0,92.07432432
