"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",-0.360228488643068,0.414013958453891,-1.17169584721269,0.45123886992656
"2","lam(Structure_Biomass_TotalLiveAboveGround_v1_500)",0.434623299549955,0.156876186700692,0.127145973616599,0.742100625483312
"3","p(Int)",-1.75305289906253,0.499234795189321,-2.7315530976336,-0.774552700491464
