"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",0.144129645253339,0.245982388715176,-0.337995836628405,0.626255127135083
"2","lam(Species_Pinu_Ban_v1_150)",0.296992936686586,0.154461303509139,-0.00575121819132562,0.599737091564498
"3","lam(Structure_Biomass_TotalDead_v1_150)",0.275339919978605,0.143472637710095,-0.00586644993318086,0.556546289890392
"4","p(Int)",-1.83583165942968,0.315360848676542,-2.45393892283571,-1.21772439602366
"5","p(Julian)",-1.00781705778491,0.192691777553851,-1.38549294179046,-0.630141173779361
