"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",1.71666018846613,0.680005570597659,0.38384927009472,3.04947110683754
"2","lam(Species_Pinu_Ban_v1_50)",0.125720055138684,0.0865941237407641,-0.0440044273932133,0.295444537670582
"3","lam(Structure_Stand_Age_v1_50)",0.317736670143653,0.106830054983726,0.10834976237555,0.527123577911756
"4","p(Int)",-2.52670531346721,0.74213503487885,-3.98128998182976,-1.07212064510467
