"","model","formula","lam(Int)","SElam(Int)","lam(S500.mean.VPD__1.2m_Grid.1x1m)","SElam(S500.mean.VPD__1.2m_Grid.1x1m)","lam(S500.mean.VPD__10.11m_Grid.1x1m)","SElam(S500.mean.VPD__10.11m_Grid.1x1m)","lam(S500.mean.VPD__2.3m_Grid.1x1m)","SElam(S500.mean.VPD__2.3m_Grid.1x1m)","lam(S500.mean.VPD__3.4m_Grid.1x1m)","SElam(S500.mean.VPD__3.4m_Grid.1x1m)","lam(S500.mean.VPD__4.5m_Grid.1x1m)","SElam(S500.mean.VPD__4.5m_Grid.1x1m)","lam(S500.mean.VPD__5.6m_Grid.1x1m)","SElam(S500.mean.VPD__5.6m_Grid.1x1m)","lam(S500.mean.VPD__6.7m_Grid.1x1m)","SElam(S500.mean.VPD__6.7m_Grid.1x1m)","lam(S500.mean.VPD__7.8m_Grid.1x1m)","SElam(S500.mean.VPD__7.8m_Grid.1x1m)","lam(S500.mean.VPD__8.9m_Grid.1x1m)","SElam(S500.mean.VPD__8.9m_Grid.1x1m)","lam(S500.mean.VPD__9.10m_Grid.1x1m)","SElam(S500.mean.VPD__9.10m_Grid.1x1m)","lam(S500.mean_MaxHeight)","SElam(S500.mean_MaxHeight)","lam(S500.sd_PercCanopyDensity)","SElam(S500.sd_PercCanopyDensity)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"21","1/8/12","~Julian + 1 ~ S500.mean.VPD__6.7m_Grid.1x1m + S500.mean_MaxHeight + 1",1.47942164265382,1.25684377606313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00140194371925961,0.000685169254772297,NA,NA,NA,NA,NA,NA,-0.378661507197125,0.136041851448795,NA,NA,1.62660824897336,3.5499215683258,-0.0229470798003964,0.0203986066100785,0,28445332.0436622,49.1751942730896,5,98,108.350388546179,1.57694865087289,0.0154381104689339,NA,0.408036869744847
"22","1/3/12","~Julian + 1 ~ S500.mean.VPD__10.11m_Grid.1x1m + S500.mean_MaxHeight + 1",1.47954144098231,1.25693528769101,NA,NA,0.00140202415678974,0.000685230089529207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.378660224709118,0.136041212533197,NA,NA,1.62634446623791,3.54989060189446,-0.0229462682940533,0.0203982259589229,0,28440209.9925911,49.1752050983715,5,98,108.350410196743,1.57697030143683,0.0154379433479396,NA,0.423474813092787
"23","1/12","~Julian + 1 ~ S500.mean_MaxHeight + 1",1.03040860230953,1.28881167253402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.323181280477351,0.131575798313945,NA,NA,1.83908702039625,3.51650584179626,-0.0246604265157726,0.0201384881181025,0,2774430.1738726,50.2446799780121,4,98,108.489359956024,1.71592006071789,0.0144018036646833,NA,0.43787661675747
"24","4/12/13","~1 ~ S500.mean.VPD__2.3m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.0257019430238,4.30802738161072,NA,NA,NA,NA,0.00132341788400843,0.00055376870108474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320577004615145,0.169698061138845,0.107453741278726,0.120662638559376,-2.18518247276042,1.08801288678886,NA,NA,0,62807312.7793044,49.5673760027011,5,98,109.134752005402,2.36131211009605,0.0104296991982189,NA,0.448306315955689
"25","2/12/13","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.02552219818663,4.30768144696108,0.00132349982879832,0.000553792308064599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320557035859102,0.169684127129612,0.107446334850943,0.120651472551208,-2.18502407455095,1.08812341997383,NA,NA,0,62792125.1008667,49.5673818794749,5,98,109.13476375895,2.36132386364346,0.010429637905417,NA,0.458735953861106
"26","5/12/13","~1 ~ S500.mean.VPD__3.4m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.02516151817535,4.30732971373781,NA,NA,NA,NA,NA,NA,0.00132354692332391,0.000553768384917169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320577371699676,0.169666306549028,0.107443892523343,0.120641345250806,-2.185029715955,1.08833227192866,NA,NA,0,62787899.3212587,49.5673911362401,5,98,109.13478227248,2.36134237717401,0.0104295413611538,NA,0.46916549522226
"27","6/12/13","~1 ~ S500.mean.VPD__4.5m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.02468410234061,4.30692327375226,NA,NA,NA,NA,NA,NA,NA,NA,0.00132369727758923,0.000553822280152212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320579773959105,0.169647735658911,0.107433298584648,0.120628960678241,-2.18493513235148,1.08851997633486,NA,NA,0,62764325.342613,49.5674074002185,5,98,109.134814800437,2.36137490513082,0.0104293717366978,NA,0.479594866958957
"28","7/12/13","~1 ~ S500.mean.VPD__5.6m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.02441350043667,4.30663846824643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132384138237729,0.000553887646002523,NA,NA,NA,NA,NA,NA,NA,NA,-0.320578357918284,0.169635080543365,0.107427384014039,0.12062008553289,-2.18485948067792,1.08865012988655,NA,NA,0,62741544.1620856,49.5674357540174,5,98,109.134871508035,2.36143161272865,0.0104290760285809,NA,0.490023942987538
"29","8/12/13","~1 ~ S500.mean.VPD__6.7m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.02423924797,4.30645221050079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132396170179673,0.000553949321045348,NA,NA,NA,NA,NA,NA,-0.320575714422586,0.169626961976419,0.107423263579331,0.120614178309445,-2.18480309765768,1.0887342943719,NA,NA,0,62722357.7089065,49.5674601046527,5,98,109.134920209305,2.36148031399919,0.0104288220770463,NA,0.500452765064585
"30","9/12/13","~1 ~ S500.mean.VPD__7.8m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.0241658844221,4.30631426960083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132407069336631,0.000554009561641226,NA,NA,NA,NA,-0.320570710441805,0.169621247582996,0.107421384405349,0.120609652595228,-2.18475167148745,1.08879334305993,NA,NA,0,62704843.3373585,49.5674853191822,5,98,109.134970638364,2.36153074305821,0.0104285591225195,NA,0.510881324187104
"31","10/12/13","~1 ~ S500.mean.VPD__8.9m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.02418705806101,4.3061870681422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013241963326056,0.000554083763368709,NA,NA,-0.320561553931887,0.16961645302423,0.107421542796823,0.120605256720082,-2.18468910350524,1.08884147986335,NA,NA,0,62684458.4379353,49.5675186552661,5,98,109.135037310532,2.36159741522596,0.0104282114809924,NA,0.521309535668097
"32","11/12/13","~1 ~ S500.mean.VPD__9.10m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.02427772297756,4.3060551740646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132436351080109,0.000554188409834864,-0.320547106369293,0.16961204699936,0.10742278980799,0.120600462301738,-2.18460494077322,1.08888282672128,NA,NA,0,62657035.6400009,49.5675660886408,5,98,109.135132177282,2.36169228197532,0.0104277168474611,NA,0.531737252515558
"33","3/12/13","~1 ~ S500.mean.VPD__10.11m_Grid.1x1m + S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-2.02443145000005,4.30592507360151,NA,NA,0.00132457629091295,0.000554327239961586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320527681734755,0.169608329960358,0.107424945306455,0.120595466826917,-2.18450229757896,1.08891564000372,NA,NA,0,62621928.0258358,49.5676276091425,5,98,109.135255218285,2.36181532297881,0.0104270753488215,NA,0.542164327864379
"34","4/10/12","~1 ~ S500.mean.VPD__2.3m_Grid.1x1m + S500.mean.VPD__8.9m_Grid.1x1m + S500.mean_MaxHeight + 1",1.62384649535918,1.46390927587513,NA,NA,NA,NA,-2.30792710360179,15.314465704452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30928453668994,15.3140150693629,NA,NA,-0.389818347045474,0.135403980884781,NA,NA,-2.20825565585598,1.07973983978044,NA,NA,0,2529067840.44486,49.596249337988,5,98,109.192498675976,2.4190587806697,0.01013286491573,NA,0.552297192780109
"35","4/11/12","~1 ~ S500.mean.VPD__2.3m_Grid.1x1m + S500.mean.VPD__9.10m_Grid.1x1m + S500.mean_MaxHeight + 1",1.62809502027265,1.46289258835781,NA,NA,NA,NA,-2.28854166505021,14.9893570170865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28989391907983,14.9888898839471,-0.389736017357173,0.135489783280878,NA,NA,-2.20505476228517,1.0781661267978,NA,NA,0,2462648347.43212,49.5992230915859,5,98,109.198446183172,2.4250062878656,0.0101027770313793,NA,0.562399969811488
"36","4/9/12","~1 ~ S500.mean.VPD__2.3m_Grid.1x1m + S500.mean.VPD__7.8m_Grid.1x1m + S500.mean_MaxHeight + 1",1.61623229698635,1.46299022246163,NA,NA,NA,NA,-2.26825769119169,15.8491065200945,NA,NA,NA,NA,NA,NA,NA,NA,2.26960542228977,15.8486740141271,NA,NA,NA,NA,-0.389567511340607,0.135434798075626,NA,NA,-2.21090396470914,1.0819915821167,NA,NA,0,2773091205.53096,49.6036088047516,5,98,109.207217609503,2.43377771419694,0.0100585661680899,NA,0.572458535979578
"37","4/8/12","~1 ~ S500.mean.VPD__2.3m_Grid.1x1m + S500.mean.VPD__6.7m_Grid.1x1m + S500.mean_MaxHeight + 1",1.60559262227034,1.45811403944186,NA,NA,NA,NA,-2.16653216552108,16.851281587053,NA,NA,NA,NA,NA,NA,2.16786786164383,16.8508658159892,NA,NA,NA,NA,NA,NA,-0.389388838146454,0.135500172434697,NA,NA,-2.2102060997022,1.08175207277203,NA,NA,0,3235580131.01861,49.6229367446776,5,98,109.245873489355,2.47243359404895,0.00986602154493145,NA,0.58232455752451
"38","4/7/12","~1 ~ S500.mean.VPD__2.3m_Grid.1x1m + S500.mean.VPD__5.6m_Grid.1x1m + S500.mean_MaxHeight + 1",1.59003080378485,1.4493547210619,NA,NA,NA,NA,-1.96533986723123,18.9293155198052,NA,NA,NA,NA,1.96667406374999,18.9289166472843,NA,NA,NA,NA,NA,NA,NA,NA,-0.389677584287283,0.135749168462146,NA,NA,-2.20453243005495,1.07680312580969,NA,NA,0,4106278221.61135,49.6604912908204,5,98,109.320982581641,2.54754268633447,0.0095023785449583,NA,0.591826936069468
"39","2/10/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__8.9m_Grid.1x1m + S500.mean_MaxHeight + 1",1.60775161689216,1.47701556382313,-2.03210430593333,16.0865167305591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03341946903595,16.086057057104,NA,NA,-0.39063548667118,0.135349405006505,NA,NA,-2.20353126953844,1.07600479881104,NA,NA,0,3105946633.01716,49.6609546192479,5,98,109.321909238496,2.54846934318952,0.00949797684264493,NA,0.601324912912113
"40","2/11/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__9.10m_Grid.1x1m + S500.mean_MaxHeight + 1",1.61448513956279,1.48710932342575,-2.01658791975824,16.0445397693626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01792270464394,16.0440549849981,-0.390966221207866,0.1352453407596,NA,NA,-2.20653590024679,1.07464137892466,NA,NA,0,2934890382.29618,49.6678877579038,5,98,109.335775515808,2.56233562050132,0.0094323538019306,NA,0.610757266714044
"41","2/9/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__7.8m_Grid.1x1m + S500.mean_MaxHeight + 1",1.60472407571682,1.46567083084886,-1.98328736443963,16.3979887927954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98459696945505,16.3975556844653,NA,NA,NA,NA,-0.391185509265881,0.135503571278293,NA,NA,-2.20034389283065,1.07653749267986,NA,NA,0,3288064263.33828,49.6685206593697,5,98,109.337041318739,2.56360142343323,0.0094263859401154,NA,0.620183652654159
"42","2/3/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__10.11m_Grid.1x1m + S500.mean_MaxHeight + 1",1.61483425293404,1.49543214863492,-1.93846441614597,16.1679133009356,1.93981931901982,16.1674022648402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39120979770775,0.13519870189935,NA,NA,-2.20092207944644,1.07085914230995,NA,NA,0,2837344904.37414,49.6860872846112,5,98,109.372174569222,2.59873467391613,0.00926224209862237,NA,0.629445894752781
"43","2/8/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__6.7m_Grid.1x1m + S500.mean_MaxHeight + 1",1.59746092442507,1.45152518300208,-1.87049635198482,17.2116556304796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87181409872462,17.2112477521192,NA,NA,NA,NA,NA,NA,-0.391840411767918,0.135882305291316,NA,NA,-2.19476122939836,1.07161641901786,NA,NA,0,3560449417.40346,49.6892678729476,5,98,109.378535745895,2.60509585058895,0.00923282951888364,NA,0.638678724271665
"44","4/6/12","~1 ~ S500.mean.VPD__2.3m_Grid.1x1m + S500.mean.VPD__4.5m_Grid.1x1m + S500.mean_MaxHeight + 1",1.56895624774889,1.43884528673379,NA,NA,NA,NA,-1.60766541199296,23.897275878767,NA,NA,1.60901434666207,23.8968931849405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.390642885799577,0.136256096098292,NA,NA,-2.19333650662133,1.06665398452436,NA,NA,0,6315444428.98736,49.7196419963184,5,98,109.439283992637,2.66584409733053,0.00895660666584012,NA,0.647635330937505
"45","2/7/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__5.6m_Grid.1x1m + S500.mean_MaxHeight + 1",1.58148285672944,1.43667093445317,-1.65975249855239,19.0043472828801,NA,NA,NA,NA,NA,NA,NA,NA,1.6610679084276,19.0039654063308,NA,NA,NA,NA,NA,NA,NA,NA,-0.391692455567183,0.13652831637584,NA,NA,-2.19070267129589,1.06478781216147,NA,NA,0,4369013383.08826,49.7207550544411,5,98,109.441510108882,2.66807021357587,0.00894664298814401,NA,0.656581973925649
"46","5/10/12","~1 ~ S500.mean.VPD__3.4m_Grid.1x1m + S500.mean.VPD__8.9m_Grid.1x1m + S500.mean_MaxHeight + 1",1.56825112409613,1.44824899625129,NA,NA,NA,NA,NA,NA,-1.38728090104309,22.3009386342472,NA,NA,NA,NA,NA,NA,NA,NA,1.38863820901325,22.3004931884385,NA,NA,-0.391174024393824,0.136295667934525,NA,NA,-2.18786789197823,1.06751806224481,NA,NA,0,5383043335.46702,49.7531037959647,5,98,109.506207591929,2.73276769662309,0.00866186134401595,NA,0.665243835269665
"47","5/11/12","~1 ~ S500.mean.VPD__3.4m_Grid.1x1m + S500.mean.VPD__9.10m_Grid.1x1m + S500.mean_MaxHeight + 1",1.57069017146769,1.44652259725768,NA,NA,NA,NA,NA,NA,-1.37980835878883,21.2472884350706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38116433984225,21.246827126719,-0.390977927337078,0.136681010117762,NA,NA,-2.18690029851668,1.06586590314167,NA,NA,0,4908884982.57638,49.7545793866183,5,98,109.509158773237,2.73571887793037,0.0086490894077659,NA,0.673892924677431
"48","5/9/12","~1 ~ S500.mean.VPD__3.4m_Grid.1x1m + S500.mean.VPD__7.8m_Grid.1x1m + S500.mean_MaxHeight + 1",1.56368362218136,1.44629874618487,NA,NA,NA,NA,NA,NA,-1.33630977897096,23.8796060217652,NA,NA,NA,NA,NA,NA,1.33766562682471,23.8791811485394,NA,NA,NA,NA,-0.391253458586734,0.136241128782683,NA,NA,-2.1879397074746,1.06834414326609,NA,NA,0,6193572637.02811,49.7592670536571,5,98,109.518534107314,2.74509421200804,0.00860864023662621,NA,0.682501564914057
"49","3/5/12","~1 ~ S500.mean.VPD__10.11m_Grid.1x1m + S500.mean.VPD__3.4m_Grid.1x1m + S500.mean_MaxHeight + 1",1.58336129926681,1.40699015057165,NA,NA,1.27882234470732,20.0796334805252,NA,NA,-1.27751753773531,20.0801004687838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.394811581456195,0.135404134646511,NA,NA,-2.14170707319889,1.05930021368498,NA,NA,0,5181419298.06946,49.7608509535983,5,98,109.521701907197,2.74826201189033,0.00859501580457898,NA,0.691096580718636
"50","2/6/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__4.5m_Grid.1x1m + S500.mean_MaxHeight + 1",1.55763771919909,1.41614479998403,-1.29348172575178,23.0772785557454,NA,NA,NA,NA,NA,NA,1.29480678512736,23.0769314910112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.391418720537923,0.13801861395774,NA,NA,-2.18618123037092,1.05143404946988,NA,NA,0,6263007236.26305,49.7673329725768,5,98,109.534665945154,2.76122604984742,0.00853948292604073,NA,0.699636063644677
"51","5/8/12","~1 ~ S500.mean.VPD__3.4m_Grid.1x1m + S500.mean.VPD__6.7m_Grid.1x1m + S500.mean_MaxHeight + 1",1.55710145625139,1.4394711339857,NA,NA,NA,NA,NA,NA,-1.22387891470435,26.7145207990227,NA,NA,NA,NA,1.22523320091375,26.7141166461546,NA,NA,NA,NA,NA,NA,-0.3913195324763,0.136319959517243,NA,NA,-2.18649776612549,1.06620579051926,NA,NA,0,7785744919.27555,49.7726857786891,5,98,109.545371557378,2.77193166207186,0.00849389485055467,NA,0.708129958495232
"52","12/13","~1 ~ S500.mean_MaxHeight + S500.sd_PercCanopyDensity + 1",-1.75358541340796,4.51698879030412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.269081661904076,0.174420912318272,0.081447488003914,0.125024501644136,-2.18682771851196,1.06893609906644,NA,NA,0,202065.616593673,50.7814343179698,4,98,109.56286863594,2.78942874063327,0.0084199097803369,NA,0.716549868275569
"53","5/7/12","~1 ~ S500.mean.VPD__3.4m_Grid.1x1m + S500.mean.VPD__5.6m_Grid.1x1m + S500.mean_MaxHeight + 1",1.54821731860787,1.42813524985878,NA,NA,NA,NA,NA,NA,-1.01560592396665,33.1013746359283,NA,NA,1.01696119288361,33.1009929384058,NA,NA,NA,NA,NA,NA,NA,NA,-0.391518287912178,0.136474821451097,NA,NA,-2.18292865177925,1.06151262679295,NA,NA,0,11936200018.7912,49.7946038605326,5,98,109.589207721065,2.81576782575897,0.00830975038665821,NA,0.724859618662227
"54","4/5/12","~1 ~ S500.mean.VPD__2.3m_Grid.1x1m + S500.mean.VPD__3.4m_Grid.1x1m + S500.mean_MaxHeight + 1",1.54605352409983,1.44389309168136,NA,NA,NA,NA,-0.941359143271748,41.1837287188989,0.942715749140707,41.1833404935089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.391939064155715,0.136624733984484,NA,NA,-2.17884354688917,1.05881433150374,NA,NA,0,18461130973.9037,49.7995035529089,5,98,109.599007105818,2.82556721051147,0.00826913474935927,NA,0.733128753411586
"55","6/10/12","~1 ~ S500.mean.VPD__4.5m_Grid.1x1m + S500.mean.VPD__8.9m_Grid.1x1m + S500.mean_MaxHeight + 1",1.54355919726509,1.44436419547345,NA,NA,NA,NA,NA,NA,NA,NA,-0.740583295502643,34.236693875566,NA,NA,NA,NA,NA,NA,0.741936170739049,34.23623355862,NA,NA,-0.391325517498175,0.136911581182193,NA,NA,-2.18103204481996,1.06298256002462,NA,NA,0,12847270490.9365,49.816033139546,5,98,109.632066279092,2.85862638378585,0.00813357284778971,NA,0.741262326259376
"56","6/11/12","~1 ~ S500.mean.VPD__4.5m_Grid.1x1m + S500.mean.VPD__9.10m_Grid.1x1m + S500.mean_MaxHeight + 1",1.54473274160631,1.43308218734334,NA,NA,NA,NA,NA,NA,NA,NA,-0.737295085154761,30.6863020406389,NA,NA,NA,NA,NA,NA,NA,NA,0.738649384926727,30.685835964993,-0.391193836766822,0.13777512401504,NA,NA,-2.18070288644709,1.05884796717209,NA,NA,0,10286982858.0772,49.8171231074131,5,98,109.634246214826,2.86080631951997,0.0081247123444504,NA,0.749387038603826
"57","6/9/12","~1 ~ S500.mean.VPD__4.5m_Grid.1x1m + S500.mean.VPD__7.8m_Grid.1x1m + S500.mean_MaxHeight + 1",1.54112776013103,1.45030847632339,NA,NA,NA,NA,NA,NA,NA,NA,-0.68561136679599,39.5481665674153,NA,NA,NA,NA,0.686963290868742,39.5477215127817,NA,NA,NA,NA,-0.391418878840382,0.136640408061895,NA,NA,-2.18070245568564,1.06619144037413,NA,NA,0,17186572573.6935,49.8194214893126,5,98,109.638842978625,2.86540308331892,0.00810606009586568,NA,0.757493098699692
"58","3/6/12","~1 ~ S500.mean.VPD__10.11m_Grid.1x1m + S500.mean.VPD__4.5m_Grid.1x1m + S500.mean_MaxHeight + 1",1.54432776966314,1.42459690820737,NA,NA,0.674289930912882,28.1909770366259,NA,NA,NA,NA,-0.672935490033616,28.1914476052403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.391002627975359,0.139328578123701,NA,NA,-2.18030263497161,1.0563709982792,NA,NA,0,8683358489.83327,49.8221080168422,5,98,109.644216033684,2.87077613837825,0.00808431216854412,NA,0.765577410868236
"59","5/6/12","~1 ~ S500.mean.VPD__3.4m_Grid.1x1m + S500.mean.VPD__4.5m_Grid.1x1m + S500.mean_MaxHeight + 1",1.53823616707035,1.41187179766568,NA,NA,NA,NA,NA,NA,-0.65801844680235,54.2543797440128,0.659376459028261,54.2540246730204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.391875243530376,0.136657486344677,NA,NA,-2.17772042401916,1.05521127180411,NA,NA,0,31887648476.3808,49.8223084782681,5,98,109.644616956536,2.87117706122997,0.00808269173822201,NA,0.773660102606458
"60","2/4/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__2.3m_Grid.1x1m + S500.mean_MaxHeight + 1",1.54149104526392,1.2511745082981,0.313167155954612,52.641782002195,NA,NA,-0.311891075577104,52.6418317824654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.394730393302134,0.149246337114918,NA,NA,-2.13777249149414,1.0361182418354,NA,NA,0,38229044054.4797,49.8241049751679,5,98,109.648209950336,2.87477005502961,0.00806818424280914,NA,0.781728286849267
"61","6/8/12","~1 ~ S500.mean.VPD__4.5m_Grid.1x1m + S500.mean.VPD__6.7m_Grid.1x1m + S500.mean_MaxHeight + 1",1.53773598782784,1.44948514357832,NA,NA,NA,NA,NA,NA,NA,NA,-0.569193508832663,49.8880550918781,NA,NA,0.570545455371042,49.8876269994192,NA,NA,NA,NA,NA,NA,-0.391511469022781,0.136614280204841,NA,NA,-2.17957058357148,1.06564351076343,NA,NA,0,27357727962.5192,49.8264027642365,5,98,109.652805528473,2.87936563316673,0.00804966654028766,NA,0.789777953389555
"62","2/5/12","~1 ~ S500.mean.VPD__1.2m_Grid.1x1m + S500.mean.VPD__3.4m_Grid.1x1m + S500.mean_MaxHeight + 1",1.54076842724297,1.37548704865095,-0.618796287565416,33.812001371012,NA,NA,NA,NA,0.620153834112093,33.8117182808201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.392535877965831,0.141437407743613,NA,NA,-2.17744994993666,1.0330699458924,NA,NA,0,12393017636.2572,49.8283969573586,5,98,109.656793914717,2.88335401941104,0.00803362994598492,NA,0.79781158333554
"63","7/10/12","~1 ~ S500.mean.VPD__5.6m_Grid.1x1m + S500.mean.VPD__8.9m_Grid.1x1m + S500.mean_MaxHeight + 1",1.53456443685579,1.41381294914184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.385913503482517,52.2803808522651,NA,NA,NA,NA,0.38725565743962,52.279937947364,NA,NA,-0.391077367414462,0.137508006857608,NA,NA,-2.1802177247641,1.05664209557666,NA,NA,0,30811487457.52,49.8321276458124,5,98,109.664255291625,2.89081539631857,0.00800371481222233,NA,0.805815298147762
"64","7/11/12","~1 ~ S500.mean.VPD__5.6m_Grid.1x1m + S500.mean.VPD__9.10m_Grid.1x1m + S500.mean_MaxHeight + 1",1.53508617664576,1.39287982609136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.383793789446088,42.2745727454117,NA,NA,NA,NA,NA,NA,0.385134615387726,42.2741407356232,-0.390921835604317,0.138966572590691,NA,NA,-2.18046728357677,1.05110598475782,NA,NA,0,20217759034.5085,49.8322310664003,5,98,109.664462132801,2.89102223749434,0.00800288710613286,NA,0.813818185253895
"65","3/11/12","~1 ~ S500.mean.VPD__10.11m_Grid.1x1m + S500.mean.VPD__9.10m_Grid.1x1m + S500.mean_MaxHeight + 1",1.52895606459691,1.29152512473082,NA,NA,-0.0647148142864496,155.297242021015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0660298399673011,155.297475413502,-0.390417584401089,0.148425774538445,NA,NA,-2.17602237199932,1.03640304630712,NA,NA,0,292854838475.93,49.8335414622086,5,98,109.667082924417,2.89364302911088,0.00799240702444214,NA,0.821810592278337
"66","3/10/12","~1 ~ S500.mean.VPD__10.11m_Grid.1x1m + S500.mean.VPD__8.9m_Grid.1x1m + S500.mean_MaxHeight + 1",1.52821954120456,1.29684482060275,NA,NA,-0.0667200806539347,80.51639818364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0680355699717914,80.5166597739951,NA,NA,-0.390387919532262,0.146991182188673,NA,NA,-2.17649063055429,1.03616782573597,NA,NA,0,78561159322.8096,49.8335617078849,5,98,109.66712341577,2.8936835204636,0.00799224521439417,NA,0.829802837492731
"67","3/7/12","~1 ~ S500.mean.VPD__10.11m_Grid.1x1m + S500.mean.VPD__5.6m_Grid.1x1m + S500.mean_MaxHeight + 1",1.5347275683862,1.37915693407018,NA,NA,0.321077158172058,36.0782400214666,NA,NA,NA,NA,NA,NA,-0.319741020440156,36.0786630100846,NA,NA,NA,NA,NA,NA,NA,NA,-0.390699063724907,0.141102041885848,NA,NA,-2.18084785534317,1.04899297599185,NA,NA,0,14910835951.1819,49.8337078879133,5,98,109.667415775827,2.89397588052036,0.00799107699314929,NA,0.83779391448588
"68","7/9/12","~1 ~ S500.mean.VPD__5.6m_Grid.1x1m + S500.mean.VPD__7.8m_Grid.1x1m + S500.mean_MaxHeight + 1",1.53335679273139,1.43293636599504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.329573907962771,70.4427919668439,NA,NA,0.330917142492244,70.4423498736856,NA,NA,NA,NA,-0.391194261687921,0.136902784575192,NA,NA,-2.17972041520277,1.06327023773527,NA,NA,0,55789199818.8224,49.834228067367,5,98,109.668456134734,2.89501623942785,0.00798692128003616,NA,0.845780835765917
