"","model","formula","lam(Int)","SElam(Int)","lam(S500.mean_MaxHeight)","SElam(S500.mean_MaxHeight)","lam(S500.sd_PercCanopyDensity)","SElam(S500.sd_PercCanopyDensity)","lam(S500.VPD__10.11m_Grid.1x1m.mean)","SElam(S500.VPD__10.11m_Grid.1x1m.mean)","lam(S500.VPD__100.150cm_Grid.1x1m.mean)","SElam(S500.VPD__100.150cm_Grid.1x1m.mean)","lam(S500.VPD__11.12m_Grid.1x1m.mean)","SElam(S500.VPD__11.12m_Grid.1x1m.mean)","lam(S500.VPD__150.200cm_Grid.1x1m.mean)","SElam(S500.VPD__150.200cm_Grid.1x1m.mean)","lam(S500.VPD__2.3m_Grid.1x1m.mean)","SElam(S500.VPD__2.3m_Grid.1x1m.mean)","lam(S500.VPD__3.4m_Grid.1x1m.mean)","SElam(S500.VPD__3.4m_Grid.1x1m.mean)","lam(S500.VPD__4.5m_Grid.1x1m.mean)","SElam(S500.VPD__4.5m_Grid.1x1m.mean)","lam(S500.VPD__5.6m_Grid.1x1m.mean)","SElam(S500.VPD__5.6m_Grid.1x1m.mean)","lam(S500.VPD__50.100cm_Grid.1x1m.mean)","SElam(S500.VPD__50.100cm_Grid.1x1m.mean)","lam(S500.VPD__6.7m_Grid.1x1m.mean)","SElam(S500.VPD__6.7m_Grid.1x1m.mean)","lam(S500.VPD__7.8m_Grid.1x1m.mean)","SElam(S500.VPD__7.8m_Grid.1x1m.mean)","lam(S500.VPD__8.9m_Grid.1x1m.mean)","SElam(S500.VPD__8.9m_Grid.1x1m.mean)","lam(S500.VPD__9.10m_Grid.1x1m.mean)","SElam(S500.VPD__9.10m_Grid.1x1m.mean)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","1/3/8","~Julian + 1 ~ S500.sd_PercCanopyDensity + S500.VPD__2.3m_Grid.1x1m.mean + 1",0.709105610000755,0.196323081256575,NA,NA,-0.187978341239664,0.092960583646765,NA,NA,NA,NA,NA,NA,NA,NA,-0.188663161705827,0.0986991344223929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14788200798062,0.256477362267282,-0.273366987847982,0.121092342420929,0,17.9967631797761,336.107498187341,5,98,682.214996374682,0,0.0279869814577803,NA,0.0279869814577803
"2","1/2","~Julian + 1 ~ S500.mean_MaxHeight + 1",0.729482650269269,0.195345130992033,0.178029729859476,0.0911201219165075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.16298799638533,0.256165051642315,-0.292722966896759,0.117169383976728,0,18.0981916648827,337.122852815135,4,98,682.24570563027,0.0307092555882491,0.0275605341228647,NA,0.0555475155806451
"3","1/2/8","~Julian + 1 ~ S500.mean_MaxHeight + S500.VPD__2.3m_Grid.1x1m.mean + 1",0.703711614206961,0.197218354128953,0.173078944417647,0.0874564092605754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138487205274209,0.0990919232188314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14307263785767,0.257715915289385,-0.254487188982723,0.120593132913808,0,18.9702236954558,336.150490282553,5,98,682.300980565105,0.0859841904231189,0.0268092602326953,NA,0.0823567758133404
"4","1/2/9","~Julian + 1 ~ S500.mean_MaxHeight + S500.VPD__3.4m_Grid.1x1m.mean + 1",0.704584998306007,0.196361283469193,0.183037451870806,0.0873932299887061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.127110045219334,0.100311077574294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14142120662907,0.256700906163855,-0.261061300405819,0.120066156008516,0,18.4717903430233,336.325233259608,5,98,682.650466519216,0.43547014453361,0.0225110068257448,NA,0.104867782639085
"5","1/2/7","~Julian + 1 ~ S500.mean_MaxHeight + S500.VPD__150.200cm_Grid.1x1m.mean + 1",0.709344468333187,0.196925281848083,0.164778822260585,0.0887808748272907,NA,NA,NA,NA,NA,NA,NA,NA,-0.11781899650298,0.0989897878757711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14677125927939,0.257596446088874,-0.260602481506773,0.120462114535051,0,19.1015209699779,336.41788994909,5,98,682.83577989818,0.620783523498289,0.0205189262588728,NA,0.125386708897958
"6","1/3/7","~Julian + 1 ~ S500.sd_PercCanopyDensity + S500.VPD__150.200cm_Grid.1x1m.mean + 1",0.714429342985855,0.196095260587298,NA,NA,-0.170674229577036,0.0914100630652898,NA,NA,NA,NA,NA,NA,-0.167300287804284,0.0973307777533201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15084138020629,0.256474141263678,-0.277928614484316,0.121100488767128,0,17.97120863991,336.442974951691,5,98,682.885949903382,0.670953528699783,0.020010611138173,NA,0.145397320036131
"7","1/2/12","~Julian + 1 ~ S500.mean_MaxHeight + S500.VPD__50.100cm_Grid.1x1m.mean + 1",0.714076372335172,0.196599812717551,0.144827427806312,0.0923190363821272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.111327789754151,0.100926118821743,NA,NA,NA,NA,NA,NA,NA,NA,-1.15107494204977,0.257173207531216,-0.268618335614148,0.119378549110699,0,19.8395780043315,336.523141351309,5,98,683.046282702617,0.831286327935004,0.0184690487444779,NA,0.163866368780609
"8","1/3/9","~Julian + 1 ~ S500.sd_PercCanopyDensity + S500.VPD__3.4m_Grid.1x1m.mean + 1",0.710297178627317,0.194507984629539,NA,NA,-0.185432899257296,0.0945125718354061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162110903762712,0.0991563881248621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14344178441926,0.254392579673665,-0.283413196024437,0.12073971353455,0,17.4086201531876,336.599297855811,5,98,683.198595711622,0.983599336939506,0.0171147349534301,NA,0.180981103734039
"9","1/2/5","~Julian + 1 ~ S500.mean_MaxHeight + S500.VPD__100.150cm_Grid.1x1m.mean + 1",0.713779226763915,0.196334524445613,0.162785287401355,0.0901742099791838,NA,NA,NA,NA,-0.0929694108028501,0.100017229295844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14887855411478,0.257001599575136,-0.268231613679406,0.120274559498354,0,18.9978444442487,336.693163949623,5,98,683.386327899246,1.1713315245637,0.0155813345058459,NA,0.196562438239885
"10","1/6","~Julian + 1 ~ S500.VPD__11.12m_Grid.1x1m.mean + 1",0.707857545190812,0.191992648532904,NA,NA,NA,NA,NA,NA,NA,NA,0.147728033117368,0.0913041784542048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13041238056891,0.252318103235773,-0.270344022701742,0.118624914628448,0,17.1423140431499,337.70935354446,4,98,683.418707088919,1.20371071423699,0.0153311099952629,NA,0.211893548235148
