"","model","formula","lam(Int)","SElam(Int)","lam(S500.VPD__10.11m_Grid.1x1m.mean)","SElam(S500.VPD__10.11m_Grid.1x1m.mean)","lam(S500.VPD__11.12m_Grid.1x1m.mean)","SElam(S500.VPD__11.12m_Grid.1x1m.mean)","lam(S500.VPD__9.10m_Grid.1x1m.mean)","SElam(S500.VPD__9.10m_Grid.1x1m.mean)","p(Int)","SEp(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","4/6/16","~1 ~ S500.VPD__10.11m_Grid.1x1m.mean + S500.VPD__11.12m_Grid.1x1m.mean + S500.VPD__9.10m_Grid.1x1m.mean + 1",-0.143539586299118,0.4774909497745,15.6234830704616,4.36474528317713,-8.62711798162317,2.15586102500721,-7.4959966140132,2.41559905020038,-2.04015179814418,0.541367285687325,0,3577.94539115993,138.021095983706,5,98,286.042191967411,0,1,NA,1
