"","model","formula","lam(Int)","SElam(Int)","lam(S500.mean_MaxHeight)","SElam(S500.mean_MaxHeight)","lam(S500.sd_PercCanopyDensity)","SElam(S500.sd_PercCanopyDensity)","lam(S500.VPD__10.11m_Grid.1x1m.mean)","SElam(S500.VPD__10.11m_Grid.1x1m.mean)","lam(S500.VPD__100.150cm_Grid.1x1m.mean)","SElam(S500.VPD__100.150cm_Grid.1x1m.mean)","lam(S500.VPD__11.12m_Grid.1x1m.mean)","SElam(S500.VPD__11.12m_Grid.1x1m.mean)","lam(S500.VPD__150.200cm_Grid.1x1m.mean)","SElam(S500.VPD__150.200cm_Grid.1x1m.mean)","lam(S500.VPD__2.3m_Grid.1x1m.mean)","SElam(S500.VPD__2.3m_Grid.1x1m.mean)","lam(S500.VPD__3.4m_Grid.1x1m.mean)","SElam(S500.VPD__3.4m_Grid.1x1m.mean)","lam(S500.VPD__4.5m_Grid.1x1m.mean)","SElam(S500.VPD__4.5m_Grid.1x1m.mean)","lam(S500.VPD__5.6m_Grid.1x1m.mean)","SElam(S500.VPD__5.6m_Grid.1x1m.mean)","lam(S500.VPD__50.100cm_Grid.1x1m.mean)","SElam(S500.VPD__50.100cm_Grid.1x1m.mean)","lam(S500.VPD__6.7m_Grid.1x1m.mean)","SElam(S500.VPD__6.7m_Grid.1x1m.mean)","lam(S500.VPD__7.8m_Grid.1x1m.mean)","SElam(S500.VPD__7.8m_Grid.1x1m.mean)","lam(S500.VPD__8.9m_Grid.1x1m.mean)","SElam(S500.VPD__8.9m_Grid.1x1m.mean)","lam(S500.VPD__9.10m_Grid.1x1m.mean)","SElam(S500.VPD__9.10m_Grid.1x1m.mean)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","1/7/12","~Julian + 1 ~ S500.VPD__150.200cm_Grid.1x1m.mean + S500.VPD__50.100cm_Grid.1x1m.mean + 1",0.764061611267731,2.73674530898556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44342596923882,0.574269503968345,NA,NA,NA,NA,NA,NA,NA,NA,1.06528255209774,0.503724944970977,NA,NA,NA,NA,NA,NA,NA,NA,-4.47435321632447,2.7540896786099,0.763414240002261,0.347895521038917,0,471.743928239481,56.8562011126548,5,98,123.71240222531,0,0.0923721932105146,NA,0.0923721932105146
"2","1/5/12","~Julian + 1 ~ S500.VPD__100.150cm_Grid.1x1m.mean + S500.VPD__50.100cm_Grid.1x1m.mean + 1",0.936460943522981,3.21510438975681,NA,NA,NA,NA,NA,NA,-1.85529879092855,0.782694061169499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61678265850071,0.747444258284425,NA,NA,NA,NA,NA,NA,NA,NA,-4.60145433283973,3.23965110437175,0.739314656066981,0.346353524601785,0,634.988941689118,57.3798445935999,5,98,124.7596891872,1.04728696189025,0.0547174413425953,NA,0.14708963455311
"3","1/5/7","~Julian + 1 ~ S500.VPD__100.150cm_Grid.1x1m.mean + S500.VPD__150.200cm_Grid.1x1m.mean + 1",0.667052533156699,2.37607777510717,NA,NA,NA,NA,NA,NA,1.5087732496172,0.917565085901233,NA,NA,-2.01213930637446,1.03582086335639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.2932145786938,2.39628794114906,0.702552641968125,0.340785173195653,0,412.090245070356,57.7399801118198,5,98,125.47996022364,1.76755799832993,0.0381698903817985,NA,0.185259524934908
"4","1/8","~Julian + 1 ~ S500.VPD__2.3m_Grid.1x1m.mean + 1",0.893841798800225,2.74811979494908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.451400153295136,0.276208474381094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.41863733394982,2.78246230592303,0.674433547457193,0.337832618728951,0,474.473593915261,58.8996050834255,4,98,125.799210166851,2.08680794154137,0.0325384355636935,NA,0.217797960498602
"5","1/7","~Julian + 1 ~ S500.VPD__150.200cm_Grid.1x1m.mean + 1",0.75836130887518,2.39363100621678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.453427356873464,0.282672843927545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.2812359360851,2.42794718987312,0.67050500529847,0.33868643026076,0,356.963938420428,58.9312392324972,4,98,125.862478464994,2.15007623968481,0.0315252204356383,NA,0.24932318093424
"6","1/10/11","~Julian + 1 ~ S500.VPD__4.5m_Grid.1x1m.mean + S500.VPD__5.6m_Grid.1x1m.mean + 1",0.686509922526073,2.36429039378885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.71038956664452,0.819333684235183,1.50992132734521,0.721549828396189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.25405232315047,2.39394400544987,0.65781202731004,0.331324427121116,0,395.605960300788,58.0173851691289,5,98,126.034770338258,2.32236811294824,0.0289231391561679,NA,0.278246320090408
"7","1/8/12","~Julian + 1 ~ S500.VPD__2.3m_Grid.1x1m.mean + S500.VPD__50.100cm_Grid.1x1m.mean + 1",1.1950414948473,4.13621543415043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.885272995468386,0.448326719646534,NA,NA,NA,NA,NA,NA,0.528798893756664,0.394250856208234,NA,NA,NA,NA,NA,NA,NA,NA,-4.79741511545291,4.16169582917055,0.683306176342368,0.334384291264546,0,1098.74622007885,58.038702653666,5,98,126.077405307332,2.36500308202237,0.0283130959793507,NA,0.306559416069759
"8","1/10/13","~Julian + 1 ~ S500.VPD__4.5m_Grid.1x1m.mean + S500.VPD__6.7m_Grid.1x1m.mean + 1",0.662121906109664,2.28310538426808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03026133966735,0.52350135446886,NA,NA,NA,NA,0.893322870350996,0.429836268306241,NA,NA,NA,NA,NA,NA,-4.2258976706127,2.31365465868935,0.663021708388499,0.331070822059933,0,365.622691443428,58.0690400826887,5,98,126.138080165377,2.42567794006767,0.0274670477911477,NA,0.334026463860906
"9","1/9/13","~Julian + 1 ~ S500.VPD__3.4m_Grid.1x1m.mean + S500.VPD__6.7m_Grid.1x1m.mean + 1",0.688851013692452,2.33030426154136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.700380060347879,0.357596547407769,NA,NA,NA,NA,NA,NA,0.455167722438384,0.268570717245733,NA,NA,NA,NA,NA,NA,-4.25883022181714,2.35977290561712,0.675752302787475,0.334098503503669,0,337.013359984806,58.0781791978251,5,98,126.15635839565,2.44395617034046,0.027217166863452,NA,0.361243630724358
"10","1/9/11","~Julian + 1 ~ S500.VPD__3.4m_Grid.1x1m.mean + S500.VPD__5.6m_Grid.1x1m.mean + 1",0.718079584968876,2.40767570160121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.860072523571297,0.428370059697144,NA,NA,0.566479346760933,0.342283003521286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.28918744051536,2.43638734171659,0.675001914901935,0.334741229378904,0,366.835935913744,58.1149804680818,5,98,126.229960936164,2.51755871085396,0.0262337470859475,NA,0.387477377810306
