"","model","formula","lam(Int)","SElam(Int)","lam(S150.mean_MaxHeight)","SElam(S150.mean_MaxHeight)","lam(S150.sd_PercCanopyDensity)","SElam(S150.sd_PercCanopyDensity)","lam(S150.VPD__10.11m_Grid.1x1m.mean)","SElam(S150.VPD__10.11m_Grid.1x1m.mean)","lam(S150.VPD__100.150cm_Grid.1x1m.mean)","SElam(S150.VPD__100.150cm_Grid.1x1m.mean)","lam(S150.VPD__11.12m_Grid.1x1m.mean)","SElam(S150.VPD__11.12m_Grid.1x1m.mean)","lam(S150.VPD__150.200cm_Grid.1x1m.mean)","SElam(S150.VPD__150.200cm_Grid.1x1m.mean)","lam(S150.VPD__2.3m_Grid.1x1m.mean)","SElam(S150.VPD__2.3m_Grid.1x1m.mean)","lam(S150.VPD__3.4m_Grid.1x1m.mean)","SElam(S150.VPD__3.4m_Grid.1x1m.mean)","lam(S150.VPD__4.5m_Grid.1x1m.mean)","SElam(S150.VPD__4.5m_Grid.1x1m.mean)","lam(S150.VPD__5.6m_Grid.1x1m.mean)","SElam(S150.VPD__5.6m_Grid.1x1m.mean)","lam(S150.VPD__50.100cm_Grid.1x1m.mean)","SElam(S150.VPD__50.100cm_Grid.1x1m.mean)","lam(S150.VPD__6.7m_Grid.1x1m.mean)","SElam(S150.VPD__6.7m_Grid.1x1m.mean)","lam(S150.VPD__7.8m_Grid.1x1m.mean)","SElam(S150.VPD__7.8m_Grid.1x1m.mean)","lam(S150.VPD__8.9m_Grid.1x1m.mean)","SElam(S150.VPD__8.9m_Grid.1x1m.mean)","lam(S150.VPD__9.10m_Grid.1x1m.mean)","SElam(S150.VPD__9.10m_Grid.1x1m.mean)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","1","~Julian + 1 ~ 1",-0.291898669876861,0.299554633037525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67180834928754,0.374485457686979,0.549221057144197,0.234881927366091,0,11.9212341889815,143.539411062723,3,98,293.078822125446,0,0.0259712343753036,NA,0.0259712343753036
"2","1/2","~Julian + 1 ~ S150.mean_MaxHeight + 1",-0.311797462755196,0.302023295490993,0.216507638735996,0.170823132937856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67094817808374,0.374218421481239,0.546707780793025,0.233458402090899,0,12.5876535724715,142.757641119834,4,98,293.515282239668,0.436460114222484,0.0208793263225935,NA,0.0468505606978971
"3","1/12","~Julian + 1 ~ S150.VPD__50.100cm_Grid.1x1m.mean + 1",-0.283431338944349,0.304221664245186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212681623592272,0.176842497333273,NA,NA,NA,NA,NA,NA,NA,NA,-1.70483673917332,0.377981419790277,0.570065707146022,0.233022260730535,0,12.6763081493547,142.814205864513,4,98,293.628411729027,0.549589603580841,0.0197310740029082,NA,0.0665816347008053
"4","1/14","~Julian + 1 ~ S150.VPD__7.8m_Grid.1x1m.mean + 1",-0.302174685162722,0.304480947425153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177508700988643,0.166948048135835,NA,NA,NA,NA,-1.67739041361866,0.379040404200923,0.538124114471703,0.235217341760652,0,13.0128338493956,142.98489122672,4,98,293.969782453441,0.89096032799489,0.0166350080163034,NA,0.0832166427171087
"5","1/15","~Julian + 1 ~ S150.VPD__8.9m_Grid.1x1m.mean + 1",-0.296336158067628,0.303964398760785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176067333683575,0.170236579933724,NA,NA,-1.68309795036183,0.378336905802806,0.546475627148286,0.234213246345505,0,12.7776240851055,143.009906999655,4,98,294.01981399931,0.940991873864107,0.0162240323023527,NA,0.0994406750194614
"6","1/13","~Julian + 1 ~ S150.VPD__6.7m_Grid.1x1m.mean + 1",-0.310938269213032,0.303978396080069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173252305561148,0.167486542180391,NA,NA,NA,NA,NA,NA,-1.66648131707541,0.378358443144788,0.530572863284703,0.236647156953155,0,13.0339872634848,143.01180988941,4,98,294.023619778821,0.944797653374962,0.0161931891123948,NA,0.115633864131856
"7","1/5","~Julian + 1 ~ S150.VPD__100.150cm_Grid.1x1m.mean + 1",-0.260516115398687,0.306003809446304,NA,NA,NA,NA,NA,NA,-0.168822742511261,0.169762002642237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72318139339855,0.380689955955041,0.587703202335663,0.233919300170637,0,12.6800769684911,143.048256522889,4,98,294.096513045777,1.0176909203314,0.0156136275714719,NA,0.131247491703328
"8","1/16","~Julian + 1 ~ S150.VPD__9.10m_Grid.1x1m.mean + 1",-0.291718365016399,0.301973227330381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142222777282956,0.170514510592409,-1.68162232034117,0.376211845871517,0.552733420358595,0.233970438315518,0,12.3425634208486,143.196063702665,4,98,294.392127405331,1.31330527988473,0.0134682749401796,NA,0.144715766643508
"9","1/7","~Julian + 1 ~ S150.VPD__150.200cm_Grid.1x1m.mean + 1",-0.261030747754234,0.305999830376609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.136199749949347,0.170117397951818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.71742059488939,0.381080801297844,0.584166415540503,0.235140060998357,0,12.613878238625,143.219798473393,4,98,294.439596946785,1.36077482133948,0.0131523722907526,NA,0.15786813893426
"10","1/11","~Julian + 1 ~ S150.VPD__5.6m_Grid.1x1m.mean + 1",-0.314609368784601,0.302649979892477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134875277869244,0.169035986859112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65523699753653,0.377114329862997,0.5270272877236,0.238434115417014,0,12.7950681294116,143.220913675131,4,98,294.441827350263,1.36300522481696,0.0131377129179037,NA,0.171005851852164
"11","1/4","~Julian + 1 ~ S150.VPD__10.11m_Grid.1x1m.mean + 1",-0.289507812121178,0.300514328069795,NA,NA,NA,NA,0.116749257005298,0.172998774641061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.68028136923814,0.374616182914647,0.557138572420847,0.234093707263759,0,12.0574750697519,143.314023831158,4,98,294.628047662316,1.54922553686987,0.0119696800145374,NA,0.182975531866701
"12","1/6","~Julian + 1 ~ S150.VPD__11.12m_Grid.1x1m.mean + 1",-0.292188843263111,0.299322682735784,NA,NA,NA,NA,NA,NA,NA,NA,0.110694970309055,0.173423620192824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67597270812923,0.373030650188309,0.558057444267941,0.234335627460857,0,11.8944325567259,143.338009631225,4,98,294.67601926245,1.59719713700377,0.0116859934877146,NA,0.194661525354416
"13","1/2/3","~Julian + 1 ~ S150.mean_MaxHeight + S150.sd_PercCanopyDensity + 1",-0.277390850326454,0.310564111930877,0.351515639971656,0.23452906745802,0.223856298576502,0.251908126617763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72714175594313,0.384174112837564,0.579535911493455,0.232316862658086,0,14.2637675436675,142.352677950421,5,98,294.705355900842,1.62653377539596,0.0115158306574708,NA,0.206177356011887
"14","1/8","~Julian + 1 ~ S150.VPD__2.3m_Grid.1x1m.mean + 1",-0.27326355927723,0.303252802299484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.084180481308333,0.170332817866424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69731055897218,0.378212470751557,0.572508206561772,0.237176495163758,0,12.3298773397807,143.416775915061,4,98,294.833551830122,1.75472970467644,0.0108008485773818,NA,0.216978204589269
"15","1/10","~Julian + 1 ~ S150.VPD__4.5m_Grid.1x1m.mean + 1",-0.307718939945777,0.301955503258659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0799844396202477,0.167083760703321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65687630943657,0.37689262260083,0.531859938546916,0.239314826500834,0,12.6109776670408,143.424862419863,4,98,294.849724839726,1.77090271427966,0.0107138596556937,NA,0.227692064244962
"16","1/2/13","~Julian + 1 ~ S150.mean_MaxHeight + S150.VPD__6.7m_Grid.1x1m.mean + 1",-0.325526673882128,0.305270367200407,0.191557870684824,0.181954766617818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131486875571416,0.175645126716767,NA,NA,NA,NA,NA,NA,-1.66613204772055,0.376884081885581,0.534607850427646,0.235127750319625,0,13.6132637888715,142.48302015425,5,98,294.9660403085,1.88721818305447,0.0101085385110534,NA,0.237800602756016
"17","1/8/9","~Julian + 1 ~ S150.VPD__2.3m_Grid.1x1m.mean + S150.VPD__3.4m_Grid.1x1m.mean + 1",-0.27198471241936,0.311805746697867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.653731296417326,0.460499915429805,0.592871928731567,0.433833349815495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72802939308902,0.385911462454694,0.577751462030207,0.236028499087952,0,28.4046260202549,142.49111368198,5,98,294.98222736396,1.9034052385141,0.0100270549637802,NA,0.247827657719796
"18","1/2/11","~Julian + 1 ~ S150.mean_MaxHeight + S150.VPD__5.6m_Grid.1x1m.mean + 1",-0.334654243682727,0.305382673300286,0.217665408618558,0.17879091602679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124789386154629,0.173873134993073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65507178986913,0.376404912887176,0.528361422999731,0.23672783261669,0,13.2084787817234,142.501411985707,5,98,295.002823971414,1.92400184596841,0.00992432319568315,NA,0.257751980915479
"19","1/2/10","~Julian + 1 ~ S150.mean_MaxHeight + S150.VPD__4.5m_Grid.1x1m.mean + 1",-0.341997961111616,0.306470704200472,0.250118764889249,0.185869138492365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126403917894429,0.179166191791796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64663601403645,0.377141623485124,0.521116304469482,0.238734464150744,0,12.9806000509871,142.507161376596,5,98,295.014322753191,1.93550062774534,0.00986742809513857,NA,0.267619409010618
"20","1/2/12","~Julian + 1 ~ S150.mean_MaxHeight + S150.VPD__50.100cm_Grid.1x1m.mean + 1",-0.297147675723488,0.304897680740917,0.146339019532681,0.190897627653476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.147394636617252,0.206153183623473,NA,NA,NA,NA,NA,NA,NA,NA,-1.69928764622622,0.377615581092356,0.567038923753294,0.233271589061437,0,14.0839219817131,142.510517380602,5,98,295.021034761204,1.94221263575861,0.00983436847205842,NA,0.277453777482676
"21","1/10/12","~Julian + 1 ~ S150.VPD__4.5m_Grid.1x1m.mean + S150.VPD__50.100cm_Grid.1x1m.mean + 1",-0.305829630277941,0.307077689844482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12863790430723,0.164970159101356,NA,NA,-0.251906960262745,0.188990000339889,NA,NA,NA,NA,NA,NA,NA,NA,-1.69124779432748,0.380186206811929,0.551949187433989,0.236310108053983,0,13.1235609755523,142.513220404467,5,98,295.026440808933,1.94761868348758,0.00980782183364812,NA,0.287261599316324
