"","SS","lam.hat50"
"1","BG_15_1",0.195368275010389
"2","BG_15_10",0.195368275010389
"3","BG_15_100",0.195368275010389
"4","BG_15_11",0.195368275010389
"5","BG_15_12",0.195368275010389
"6","BG_15_13",0.195368275010389
"7","BG_15_14",0.195368275010389
"8","BG_15_15",0.195368275010389
"9","BG_15_16",0.195368275010389
"10","BG_15_17",0.195368275010389
"11","BG_15_18",0.195368275010389
"12","BG_15_19",0.195368275010389
"13","BG_15_2",0.195368275010389
"14","BG_15_20",0.195368275010389
"15","BG_15_21",0.195368275010389
"16","BG_15_22",0.195368275010389
"17","BG_15_23",0.195368275010389
"18","BG_15_24",0.195368275010389
"19","BG_15_26",0.195368275010389
"20","BG_15_27",0.195368275010389
"21","BG_15_28",0.195368275010389
"22","BG_15_29",0.195368275010389
"23","BG_15_3",0.195368275010389
"24","BG_15_30",0.195368275010389
"25","BG_15_31",0.195368275010389
"26","BG_15_32",0.195368275010389
"27","BG_15_33",0.195368275010389
"28","BG_15_34",0.195368275010389
"29","BG_15_35",0.195368275010389
"30","BG_15_36",0.195368275010389
"31","BG_15_37",0.195368275010389
"32","BG_15_38",0.195368275010389
"33","BG_15_39",0.195368275010389
"34","BG_15_4",0.195368275010389
"35","BG_15_40",0.195368275010389
"36","BG_15_41",0.195368275010389
"37","BG_15_42",0.195368275010389
"38","BG_15_43",0.195368275010389
"39","BG_15_44",0.195368275010389
"40","BG_15_45",0.195368275010389
"41","BG_15_46",0.195368275010389
"42","BG_15_47",0.195368275010389
"43","BG_15_48",0.195368275010389
"44","BG_15_49",0.195368275010389
"45","BG_15_5",0.195368275010389
"46","BG_15_50",0.195368275010389
"47","BG_15_51",0.195368275010389
"48","BG_15_52",0.195368275010389
"49","BG_15_53",0.195368275010389
"50","BG_15_54",0.195368275010389
"51","BG_15_55",0.195368275010389
"52","BG_15_56",0.195368275010389
"53","BG_15_57",0.195368275010389
"54","BG_15_58",0.195368275010389
"55","BG_15_59",0.195368275010389
"56","BG_15_6",0.195368275010389
"57","BG_15_60",0.195368275010389
"58","BG_15_61",0.195368275010389
"59","BG_15_62",0.195368275010389
"60","BG_15_63",0.195368275010389
"61","BG_15_64",0.195368275010389
"62","BG_15_65",0.195368275010389
"63","BG_15_66",0.195368275010389
"64","BG_15_67",0.195368275010389
"65","BG_15_68",0.195368275010389
"66","BG_15_69",0.195368275010389
"67","BG_15_7",0.195368275010389
"68","BG_15_70",0.195368275010389
"69","BG_15_71",0.195368275010389
"70","BG_15_72",0.195368275010389
"71","BG_15_73",0.195368275010389
"72","BG_15_74",0.195368275010389
"73","BG_15_75",0.195368275010389
"74","BG_15_77",0.195368275010389
"75","BG_15_78",0.195368275010389
"76","BG_15_79",0.195368275010389
"77","BG_15_8",0.195368275010389
"78","BG_15_80",0.195368275010389
"79","BG_15_81",0.195368275010389
"80","BG_15_82",0.195368275010389
"81","BG_15_83",0.195368275010389
"82","BG_15_84",0.195368275010389
"83","BG_15_85",0.195368275010389
"84","BG_15_86",0.195368275010389
"85","BG_15_87",0.195368275010389
"86","BG_15_88",0.195368275010389
"87","BG_15_89",0.195368275010389
"88","BG_15_9",0.195368275010389
"89","BG_15_90",0.195368275010389
"90","BG_15_91",0.195368275010389
"91","BG_15_92",0.195368275010389
"92","BG_15_93",0.195368275010389
"93","BG_15_94",0.195368275010389
"94","BG_15_95",0.195368275010389
"95","BG_15_96",0.195368275010389
"96","BG_15_97",0.195368275010389
"97","BG_15_98",0.195368275010389
"98","BG_15_99",0.195368275010389
