"","model","formula","lam(Blackspruce_500)","SElam(Blackspruce_500)","lam(Bog_500)","SElam(Bog_500)","lam(Fen_500)","SElam(Fen_500)","lam(Int)","SElam(Int)","lam(Jackpine_500)","SElam(Jackpine_500)","lam(Shrub_500)","SElam(Shrub_500)","lam(Swamp_500)","SElam(Swamp_500)","lam(Tamarack_500)","SElam(Tamarack_500)","lam(Tremblingaspen_500)","SElam(Tremblingaspen_500)","lam(Water_500)","SElam(Water_500)","lam(Whitebirch_500)","SElam(Whitebirch_500)","lam(Whitespruce_500)","SElam(Whitespruce_500)","lam(wtage_500)","SElam(wtage_500)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","1","~Julian + 1 ~ 1",NA,NA,NA,NA,NA,NA,0.112849826909209,0.223712819702678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72790695085389,0.290079634450714,-1.00081745274634,0.193228771944905,0,8.85253065799121,179.24865341619,3,98,364.49730683238,0,0.0458811805607496,NA,0.0458811805607496
"2","1/5","~Julian + 1 ~ Jackpine_500 + 1",NA,NA,NA,NA,NA,NA,0.10029640115956,0.237343665065066,0.156552617596227,0.139285064642101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73676385381072,0.30523782356923,-0.953268742382174,0.199421031130385,0,11.586252428217,178.622475079968,4,98,365.244950159936,0.747643327556204,0.0315708226324765,NA,0.0774520031932261
"3","1/13","~Julian + 1 ~ wtage_500 + 1",NA,NA,NA,NA,NA,NA,0.0807128863211637,0.229817671821465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.177533659810217,0.168752573947389,-1.71334240809938,0.29358276939461,-0.973714269599347,0.195479336008557,0,9.77844666396781,178.666799608614,4,98,365.333599217227,0.836292384847127,0.0302020206473841,NA,0.10765402384061
"4","1/3","~Julian + 1 ~ Bog_500 + 1",NA,NA,-0.115429139818587,0.144242182461652,NA,NA,0.139180251653545,0.230900282601166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76461955611753,0.299213593303847,-1.00875450792498,0.192975456641978,0,9.68098738335266,178.87547893053,4,98,365.75095786106,1.25365102867977,0.0245136353854226,NA,0.132167659226033
"5","1/10","~Julian + 1 ~ Water_500 + 1",NA,NA,NA,NA,NA,NA,0.109670351693881,0.223183543538945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.120714583862481,0.162254198017053,NA,NA,NA,NA,NA,NA,-1.72883105363723,0.288687598945267,-1.0100743659302,0.193936835378732,0,8.78189224719088,178.917943603473,4,98,365.835887206946,1.33858037456628,0.0234944644042628,NA,0.155662123630296
"6","1/9","~Julian + 1 ~ Tremblingaspen_500 + 1",NA,NA,NA,NA,NA,NA,0.115876239125554,0.230840315336406,NA,NA,NA,NA,NA,NA,NA,NA,-0.0998541444533717,0.142300163771095,NA,NA,NA,NA,NA,NA,NA,NA,-1.74270849364125,0.2990723765503,-0.985032768484868,0.194483813629002,0,10.0482473950307,178.993286630007,4,98,365.986573260015,1.48926642763439,0.0217893607048578,NA,0.177451484335154
"7","1/11","~Julian + 1 ~ Whitebirch_500 + 1",NA,NA,NA,NA,NA,NA,0.115486147018765,0.225463685180716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0951796219088432,0.14812488231472,NA,NA,NA,NA,-1.73879169288808,0.292065432738995,-1.00303613478682,0.192811243138617,0,9.14882560772469,179.018132970055,4,98,366.03626594011,1.53895910772945,0.0212546452090681,NA,0.198706129544222
"8","1/2","~Julian + 1 ~ Blackspruce_500 + 1",0.095946895820534,0.153786364219302,NA,NA,NA,NA,0.14025595399742,0.228076058333865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75958052334913,0.295074248395562,-1.02799599481828,0.197580793549679,0,9.44402852008042,179.054704923104,4,98,366.109409846207,1.61210301382681,0.0204913637420793,NA,0.219197493286301
"9","1/6","~Julian + 1 ~ Shrub_500 + 1",NA,NA,NA,NA,NA,NA,0.0992933420623521,0.227856714363879,NA,NA,0.0708162031619437,0.117391480272084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72036667275887,0.293350553008248,-0.98103748855958,0.196717895473727,0,11.127055077606,179.075658299213,4,98,366.151316598426,1.65400976604542,0.0200664675411146,NA,0.239263960827415
"10","1/7","~Julian + 1 ~ Swamp_500 + 1",NA,NA,NA,NA,NA,NA,0.123187870677315,0.22759856152774,NA,NA,NA,NA,-0.0624500754037195,0.135664495210115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7423210147249,0.295026377151619,-1.00046154181362,0.193133307373176,0,9.29094420321016,179.131895945021,4,98,366.263791890043,1.76648505766263,0.0189691219111949,NA,0.25823308273861
