"","model","formula","lam(Bog_500)","SElam(Bog_500)","lam(Bog_500)","SElam(Bog_500)","lam(Fen_500)","SElam(Fen_500)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Shrub_500)","SElam(Shrub_500)","lam(Shrub_500)","SElam(Shrub_500)","lam(Shrub_500)","SElam(Shrub_500)","lam(Water_500)","SElam(Water_500)","lam(wtage_500)","SElam(wtage_500)","lam(wtage_500)","SElam(wtage_500)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","3/6/13","~1 ~ Bog_500 + Shrub_500 + wtage_500 + 1",0.322129345470143,0.0920204414012142,NA,NA,NA,NA,0.279988523509716,0.807707438168166,NA,NA,NA,NA,0.398973118120214,0.124422462779278,NA,NA,NA,NA,NA,NA,-0.548852324035962,0.220004131172006,NA,NA,-2.55739633127906,0.905589346132033,NA,NA,NA,NA,0,222.924545423043,137.435292786248,5,98,284.870585572496,0,0.695035160774469,NA,0.695035160774469
"2","3/6/10","~1 ~ Bog_500 + Shrub_500 + Water_500 + 1",0.313907304841074,0.0936894343306374,NA,NA,NA,NA,0.182753666524288,0.685332341078052,NA,NA,NA,NA,0.465235323572992,0.12965244812694,NA,NA,NA,NA,-0.538242983771517,0.335810578030779,NA,NA,NA,NA,-2.39686167065122,0.779474197615408,NA,NA,NA,NA,0,155.911203096586,138.944062923791,5,98,287.888125847583,3.01754027508645,0.153729151544915,NA,0.848764312319384
"3","4/6/13","~1 ~ Fen_500 + Shrub_500 + wtage_500 + 1",NA,NA,NA,NA,0.293735625094378,0.111446027361309,0.236765471367352,0.729781308666897,NA,NA,NA,NA,0.343199289887366,0.124148961973597,NA,NA,NA,NA,NA,NA,-0.499856125420411,0.212789440981433,NA,NA,-2.46555425469019,0.823836982220707,NA,NA,NA,NA,0,139.54665705621,138.960415756047,5,98,287.920831512094,3.05024593959797,0.151235687680616,NA,1
