65,79,2,3,7,8,9,10,11,12,14,17,18,19,20,21,22,24,27,28,29,30,31,32,33,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,66,67,68,70,71,72,73,74,75,76,77,78,80,81,82,83,84,85,86,87,88,89,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,
66,68,2,3,8,9,10,11,12,14,18,19,20,21,22,24,28,29,30,31,32,33,35,38,39,40,41,42,43,44,46,49,50,51,52,53,54,55,57,60,61,62,63,64,65,67,68,71,72,73,74,75,76,77,78,81,82,83,84,85,86,87,88,89,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,59,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,49,50,51,52,53,54,55,56,57,62,63,64,65,66,77,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,59,2,3,9,10,11,12,14,19,20,21,22,24,29,30,31,32,33,35,39,40,41,42,43,44,46,50,51,52,53,54,55,57,61,62,63,64,65,66,72,73,74,75,76,77,78,82,83,84,85,86,87,88,89,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,52,4,5,6,15,16,17,18,25,26,27,28,29,30,36,37,38,39,40,41,47,48,49,50,51,52,53,58,59,60,61,62,63,64,70,71,72,73,74,79,80,81,82,83,84,85,90,91,92,93,94,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,61,4,5,6,7,15,16,17,18,19,25,26,27,28,29,30,31,36,37,38,39,40,41,42,47,48,49,50,51,52,53,54,58,59,60,61,62,63,64,65,69,71,72,73,74,75,79,80,81,82,83,84,85,86,90,91,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,70,4,5,6,7,8,15,16,17,18,19,20,25,26,27,28,29,30,31,32,36,37,38,39,40,41,42,43,47,48,49,50,51,52,53,54,55,58,59,60,61,62,63,64,65,66,69,70,72,73,74,75,76,79,80,81,82,83,84,85,86,87,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,
72,78,3,5,6,7,8,9,15,16,17,18,19,20,21,25,26,27,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,73,74,75,76,78,79,80,81,82,83,84,85,86,87,89,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,
73,81,3,6,7,8,9,10,15,16,17,18,19,20,21,22,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,74,75,76,78,79,80,81,82,83,84,85,86,87,89,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,
74,78,3,8,9,10,11,12,17,18,19,20,21,22,24,26,27,28,29,30,31,32,33,35,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,75,76,78,79,80,81,82,83,84,85,86,87,89,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,
75,70,3,9,10,11,12,14,18,19,20,21,22,24,27,28,29,30,31,32,33,35,38,39,40,41,42,43,44,46,48,49,50,51,52,53,54,55,57,59,60,61,62,63,64,65,66,68,70,71,72,73,74,76,78,80,81,82,83,84,85,86,87,89,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,
76,61,3,10,11,12,14,19,20,21,22,24,28,29,30,31,32,33,35,39,40,41,42,43,44,46,49,50,51,52,53,54,55,57,60,61,62,63,64,65,66,68,71,72,73,74,75,78,81,82,83,84,85,86,87,89,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,53,2,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,27,28,29,30,31,32,33,34,35,38,39,40,41,42,43,44,45,46,50,51,52,53,54,55,56,57,63,64,65,66,67,68,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,53,3,11,12,14,19,20,21,22,24,29,30,31,32,33,35,40,41,42,43,44,46,50,51,52,53,54,55,57,61,62,63,64,65,66,68,72,73,74,75,76,82,83,84,85,86,87,89,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,46,15,16,17,25,26,27,28,29,36,37,38,39,40,41,47,48,49,50,51,52,58,59,60,61,62,63,64,69,70,71,72,73,74,80,81,82,83,84,85,90,91,92,93,94,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,54,15,16,17,18,25,26,27,28,29,30,36,37,38,39,40,41,42,47,48,49,50,51,52,53,58,59,60,61,62,63,64,65,69,70,71,72,73,74,75,79,81,82,83,84,85,86,90,91,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,61,15,16,17,18,25,26,27,28,29,30,31,36,37,38,39,40,41,42,43,47,48,49,50,51,52,53,54,58,59,60,61,62,63,64,65,66,69,70,71,72,73,74,75,76,79,80,82,83,84,85,86,87,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,68,3,16,17,18,19,25,26,27,28,29,30,31,32,36,37,38,39,40,41,42,43,44,47,48,49,50,51,52,53,54,55,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,78,79,80,81,83,84,85,86,87,89,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
