83,71,3,17,18,19,20,25,26,27,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,78,79,80,81,82,84,85,86,87,89,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,
84,71,3,18,19,20,21,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,85,86,87,89,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,
85,68,3,19,20,21,22,27,28,29,30,31,32,33,35,37,38,39,40,41,42,43,44,46,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,84,86,87,89,90,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,62,3,19,20,21,22,24,28,29,30,31,32,33,35,38,39,40,41,42,43,44,46,49,50,51,52,53,54,55,57,59,60,61,62,63,64,65,66,68,70,71,72,73,74,75,76,78,80,81,82,83,84,85,87,89,91,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,54,3,20,21,22,24,29,30,31,32,33,35,39,40,41,42,43,44,46,50,51,52,53,54,55,57,60,61,62,63,64,65,66,68,71,72,73,74,75,76,78,81,82,83,84,85,86,89,92,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,46,2,6,7,8,9,10,11,12,14,17,18,19,20,21,22,23,24,28,29,30,31,32,33,34,35,39,40,41,42,43,44,45,46,51,52,53,54,55,56,57,64,65,66,67,68,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,46,3,21,22,24,30,31,32,33,35,40,41,42,43,44,46,51,52,53,54,55,57,61,62,63,64,65,66,68,72,73,74,75,76,78,82,83,84,85,86,87,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,39,25,26,27,36,37,38,39,40,47,48,49,50,51,52,58,59,60,61,62,63,69,70,71,72,73,74,79,80,81,82,83,84,85,91,92,93,94,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,46,25,26,27,28,36,37,38,39,40,41,47,48,49,50,51,52,53,58,59,60,61,62,63,64,69,70,71,72,73,74,75,79,80,81,82,83,84,85,86,90,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,53,25,26,27,28,29,36,37,38,39,40,41,42,47,48,49,50,51,52,53,54,58,59,60,61,62,63,64,65,69,70,71,72,73,74,75,76,79,80,81,82,83,84,85,86,87,90,91,93,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,62,3,25,26,27,28,29,30,31,36,37,38,39,40,41,42,43,47,48,49,50,51,52,53,54,55,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,84,85,86,87,89,90,91,92,94,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,62,3,27,28,29,30,31,36,37,38,39,40,41,42,43,44,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,84,85,86,87,89,90,91,92,93,95,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,62,3,28,29,30,31,32,37,38,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,84,85,86,87,89,90,91,92,93,94,96,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,59,3,29,30,31,32,33,38,39,40,41,42,43,44,46,48,49,50,51,52,53,54,55,57,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,78,79,80,81,82,83,84,85,86,87,89,90,91,92,93,94,95,97,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,53,3,30,31,32,33,35,39,40,41,42,43,44,46,49,50,51,52,53,54,55,57,60,61,62,63,64,65,66,68,70,71,72,73,74,75,76,78,80,81,82,83,84,85,86,87,89,91,92,93,94,95,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,46,3,31,32,33,35,40,41,42,43,44,46,50,51,52,53,54,55,57,61,62,63,64,65,66,68,71,72,73,74,75,76,78,81,82,83,84,85,86,87,89,92,93,94,95,96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
