"","SS","lam.hat500"
"1","BG_15_1",0.0251539365027
"2","BG_15_10",0.0033664551785993
"3","BG_15_100",0.175683122408278
"4","BG_15_11",0.00992209192284056
"5","BG_15_12",0.0109667003857698
"6","BG_15_13",0.0539151903500674
"7","BG_15_14",0.0561601975388602
"8","BG_15_15",0.111813994309233
"9","BG_15_16",0.101036596132879
"10","BG_15_17",0.100881444000215
"11","BG_15_18",0.410550646188328
"12","BG_15_19",0.112767385030067
"13","BG_15_2",0.0317390481881554
"14","BG_15_20",0.023171583946556
"15","BG_15_21",0.0214361396693356
"16","BG_15_22",0.0122850717873972
"17","BG_15_23",0.0516986968151937
"18","BG_15_24",0.0577914435921435
"19","BG_15_26",0.129920848072145
"20","BG_15_27",0.288813426422319
"21","BG_15_28",1.05919794150357
"22","BG_15_29",0.283327689880323
"23","BG_15_3",0.0854076980946999
"24","BG_15_30",0.113381274094012
"25","BG_15_31",0.556851959118356
"26","BG_15_32",0.269660587325343
"27","BG_15_33",0.15144264981765
"28","BG_15_34",0.0409071719013982
"29","BG_15_35",0.254038172027778
"30","BG_15_36",0.382132107155519
"31","BG_15_37",0.134565283199786
"32","BG_15_38",0.175265515128006
"33","BG_15_39",0.205340928557091
"34","BG_15_4",0.0722551829269638
"35","BG_15_40",0.351525496009931
"36","BG_15_41",0.427029396083863
"37","BG_15_42",0.788461836113259
"38","BG_15_43",0.25537932304406
"39","BG_15_44",0.276860524111177
"40","BG_15_45",0.275778271624885
"41","BG_15_46",0.323214035206135
"42","BG_15_47",0.137854638953358
"43","BG_15_48",0.1138692299153
"44","BG_15_49",0.144496238198644
"45","BG_15_5",0.0904949394410036
"46","BG_15_50",1.03142105047576
"47","BG_15_51",0.025645106789464
"48","BG_15_52",0.043103653228262
"49","BG_15_53",0.0306721783769857
"50","BG_15_54",0.08036936400094
"51","BG_15_55",0.0670140628680768
"52","BG_15_56",0.0642593223145852
"53","BG_15_57",0.295325484279724
"54","BG_15_58",0.427128771744994
"55","BG_15_59",0.202962156048165
"56","BG_15_6",0.153643488180619
"57","BG_15_60",0.129674519137393
"58","BG_15_61",0.0226929010452519
"59","BG_15_62",0.0267548286754829
"60","BG_15_63",0.0457748885826435
"61","BG_15_64",0.22452658828171
"62","BG_15_65",0.139417361307388
"63","BG_15_66",0.16290864638649
"64","BG_15_67",0.110876948498513
"65","BG_15_68",0.303814172898605
"66","BG_15_69",0.139571082016207
"67","BG_15_7",0.105571503998582
"68","BG_15_70",0.0327567530838128
"69","BG_15_71",0.0823499870506825
"70","BG_15_72",0.355477951134573
"71","BG_15_73",0.0972663426369416
"72","BG_15_74",0.146034988358327
"73","BG_15_75",0.0934930930288942
"74","BG_15_77",0.201088234763118
"75","BG_15_78",0.157426455700278
"76","BG_15_79",0.0199137675664989
"77","BG_15_8",0.216189250588592
"78","BG_15_80",0.0269980076801033
"79","BG_15_81",0.0737437013023684
"80","BG_15_82",0.182736237381971
"81","BG_15_83",0.168406787177699
"82","BG_15_84",0.220994671581475
"83","BG_15_85",0.82577483336047
"84","BG_15_86",4.24169782598604
"85","BG_15_87",0.106691546713557
"86","BG_15_88",0.0636681309994133
"87","BG_15_89",0.0115012263090639
"88","BG_15_9",0.0406427081954233
"89","BG_15_90",0.0274075468688588
"90","BG_15_91",0.00725752672308459
"91","BG_15_92",0.060567887258786
"92","BG_15_93",0.334209706324209
"93","BG_15_94",0.645323981698821
"94","BG_15_95",0.79685153677563
"95","BG_15_96",0.241707821343804
"96","BG_15_97",0.188988752622844
"97","BG_15_98",0.0608041970841651
"98","BG_15_99",0.0221416312649096
