"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",-0.362908172271734,0.321557473252904,-0.993160819847426,0.267344475303958
"2","lam(S500.mean_MaxHeight)",0.495029333311393,0.163439152819153,0.174688593785854,0.815370072836933
"3","p(Int)",-1.72362672398489,0.386532355139602,-2.48123014005851,-0.966023307911269
"4","p(Julian)",0.540871153762516,0.230517192733644,0.0890574560045744,0.992684851520457
