"","Predictor","Estimate","SE","LCL","UCL"
"1","lam(Int)",1.58317492054133,0.886908561812024,-0.155165860610242,3.32151570169289
"2","lam(S500.sd_PercCanopyDensity)",0.527831028830312,0.126748493509537,0.27940398155162,0.776258076109004
"3","lam(S500.VPD__2.3m_Grid.1x1m.mean)",0.197397839055543,0.120626785941843,-0.0390306613904683,0.433826339501554
"4","p(Int)",-3.0698474396111,0.941252441332166,-4.91470222462215,-1.22499265460006
"5","p(Julian)",0.304682542802278,0.128659825793431,0.0525092842471533,0.556855801357403
