"","SS","VPC_00.01m_Grid.1x1m","VPC_01.02m_Grid.1x1m","VPC_02.03m_Grid.1x1m","VPC_03.04m_Grid.1x1m","VPC_04.05m_Grid.1x1m","VPC_05.06m_Grid.1x1m","VPC_06.07m_Grid.1x1m","VPC_07.08m_Grid.1x1m","VPC_08.09m_Grid.1x1m","VPC_09.10m_Grid.1x1m","VPC_10.11m_Grid.1x1m","VPC_11.12m_Grid.1x1m","VPC_12.13m_Grid.1x1m","VPC_13.14m_Grid.1x1m","VPC_14.15m_Grid.1x1m","VPC_15.16m_Grid.1x1m","VPC_16.17m_Grid.1x1m","VPC_17.18m_Grid.1x1m","VPC_18.19m_Grid.1x1m","VPC_19.20m_Grid.1x1m","VPC_20m.above_Grid.1x1m"
"1","BG_15_1",5.05210605604098,1.60372401325701,1.92141307622778,1.5806929798132,1.37516119313046,1.26491714371799,1.22426333232901,1.21013859596264,1.20338053630612,1.18569749924676,1.12376619463694,1.06350708044592,0.983061163000904,0.898722506779151,0,0.777288339861404,0.682660439891534,1.18288641156975,0.560238023501054,0.554344682133172,1.62939138294667
"2","BG_15_10",4.30385730261028,1.40940157735205,1.81903490185692,1.67832759483241,1.51265780877549,1.32138548012124,1.14637959447927,1.01192578205468,0.889044613166181,0.776856920043554,0.659471469350519,0.543436037785822,0.430258821105912,0.325086077513905,0,0.2408478267267,0.174443071127983,0.243400723933963,0.0946963008740177,0.0722388982078221,0.0712530531767752
"3","BG_15_100",5.95982944287559,1.66546180034784,1.5222910878937,1.26559981462289,1.17877177480756,1.13542077802365,1.09936900484578,1.05803602121651,0.997738806711263,0.907263064884534,0.790175013304881,0.664877404109363,0.544667479813503,0.43956910008072,0,0.34192654686756,0.261248036097608,0.376922841871799,0.15443975625966,0.13539276774642,0.350418753644519
"4","BG_15_11",8.13966636954031,2.13885648796638,2.63942187698968,2.09323443270088,1.66613268814466,1.39717050808608,1.24792818031326,1.17159938876862,1.13012097287661,1.08128613268814,1.0142709792436,0.927640392206801,0.826754106710812,0.716125047752451,0,0.585359735133071,0.470473704316821,0.68892397809754,0.272931363810008,0.247814847828855,0.664972621927928
"5","BG_15_12",9.17963749270884,2.30931179142076,2.83295550931103,2.28777200145696,1.86478060310902,1.54039108607001,1.27973835898716,1.06601392260296,0.885121969235785,0.736196475283941,0.619481965058495,0.522992926624877,0.44905743519469,0.386907506132212,0,0.340824862009328,0.308469965537354,0.551134872987453,0.258637948644799,0.234489899362964,0.643319264695022
"6","BG_15_13",9.28788506048744,2.52582610545464,2.81111384275176,2.2310980728346,1.9491834163653,1.7500608250036,1.57428357062515,1.40361052126073,1.24861949533717,1.10973977089036,0.984698849356528,0.873385908216025,0.78160830226269,0.704195587735132,0,0.640921024305799,0.586183616355367,1.0375191550993,0.459144068001716,0.418524429996471,1.94719625394407
"7","BG_15_14",8.61396737946315,2.13391468102538,2.44248849769954,2.05061776686548,1.82733999029105,1.65133918503446,1.49695416790364,1.34585898071334,1.20421154294553,1.05608892479133,0.923136219600608,0.810695897141211,0.708969819441595,0.614064214116708,0,0.525204403938113,0.442354712980813,0.66519545947406,0.230801574327605,0.177940046608048,0.467224655122107
"8","BG_15_15",8.30595674886227,1.85435971417393,2.17083549453084,1.9598010891161,1.83439216081094,1.69535589984618,1.54574580748923,1.4063718262257,1.26873232544002,1.13567307655546,1.02660726187852,0.930095721402418,0.844530141855269,0.765058820680717,0,0.6913975630613,0.61910757729653,0.992417223480353,0.392126401698543,0.334171049596456,0.732325440024063
"9","BG_15_16",8.33317831669771,2.00312156786798,2.27668430883391,1.87222212312483,1.65060736791946,1.53110355705844,1.41744281160255,1.31223195924889,1.21383122128476,1.11643575558506,1.03611717728722,0.952326651054579,0.886785192810965,0.831399660067629,0,0.767241884560598,0.713842688268767,1.24914316147297,0.559730245571832,0.541697776169568,1.66492708272282
"10","BG_15_17",7.69346772116226,1.73645686421032,1.9317123991645,1.52411763355683,1.28154369177172,1.12758002443261,1.01350169217468,0.926804199959704,0.847951665268211,0.776409784263668,0.72966011134943,0.690666132787893,0.658633406359108,0.623644793789323,0,0.562814493278483,0.497518483852293,0.738388774263643,0.256792289702345,0.212476950974115,0.620748841491563
"11","BG_15_18",5.21189684969512,0.641797053287999,0.709805791883978,0.572470345697626,0.475034231295866,0.386229018907984,0.313667646168915,0.264213039174962,0.226744514018164,0.20405826756309,0.187254162884557,0.179233526669641,0.172260342466807,0.160853756724463,0,0.146962517372062,0.134346938670851,0.217123853187485,0.0801884131550741,0.0614432529731226,0.0686343892470137
