"","SS","VPC_00.01m_Grid.1x1m","VPC_01.02m_Grid.1x1m","VPC_02.03m_Grid.1x1m","VPC_03.04m_Grid.1x1m","VPC_04.05m_Grid.1x1m","VPC_05.06m_Grid.1x1m","VPC_06.07m_Grid.1x1m","VPC_07.08m_Grid.1x1m","VPC_08.09m_Grid.1x1m","VPC_09.10m_Grid.1x1m","VPC_10.11m_Grid.1x1m","VPC_11.12m_Grid.1x1m","VPC_12.13m_Grid.1x1m","VPC_13.14m_Grid.1x1m","VPC_14.15m_Grid.1x1m","VPC_15.16m_Grid.1x1m","VPC_16.17m_Grid.1x1m","VPC_17.18m_Grid.1x1m","VPC_18.19m_Grid.1x1m","VPC_19.20m_Grid.1x1m","VPC_20m.above_Grid.1x1m"
"34","BG_15_4",6.78487896704834,3.22716092621103,3.71271685124481,3.40673091317736,3.16931192653156,3.239382323906,3.09080487504773,2.79156854033465,2.38212910342501,2.11235983276459,2.05796685619324,1.78862437719579,1.65011670009594,1.65656171516218,0,1.54002436127085,1.44491427161614,1.78209108675654,0.598738851543182,0.360317080293351,0.149651997445429
"35","BG_15_40",5.47265586575913,2.00185611759214,2.56956798968652,2.6094889677851,2.60897651697878,2.63712013097493,2.69708719745086,2.76440047566148,2.84593528123789,2.92608894304491,2.78078384618964,2.6598444420691,2.43225566993372,2.31307913671971,0,2.20968171345393,2.10694771245192,3.10267267005751,1.37481096077638,1.07040317955427,2.08508425913039
"36","BG_15_41",6.37475868495016,2.60516692563186,2.33322359384362,1.90478553434189,1.74441666415575,1.61577619576973,1.4446124902259,1.33523213152954,1.22875407022557,1.14853978166393,1.11282086853843,1.1355265934506,1.09586109326646,1.04393526731349,0,0.816351672353561,0.611402778328948,0.594190640532762,0.254641758349948,0.175484704201772,0.24602796825462
"37","BG_15_42",6.54298580588526,2.67263381610984,2.17258649490965,1.9924599114339,1.92193684933076,1.99842247747164,2.02642129298113,2.06784290185592,2.16186944633125,2.26532796525426,2.28308201022078,2.24983721843898,2.22944460728591,2.215796419148,0,2.14788900732427,1.91150875440009,2.49160211215745,0.900074298533747,0.502843601159258,0.482104992351353
"38","BG_15_43",5.21267380504949,2.3420796467901,2.16808515762378,2.02858815192248,2.01569630399864,2.10279781601802,2.10890292592295,2.03443002662273,2.17023042923042,2.25935360064628,2.31730794056501,2.42376369601542,2.40446148684322,2.39181566853071,0,2.35820770692406,2.43171423846701,3.94969856978311,2.25077531364347,2.29574175104846,5.42905289516222
"39","BG_15_44",6.53682286885714,2.06596040766987,1.86633980746205,1.67976271320964,1.52371541926915,1.49367796364998,1.49026799905688,1.52562309989158,1.50271691956839,1.40147077572917,1.26300277142211,1.14629017057876,0.96482078236013,0.777223876087754,0,0.737009618921511,0.556589521948387,0.562137583058471,0.279773836067261,0.228168350890362,0.446603210968234
"40","BG_15_45",6.83130716496613,2.21155888448977,2.61898578617702,2.57339782070222,2.54752371223344,2.3133520341599,2.17516273258939,2.08534898085453,2.01431258441835,1.92665958017502,1.78062078046334,1.64699472711802,1.52233496567266,1.38329658752279,0,1.20529514774396,1.12599235221344,1.63709424025833,0.7305772488655,0.399813824044961,0.443672269657839
"41","BG_15_46",7.71050076548607,2.92458792309854,3.16994556792475,2.83353840019971,2.66397563975809,2.39476375246148,2.13298564335432,1.86153185523464,1.69662233972431,1.51380795419578,1.35177972173796,1.3231047968419,1.31462675955979,1.33738394989508,0,1.42728396884841,1.28692715167093,1.74771404939862,0.981439408511765,0.69191262804699,1.00641181616999
"42","BG_15_47",9.11133134875841,2.99793025187532,3.36730804149632,3.2073945391693,3.05216681604271,2.63352454835141,2.23205258662562,1.84412662963985,1.5909394738984,1.34626269156464,1.2385900532824,1.04214775163213,1.05053355021457,1.06500865715377,0,1.03894067295723,0.878973030875886,0.824659685888491,0.447143872207752,0.410990811459225,0.55519396492322
"43","BG_15_48",7.96302345953023,3.43397345841459,4.14858519515165,3.5288275208154,2.93034471590713,2.4588712854021,2.2515477608143,2.11189051404607,1.9334322339903,1.75059768086655,1.44497615955853,1.26332984992492,1.24330286352461,1.04131349738238,0,0.668635318525964,0.585333165162548,0.822807013522969,0.486590430406076,0.583602602699975,1.22713044373726
"44","BG_15_49",6.64201528592986,2.4983388430052,2.94300341212121,2.9399157266236,3.0349858762948,3.18077263774219,3.37384574929803,3.50934203767193,3.49947535801327,3.22920502220027,2.8571368932762,2.43347746916928,2.01328888025635,1.71293453520225,0,1.20251710299959,0.909863836287754,0.947664228397825,0.329849123607333,0.29137144563718,0.731866462793288
"45","BG_15_5",4.34458027625662,2.417424806826,2.60286364055034,2.5358038073733,2.44004797365819,2.37967447273857,2.35536278416809,2.35319009310051,2.29316050326542,2.11322218686247,1.97538296514561,1.82508489344322,1.58921626709022,1.35128023341563,0,1.06677615429969,0.79521919159261,0.776711659103999,0.137890908756013,0.133531760795055,0.241001562448258
"46","BG_15_50",4.12571147898964,1.55295663537499,1.58779688919828,1.52432104029769,1.54230083627584,1.57430913351433,1.65154868797862,1.72441047064114,1.79680668328617,1.72257080979336,1.55306644971736,1.25026830854627,0.980256545420622,0.78441130161305,0,0.702818593042782,0.39458837327424,0.438323817490154,0.134382945071017,0.113811448511526,0.654046103978699
"47","BG_15_51",11.7056440684021,7.37357066657518,8.20215321501154,7.09561971845822,6.24203387513935,5.70607544515774,5.35483755452624,5.11192357540851,4.68397537744674,4.19161296787232,3.6388366377925,3.24459047847526,2.96914392757998,2.64924214411655,0,2.56737110943459,2.72781815727997,4.44369650846556,2.49673012337414,1.85607375806476,0.972597344044829
"48","BG_15_52",8.789086590612,3.12899900840667,3.56786262753527,3.31601052563045,3.34127250708793,3.77316873343275,4.05603807509947,4.37974195421103,4.85470912484146,5.4840248147927,6.12281499801763,6.6919053348294,6.90789585996648,6.99024854654379,0,6.81268039858611,6.87453939448877,11.4375461399606,7.26930058317485,7.73601345701104,20.8786035966125
"49","BG_15_53",10.8958560532428,6.39863001467428,7.98884687483632,7.7795921770104,7.73065365365538,7.6040386587915,7.57512973053913,7.34876358241529,7.36348229615122,7.4408355289694,7.13422048844317,6.39625942028725,5.33416128878266,4.22545591967217,0,3.10800101805544,2.19808562815173,2.21269004758439,0.406802379107082,0.0541105331875358,0
"50","BG_15_54",11.858450038883,4.48264608289672,5.94021628135257,6.25966897830322,6.2144850149913,5.89406017059174,5.36757798233535,4.61836586942569,3.68974958152501,2.80878472093773,2.15014788336038,1.57702408124681,1.39002565313755,1.18002315398913,0,0.889802574901518,0.636593723861112,0.512065615135414,0.134402302964644,0.0622573416726784,0
"51","BG_15_55",9.61522911019589,4.71378879047715,5.87241450729122,5.80348656298249,5.91892894478614,6.30573374249452,6.39704119336953,6.54111845026879,6.73891557242021,6.8130387590522,7.09321215625456,7.15267732569962,6.86564899949955,6.69887052041942,0,6.34126050767203,6.15742261615809,10.6368316838293,6.65190784284974,6.18879435724647,15.7755616275126
"52","BG_15_56",11.2551130111611,5.54047567232194,6.74611691140232,6.53525863539201,6.6252156902864,6.78873519423678,6.73982600983588,6.77195240124956,6.63569909023021,6.40987991095194,6.05054011673717,5.65075151942699,5.18076851715891,4.85408104461363,0,4.52165691611578,4.19603721531487,6.43126512646532,3.18388392281188,2.56045071599301,3.26974492864904
"53","BG_15_57",12.0541538563838,4.05683717077791,4.91847060686488,4.84389372597177,5.00724895489338,5.23049285781295,5.39336160579674,5.63262162897977,5.70716772919178,5.56936868059469,5.17664164591214,4.6596540722343,4.35325598048189,3.74234068496414,0,3.243869695438,2.87031817538147,4.03164671844573,1.80544063727362,1.56665034734563,1.48022361011365
"54","BG_15_58",9.7079650055836,5.65542039146225,5.89996717691587,5.68475942554002,5.4170996017233,5.20449532072533,4.60402877286779,4.13258682696905,3.68689152483634,3.20021467104679,2.78629389075422,2.28082383560357,1.93054894905029,1.62798455103456,0,1.37939390072094,1.19926636138683,1.36914114108777,0.457205684521462,0.303574863233147,0.360131709852517
"55","BG_15_59",7.2535442669617,4.07689667401448,4.32053088461374,4.02718986642951,3.85048572014012,3.83049846003264,3.92674442779926,4.12792758045941,4.18729064313659,4.35341210182546,4.35655740806705,4.4019108369213,4.38935564778403,4.28533051281865,0,4.02095861042279,3.67573481818735,5.31882388319321,2.66067707754929,2.45041733739412,2.94501849300296
"56","BG_15_6",5.05872811198087,2.93355285394573,3.1567710734398,2.99497713253282,2.80822170646547,2.88638284822188,2.69431315776121,2.74820495155205,2.54756417493136,2.38836683858481,2.23178887524379,2.20329990143026,1.7968491160009,1.54562134240289,0,1.19990025006395,0.973063103996218,0.972800291211598,0.239405242263816,0,0
"57","BG_15_60",4.66701414750437,2.17583716821895,2.61796757328648,2.47325919583483,2.48718360359943,2.48977334621762,2.43179852095083,2.27811381914052,2.24483670746729,2.32941088916176,2.39208623117624,2.39395554533559,2.28658232308553,2.03916108990886,0,1.71880464969675,1.36914067917769,1.54803312343501,0.517773172094929,0.331381849524395,0.260604930516138
"58","BG_15_61",12.4035519892377,5.64732210083108,6.35022979803014,5.37208347943366,5.31312731324799,5.90336642754736,6.55322262569148,7.38821050246805,8.30384807138013,8.57697306263679,8.20741626734818,7.72258663357682,7.42481758493072,7.329675706213,0,7.4603876488312,7.95085066630296,15.371755728152,9.27539442921148,8.93772707519053,14.3898872831343
"59","BG_15_62",11.2085219990656,6.43011935163596,7.2043690964353,6.7227427017683,6.77067726287691,6.75215033500054,6.90828541034443,6.92584545768424,6.96235485303464,6.71352296517393,6.39215566350431,6.1094591362232,6.04603751037834,6.10100437611375,0,5.89728994678087,5.33132191068129,6.21361863141752,1.3858165501028,0.706182486922688,0.208415727502325
"60","BG_15_63",9.52135018680216,4.66263787539699,5.60764546464559,4.97810076552995,5.01205246123379,5.34820009628021,5.85534097823461,6.26896508042523,6.69619695233934,7.21048153088508,7.60638519020826,7.82881535187347,7.80586996302976,7.240725265774,0,6.36486795509229,5.7445592767951,9.99184515484292,6.09827344854262,6.47585583987138,11.7782882991366
"61","BG_15_64",11.5886129379956,4.60693964411067,5.57475275558639,5.53470856998523,5.79899229926881,6.08713942278122,6.51121358367494,6.78042477373108,6.92579637215187,7.07252648301788,7.16587543585607,7.0857121565685,6.85754863877003,6.81281394308376,0,6.95429898241521,6.97613595763557,12.2505863888531,7.47080149566711,7.62114039046807,18.8137343485242
"62","BG_15_65",13.2982956256287,6.05881011514938,7.17859059833221,6.70913627584941,6.92986581832584,6.87232472123328,6.40531135202399,5.97325156048953,5.49668854414413,5.24431893219089,4.55986750768325,3.90776229047117,3.23998456173072,2.77512864092552,0,2.21149575539253,1.77875083414956,1.67479738815592,0.390220979324556,0.279209153444464,0.490510751693122
"63","BG_15_66",12.1161209583287,5.71182683818132,6.93018460902236,6.66242714102046,6.53531881634978,6.30578200419631,6.18555011798545,6.13109553619494,6.04974337143487,6.0702594007032,5.76557949296105,5.23801205247878,4.57736866189414,3.85175708558122,0,3.03027596562727,2.20532314712126,1.73096222998414,0.173517987117751,0,0
"64","BG_15_67",13.9599813582733,6.07301289502366,7.01653108519249,6.74497408428597,6.88244837562982,6.92396717613865,6.84466576940328,6.65664481077734,6.39437445075198,5.89493945283162,5.3131884418765,4.44888284417662,3.71013912992384,3.043515404385,0,2.37966048209397,1.71812882230575,1.89486817408849,0.420054700742856,0.00752241256581434,0
"65","BG_15_68",9.05832289299753,3.9298165901779,4.24411674104199,3.98266091646617,4.19096116788144,4.56825850549432,5.03379314554957,5.57307233385309,6.33883658490035,7.12295167797279,7.69426880830003,8.07888133912665,7.96503017367009,7.70110930968353,0,7.34399249576376,7.28068971009326,13.5069371825746,8.58771361602503,8.62510424275075,14.5520904049337
"66","BG_15_69",14.7130523195007,8.22902289381159,8.10976099475302,7.30750753688301,6.63470358292715,6.01006997005599,5.88052595784859,5.83319558889896,5.47573619908811,4.98561128912168,4.34909380047335,3.72176901104167,2.97268348126391,2.78367288854331,0,2.62580188291214,2.52329527608553,4.48241824523011,2.42752364226052,1.59276462051269,2.37183302267298
"67","BG_15_7",6.58200648308753,3.33316171550404,3.81316217762696,3.31384850836709,3.07245069803672,2.63892564485929,2.47494548566508,2.21417183967295,2.11662583262818,1.86063831057132,1.70383144714463,1.42891284415689,1.33064452318297,0.883143888289973,0,0.981545454961247,0.914539951436096,1.57638715859988,0.613075205579145,0.542926640790106,0.200400478040935
"68","BG_15_70",13.1898577426401,8.3931825355344,9.5524627398609,9.00224812527379,8.4260851741004,8.30869211105908,8.58790564750502,8.45418113042135,7.59186630770055,5.89053052910636,4.28430148651651,3.15237366435205,2.33191057539775,1.54594324170984,0,1.04248820247216,0.587877329818062,0.390391469421256,0.00376115307548198,0,0
"69","BG_15_71",7.17752962024887,4.28958854480399,4.99151644127758,4.80144516983562,4.44464155058343,3.84781402951669,2.90538141111688,2.02603525781402,1.33764505507238,0.939043677315313,0.602167874557948,0.381951843399719,0.260969648435718,0.119534310600522,0,0.0346719740821071,0.0159571081989293,0,0,0,0
"70","BG_15_72",6.54574661799828,3.96523946954156,4.37169601687386,3.8095538083074,3.43353025426681,3.36066444753689,3.39096128603098,3.53627523825054,3.76619548044217,3.87323849019172,3.76745285422669,3.75103630931513,3.87705923176232,3.87282392197405,0,3.90032310975248,3.87026682875418,6.13525409274438,4.00779800171219,4.54152071510737,9.64347288340999
"71","BG_15_73",8.65618042406957,3.50607872133812,5.69349575940653,5.80627118459067,4.79388588069119,3.26628024970164,1.90730501796275,1.13634506013462,0.729882116187625,0.388688462351641,0.178662648215318,0.0118935916129584,0.0191781407516172,0,0,0,0,0,0,0,0
"72","BG_15_74",6.72830101189941,3.12293552689344,3.59066103938533,3.40157164076992,3.2122253719819,3.16225144615424,3.09650975018013,3.09286934528966,3.16875628179959,3.31839298587602,3.35601697548749,3.45216812991219,3.4458773365613,3.40698132970082,0,3.53136684488299,3.40482883107911,5.83656964315511,3.47188765510948,3.34889864766451,7.48079155678351
"73","BG_15_75",6.95588024613671,3.48118124583996,4.52907548179129,4.59406916450654,4.75784519220519,4.78291766362458,4.6493089002769,4.32994843023072,3.65858501648301,3.08624036442287,2.61962165964006,2.09972458228247,1.60390368123791,1.1665850670527,0,0.821396028225966,0.551678621002321,0.463075813675401,0.0512929363136709,0.00651450821786745,0
"74","BG_15_77",7.68988384506574,4.69921379230347,5.02970840950157,4.6848383706498,4.74757917693608,4.86247305575133,4.90803853020747,4.80075601065403,4.8831320939906,4.98325687834037,5.23723247487144,5.42605184668373,5.38952988698946,5.09497999350695,0,4.69620855318751,4.30630140357224,5.92804056805488,2.90545053815071,2.43660649605975,4.36941374151781
