"","SS","VPD__0.1m_Grid.1x1m","VPD__0.50cm_Grid.1x1m","VPD__1.2m_Grid.1x1m","VPD__10.11m_Grid.1x1m","VPD__100.150cm_Grid.1x1m","VPD__11.12m_Grid.1x1m","VPD__12.13m_Grid.1x1m","VPD__13.14m_Grid.1x1m","VPD__14.15m_Grid.1x1m","VPD__15.16m_Grid.1x1m","VPD__150.200cm_Grid.1x1m","VPD__16.17m_Grid.1x1m","VPD__17.18m_Grid.1x1m","VPD__18.19m_Grid.1x1m","VPD__19.20m_Grid.1x1m","VPD__2.3m_Grid.1x1m","VPD__3.4m_Grid.1x1m","VPD__4.5m_Grid.1x1m","VPD__5.6m_Grid.1x1m","VPD__50.100cm_Grid.1x1m","VPD__6.7m_Grid.1x1m","VPD__7.8m_Grid.1x1m","VPD__8.9m_Grid.1x1m","VPD__9.10m_Grid.1x1m","VPD__Abv200cm_Grid.1x1m","VPD__Abv20m_Grid.1x1m"
"1","BG_15_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","BG_15_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","BG_15_100",0.243238934241078,0.226480703074923,0.087283209362889,0.107999096938679,0.0443699790669743,0.0896620173480473,0.0587076800859513,0.0334318750572447,0,0.0193233791458707,0.0638187697313141,0.00858130704907353,0.00245120018827952,0,0,0.104431379199218,0.104430108825176,0.107334583206771,0.10657748121951,0.0623429887719074,0.115537483970338,0.116693050622572,0.121896273112208,0.116243785394271,0.265258761196169,0
"4","BG_15_11",0.322491628801552,0.310026727209556,0.123232154523187,0.0567279973402489,0.0669306804796991,0.0583430133556503,0.061424761228967,0.0575382452781207,0,0.0470329009981198,0.0887963971713275,0.0269722655637362,0.0243755338132665,0.00222563144184956,0,0.145695136477543,0.127381019661358,0.101569513371107,0.07943900240045,0.0871082797440965,0.0679527665484849,0.0609941241142549,0.0575372763592824,0.0529673478788269,0.334456054105954,0
"5","BG_15_12",0.325162515986432,0.301892989930465,0.136809857852349,0.0488053813888283,0.0812955311893424,0.034900014675218,0.0246150305778225,0.0126394631733434,0,0.00892234563844098,0.0920453088061807,0.00553675757502428,0.00369911397650955,0,0,0.141559154138426,0.119485691984537,0.11469686841396,0.105746497081633,0.106897222749864,0.0966271484492184,0.085333042361223,0.074828420309754,0.0648662759775278,0.339050413215894,0
"6","BG_15_13",0.307824467500115,0.281243510395561,0.145247200740711,0.0776560737252802,0.0850139106386358,0.0786925104232401,0.0735675157442993,0.0730255791231643,0,0.0715758693545113,0.0913036144072786,0.0634102279890498,0.0901875788089404,0.0430537857881922,0.0369073736605988,0.118685986032038,0.102602363082084,0.0983178785219482,0.0959435920236912,0.0989386453652624,0.0907513192802182,0.0839899941151333,0.0791172012865011,0.0766717345983995,0.338461700690545,0.0382759161499188
"7","BG_15_14",0.289080883279645,0.270837178299282,0.109691953668429,0.0758261468217792,0.0633590904346699,0.0754265752944394,0.076500341296665,0.0712581635865494,0,0.0678270621258934,0.0731142713227423,0.0701061961840489,0.0989500928863383,0.0509993645579409,0.0407501194049099,0.114322147617656,0.0948534477419228,0.0912014698359629,0.0916882267023335,0.0793647910872108,0.0897636218633359,0.0882149579997299,0.0841895563423697,0.0845945494471771,0.311238999410463,0.0497312795616441
"8","BG_15_15",0.34084888270227,0.33071782416938,0.104950992866938,0.0755562468189441,0.0574096332231291,0.0679395381646091,0.059926538456707,0.0504727632670224,0,0.0366842720312976,0.0715550710325115,0.0248117448122869,0.0269579984447436,0.00621797019827079,0.00234590868704735,0.113214148904953,0.0988628985364619,0.0865214479651769,0.0781022345695732,0.0867484053267325,0.07733797730349,0.0808485323211961,0.0819975410061075,0.0780092388777316,0.344340549193207,0
"9","BG_15_16",0.318603510196313,0.299208272764904,0.112192244404522,0.0759483282984784,0.0638891800053382,0.0630521093297189,0.0530043273227977,0.0395990615728879,0,0.0255830589894638,0.0755555802153272,0.0182858212573348,0.0149531827559575,0.00163028443748429,0,0.112084813036623,0.101294471262444,0.0923263081975996,0.0884617520167312,0.0902048610129793,0.0848480702910639,0.0852247514836322,0.0854707293172442,0.0824292744378978,0.332389270982474,0
"10","BG_15_17",0.350613817620823,0.347612677361186,0.126645602168425,0.0225393085930016,0.0698900118624775,0.0158817974350421,0.00952533937355833,0.00885210224461627,0,0.00616762140045872,0.088286350219308,0.00619860653367459,0.000208318860583143,0,0,0.132081537774892,0.115597206482998,0.0982422816606277,0.0887054153601685,0.0929273432743045,0.0796899970793942,0.0627628854453818,0.0459974913116273,0.0342934489868421,0.33936663876545,0
