"","SS","VPD__0.1m_Grid.1x1m","VPD__0.50cm_Grid.1x1m","VPD__1.2m_Grid.1x1m","VPD__10.11m_Grid.1x1m","VPD__100.150cm_Grid.1x1m","VPD__11.12m_Grid.1x1m","VPD__12.13m_Grid.1x1m","VPD__13.14m_Grid.1x1m","VPD__14.15m_Grid.1x1m","VPD__15.16m_Grid.1x1m","VPD__150.200cm_Grid.1x1m","VPD__16.17m_Grid.1x1m","VPD__17.18m_Grid.1x1m","VPD__18.19m_Grid.1x1m","VPD__19.20m_Grid.1x1m","VPD__2.3m_Grid.1x1m","VPD__3.4m_Grid.1x1m","VPD__4.5m_Grid.1x1m","VPD__5.6m_Grid.1x1m","VPD__50.100cm_Grid.1x1m","VPD__6.7m_Grid.1x1m","VPD__7.8m_Grid.1x1m","VPD__8.9m_Grid.1x1m","VPD__9.10m_Grid.1x1m","VPD__Abv200cm_Grid.1x1m","VPD__Abv20m_Grid.1x1m"
"1","BG_15_1",0.208504436833354,0.171219996823205,0.0646805853346556,0.046318982930271,0.0274603622885616,0.0436085538943298,0.0412601383159967,0.0377222057387489,0,0.0372183796653954,0.0372202231354377,0.0353027247094051,0.0666163291174805,0.0250664667723386,0.0183033157136524,0.0628383849343964,0.0407857025920215,0.0325315950599659,0.0331992686911719,0.0372844405390951,0.0348844266547977,0.0394090371891944,0.0448687221771005,0.0477470892630879,0.72681498179867,0.039133664899393
"2","BG_15_10",0.208215140617134,0.183712911258553,0.0418682207351102,0.0682860451805921,0.0196013549373372,0.0615756908205174,0.0618052368093324,0.0568031056162441,0,0.0462614062967856,0.0222668658734574,0.0275426288848863,0.0131362075712324,0.000171788511728457,0,0.0393705784982167,0.040941490161131,0.0455495111329976,0.0506930637485914,0.0245022296174094,0.0505171158838042,0.054891276350372,0.0582191676953484,0.0741523352810401,0.749916642174014,0
"3","BG_15_100",0.319494261533762,0.266080988688196,0.0747408242677898,0.0448435886188848,0.0350739696828589,0.0342430270888288,0.0223485917561542,0.0131231920371983,0,0.00680983525022541,0.0396668547343069,0.00285682124918745,0.00125162180225399,4.51642851533331e-05,4.28993448320964e-06,0.0674866008132256,0.0593766473396272,0.0585609243313399,0.058850459972437,0.0534132738141566,0.0607094839494588,0.0615441572430498,0.0597619955277521,0.0539485238273816,0.60576491925246,0
"4","BG_15_11",0.467049674666184,0.414856947967513,0.092154834712015,0.0185349685231783,0.0357065628479615,0.0154664290743475,0.0125404726577145,0.00947362577300917,0,0.0061038811774929,0.0564482719834178,0.00330157089339227,0.00208130320598946,0.000143975350449262,3.04464480375298e-05,0.109955634852497,0.0754701774618275,0.0504020224767567,0.0352689969322713,0.0521927275590441,0.0292518048982073,0.026425507195784,0.0244722236173318,0.0218574565050947,0.440795495492733,1.5000410421909e-05
"5","BG_15_12",0.395824031668864,0.347402833913492,0.0799347863385463,0.0176963223404857,0.0321274565762817,0.0109319337309833,0.00633229943642575,0.00313714370186715,0,0.00134073285527823,0.047807329857811,0.000491669558598657,0.000220661187998135,1.11603770948377e-05,2.30857165993317e-06,0.09629163040469,0.0818258894794465,0.0723646222740021,0.0656359195822322,0.0484211984281759,0.0572880589649487,0.0479986644325162,0.036332689223098,0.0263394830455284,0.524241186343699,0
"6","BG_15_13",0.328600921856833,0.272311765317183,0.0922083798230412,0.0243768496060468,0.0410942124931357,0.0228203465590015,0.0212397183820783,0.0201722759827613,0,0.0183961720616597,0.0511141674799755,0.0171470688297579,0.0304202974570669,0.0132275883147636,0.0122609219992167,0.0855104696822503,0.0557621466527806,0.0453864307894161,0.0401220400487778,0.0562891570583943,0.0357149614938274,0.0320793782353664,0.0290945820646574,0.0266662123272486,0.579190701883338,0.0487932442557929
"7","BG_15_14",0.33456665316513,0.292561978491837,0.0628136808187498,0.0316237837243075,0.0273890155680365,0.0303421181896269,0.0282404626009511,0.0265359544802741,0,0.0238843462886312,0.0354246653141,0.0219060244091702,0.0373380307038821,0.0151557709060971,0.0124553858557193,0.0632312435332665,0.0479890234555727,0.0434010343510175,0.0429260254765899,0.0420046751625304,0.0414033399723145,0.0402777044793145,0.0374342765300566,0.0347156610645328,0.602619670069946,0.0237594876676259
"8","BG_15_15",0.396942293647133,0.352425040388062,0.0591454999548695,0.0312655985737591,0.0249382637784145,0.0284384066439102,0.0246109951027672,0.0212857289631305,0,0.0169574971270245,0.0342072362469243,0.0134223935294332,0.0190524171352793,0.00761620908956682,0.00685062273489172,0.0660430444655521,0.0547592024607155,0.0479911619193468,0.0428862392197218,0.0445172538549214,0.0405625547106109,0.0384634059798021,0.0362544860462086,0.0338092750073976,0.543912210481475,0.0136429747102342
"9","BG_15_16",0.399348062155671,0.348619959601248,0.0647480764284993,0.026661023000626,0.0284783785244682,0.0232523701670577,0.0196371414389179,0.0174211730426624,0,0.0163450227182333,0.0362696979774509,0.0153764460507373,0.0273186232040667,0.0108021338922014,0.00831979644155914,0.0683945159096823,0.0556758670801856,0.049174761370699,0.0435319405802599,0.0507281032059801,0.0393964858162769,0.0360648853947714,0.0330647438559798,0.0301467722110222,0.53590386530656,0.015320166122024
"10","BG_15_17",0.458057149600059,0.405518062879411,0.0762936706059901,0.0210092724514871,0.0325827246380461,0.0196595471649199,0.0197544702493242,0.0180671957369472,0,0.0147531146181938,0.0437109460442689,0.0119614825214981,0.012990981982184,0.00284661028840687,0.00223076170773491,0.0790969326419502,0.0601459889736086,0.0471821415916615,0.038946940742241,0.052539087563148,0.0337455641083605,0.030044988327853,0.0259493853612089,0.0230448876642745,0.465649184452074,0.00421892086664153
