"","SS","VPC_00.01m_Grid.1x1m","VPC_01.02m_Grid.1x1m","VPC_02.03m_Grid.1x1m","VPC_03.04m_Grid.1x1m","VPC_04.05m_Grid.1x1m","VPC_05.06m_Grid.1x1m","VPC_06.07m_Grid.1x1m","VPC_07.08m_Grid.1x1m","VPC_08.09m_Grid.1x1m","VPC_09.10m_Grid.1x1m","VPC_10.11m_Grid.1x1m","VPC_11.12m_Grid.1x1m","VPC_12.13m_Grid.1x1m","VPC_13.14m_Grid.1x1m","VPC_14.15m_Grid.1x1m","VPC_15.16m_Grid.1x1m","VPC_16.17m_Grid.1x1m","VPC_17.18m_Grid.1x1m","VPC_18.19m_Grid.1x1m","VPC_19.20m_Grid.1x1m","VPC_20m.above_Grid.1x1m"
"1","BG_15_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","BG_15_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","BG_15_100",3.51515573491719,1.81389055188735,2.3060779036966,2.28956881594939,2.33646304587763,2.46685136374542,2.65324261414212,2.71463508018762,2.89183301491866,2.86979345563306,2.77919255333495,2.44675536025794,1.80065057189706,1.00278653946691,0,0.541020619929261,0.210762510612981,0.0836318133444203,0,0,0
"4","BG_15_11",8.05255225649124,3.90425219957131,5.04755202240009,5.06184398435789,4.59046473002188,3.87207458390372,3.73356197133597,3.5357062979524,3.3639513370726,3.42433567674584,3.56435053811606,3.69189429456688,3.89219271484689,3.77814892260131,0,2.76860103810369,2.06266953771371,1.7002221478211,0.109360447549972,0,0
"5","BG_15_12",7.84929576700168,4.0244559557003,4.60654809146303,4.11558438215403,4.1603484002104,4.51444804317597,4.56734296711241,4.50948851235223,4.39737693093427,3.98103898920074,3.11924227133241,2.4688325396812,1.99596717611073,1.05411391150234,0,0.94222308559012,0.718925642249664,0.589598777917383,0,0,0
"6","BG_15_13",9.13279792979365,5.97403914461238,5.26657110870858,5.06468386536526,5.23254755364363,5.34000416026938,5.26497987170872,4.75951595216078,4.55318132813603,4.42419082501018,4.2219081258599,4.15571324389795,3.98199486719989,3.92584797753982,0,3.75292035551678,3.5275557151757,5.10463504142691,2.55935958214353,2.1758518443815,2.45498771617489
"7","BG_15_14",7.75732372130825,4.44624693625276,4.84073755209802,4.35117311496301,4.7047189725098,5.06690370766823,5.06726654736685,4.91365789891938,4.44402175151191,4.1018241447647,3.67086559774029,3.34635052652,3.04098705277779,2.75770626487482,0,2.63797886039218,2.84276429365432,4.72488165653934,2.52651765470839,2.02944510143194,2.39005066077085
"8","BG_15_15",9.29497153737789,4.11804808712172,4.52903733068593,4.28447436871651,4.00508390793497,3.8359496065342,3.96590774175382,4.4964175665001,4.70735807090911,4.75777301918097,4.65011083148061,4.44600932882847,4.04034803056973,3.53883660403381,0,2.75400753176611,1.93732635933852,2.40394235258326,0.554760165040552,0.195337137815118,0
"9","BG_15_16",9.6524543448192,4.84218788358185,5.307644596893,4.92602278526796,4.8873818276685,4.90688888110691,4.8993230378147,5.05505486284942,5.44176303792528,5.3453865706903,5.15801402626248,4.67022208521875,4.02930598511379,3.22963105758071,0,1.98049996367518,1.53079571430665,1.38761150605327,0.143980090796652,0,0
"10","BG_15_17",8.96075182415466,4.81752517423694,5.66332635440641,5.75402435430859,5.44298950327806,5.27264291233149,4.96394284193677,4.18996474910003,3.15691486635848,2.38874461614438,1.70007515498143,1.32428342934036,0.88448536472431,0.790904170552355,0,0.464379129128828,0.483522942248158,0.0225618123819601,0,0,0
"11","BG_15_18",4.39995742592743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","BG_15_19",10.7881490332423,6.19071548015123,7.15012159050718,6.58838543587427,5.87628911837847,5.66787915170275,5.44013366627945,5.16771507151152,4.81909249791277,4.27071786467242,3.63754700584232,2.98655133336141,3.06301330186594,3.31993020426372,0,3.77735870327481,4.41726979075891,6.60261555141195,2.5924690351448,2.11805256863402,1.52368512239544
"13","BG_15_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","BG_15_20",8.33950211960959,5.31663214484304,6.72114457028424,6.48557667750908,6.94920232856713,6.98149402216897,7.07446176307937,7.00746475391462,7.15650889966887,7.11089196819557,6.59936693152747,5.88440980381279,4.95934205777898,4.87055387106817,0,4.8732841869104,4.82635628609989,5.40669730532658,0.484614553596342,0,0
"15","BG_15_21",5.67865962989216,3.20204161912662,3.31423305839428,2.89940915193584,2.94695286212417,2.78774208978706,2.8003727287933,2.96302207165282,2.88206973121838,2.90994958264803,2.86131572469162,2.76337909366,2.43487564392937,2.00687721294624,0,1.54242286764743,1.06876756833031,0.669801034599307,0,0,0
"16","BG_15_22",5.53669797647568,3.24234557754307,3.92573249747204,3.85481218105867,3.83168157123388,3.38695743829273,2.69799995678705,2.13359968200429,1.63616672205485,1.2878237765308,0.859730662957987,0.601550936186368,0.234057332842915,0.180124991328893,0,0.0112809061909801,0,0,0,0,0
