"","SS","VPC_00.01m_Grid.1x1m","VPC_01.02m_Grid.1x1m","VPC_02.03m_Grid.1x1m","VPC_03.04m_Grid.1x1m","VPC_04.05m_Grid.1x1m","VPC_05.06m_Grid.1x1m","VPC_06.07m_Grid.1x1m","VPC_07.08m_Grid.1x1m","VPC_08.09m_Grid.1x1m","VPC_09.10m_Grid.1x1m","VPC_10.11m_Grid.1x1m","VPC_11.12m_Grid.1x1m","VPC_12.13m_Grid.1x1m","VPC_13.14m_Grid.1x1m","VPC_14.15m_Grid.1x1m","VPC_15.16m_Grid.1x1m","VPC_16.17m_Grid.1x1m","VPC_17.18m_Grid.1x1m","VPC_18.19m_Grid.1x1m","VPC_19.20m_Grid.1x1m","VPC_20m.above_Grid.1x1m"
"1","BG_15_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","BG_15_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","BG_15_100",3.34996182234665,0.85123441079155,1.19457877322474,1.3481801985238,1.53321455841181,1.72893866123696,1.925935352507,2.02214303894121,2.05892084499873,1.95215067447188,1.61924153728684,1.08679053194197,0.534614405701196,0.185416136421481,0,0.0577755153983202,0.0111987783150929,0.00241791804530415,0,0,0
"4","BG_15_11",11.6756172053958,2.62191397302113,3.65856452023416,3.2048867396284,2.4296258589972,1.68007126495291,1.35467039959277,1.14354797658437,1.01908882667345,0.94222448460168,0.925171799440061,0.936752354288623,0.968058030033087,0.819165181980148,0,0.486637821328582,0.254899465512853,0.121150419954187,0.00203614151183507,0,0
"5","BG_15_12",10.2489182998218,2.58335454314075,3.11007890048358,2.78187834054467,2.83036396029524,2.72868414354798,2.39144820565029,1.9679307711886,1.57839144820565,1.21786714176635,0.753372359378977,0.459277169763299,0.244464240264698,0.0885721557648256,0,0.0446678544158819,0.0227793331636549,0.00941715449223721,0,0,0
"6","BG_15_13",10.1777806057521,3.51068974293713,3.09315347416645,2.68134385339781,2.69712395011453,2.66849071010435,2.50674471875795,2.20844998727412,1.94718757953678,1.80516670908628,1.72486637821329,1.69941460931535,1.53855942988038,1.43598880122168,0,1.25719012471367,1.01259862560448,1.444387884958,0.428098752863324,0.306948332909137,0.255790277424281
"7","BG_15_14",8.95838635785187,2.5086536014253,2.7789513871214,2.48320183252736,2.5864087554085,2.77347925680835,2.76762534996182,2.51896156782896,2.22092135403411,1.87223212013235,1.55688470348689,1.31903792313566,1.12891320946806,0.949605497582082,0,0.859251717994401,0.843217103588699,1.37910409773479,0.519470603206923,0.33876304403156,0.308348180198524
"8","BG_15_15",13.2215576482566,2.16327309748027,2.4765843726139,2.23262916772716,2.12674980911173,2.00356324764571,2.12242300839908,2.36116060066175,2.4222448460168,2.32807330109443,2.13858488164927,1.77475184525325,1.38190379231357,0.96271315856452,0,0.594807839144821,0.302876049885467,0.249427335199796,0.0250699923644693,0.00509035377958768,0
"9","BG_15_16",13.6936879613133,2.88572155764826,3.16530923899211,2.96933061847798,2.92122677526088,2.90061084245355,2.92059048103843,3.04148638330364,3.14240264698397,2.89679307711886,2.39170272333927,1.78531432934589,1.22053957750064,0.72728429625859,0,0.3222193942479,0.157291931789259,0.0848816492746246,0.00394502417918045,0,0
"10","BG_15_17",13.1207686434207,3.30758462713159,4.0173072028506,3.70514125731738,3.17383558157292,2.77118859760753,2.26927971494019,1.56630185797913,0.897683889030288,0.473148383812675,0.239373886485111,0.124586408755409,0.0496309493509799,0.0281242046322219,0,0.0145075082718249,0.0117078136930517,0.000254517688979384,0,0,0
"11","BG_15_18",3.09558355606466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","BG_15_19",15.5506490201069,4.65105624840926,5.45036905064902,4.44578773224739,3.53232374650038,2.99834563502163,2.5506490201069,2.12942224484602,1.73937388648511,1.27996945787732,0.913973021124968,0.665054721303131,0.619241537286841,0.639602952405192,0,0.749554594044286,0.933189106642912,1.37732247391194,0.351870705013998,0.216212776787987,0.0977347925680835
"13","BG_15_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","BG_15_20",8.33443624331891,2.81140239246628,4.03105115805548,4.18096207686434,4.87935861542377,5.22728429625859,5.23657419190634,4.93573428353271,4.74955459404429,4.23810129804021,3.45316874522779,2.52723339272079,1.77793331636549,1.5073810129804,0,1.42568083481802,1.24280987528633,1.12420463222194,0.0271061338763044,0,0
"15","BG_15_21",6.89182998218376,1.66963603970476,1.84881649274625,1.51616187325019,1.49580045813184,1.39552048867396,1.37477729702214,1.37541359124459,1.30147620259608,1.23377449732756,1.123441079155,0.948460167981675,0.712649529142275,0.452150674471876,0,0.262789513871214,0.126240773733774,0.0479765843726139,0,0,0
"16","BG_15_22",8.1468567065411,2.40468312547722,3.09493509798931,2.66989055739374,2.24331891066429,1.5790277424281,0.974039195724103,0.565283787223212,0.316365487401374,0.180580300330873,0.0841180962076864,0.0388139475693561,0.00852634258080937,0.0031814711122423,0,0.000127258844489692,0,0,0,0,0
