"","SS","mean_MaxHeight","mean_MeanHeight","mean_PercCanopyCoverCut0.1m","mean_PercCanopyCoverCut0.5m","mean_PercCanopyCoverCut1.0m","mean_PercCanopyCoverCut1.5m","mean_PercCanopyDensity","sd_MaxHeight","sd_MeanHeight","sd_PercCanopyCoverCut0.1m","sd_PercCanopyCoverCut0.5m","sd_PercCanopyCoverCut1.0m","sd_PercCanopyCoverCut1.5m","sd_PercCanopyDensity","cv_MaxHeight","cv_MeanHeight","cv_PercCanopyCoverCut0.1m","cv_PercCanopyCoverCut0.5m","cv_PercCanopyCoverCut1.0m","cv_PercCanopyCoverCut1.5m","cv_PercCanopyDensity","kurtosis_MaxHeight","kurtosis_MeanHeight","kurtosis_PercCanopyCoverCut0.1m","kurtosis_PercCanopyCoverCut0.5m","kurtosis_PercCanopyCoverCut1.0m","kurtosis_PercCanopyCoverCut1.5m","kurtosis_PercCanopyDensity","skewness_MaxHeight","skewness_MeanHeight","skewness_PercCanopyCoverCut0.1m","skewness_PercCanopyCoverCut0.5m","skewness_PercCanopyCoverCut1.0m","skewness_PercCanopyCoverCut1.5m","skewness_PercCanopyDensity","strata_00_to_02_returnProportion","strata_02_to_04_returnProportion","strata_04_to_06_returnProportion","strata_06_to_08_returnProportion","strata_08_to_10_returnProportion","strata_10_to_15_returnProportion","strata_15_to_20_returnProportion","strata_20_above_returnProportion"
"1","BG_15_1",11.3671760565323,7.8608875078475,81.2129798043401,72.5835699875074,70.2561737155145,68.477640329879,79.0946527230837,7.00843705995493,5.32839689577985,27.182650801224,33.2872061765923,34.9573443052897,35.9898604321745,24.6932564364864,61.6550410154637,67.7836553501182,33.4708206332448,45.860524885069,49.7569714611005,52.5570978479978,31.2198809734197,1.90929973475456,2.00098460517728,5.16429149164595,2.93572905213857,2.58924286720559,2.36908526136515,4.77163648706421,-0.127542028664666,0.110996928821521,-1.73716898676165,-1.13029472254171,-1.01264641852534,-0.925324109986852,-1.51397842167202,0.273185021429132,0.103624087364001,0.0657308636485394,0.0742934637529288,0.0926158112493311,0.168909880222484,0.182507215206059,0.039133664899393
"2","BG_15_10",9.65592983657635,6.70684256904565,73.7889740188729,67.615153274657,66.6116450171004,65.7517983062228,71.6256485844277,5.21847051152012,4.06720913187574,33.8473943914626,37.034360665703,37.2976069899288,37.5508914837818,29.0881183472489,54.0442049584155,60.6426808144758,45.8705312568861,54.7722793961098,55.992622581763,57.1100600304463,40.6113158095339,2.18402122328575,2.03773796912418,3.06237049567813,2.23824626744164,2.15807320550243,2.08250393816661,3.10584528428809,-0.613674116225988,-0.170263588943577,-1.20592991825678,-0.874082254444791,-0.828271156558428,-0.785409931890685,-1.0410276316685,0.250083361009642,0.0803120685926183,0.0962425747978161,0.105408392158781,0.13237150280191,0.248470077723572,0.0871120311080642,0
"3","BG_15_100",7.41823753020147,4.4944997888002,78.7691667556796,63.4093789416571,59.4403889853035,56.7372287123152,77.2285429122172,4.39725922898289,3.17023003378993,22.8490592524075,30.6344985182746,32.661144489556,33.9434182548457,22.2864119557877,59.2763336450278,70.535770002477,29.0076183277131,48.3122513255671,54.9477300655476,59.8256542048521,28.8577397881504,1.88610692019798,2.05627894500916,4.54329860407162,2.35272676332152,2.01522093393242,1.83608674558543,4.39440976860154,-0.115383643826961,0.287469092259719,-1.43713270202969,-0.742939008114736,-0.595704427995146,-0.503828483447521,-1.34666251534023,0.394235084573188,0.126863247914909,0.117411384119998,0.1222536409206,0.113710519107442,0.114558399101638,0.0109677325020727,0
"4","BG_15_11",5.24655497202144,2.83374706445556,62.6613820442723,43.0328688397521,39.9129042070478,37.6993322765478,62.0005332842206,4.30908546125732,2.94402485181451,25.8208567281763,31.1162356900339,31.5764392313245,31.8290559734531,25.0649919134138,82.1317127950931,103.891588940389,41.2069697248825,72.3080671333025,79.1133590969027,84.4286995323084,40.4270585843379,2.99858197381779,4.10578576266383,2.20250821433485,1.75256156526152,1.76731307398067,1.79764235265508,2.25707905510789,0.958534608779126,1.39064558820787,-0.455854543808289,0.158218172605608,0.279191327246701,0.366476406851853,-0.471745380500329,0.55920450802364,0.185425811970291,0.0856710192883206,0.0556773120566577,0.046329680085169,0.0560154958963214,0.0116611770620634,1.5000410421909e-05
"5","BG_15_12",5.85603948281708,3.16945904683628,70.2344786613256,52.0141052215722,48.6956726272451,46.4301131387819,69.7030555455093,3.6843140054143,2.51620635332135,25.0308306542253,31.520299138501,32.1618870295694,32.4395701975896,24.4654290825414,62.9147739905937,79.3891423154055,35.6389498880247,60.5995220031745,66.0467045516789,69.8675234768999,35.0995073186825,2.33873835442544,3.1164099623979,2.85519882328866,1.78113401517732,1.69091707671171,1.64957322190835,2.89932951488263,0.281998702773372,0.835397840293664,-0.863570666856555,-0.254594115134172,-0.142987234278325,-0.0636810446279975,-0.861979821096743,0.475758817048867,0.178117519579692,0.138000541633895,0.105286723281677,0.0626721721945332,0.0380976991403633,0.0020665325457697,0
"6","BG_15_13",10.0148785954215,5.71345098346434,78.2723821951858,62.881973375465,58.796511508203,55.6980025207323,77.6659413988746,7.23594123821543,5.01161448960196,22.7630112136351,31.3543439875993,32.6000364936212,33.2640031971899,22.207409451661,72.2519116859138,87.716066946341,29.0817917830476,49.8622137705256,55.4455284121288,59.7220756432121,28.5934980657851,2.12746058512331,3.06390750771401,3.95751908036801,2.20774056911068,1.95556788088103,1.8048266491185,3.97121414123092,0.467959926561997,0.920584864146938,-1.2835228789075,-0.672147610754192,-0.523661167728135,-0.40975510525848,-1.26143912816262,0.420809300891416,0.141272616150869,0.0855084707227752,0.0677943396630527,0.0557607943552581,0.0886091903403879,0.09145204846416,0.0487932442557929
"7","BG_15_14",10.2304157297516,5.86288272807629,71.474992169201,57.0584410512839,54.2821883979815,52.3740698489674,70.5875370935683,6.44948710050568,4.59535420966108,25.1911779095515,31.0755828526035,31.6345821878458,31.8868558227386,24.3425256054637,63.042277761495,78.380455874629,35.2447438537902,54.4627267763466,58.2780155359804,60.882906206624,34.4855857106846,2.00219000978246,2.59098676672825,3.06765177611984,2.02097427087446,1.89725546684932,1.82614386909065,3.07054686158499,0.106030267677131,0.640911936900549,-0.963568046291334,-0.487261861300818,-0.399637057142637,-0.340997708662125,-0.925618235892637,0.397380333285692,0.111220266846836,0.0863270597359888,0.0816810443543886,0.0721499375123009,0.116742318727922,0.11073955787458,0.0237594876676259
"8","BG_15_15",8.70499087788237,4.741197907,69.5597764392522,51.9019648851861,48.9398188994737,47.1933045477624,68.9904144281207,5.95189772922633,4.08479945895452,25.1340453586618,31.5328684216572,31.9830256526484,32.1321793768615,24.350687000552,68.3733942139894,86.1554303169594,36.1330162994584,60.7546717959754,65.351745004092,68.0863094559141,35.2957540585908,2.1992328481297,3.23794252932811,2.77297932040967,1.81807821384174,1.72926636048557,1.69080333145602,2.82279695190491,0.310288117773685,0.921623620208496,-0.829602384413406,-0.285249400573965,-0.188449654183843,-0.129630861190352,-0.817237634493347,0.456087792956771,0.120802246764657,0.090877401042265,0.0790259605930207,0.070063760943189,0.105600729055985,0.0638991394649639,0.0136429747102342
"9","BG_15_16",8.49200814734401,4.74541024193895,70.1068128021726,52.3964761303833,48.970090510117,46.9735011758199,69.4390620648397,6.28893448609443,4.34929617685802,25.426853692353,32.0901201210091,32.9049967431077,33.1754259504815,24.687337353596,74.0570943524281,91.6526908131113,36.268734344125,61.2448059315211,67.1940696869033,70.6258318414614,35.5525213323646,2.22256283502843,3.37149175223562,2.9115676543885,1.77245480726357,1.66538967420733,1.62176509998303,2.95705254043685,0.457997231424939,1.02093477920259,-0.888728865151683,-0.282386741060093,-0.1755821233457,-0.109536439698706,-0.873065977493258,0.464096137830922,0.124070382817607,0.0927067018417904,0.0754613711370518,0.0632115160092989,0.0869717074543794,0.078162022140755,0.015320166122024
"10","BG_15_17",6.51762523717102,3.59672457170364,60.8418135176303,43.6607568064274,40.4998825650216,38.4115334382875,60.385159114141,5.51522718179911,3.6936482942192,29.1125965418186,32.3318038082669,32.4377855514424,32.3773678028399,28.4490294326808,84.620194949917,102.694777444959,47.84965282697,74.0523210617074,80.0935298994123,84.2907452649809,47.112618149943,2.39832113221191,3.89779578725972,2.11654194230642,1.66806837011418,1.66101401174977,1.67652892475083,2.15458531687653,0.651375760041546,1.22414747417392,-0.508792083301351,0.053789734267676,0.161885549798908,0.236822944818273,-0.505537023585883,0.534350819073193,0.139242921419404,0.0861290822149022,0.063790552353404,0.0489942729801251,0.0784904853847852,0.0447829510205134,0.00421892086664153
"11","BG_15_18",0.105886783984584,0.0911250545235286,9.09473291161411,0.0159008542080492,0.00017054902573869,8.95382412236162e-05,9.09473291161411,0.088098634589985,0.0680653569797251,11.0384408178325,0.521622709576478,0.0320287040908413,0.0237505986616516,11.0384408178325,83.2007841533944,74.6944485637049,121.371797556982,3280.46973295578,18779.7637377974,26525.6479656954,121.371797556982,8.63835826957317,2.47706708846525,12.8107894711391,4452.55400510748,35528.557958654,70359.0000142126,12.8107894711391,0.854900977255552,-0.106150612557695,2.44160932557934,57.491197916541,188.256989136499,265.250824719194,2.44160932557934,0.999995766120749,4.23387956687904e-06,0,0,0,0,0,0
"12","BG_15_19",8.37288804597692,4.88771565971278,76.7036143108075,58.4447941468399,54.9132083516088,52.5587918858293,75.5434742805323,6.42129926897324,4.55599686614691,22.3250611342805,31.6994017364348,33.016550454426,33.5791689033781,21.6662861230777,76.6915696676322,93.2132141748737,29.1056182096166,54.2381955470515,60.12497074114,63.8887761657847,28.6805529258815,2.38263394382878,3.01992308264711,3.77981166571527,1.98515250528574,1.80327469264808,1.70338071319566,3.80931826308396,0.694828610898518,1.00593010943359,-1.19654628371727,-0.517740891660935,-0.404550424174809,-0.318415531747197,-1.16291540451353,0.449508483848232,0.144256971857005,0.104705920236578,0.0758968680878155,0.0494907725158986,0.057898508442906,0.0987063721799811,0.0195361078322154
"13","BG_15_2",4.54215871062639,2.74281778448305,66.3669843592609,47.6798001804699,44.5507736191034,42.2765554225172,66.645857501732,3.59008371113977,2.52688303018531,31.1152512849463,35.8722779473976,36.1519720338947,36.1640433511438,29.5018177735754,79.0391516426046,92.1272657804923,46.8836298429829,75.2357975738566,81.1477985612189,85.5416033537165,44.2665439075621,2.16354013484142,3.42118089650832,2.35821143056969,1.57538456097683,1.5622913987139,1.58018871876727,2.44402959537756,0.418025705800524,0.981872916673559,-0.720147753098436,-0.0199028221446603,0.0961063671212596,0.183703528710881,-0.716869568454633,0.519039129349784,0.172594018832067,0.13021619949231,0.0951703235533657,0.0553109778825965,0.0270326501672088,0.00063670857197907,0
"14","BG_15_20",10.1560271615971,6.54946215892961,83.9781241651336,75.6928433620756,74.2589814300398,72.9864393494021,80.8777747486889,5.05599410740611,3.79180466949403,19.4791648421413,26.0708476618753,26.989345742846,27.6883624564636,18.8762180875214,49.7831881202949,57.8949015580499,23.1955226861673,34.4429492986091,36.3448908443122,37.9363107767366,23.3391907061926,2.63601328864881,2.57983447709314,6.54061432130326,4.28138555013941,3.96374298400115,3.70676770656769,5.90359829778767,0.215924252999118,0.338330700614789,-1.88566206411734,-1.42621066334597,-1.3468164148502,-1.27467838462483,-1.65492998252161,0.230330705405352,0.131843631629786,0.138814122969782,0.133436676532148,0.124016942617703,0.149878858496219,0.0818116579056091,0.00986741051758254
"15","BG_15_21",7.71370123050847,4.68157476146733,72.0034417546239,54.7551888262944,51.5081383235048,49.2273206771322,71.0431517481079,6.14153304291321,4.48211673896511,27.0357931533294,33.5339431616223,34.7980014879571,35.5610985622487,26.1451258659704,79.6184977792868,95.7395100438446,37.5479178418485,61.2434070276071,67.5582589869642,72.2385416738068,36.8017538955354,2.07986028909726,2.99538835921375,2.99938871317696,1.70748427775691,1.57645388410551,1.5069636769095,3.05795410679857,0.493105632299225,0.932835097961453,-0.999225171135006,-0.308002237583659,-0.19705088215245,-0.118644720364261,-0.982967615350747,0.472086181920459,0.128392055252896,0.07378232922305,0.0624936309268173,0.0646411289206071,0.117283691927664,0.0724186633101689,0.00890232539819628
"16","BG_15_22",5.7698602351454,3.33950643654081,71.1419139480874,51.8783957798388,48.5092346588175,46.1291257402924,70.6358749100504,4.6767319730234,3.33265171772514,26.8975134630171,33.1314111670929,33.9151936990625,34.3985534765224,26.3009933329809,81.0545105501252,99.7947385655359,37.8082511002507,63.8635999996912,69.9149222567621,74.570139634093,37.2346111186041,3.95220830867209,5.32522593296645,2.82686108192647,1.68101276922973,1.5964596712667,1.55687383047371,2.86803372153444,1.05856121736995,1.51444088175569,-0.912921433099231,-0.20076788537865,-0.084931662527132,0.00107168195426632,-0.910798984921589,0.506628666867321,0.173139951890218,0.11068865425055,0.0773785506866008,0.0528682514095403,0.0530031597531666,0.021536081455623,0.0047566915884254
"17","BG_15_23",10.5835870713437,6.09970434389872,78.238589611214,62.3939213154862,58.9503182564249,56.3022180961945,77.727214585954,7.47870011715842,5.10680412791868,22.7132572097154,31.0549124517359,32.0209179128886,32.5368725382602,21.9688392860526,70.6631888295025,83.7221583211126,29.0307600412826,49.772336466418,54.3184818334696,57.7896815409113,28.264024901804,2.00343304597946,2.68799251571507,4.10929049534197,2.27545615852761,2.06104614461659,1.92333925929206,4.0808551110484,0.360506881599501,0.776429414867468,-1.30312169465436,-0.689433836783847,-0.575120231848069,-0.484232116505579,-1.26058775706522,0.406088333774717,0.129636360031599,0.0822579395011424,0.0687078835971193,0.0592071765705417,0.0968355090599747,0.10044848731492,0.0568183185421361
"18","BG_15_24",5.75690255974872,2.98060432855482,72.0371268492134,47.9405488343771,43.6451831583256,41.1540132606294,71.9621982960574,4.27071685889609,2.69906590263801,24.6944683124048,32.0528183108609,32.7107804500244,32.8566399035599,24.2070582676662,74.1842825125478,90.5543173503569,34.2801960495936,66.8595147327069,74.9470573450548,79.8382400653806,33.6385753087708,2.12069899585447,3.39298134452889,3.0302453511329,1.68014099394395,1.60364322936865,1.59021895568623,3.06645477775618,0.379536372962482,0.992852927152997,-0.934363566887552,-0.130529707386354,0.0119529544996487,0.100907146127405,-0.933641094360482,0.557909352116968,0.134864067445609,0.101437436486381,0.0815990021043583,0.0636831252907168,0.0539252441601279,0.00658144903560626,3.30831693105537e-07
"19","BG_15_26",6.77807958709224,3.8691445754827,72.5927301901404,48.4410029434217,44.3006874856053,41.4649639021812,71.949361958445,6.50738779353852,4.46474136755171,24.5236194502495,33.9826108948962,34.7614090916065,35.1465203885663,23.9509110035576,96.0063644860527,115.39350056452,33.7824729639116,70.1525749468635,78.466974362196,84.7619703021553,33.2885662243824,2.49528824650543,3.74852028352557,2.94211834563949,1.60638971260969,1.56526826876428,1.56522887997631,2.95563518278531,0.901806820908585,1.33216911591831,-0.891746553357037,-0.0306838707716134,0.105469447787068,0.212832627664657,-0.873231904411994,0.570860115501171,0.129978966565021,0.0676170065938985,0.0459380990146597,0.0348283716240338,0.0612167616942213,0.0780001165283758,0.0115605686662473
"20","BG_15_27",3.24468159425839,1.64171240415693,62.9521273227877,27.7698045939715,22.799338439508,20.6590559661515,62.9835594548352,4.48050844149981,2.67070908989965,30.5048146179558,31.1823433041859,30.3487785525904,29.5766693949751,30.284853521537,138.087769518842,162.67825492073,48.4571624744975,112.288666629492,133.112540230555,143.165638562743,48.0837440495149,6.32470350386348,10.4474698315348,2.23976569283758,2.35969073607173,2.83133109309045,3.14995304675176,2.26525985277613,1.95643118418329,2.64841476760109,-0.678158687503756,0.842279385358551,1.09647853472459,1.22849350346282,-0.688572475315163,0.772490057664037,0.0927401671561653,0.0494878805743805,0.0260972439784619,0.0147418516670547,0.0215239372629625,0.0218237021014473,0.00109516382194955
"21","BG_15_28",3.2632741829603,1.77658876827455,62.5604894391582,25.4665086930266,21.702771249032,19.9898585251036,62.5180760955453,5.2078535511582,3.25329630229032,29.0374137032043,33.1805052073173,32.1798615986247,31.5267671097475,28.8298365054484,159.589824794736,183.120391189345,46.4149401059977,130.29075012706,148.275357231441,157.713808080011,46.1144013155304,7.08209970114482,10.2066229152727,2.00249159660695,2.55262132718271,3.04157362538319,3.35752860501615,2.01880961738385,2.18366328973399,2.69872624924715,-0.459254624256003,1.01825874940462,1.23824531860431,1.35803666435601,-0.47194568792815,0.795642088539842,0.0750808852295517,0.0361203865541242,0.0212675914015756,0.0165517076752754,0.0222677819280471,0.0239379658880431,0.0091315962528068
"22","BG_15_29",10.3560003386912,6.19851308609547,83.3250728405421,68.2606733365315,65.0493718716056,63.018646165761,82.4581312704127,6.53420527862826,4.79479964507359,21.0251873897328,31.6527211120237,33.3275584926663,34.1101276919048,20.3413929603398,63.0958387884143,77.3540295628205,25.2327260847025,46.3703616809827,51.2342510523364,54.127039800543,24.6687532775055,1.79159988141202,2.46184802970982,5.56802142841709,2.60877186337744,2.29248967139878,2.12540268062836,5.55683653201841,-0.0021518828605317,0.568069058319687,-1.72210245489924,-0.934836640977525,-0.80709975126044,-0.725841775595001,-1.67773253766045,0.37402477124965,0.128747107334492,0.0810142795985689,0.0695697478781951,0.0642968041926871,0.124398648908361,0.139425390167849,0.0185232584817636
"23","BG_15_3",12.2968203536529,7.94678128333856,76.142404944447,64.4554947250649,61.1888443487539,59.1296570812152,76.9474552575529,7.84483045890935,5.85059794255665,30.8392796544312,36.8495906225855,37.89055298453,38.3472482511235,26.5571334005118,63.7956010846246,73.622234385929,40.5021087486419,57.1705962071465,61.9239558906651,64.852816918003,34.5133355113846,1.7400647348851,1.94050286963454,3.64445596856063,2.00030698343398,1.78171692930633,1.67799637379358,3.90384774836207,-0.318441441485525,0.193390102769982,-1.34138103995948,-0.703670678000873,-0.567289139715836,-0.486573301744525,-1.29481906641842,0.343456976184465,0.0850207677693951,0.0512689010264152,0.0448550741963267,0.051189967821321,0.14022357680402,0.226948235039115,0.0570365081925476
