"","SS","VPD__0.1m_Grid.1x1m","VPD__0.50cm_Grid.1x1m","VPD__1.2m_Grid.1x1m","VPD__10.11m_Grid.1x1m","VPD__100.150cm_Grid.1x1m","VPD__11.12m_Grid.1x1m","VPD__12.13m_Grid.1x1m","VPD__13.14m_Grid.1x1m","VPD__14.15m_Grid.1x1m","VPD__15.16m_Grid.1x1m","VPD__150.200cm_Grid.1x1m","VPD__16.17m_Grid.1x1m","VPD__17.18m_Grid.1x1m","VPD__18.19m_Grid.1x1m","VPD__19.20m_Grid.1x1m","VPD__2.3m_Grid.1x1m","VPD__3.4m_Grid.1x1m","VPD__4.5m_Grid.1x1m","VPD__5.6m_Grid.1x1m","VPD__50.100cm_Grid.1x1m","VPD__6.7m_Grid.1x1m","VPD__7.8m_Grid.1x1m","VPD__8.9m_Grid.1x1m","VPD__9.10m_Grid.1x1m","VPD__Abv200cm_Grid.1x1m","VPD__Abv20m_Grid.1x1m"
"1","BG_15_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","BG_15_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","BG_15_100",0.200962069954605,0.178575250621042,0.0412765804115889,0.0663916690033535,0.0155940184799617,0.0424631000042216,0.0192272535947416,0.00663623918860944,0,0.0021562962546847,0.0256825619705271,0.000423066260822404,7.75697344358469e-05,0,0,0.0561455085414226,0.0627586046206723,0.0716500834232373,0.0780827974508732,0.0223868196239354,0.087141123800788,0.0905640498853386,0.0907626190501562,0.0832813811080181,0.757761353637141,0
"4","BG_15_11",0.465411555672123,0.415897515130576,0.0851888146035762,0.0153556420718726,0.0320887403768491,0.0154189651564553,0.015749967473519,0.0129716600930751,0,0.00795748227057737,0.0531000743108262,0.00362989525564714,0.00177704203143154,4.05050202845205e-05,0,0.111820415015495,0.0879764027395358,0.058822574751953,0.0366409898671722,0.0495140412108383,0.0265668650692376,0.0211217269190311,0.0181023363128334,0.01544716676888,0.449399635055903,0
"5","BG_15_12",0.413400363159327,0.352830986970275,0.0865658456122747,0.012438160489019,0.037345468081105,0.00677125984222767,0.00315202883922903,0.00103190116875643,0,0.000452511343872975,0.0492203777013369,0.000201517124587359,6.2100716441046e-05,0,0,0.0974604722496524,0.0829391059943883,0.0796304738023661,0.0687630890091968,0.060569377092735,0.055242537220824,0.0408279173101776,0.0296546479807736,0.0214060754618434,0.500033795640348,0
"6","BG_15_13",0.313355890129636,0.259596890706022,0.0845223498064787,0.0336486564323207,0.0388963018700268,0.0336940790855927,0.0300382105072021,0.0279962711303587,0,0.0246189429087746,0.0456260481455958,0.0187797943248391,0.026086799372491,0.00718371943434846,0.00510422183542186,0.0702185402485988,0.0570167952984399,0.0535059919092122,0.0509448608673001,0.0537589998722379,0.0467190895907411,0.0416978623810989,0.0366128370189452,0.0342882635133139,0.602121763591964,0.00396683092717288
"7","BG_15_14",0.299145398423935,0.261852995431374,0.0621166504958309,0.0345983821183761,0.0266399220398714,0.0314787686560367,0.0286357697652126,0.0250925026955467,0,0.0222457215905585,0.03547672848558,0.0208726226946826,0.0308581656893066,0.0108411193723357,0.00696602486871466,0.0661216306601013,0.0558139233260981,0.0537871889175717,0.0550646671685341,0.0372924034372267,0.0541131826872305,0.0497853534887614,0.0455468407048034,0.0403924955374282,0.638737954900215,0.00652359875468881
"8","BG_15_15",0.464469805905854,0.41923655195713,0.0547101165896283,0.0355587243607375,0.0232301227212156,0.0280437245975733,0.0208467640136729,0.0141852702640275,0,0.00814463733951764,0.0314799939282,0.00389831341410612,0.00294011580779017,0.000289040121583185,5.6965602657205e-05,0.0611176839941436,0.0512635226193238,0.0457049901864844,0.0409881560359254,0.0452332545352119,0.0415091001621437,0.0438352238376259,0.0431404958535854,0.0392973551114652,0.48082008100264,0
"9","BG_15_16",0.397475336008063,0.347922013082266,0.0655936551660701,0.0368873406645438,0.0284716958715948,0.0255241189733782,0.0168024104256852,0.00939262220249343,0,0.00422727699418587,0.037121959353958,0.00203460618023065,0.000978503209480402,4.72105957683455e-05,0,0.067432984770705,0.060362135120919,0.0557138675746593,0.0533005248628186,0.0495533235159395,0.0524523269459349,0.0530127938669573,0.0522122723673709,0.0465500201471055,0.536931012427151,0
"10","BG_15_17",0.532460035307616,0.476517732464762,0.0892354144121022,0.00331789498128809,0.0364837783942689,0.0015741420785394,0.00057034619098765,0.000337145532682811,0,0.000186471691579357,0.0527516361031865,0.000147592978368072,2.36512284959275e-06,0,0,0.0977354545866387,0.0792241359972756,0.0612415373436991,0.0498202104755533,0.0559423035026302,0.0385121643196548,0.0248967957896351,0.0137454659918616,0.00699283247302183,0.378304554131501,0
